Company Name,INC Instruments (Abandoned),All Instruments,Last Rating,Last Status,Last Rating Date,Days Since Last Rating,Urgency,Priority,Sector,INC Instrument Count,Why Target,ACER Pitch Angle,Current Rater
Everflow Petrofils Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,2025-02-12,491,HIGH,ULTRA HOT,Chemicals & Pharma,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Letter Of credit). Rating overdue 491 days. ACER can restore in 15 days.,BRICKWORK
Fuji Silvertech Concrete Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Performance guarantee | Term loans,A 4,Withdrawn,2025-02-12,491,HIGH,ULTRA HOT,IT & Software,5,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans). Rating overdue 491 days. ACER can restore in 15 days.,BRICKWORK
Global Poly Bags Inds. Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B+,Reaffirmed,2025-02-12,491,HIGH,ULTRA HOT,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Term loans). Rating overdue 491 days. ACER can restore in 15 days.,BRICKWORK
Kashipur Infrastructure & Freight Terminal Pvt. Ltd.,Term loans,Term loans,BB-,Reaffirmed,2025-02-12,491,HIGH,ULTRA HOT,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 491 days. ACER can restore in 15 days.,BRICKWORK
P M I Coaches Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,A 4,Reaffirmed,2025-02-12,491,HIGH,ULTRA HOT,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Term loans). Rating overdue 491 days. ACER can restore in 15 days.,BRICKWORK
S R Tranzcars Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,C,Reaffirmed,2025-02-12,491,HIGH,ULTRA HOT,Automobiles & Auto,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Fund based financial facility/instrument | Term loans). Rating overdue 491 days. ACER can restore in 15 days.,BRICKWORK
Shri Maa Mktg. Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-02-12,491,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee). Rating overdue 491 days. ACER can restore in 15 days.,BRICKWORK
Elite Contractors (Chennai) Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Letter Of credit). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
F S Housing Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Greenchef Appliances Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,BB-,Withdrawn,2025-03-06,469,HIGH,ULTRA HOT,Other,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Fund based financial facility/instrument | Non-fund-based financial facility/instrument). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Mathuram Swastha Evam Shikshan Sansthan,Term loans,Term loans,C,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
N M Pekhale Infra Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C-,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Infrastructure,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Term loans). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Nalari Ferro Alloys Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Steel & Metals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Salasaar Iron & Steels Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Steel & Metals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Siddapur Distilleries Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Simran International Export (India) Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 4,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Infrastructure,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Fund based financial facility/instrument | Letter Of credit). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Sri M K Paper Mills Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2025-03-06,469,HIGH,ULTRA HOT,Paper & Packaging,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Star Impact Pvt. Ltd.,Term loans,Term loans,BB-,Downgraded,2025-03-06,469,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 469 days. ACER can restore in 15 days.,BRICKWORK
Agsons Agencies (India) Pvt. Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Letter Of credit). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Catwalk Worldwide Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit | Term loans,C,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Letter Of credit | Term loans). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Devee Biologicals Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Letter Of credit). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Gujarat Infrapipes Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,A 4,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Infrastructure,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Letter Of credit | Term loans). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Lakshmi Float Glass Ltd.,Term loans,Term loans,B,Downgraded,2025-03-07,468,HIGH,ULTRA HOT,Manufacturing,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Lamina Suspension Products Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,A 4,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Manufacturing,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Letter Of credit | Term loans). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Man Structurals Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,BB,Withdrawn,2025-03-07,468,HIGH,ULTRA HOT,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Fund based financial facility/instrument | Non-fund-based financial facility/instrument). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
O P Gupta Contractors Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
S N Dairy Foods Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Sai Tech Medicare Pvt. Ltd.,Term loans,Term loans,C-,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,IT & Software,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Shree Bhageshwari Papers Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,BB,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Paper & Packaging,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Shree Sita Ram Paper Mills Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Paper & Packaging,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Letter Of credit). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Valvaya Capital Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,A 4,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,BFSI,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Letter Of credit | Term loans). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Vineet Oils Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2025-03-07,468,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Letter Of credit). Rating overdue 468 days. ACER can restore in 15 days.,BRICKWORK
Adison Granito Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Downgraded,2025-03-09,466,HIGH,ULTRA HOT,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Term loans). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
Alokik Steels Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit | Term loans,A 4,Reaffirmed,2025-03-09,466,HIGH,ULTRA HOT,Steel & Metals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Letter Of credit | Term loans). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
Asian Hotels (North) Ltd.,Term loans,Term loans,D,Withdrawn,2025-03-09,466,HIGH,ULTRA HOT,Hotels & Tourism,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
Cineline India Ltd.,Term loans,Term loans,B+,Reaffirmed,2025-03-09,466,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Term loans). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
Gargya Autocity Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,C,Reaffirmed,2025-03-09,466,HIGH,ULTRA HOT,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Fund based financial facility/instrument). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
Haldia Water Services Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B-,Downgraded,2025-03-09,466,HIGH,ULTRA HOT,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Term loans). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
Kohinoor Feeds & Fats Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-03-09,466,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
Ma Shantimoyee Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Downgraded,2025-03-09,466,HIGH,ULTRA HOT,Agro & Food,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Term loans). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
R K Jain Infra Projects Pvt. Ltd.,Bank Guarantee | Non-fund-based financial facility/instrument,Bank Guarantee | Non-fund-based financial facility/instrument,BB,Reaffirmed,2025-03-09,466,HIGH,ULTRA HOT,Infrastructure,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Bank Guarantee | Non-fund-based financial facility/instrument). Rating overdue 466 days. ACER can restore in 15 days.,BRICKWORK
Talwar Mobiles Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,D,Reaffirmed,2025-03-10,465,HIGH,ULTRA HOT,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,URGENT: BRICKWORK abandoned (Fund based financial facility/instrument). Rating overdue 465 days. ACER can restore in 15 days.,BRICKWORK
