Company Name,Latest Instrument,Current Rater,Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Raunaq Steels Trdg. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4+,2025-10-29,MEDIUM,Steel & Metals,YES,CRISIL | ICRA,2,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Rayalaseema Steel Re-Rolling Mills Pvt. Ltd. (Part- Ix),Letter Of credit,CARE,A 4,2025-08-07,MEDIUM,Steel & Metals,YES,CARE | CRISIL,2,Letter Of credit | Long term Loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Roll Tubes Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-05,MEDIUM,Steel & Metals,YES,BRICKWORK | CRISIL,2,Bank Guarantee | Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Safi Steel Traders Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-30,MEDIUM,Steel & Metals,YES,CRISIL | ICRA,2,Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sai Balaji Sponge Iron India Pvt. Ltd.,Letter Of credit,BRICKWORK,D,2025-05-30,HIGH,Steel & Metals,YES,BRICKWORK,1,Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Sangam Forgings Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,MEDIUM,Steel & Metals,YES,CRISIL | IND-RA,2,Letter Of credit | Long term Loans | Non-government debt,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sargam Metals Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-05-09,HIGH,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Shamli Steels Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-09,HIGH,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Shiv Aum Steels Ltd.,Non-government debt,IND-RA,B/A4,2025-11-24,MEDIUM,Steel & Metals,YES,CRISIL | IND-RA,2,Letter Of credit | Non-government debt,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shiva Polytubes Pvt. Ltd.,Short-term loan,ICRA,A 4,2025-09-24,MEDIUM,Steel & Metals,YES,BRICKWORK | ICRA | IND-RA,3,Non-government debt | Short-term loan,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Bholey Alloys Pvt. Ltd.,Bank Guarantee,CRISIL,A 3,2025-07-18,MEDIUM,Steel & Metals,YES,ACUITE | BRICKWORK | CRISIL,3,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Krishna Rolling Mills (Jaipur) Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-18,MEDIUM,Steel & Metals,YES,BRICKWORK | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Nakoda Infrasteel Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-11-28,MEDIUM,Steel & Metals,YES,ACUITE | CARE,2,Bank Guarantee | Long term Loans | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Parmeshwar Steels Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-12-02,MEDIUM,Steel & Metals,YES,ACUITE | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Long term Loans,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shree Somnath Iron & Power Pvt. Ltd.,Term loans,ICRA,B+,2025-05-23,HIGH,Steel & Metals,YES,ICRA,1,Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Shree Vasu Steels Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-05-19,HIGH,Steel & Metals,YES,BRICKWORK,1,Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Shri Balaji Rollings Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-10-24,MEDIUM,Steel & Metals,YES,BRICKWORK | CARE,2,Bank Guarantee | Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shri Khatu Shyam Alloys Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,Steel & Metals,YES,CRISIL | IND-RA,2,Bank Guarantee | Non-government debt,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Shubhlaxmi Casting Pvt. Ltd. [Merged],Bank Guarantee,BRICKWORK,A 4,2025-05-21,HIGH,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Siddhi Ganesh Metal Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-05-29,HIGH,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Simplex Castings Ltd.,Bank Guarantee,CARE,C,2025-09-09,MEDIUM,Steel & Metals,YES,BRICKWORK | CARE | CRISIL | IND-RA,4,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund based working capital limit | Non-fund-based financial facility/instrument | Term loans,Withdrawn,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sri Bhavani Castings Ltd.,Bank Guarantee,BRICKWORK,C,2025-10-29,MEDIUM,Steel & Metals,YES,BRICKWORK | CRISIL,2,Bank Guarantee | Term loans,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Sri Kaliswari Metal Powders Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-12-18,MEDIUM,Steel & Metals,YES,CRISIL | IND-RA,2,Letter Of credit | Long term Loans | Non-government debt,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Steel Space Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B+,2025-05-13,HIGH,Steel & Metals,YES,BRICKWORK,1,Fund based financial facility/instrument,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Superfine Metals Pvt. Ltd.,Letter Of credit,ACUITE,D,2025-08-25,MEDIUM,Steel & Metals,YES,ACUITE | BRICKWORK,2,Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Supra Steel & Power Pvt. Ltd.,Long term Loans,ACUITE,BB-,2025-05-19,HIGH,Steel & Metals,YES,ACUITE,1,Long term Loans | Term loans,Withdrawn,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Taloja Steel Service Centre Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-05-21,HIGH,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Technico Strips & Tubes Pvt. Ltd.,Letter Of credit,ACUITE,A 4,2025-08-26,MEDIUM,Steel & Metals,YES,ACUITE | CARE,2,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Tecknoweld Alloys (India) Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,D,2025-05-16,HIGH,Steel & Metals,YES,BRICKWORK,1,Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Thane Steels Ltd.,Non-government debt,CARE,BB/A4,2025-11-10,MEDIUM,Steel & Metals,YES,CARE | IND-RA,2,Non-government debt | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Universal Tube Accessories Pvt. Ltd.,Long term Loans,CRISIL,D,2025-09-15,MEDIUM,Steel & Metals,YES,CARE | CRISIL,2,Fund based financial facility/instrument | Long term Loans,Withdrawn,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
V S Multi Metal Pvt. Ltd. [Merged],Term loans,BRICKWORK,C,2025-05-26,HIGH,Steel & Metals,YES,BRICKWORK,1,Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Vaishnavi Ferro Tech Pvt. Ltd.,Long term Loans,CRISIL,B,2025-05-29,HIGH,Steel & Metals,YES,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Vaksh Steels Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-05-09,HIGH,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Vandana Rolling Mills Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B,2025-09-02,MEDIUM,Steel & Metals,YES,BRICKWORK | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Vicor Stainless Pvt. Ltd. [Merged],Term loans,BRICKWORK,D,2025-05-26,HIGH,Steel & Metals,YES,BRICKWORK,1,Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Vikas Stainless Steel India Pvt. Ltd.,Term loans,CARE,D,2025-08-26,MEDIUM,Steel & Metals,YES,BRICKWORK | CARE,2,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Vision Sponge Iron Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 3,2025-05-16,HIGH,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Yazdani Steel & Power Ltd.,Bank Guarantee,ACUITE,A 4,2025-07-23,MEDIUM,Steel & Metals,YES,ACUITE | IND-RA,2,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund based working capital limit | Term loans,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,"INC + approaching renewal — ACER as fresh, cooperative alternative"
A K S Alloys Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-08-26,MEDIUM,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Short-term loan,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
A T R Malleable Casting Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-20,MEDIUM,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Abdos Lamitubes Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-10,MEDIUM,Steel & Metals,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Abha Power & Steel Ltd.,Term loans,ACUITE,B-,2025-11-10,MEDIUM,Steel & Metals,YES,ACUITE,1,Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Accent Metals Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,2025-06-25,MEDIUM,Steel & Metals,YES,IND-RA,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Advance Metal Powder Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-12-11,MEDIUM,Steel & Metals,YES,CRISIL,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Agrasen Iron & Steels Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-12-02,MEDIUM,Steel & Metals,YES,CARE,1,Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
Agrawal Round Rolling Mills Ltd.,Long term Loans,CRISIL,B+,2025-08-11,MEDIUM,Steel & Metals,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Rating approaching renewal (6-12 months),"INC + approaching renewal — ACER as fresh, cooperative alternative"
