Company Name,Latest Rater,All Raters,Rater Count,All Instruments,INC Instruments,Latest Rating,Latest Status,Latest Rating Date,Days Since Rating,Urgency,Priority,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Starwing Plastic & Chemicals Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,B-/A4,Reaffirmed,2026-02-04,134,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Viswaat Chemicals Ltd.,ACUITE,ACUITE | CARE | CRISIL,3,Bank Guarantee | Letter Of credit | Long term Loans | Non-government debt | Term loans,Non-government debt | Term loans,A 1,Withdrawn,2026-04-03,76,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Mittal Udyog Indore Pvt. Ltd.,ICRA,ICRA,1,Short-term loan,Short-term loan,A 4,Withdrawn,2026-05-02,47,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
A-Class Marbles (India) Pvt. Ltd.,ACUITE,ACUITE | BRICKWORK,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,Fund based financial facility/instrument | Letter Of credit | Term loans,BB+,Reaffirmed,2026-06-02,16,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Clean Coal Enterprises Pvt. Ltd.,ACUITE,ACUITE | CRISIL | IND-RA,3,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-fund based working capital limit | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-fund based working capital limit,BB,Downgraded,2026-06-03,15,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Suyash Chemical & Fertilizer Pvt. Ltd.,CARE,ACUITE | BRICKWORK | CARE,3,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee | Fund based financial facility/instrument | Term loans,B,Downgraded,2026-06-04,14,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Aanchal Cement Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Aban Offshore Ltd.,CARE,CARE,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Abhilash Chemicals & Pharmaceuticals Pvt. Ltd.,ACUITE,ACUITE,1,Letter Of credit | Term loans,Letter Of credit | Term loans,B,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Adarsha Specialty Chemicals Pvt. Ltd.,ACUITE,ACUITE,1,Letter Of credit | Long term Loans,Letter Of credit | Long term Loans,B-,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Aikya Chemicals Pvt. Ltd.,IND-RA,CRISIL | IND-RA,2,Long term Loans | Non-government debt,Long term Loans | Non-government debt,B-/A4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Akin Chemicals Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit,Non-fund based working capital limit,A 4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Alstone Industries Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Altrade Minerals Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Amore Jewels Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans | Term loans,Letter Of credit | Long term Loans | Term loans,BB+,Withdrawn,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Anjalee Granites Pvt. Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument | Non-government debt | Term loans,Fund based financial facility/instrument | Non-government debt | Term loans,BB,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Archana Mines Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,B-/A4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Arihant Coal Sales (India) Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit,Letter Of credit,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Arjun Chemicals Pvt. Ltd.,CRISIL,BRICKWORK | CRISIL,2,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Ashoka Distillers & Chemicals Pvt. Ltd.,ICRA,CRISIL | ICRA,2,Long term Loans | Non-government debt | Term loans,Long term Loans | Non-government debt | Term loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Auro Impex & Chemicals Ltd.,CARE,CARE,1,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
B A S P Chemical Products Ltd.,BRICKWORK,BRICKWORK,1,Letter Of credit,Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
B L J Resources & Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Baba Super Minerals Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,B+,Withdrawn,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Balasore Marine Exports Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Banas Stones Pvt. Ltd.,ICRA,ICRA,1,Term loans,Term loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Bangalore Electricity Supply Co. Ltd.,CARE,CARE | IND-RA,2,Long term Loans | Non-government debt | Short-term loan | Term loans,Non-government debt | Term loans,BB+,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Bangalore Metallurgicals Pvt. Ltd.,ICRA,ICRA,1,Term loans,Term loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Banglore Polycotters Pvt. Ltd.,CARE,CARE | CRISIL,2,Letter Of credit | Term loans,Letter Of credit | Term loans,B-,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Banglore Polymers Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE,2,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument | Non-government debt,C,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Bharat Hitech (Cements) Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee | Long term Loans | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Biloree Cast (India) Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Chemical Process Equipments Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,BB+,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Choksey Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Chowgule Construction Chemicals Pvt. Ltd.,ICRA,ICRA,1,Non-government debt,Non-government debt,BB-/A4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Clayris Ceramics Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee | Letter Of credit | Long term Loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Claystone Granito Pvt. Ltd.,CRISIL,CRISIL | ICRA,2,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Coastal Chemical Co. Pvt. Ltd.,CARE,CARE | CRISIL,2,Fund based financial facility/instrument | Letter Of credit | Non-government debt,Fund based financial facility/instrument | Letter Of credit,BBB-/A3,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Core Energy Systems Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee | Letter Of credit | Long term Loans,B+,Withdrawn,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
D P Jain Bangalore-Chennai Expressways Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,BB-,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Dhara Petrochemicals Pvt. Ltd. [Merged],IND-RA,IND-RA,1,Non-government debt,Non-government debt,B-/A4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Dharani Sugars & Chemicals Ltd.,CARE,CARE,1,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Dolphin Offshore Shipping Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,C,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Durga Krishna Store Pvt. Ltd.,CARE,CARE | IND-RA,2,Non-fund based working capital limit | Non-government debt,Non-fund based working capital limit | Non-government debt,B+/A4,Withdrawn,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Earth Minerals Co. Ltd.,ACUITE,ACUITE | CRISIL,2,Bank Guarantee | Long term Loans,Bank Guarantee,A 4+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Empee Sugars & Chemicals Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Eneroil Offshore Drilling Ltd.,CARE,CARE | ICRA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,BB-/A4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Evershine Marbles & Exporters Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Fores Elastomech India Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,B,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
G O L Offshore Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans | Short-term loan,Letter Of credit | Long term Loans | Short-term loan,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
G S D Constructions Indore Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
G T P Granites Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
