Company Name,Current Rater,Renewal Due,INC Flag,Sector,Urgency,Why Target,ACER Pitch Angle
AeroStructures Manufacturing India Private Limited,Infomerics,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Aeroflex Neu Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Aeron Systems Pvt. Ltd.,CARE,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Aeroplast Packaging Solution Pvt. Ltd.,CRISIL,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Aerospace Processing India Private Limited,Infomerics,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Aerospace Processing India Pvt. Ltd.,CARE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Aerostructures Manufacturing India Pvt. Ltd.,CARE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Aether Industries Ltd.,ICRA,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Aethon Developers Pvt. Ltd.,CARE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Afcons Infrastructure Ltd.,"CRISIL, ICRA",July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Afflatus Gravures Pvt. Ltd.,IND-RA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
Aftaab Solar Pvt. Ltd.,IND-RA,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
Ag Enviro Infra Projects Pvt. Ltd. [Merged],CARE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Agappe Diagnostics Ltd.,CRISIL,September 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Agile Real Estate Pvt. Ltd.,"CRISIL, ICRA",August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Agilis Vitrified Private Limited,Infomerics,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Agio Pharmaceuticals Limited,Infomerics,July 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Aglon Industries Pvt. Ltd.,CRISIL,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Agni Steels Pvt. Ltd.,ICRA,August 2026,N,Steel & Metals,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Agrasen Sponge Pvt. Ltd.,"ACUITE, CRISIL",July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Agrasenprime Overseas Pvt. Ltd.,CARE,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Agratas Energy Storage Solutions Pvt. Ltd.,CARE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Agrawal Channel Mills Private Limited,Infomerics,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Agrawal Distilleries Private Limited,Infomerics,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Agriflo Foods Private Limited,Infomerics,July 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Agrigo Trading Private Limited,Infomerics,July 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Agriwise Finserv Ltd.,CRISIL,September 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Ahalia Finforex Limited,Infomerics,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Aham Housing Finance Ltd.,CRISIL,August 2026,N,BFSI,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Ahar Foods and Fats Private Limited,Infomerics,September 2026,N,Agro/Food,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Ahmednagar Bypass Road Project Pvt. Ltd.,CRISIL,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Aimtrex Technologies Pvt. Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Airef Engineers Pvt. Ltd.,CRISIL,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Airox Technologies Ltd.,CRISIL,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Airports Authority Of India,ACUITE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Ajanta Footcare (India) Pvt. Ltd.,CARE,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Ajanta Pharma Ltd.,CARE,August 2026,N,Chemicals/Pharma,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Ajanta Shoes (India) Pvt. Ltd.,CARE,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Ajay Builders Engineers and Construction Private Limited,Infomerics,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Ajay Prakash Associates,Infomerics,September 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Ajay Prakash Associates Construction Private Limited,Infomerics,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Ajaydeep Infracon Private Limited,Infomerics,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Ajmera Realty & Infra India Ltd.,CRISIL,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Ajwani Infrastructure Pvt. Ltd.,CRISIL,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Akanksha Power & Infrastructure Ltd.,CRISIL,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Akara Capital Advisors Pvt. Ltd.,ICRA,August 2026,N,BFSI,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Akash Infra-Projects Ltd.,CRISIL,August 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Akme Fintrade (India) Ltd.,ACUITE,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Akshat Papers Limited,Infomerics,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Al Ammar Frozen Foods Exports Private Limited,Infomerics,July 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Al-Aziz Plastics Pvt. Ltd.,CARE,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Al-Gyas Exports Pvt. Ltd.,ICRA,September 2026,N,Infrastructure,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Alang Auto & General Engg. Co. Pvt. Ltd.,CRISIL,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Alankar Alloys Pvt. Ltd.,CRISIL,July 2026,N,Steel & Metals,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Alankar Apartments Private Limited,Infomerics,August 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER can complete rating review 30% faster than incumbent
Alankar Auto Sales & Service Pvt. Ltd.,CRISIL,July 2026,N,Other,HIGH,Overdue renewal due Jul-Sep 2026 — in mandate discussions NOW,Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
