Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,Lead Segment,Infrastructure Sub-Sector,Why Target,ACER Pitch Angle,Priority Score
Kings Infra Ventures Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2025-10-10,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Kolhapur Ratnagiri Highways Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-06-25,MEDIUM,Infrastructure,INC — Not Cooperating,Roads/Highways,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Krishi Infratech,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2025-08-26,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Laxmi Solar Power Systems Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),2025-09-22,MEDIUM,Infrastructure,INC — Not Cooperating,Power/Energy,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
MEP Longjian Loha Waranga Road Private Limited,Long Term Bank Facilities - Proposed,Infomerics,IVR C- (INC)(Downgraded),2025-10-29,MEDIUM,Infrastructure,INC — Not Cooperating,Roads/Highways,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Mahakaleshwar Infratech Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-08-08,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Masterchef Exports,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),2025-10-07,MEDIUM,Infrastructure,INC — Not Cooperating,Port/Airport,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Nand Infrastructure and Projects,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-09-16,MEDIUM,Infrastructure,INC — Not Cooperating,Construction/EPC,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Naolin Infrastructure Private Limited,Short Term Bank Facility,Infomerics,IVR D (INC)(Reaffirmed),2025-10-17,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Neccon Power and Infra Limited,Short Term Bank Facilities,Infomerics,IVR D (INC)(Downgraded),2025-06-24,MEDIUM,Infrastructure,INC — Not Cooperating,Power/Energy,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Nilachal Iron & Power Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-07-30,MEDIUM,Infrastructure,INC — Not Cooperating,Power/Energy,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
PSR Infrastructures,Long Term/Short Term Bank Facilities - Proposed,Infomerics,IVR D (INC)(Reaffirmed),2025-09-17,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Posco-Poggenamp Electrical Steel Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-11-07,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
R E Infra Private Limited,Short Term Facilities,Infomerics,IVR A4 (INC)(Downgraded),2025-11-20,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
RMN Infrastructure Limited,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-09-05,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
RPS Infraprojects Private Limited,Short Term Bank Facility,Infomerics,IVR A4 (INC)(Downgraded),2025-09-04,MEDIUM,Infrastructure,INC — Not Cooperating,Construction/EPC,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Rishav Exports,Long Term Bank Facilities - Cash Credit,Infomerics,IVR B- (INC)(Downgraded),2025-06-16,MEDIUM,Infrastructure,INC — Not Cooperating,Port/Airport,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Royal Imports and Exports,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),2025-11-17,MEDIUM,Infrastructure,INC — Not Cooperating,Port/Airport,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
SRC Company Infra Private Limited,Short Term Facilities,Infomerics,IVR A4+ (INC) (Downgraded),2025-11-28,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
SSNR Power Private Limited,Long Term Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-11-20,MEDIUM,Infrastructure,INC — Not Cooperating,Power/Energy,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
SVR Electricals Private Limited,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,Infomerics,IVR A4 (INC) (Reaffirmed),2025-12-02,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
San Energy and Solution,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),2025-08-04,MEDIUM,Infrastructure,INC — Not Cooperating,Power/Energy,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Satkartar Electricals and Electronics Private Limited,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2025-11-18,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Shreesatya Sponge & Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-11-26,MEDIUM,Infrastructure,INC — Not Cooperating,Power/Energy,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Shreesatya Steel & Power Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),2025-11-26,MEDIUM,Infrastructure,INC — Not Cooperating,Power/Energy,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Silpa Projects & Infrastructure (India) Private Limited,Long Term Fund Based Bank Facilities - Term Loan,Infomerics,IVR B (INC) (Downgraded),2025-10-29,MEDIUM,Infrastructure,INC — Not Cooperating,Construction/EPC,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Simplex Infrastructures Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-09-24,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Siva Sai Exports,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),2025-07-08,MEDIUM,Infrastructure,INC — Not Cooperating,Port/Airport,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Sivanssh Infrastructure Development Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-10-30,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Snow World Marine Exports Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-10-07,MEDIUM,Infrastructure,INC — Not Cooperating,Port/Airport,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Sri Savitr Solar Private Limited,Long Term Facilities,Infomerics,IVR B (INC) (Downgraded),2025-12-09,MEDIUM,Infrastructure,INC — Not Cooperating,Power/Energy,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Texport Syndicate India Limited,Short Term Facilities,Infomerics,IVR A3+ (INC)(Downgraded),2025-10-31,MEDIUM,Infrastructure,INC — Not Cooperating,Port/Airport,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Tier 1 Infra Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),2025-09-04,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Unipro Agroinfra Rohtak Private Limited,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),2025-08-19,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
Universal Infra & Agri Oils Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-11-10,MEDIUM,Infrastructure,INC — Not Cooperating,General Infrastructure,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100
