Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Days Since (Jun 25),Amount Cr,Sector
Nimbus Motors Pvt. Ltd.,CRISIL,Term Loan,BB,22-04-2026,LOW,LOW,MEDIUM,64,11.0,Automobiles
Nimbus Motors Pvt. Ltd.,CARE,Fund-Based,C,23-04-2026,LOW,LOW,MEDIUM,63,27.5,Automobiles
North East Ferro Alloys Co. Pvt. Ltd.,CARE,Term Loan,B-,20-04-2026,LOW,LOW,MEDIUM,66,0.95,Steel & Metals
Northway Infra-Tech Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,6.77,Construction
Novagen Healthcare Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,27.7,Healthcare
Nucleus Satellite Communications (Madras) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,24-04-2026,LOW,LOW,MEDIUM,62,0.35,IT/Technology
Nucleus Satellite Communications (Madras) Pvt. Ltd.,CRISIL,Term Loan,C,24-04-2026,LOW,LOW,MEDIUM,62,3.0,IT/Technology
Nuevo Polymers Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,29-04-2026,LOW,LOW,MEDIUM,57,35.0,Chemicals/Pharma
Nutri Feeds & Farms Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,6.72,Agro/Food
Ocean Constructions (India) Pvt. Ltd.,ICRA,Non-Fund-Based,D,09-04-2026,LOW,LOW,MEDIUM,77,16.5,Construction
Ocean Constructions (India) Pvt. Ltd.,ICRA,Term Loan,D,09-04-2026,LOW,LOW,MEDIUM,77,6.5,Construction
Olive Bar & Kitchen Pvt. Ltd.,IND-RA,Term Loan,BB-,02-04-2026,LOW,MEDIUM,MEDIUM,84,28.42,Other
Omnitech Engineering Ltd.,CARE,Non-Fund-Based,A 3,07-04-2026,LOW,LOW,MEDIUM,79,,Manufacturing
Omnitech Engineering Ltd.,CARE,NCD/Bond,BBB-/A3,07-04-2026,LOW,LOW,MEDIUM,79,,Manufacturing
Omnitech Engineering Ltd.,CARE,Term Loan,BBB-,07-04-2026,LOW,LOW,MEDIUM,79,,Manufacturing
One Capitall Ltd.,ICRA,Term Loan,D,29-04-2026,LOW,LOW,MEDIUM,57,52.0,Other
Optics & Allied Engg. Pvt. Ltd.,ICRA,Term Loan,B+,16-04-2026,LOW,LOW,MEDIUM,70,4.0,Other
Oracle Polymer Inds. Pvt. Ltd.,CARE,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.1,Chemicals/Pharma
Oracle Polymer Inds. Pvt. Ltd.,CARE,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,3.04,Chemicals/Pharma
Orion Edutech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,7.0,IT/Technology
Orion Edutech Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,2.0,IT/Technology
Oswal Lumbers Pvt. Ltd.,CARE,NCD/Bond,B/A4,10-04-2026,LOW,LOW,MEDIUM,76,27.0,Other
P & Y Enterprises Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,374.78,Other
P Dass Forging Pvt. Ltd.,ACUITE,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,2.5,Steel & Metals
P Dass Forging Pvt. Ltd.,ACUITE,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,3.79,Steel & Metals
P E Erectors Pvt. Ltd.,IND-RA,NCD/Bond,BB-/A4+,02-04-2026,LOW,MEDIUM,MEDIUM,84,30.0,Other
P K Cereals Pvt. Ltd. [Merged],ACUITE,Term Loan,BB-,06-04-2026,LOW,LOW,MEDIUM,80,2.0,Other
P P Pandey Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,22.6,Construction
P R G Buildcon India Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,43.0,Construction
P S K Textiles India Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,28.46,Construction
P S T S Heavy Lift & Shift Ltd.,BRICKWORK,Bank Guarantee,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,0.5,Other
P S V Precast Pvt. Ltd.,CARE,Term Loan,B-,23-04-2026,LOW,LOW,MEDIUM,63,6.65,Other
P V M Enterprises Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,0.45,Other
P V M Enterprises Pvt. Ltd.,BRICKWORK,Term Loan,C,02-04-2026,LOW,MEDIUM,MEDIUM,84,4.38,Other
Packtech Materials Pvt. Ltd.,ACUITE,Term Loan,B-,17-04-2026,LOW,LOW,MEDIUM,69,3.0,IT/Technology
Packtech Materials Pvt. Ltd.,ACUITE,Term Loan,B-,17-04-2026,LOW,LOW,MEDIUM,69,4.0,IT/Technology
Pallavapuram Tambaram M S W Pvt. Ltd.,BRICKWORK,Term Loan,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,57.59,Other
Pannageshwar Sugar Mills Ltd.,ICRA,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,25.14,Agro/Food
Para Products Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-04-2026,LOW,LOW,MEDIUM,58,,Other
Para Products Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-04-2026,LOW,LOW,MEDIUM,58,10.0,Other
Paradigm Tunneling Pvt. Ltd.,CRISIL,Bank Guarantee,D,23-04-2026,LOW,LOW,MEDIUM,63,8.0,Other
Paradigm Tunneling Pvt. Ltd.,CRISIL,Letter of Credit,D,23-04-2026,LOW,LOW,MEDIUM,63,3.0,Other
Paragon Apparel Pvt. Ltd.,CRISIL,Letter of Credit,D,13-04-2026,LOW,LOW,MEDIUM,73,4.0,Textiles
Paragon Apparel Pvt. Ltd.,CRISIL,Term Loan,D,13-04-2026,LOW,LOW,MEDIUM,73,5.0,Textiles
Paramount Blankets Pvt. Ltd.,CARE,Fund-Based,D,29-04-2026,LOW,LOW,MEDIUM,57,6.11,Other
Paramount Blankets Pvt. Ltd.,CARE,NCD/Bond,D,29-04-2026,LOW,LOW,MEDIUM,57,1.0,Other
Paramount Blankets Pvt. Ltd.,CARE,Term Loan,D,29-04-2026,LOW,LOW,MEDIUM,57,6.14,Other
Paramount Minerals & Chemicals Ltd.,CRISIL,Bank Guarantee,D,10-04-2026,LOW,LOW,MEDIUM,76,3.0,Chemicals/Pharma
Paramount Minerals & Chemicals Ltd.,CRISIL,Letter of Credit,D,10-04-2026,LOW,LOW,MEDIUM,76,40.22,Chemicals/Pharma
Paras Cotspin Ltd.,CRISIL,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.25,Other
Paras Cotspin Ltd.,CRISIL,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,7.58,Other
Paras Cotspin Ltd.,CRISIL,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,2.82,Other
Parshvanath Printex Pvt. Ltd.,CARE,Term Loan,B-,22-04-2026,LOW,LOW,MEDIUM,64,9.9,Paper/Packaging
Partap Fabrics Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-04-2026,LOW,LOW,MEDIUM,80,1.8,Textiles
Partap Fabrics Pvt. Ltd.,BRICKWORK,Fund-Based,B,06-04-2026,LOW,LOW,MEDIUM,80,7.99,Textiles
Partap Fabrics Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,06-04-2026,LOW,LOW,MEDIUM,80,2.5,Textiles
Partap Fabrics Pvt. Ltd.,BRICKWORK,Term Loan,B,06-04-2026,LOW,LOW,MEDIUM,80,8.19,Textiles
Parul Foods Specialities Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,4.0,Agro/Food
Pasari Multiprojects Pvt. Ltd.,BRICKWORK,Term Loan,C,08-04-2026,LOW,LOW,MEDIUM,78,30.0,Other
Passion Vitrified Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,2.7,Other
Passion Vitrified Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,0.3,Other
Passion Vitrified Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,16.0,Other
Patiala Cotspin Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,31.65,Other
Patiala Distillers & Mfrs. Ltd.,CARE,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,0.35,Other
Patiala Distillers & Mfrs. Ltd.,CARE,Term Loan,C,09-04-2026,LOW,LOW,MEDIUM,77,4.0,Other
Pebco Motors Ltd.,CRISIL,Fund-Based,B,10-04-2026,LOW,LOW,MEDIUM,76,16.5,Automobiles
Pebco Motors Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,9.7,Automobiles
Peekay Agencies Pvt. Ltd.,CRISIL,Fund-Based,B,30-04-2026,LOW,LOW,MEDIUM,56,6.32,Other
Peekay Agencies Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-04-2026,LOW,LOW,MEDIUM,56,23.18,Other
Peekay Petrochem Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-04-2026,LOW,LOW,MEDIUM,56,15.0,Chemicals/Pharma
Pegasus Farmaco India Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,0.5,Agro/Food
Pellet-Energy Systems Pvt. Ltd.,CARE,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,22.5,Energy
Phenil Sugars Ltd.,CARE,Bank Guarantee,D,23-04-2026,LOW,LOW,MEDIUM,63,2.0,Agro/Food
Phi Audiocom Systems Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,17-04-2026,LOW,LOW,MEDIUM,69,6.0,Other
Phoenix Structural & Engg. Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,20-04-2026,LOW,LOW,MEDIUM,66,0.5,Other
Phoenix Structural & Engg. Pvt. Ltd.,ACUITE,Term Loan,B-,20-04-2026,LOW,LOW,MEDIUM,66,2.89,Other
Phoenix Structural & Engg. Pvt. Ltd.,ACUITE,Term Loan,B-,20-04-2026,LOW,LOW,MEDIUM,66,0.9,Other
Piccadily Holiday Resorts Ltd.,ICRA,Term Loan,B+,29-04-2026,LOW,LOW,MEDIUM,57,28.0,Hotels/Tourism
Pink City Expressway Pvt. Ltd.,CARE,Bank Guarantee,D,08-04-2026,LOW,LOW,MEDIUM,78,30.0,Paper/Packaging
Pink City Expressway Pvt. Ltd.,CARE,Term Loan,D,08-04-2026,LOW,LOW,MEDIUM,78,1760.55,Paper/Packaging
Planet Agencies Pvt. Ltd.,CRISIL,Fund-Based,B,23-04-2026,LOW,LOW,MEDIUM,63,14.0,Other
Plus Medicare Hospitals Pvt. Ltd.,BRICKWORK,Term Loan,C,06-04-2026,LOW,LOW,MEDIUM,80,35.0,Healthcare
Polymechplast Machines Ltd.,CRISIL,Letter of Credit,A 4,22-04-2026,LOW,LOW,MEDIUM,64,1.0,Manufacturing
Pommys Garments (India) Pvt. Ltd.,ICRA,Term Loan,D,27-04-2026,LOW,LOW,MEDIUM,59,3.38,Textiles
Popular Wheelers (India) Pvt. Ltd.,CRISIL,Fund-Based,B,09-04-2026,LOW,LOW,MEDIUM,77,5.0,Other
Popular Wheelers (India) Pvt. Ltd.,CRISIL,Fund-Based,B,09-04-2026,LOW,LOW,MEDIUM,77,24.5,Other
Popular Wheelers (India) Pvt. Ltd.,CRISIL,Fund-Based,B,09-04-2026,LOW,LOW,MEDIUM,77,15.0,Other
Power Max (India) Pvt. Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,48.15,Energy
Prachi (India) Pvt. Ltd.,BRICKWORK,Fund-Based,C,09-04-2026,LOW,LOW,MEDIUM,77,2.75,Other
Prachi (India) Pvt. Ltd.,BRICKWORK,Term Loan,C,09-04-2026,LOW,LOW,MEDIUM,77,1.88,Other
Pradeep Stainless India Pvt. Ltd.,CRISIL,Letter of Credit,A 4,09-04-2026,LOW,LOW,MEDIUM,77,7.0,Other
Pradeep Stainless India Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,3.71,Other
Pragati Glass & Inds. Pvt. Ltd.,ICRA,Non-Fund-Based,D,22-04-2026,LOW,LOW,MEDIUM,64,4.0,Other
Pragati Glass & Inds. Pvt. Ltd.,ICRA,Term Loan,D,22-04-2026,LOW,LOW,MEDIUM,64,4.0,Other
Pragati Marine Services Pvt. Ltd.,ICRA,Non-Fund-Based,D,15-04-2026,LOW,LOW,MEDIUM,71,2.65,Other
Pragati Marine Services Pvt. Ltd.,ICRA,NCD/Bond,D,15-04-2026,LOW,LOW,MEDIUM,71,21.05,Other
Pragati Marine Services Pvt. Ltd.,ICRA,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,11.3,Other
Prasad International Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,29-04-2026,LOW,LOW,MEDIUM,57,0.5,Other
Prasad International Pvt. Ltd.,CRISIL,Letter of Credit,A 4,29-04-2026,LOW,LOW,MEDIUM,57,2.0,Other
Prasad International Pvt. Ltd.,CRISIL,Term Loan,B,29-04-2026,LOW,LOW,MEDIUM,57,2.99,Other
Pravara Renewable Energy Ltd.,CARE,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,186.08,Energy
Prayan Ispat & Steel Pvt. Ltd.,CARE,Letter of Credit,D,22-04-2026,LOW,LOW,MEDIUM,64,1.5,Steel & Metals
Prayan Ispat & Steel Pvt. Ltd.,CARE,Term Loan,D,22-04-2026,LOW,LOW,MEDIUM,64,0.09,Steel & Metals
Precise Chemi Pharma Pvt. Ltd.,CRISIL,Letter of Credit,A 4,29-04-2026,LOW,LOW,MEDIUM,57,5.0,Chemicals/Pharma
Premier Plasmotec Pvt. Ltd.,BRICKWORK,Term Loan,C,09-04-2026,LOW,LOW,MEDIUM,77,2.16,Other
Premier Polyfilm Ltd.,ICRA,Letter of Credit,A 2,30-04-2026,LOW,LOW,MEDIUM,56,14.25,Other
Premier Polyfilm Ltd.,ICRA,Letter of Credit,A 2,30-04-2026,LOW,LOW,MEDIUM,56,,Other
Premier Polyfilm Ltd.,ICRA,NCD/Bond,BBB+/A2,30-04-2026,LOW,LOW,MEDIUM,56,25.5,Other
Premier Polyfilm Ltd.,ICRA,NCD/Bond,BBB+/A2,30-04-2026,LOW,LOW,MEDIUM,56,6.04,Other
Premier Polyfilm Ltd.,ICRA,Term Loan,BBB+,30-04-2026,LOW,LOW,MEDIUM,56,13.21,Other
Price & Buckland (India) Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,6.3,Agro/Food
Primatel Fibcom Ltd.,CARE,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,17.5,Other
Prime Mover Auto Associates Pvt. Ltd.,ACUITE,Bank Guarantee,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,6.3,Automobiles
Prime Mover Auto Associates Pvt. Ltd.,ACUITE,Term Loan,C,01-04-2026,LOW,MEDIUM,MEDIUM,85,1.01,Automobiles
Prime Retail India Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,31.75,Other
Primitus Industries Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,25.0,Other
Profive Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,8.57,Manufacturing
Punjab Metal Works Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.5,Steel & Metals
Puri Construction Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,10-04-2026,LOW,LOW,MEDIUM,76,125.0,Construction
Pushpit Steels Pvt. Ltd.,ACUITE,Term Loan,A-,17-04-2026,LOW,LOW,MEDIUM,69,2.5,Steel & Metals
Pushpit Steels Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,17-04-2026,LOW,LOW,MEDIUM,69,225.0,Steel & Metals
Pushpit Steels Pvt. Ltd.,ACUITE,Letter of Credit,A 2+,17-04-2026,LOW,LOW,MEDIUM,69,25.0,Steel & Metals
Pushpit Steels Pvt. Ltd.,ACUITE,Term Loan,BB+,17-04-2026,LOW,LOW,MEDIUM,69,464.13,Steel & Metals
Q-Line Biotech Ltd.,CRISIL,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,16.0,Healthcare
Q-Line Biotech Ltd.,CRISIL,Letter of Credit,A 4,09-04-2026,LOW,LOW,MEDIUM,77,6.0,Healthcare
Q-Line Biotech Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,63.5,Healthcare
Quadragen Vethealth Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,1.0,Healthcare
Quadragen Vethealth Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-04-2026,LOW,LOW,MEDIUM,58,6.0,Healthcare
Quadragen Vethealth Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,1.5,Healthcare
Quarterfold Printabilities Pvt. Ltd.,ACUITE,Fund-Based,BB+,02-04-2026,LOW,MEDIUM,MEDIUM,84,10.0,Paper/Packaging
Quarterfold Printabilities Pvt. Ltd.,ACUITE,Term Loan,BB+,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.5,Paper/Packaging
R A C Papers Ltd.,BRICKWORK,Term Loan,C,10-04-2026,LOW,LOW,MEDIUM,76,7.0,Paper/Packaging
R A C Papers Ltd.,CARE,Letter of Credit,A 4,22-04-2026,LOW,LOW,MEDIUM,64,0.33,Paper/Packaging
R A C Papers Ltd.,CARE,Term Loan,C,22-04-2026,LOW,LOW,MEDIUM,64,2.3,Paper/Packaging
R A Kraft Paper Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-04-2026,LOW,LOW,MEDIUM,58,5.0,Paper/Packaging
R A Shaikh Paper Mills Pvt. Ltd.,CARE,Bank Guarantee,A 4,08-04-2026,LOW,LOW,MEDIUM,78,0.8,Paper/Packaging
R D Samant Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,7.0,Other
R D Samant Contractors Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,3.0,Other
R E Rogers India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,12.0,Other
R E Rogers India Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,0.95,Other
R G Spinning Mills Pvt. Ltd.,CARE,Term Loan,BB-,02-04-2026,LOW,MEDIUM,MEDIUM,84,14.15,Textiles
R K City Developers Pvt. Ltd.,ICRA,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,2.0,Construction
R K G International Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,28-04-2026,LOW,LOW,MEDIUM,58,8.0,Other
R K Natural Fibre Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,6.8,Textiles
R K R Gold Pvt. Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,90.0,Jewellery/Gems
R L J Polyfab Ltd.,ICRA,Non-Fund-Based,A 4,28-04-2026,LOW,LOW,MEDIUM,58,1.25,Other
R L J Polyfab Ltd.,ICRA,Term Loan,B+,28-04-2026,LOW,LOW,MEDIUM,58,4.54,Other
R M Drip & Sprinklers Systems Ltd.,BRICKWORK,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.5,Paper/Packaging
R M Drip & Sprinklers Systems Ltd.,BRICKWORK,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,1.0,Paper/Packaging
R M Drip & Sprinklers Systems Ltd.,BRICKWORK,Term Loan,B-,10-04-2026,LOW,LOW,MEDIUM,76,5.8,Paper/Packaging
R M P Fab Sourcing Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,5.0,Other
R P A Unibakes Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,29-04-2026,LOW,LOW,MEDIUM,57,13.0,Other
R P A Unibakes Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,29-04-2026,LOW,LOW,MEDIUM,57,0.24,Other
R P A Unibakes Pvt. Ltd.,ICRA,Term Loan,BB+,29-04-2026,LOW,LOW,MEDIUM,57,67.76,Other
R R & Company Pvt. Ltd.,CARE,Term Loan,B-,09-04-2026,LOW,LOW,MEDIUM,77,0.85,Other
R S A L Steel Pvt. Ltd.,ICRA,Non-Fund-Based,D,29-04-2026,LOW,LOW,MEDIUM,57,206.55,Steel & Metals
R S A L Steel Pvt. Ltd.,ICRA,Term Loan,D,29-04-2026,LOW,LOW,MEDIUM,57,35.59,Steel & Metals
R S H Agro Products Ltd.,ACUITE,Letter of Credit,D,08-04-2026,LOW,LOW,MEDIUM,78,0.3,Agro/Food
R S H Agro Products Ltd.,ACUITE,Term Loan,D,08-04-2026,LOW,LOW,MEDIUM,78,2.0,Agro/Food
R S R Infra Works (India) Pvt. Ltd.,CARE,Bank Guarantee,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,75.0,Construction
R S V Constructions Pvt. Ltd.,CARE,Bank Guarantee,A 4,06-04-2026,LOW,LOW,MEDIUM,80,54.5,Construction
Radha Industries Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,1.0,Other
Radius Sumer Developers Pvt. Ltd.,BRICKWORK,Term Loan,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,600.0,Construction
Radius Water Ltd.,ICRA,NCD/Bond,D,27-04-2026,LOW,LOW,MEDIUM,59,6.06,Other
Radius Water Ltd.,ICRA,Term Loan,D,27-04-2026,LOW,LOW,MEDIUM,59,19.94,Other
Raghuveer Metal Inds. Ltd.,IND-RA,NCD/Bond,C/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,13.0,Steel & Metals
Raichur Bio-Energies Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,32.2,Other
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,14.0,Other
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Bank Guarantee,A 4,14-04-2026,LOW,LOW,MEDIUM,72,3.0,Energy
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Letter of Credit,A 4,14-04-2026,LOW,LOW,MEDIUM,72,1.0,Energy
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Term Loan,B-,14-04-2026,LOW,LOW,MEDIUM,72,2.68,Energy
Rajinder Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,13-04-2026,LOW,LOW,MEDIUM,73,30.0,Construction
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,10-04-2026,LOW,LOW,MEDIUM,76,45.0,Steel & Metals
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE,Term Loan,BB+,10-04-2026,LOW,LOW,MEDIUM,76,0.1,Steel & Metals
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE,Term Loan,BB,10-04-2026,LOW,LOW,MEDIUM,76,38.34,Steel & Metals
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE,Term Loan,BB+,10-04-2026,LOW,LOW,MEDIUM,76,12.56,Steel & Metals
Ram'S Assorted Cold Storage Ltd.,CRISIL,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,9.0,Other
Ramiya Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,13-04-2026,LOW,LOW,MEDIUM,73,63.0,Construction
Ramiya Constructions Pvt. Ltd.,CRISIL,Term Loan,BBB-,13-04-2026,LOW,LOW,MEDIUM,73,14.0,Construction
Ramji Acro Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,1.0,Other
Ramji Acro Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,9.0,Other
Rangotsav Lifestyle Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,21.5,Other
Rasha Ind. Pvt Ltd,ACUITE,Term Loan,BB+,17-04-2026,LOW,LOW,MEDIUM,69,0.63,Other
Rasha Ind. Pvt Ltd,ACUITE,Term Loan,BB+,17-04-2026,LOW,LOW,MEDIUM,69,38.47,Other
Ratan Aluminum Recycling Pvt. Ltd.,CRISIL,Fund-Based,B,17-04-2026,LOW,LOW,MEDIUM,69,13.0,Steel & Metals
Ratan Aluminum Recycling Pvt. Ltd.,CRISIL,Term Loan,B,17-04-2026,LOW,LOW,MEDIUM,69,2.83,Steel & Metals
Ratan Aluminum Recycling Pvt. Ltd.,CRISIL,Term Loan,B,17-04-2026,LOW,LOW,MEDIUM,69,0.93,Steel & Metals
Rathi Bars Ltd.,CARE,Term Loan,B-,14-04-2026,LOW,LOW,MEDIUM,72,7.51,Other
Ratnadeep Metal & Tubes Ltd.,IND-RA,NCD/Bond,BB-/A4+,28-04-2026,LOW,LOW,MEDIUM,58,63.0,Steel & Metals
Ravina Health Care Pvt. Ltd.,CRISIL,Term Loan,D,28-04-2026,LOW,LOW,MEDIUM,58,6.5,Healthcare
Ravina Health Care Pvt. Ltd.,CRISIL,Term Loan,D,28-04-2026,LOW,LOW,MEDIUM,58,16.0,Healthcare
Ravindra Heraeus Pvt. Ltd.,CARE,Bank Guarantee,A 4,08-04-2026,LOW,LOW,MEDIUM,78,150.0,Other
Rawalwasia Textile Inds. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-04-2026,LOW,LOW,MEDIUM,78,13.0,Textiles
Rawmet Resources Pvt. Ltd.,CARE,Letter of Credit,A 4,27-04-2026,LOW,LOW,MEDIUM,59,79.0,Other
Rawmet Resources Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,27-04-2026,LOW,LOW,MEDIUM,59,7.0,Other
Raymix Concrete India Pvt. Ltd.,CARE,Term Loan,D,09-04-2026,LOW,LOW,MEDIUM,77,4.98,Other
Reeshav Automobiles Pvt. Ltd.,CRISIL,Fund-Based,B,28-04-2026,LOW,LOW,MEDIUM,58,3.75,Automobiles
Reeshav Automobiles Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,11.1,Automobiles
Regent Granito India Ltd.,ICRA,Non-Fund-Based,D,24-04-2026,LOW,LOW,MEDIUM,62,15.03,Other
Regent Granito India Ltd.,ICRA,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,5.33,Other
Regrow Biosciences Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.2,Other
