Company Name,Agency,Instrument Type,Rating,Rating Date,Days Since (Jun 25),Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Amount Cr,Sector,Why Target
Chhabeela Energy Foods Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,4.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Chhapra-Hajipur Expressways Ltd.,ICRA,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,857.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Chidambaram Shipcare Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,29-Apr-2026,57,LOW,LOW,MEDIUM,2.85,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Chopra Lam Products Pvt. Ltd.,ACUITE,Letter of Credit,A 4,13-Apr-2026,73,LOW,LOW,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Chopra Lam Products Pvt. Ltd.,ACUITE,Term Loan,B-,13-Apr-2026,73,LOW,LOW,MEDIUM,0.62,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
City Motors Pvt. Ltd.,CRISIL,Fund-Based,B,21-Apr-2026,65,LOW,LOW,MEDIUM,19.75,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
City Motors Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,0.56,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
City Motors Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,1.69,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Claris Ltd.,ACUITE,Term Loan,D,08-Apr-2026,78,LOW,LOW,MEDIUM,26.29,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Claris Ltd.,ACUITE,Bank Guarantee,A 4,08-Apr-2026,78,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Claris Ltd.,ACUITE,Term Loan,C,08-Apr-2026,78,LOW,LOW,MEDIUM,3.15,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Claris Ltd.,ACUITE,Term Loan,C,08-Apr-2026,78,LOW,LOW,MEDIUM,5.56,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Claystone Granito Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,4.9,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Claystone Granito Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,21.1,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,23-Apr-2026,63,LOW,LOW,MEDIUM,5.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Fund-Based,BB,23-Apr-2026,63,LOW,LOW,MEDIUM,2.12,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Term Loan,BB,23-Apr-2026,63,LOW,LOW,MEDIUM,2.88,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Cleantec Infra Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,6.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Clrk Industries Pvt. Ltd.,CARE,Non-Fund-Based,A 4,22-Apr-2026,64,LOW,LOW,MEDIUM,3.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Clrk Industries Pvt. Ltd.,CARE,Fund-Based,BB-,22-Apr-2026,64,LOW,LOW,MEDIUM,44.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Clrk Industries Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,22-Apr-2026,64,LOW,LOW,MEDIUM,0.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Coirfoam (India) Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,8.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Corodex Infrastructure Pvt. Ltd.,CARE,NCD/Bond,D,24-Apr-2026,62,LOW,LOW,MEDIUM,14.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Cranex Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,15.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Cranex Ltd.,CRISIL,Letter of Credit,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,2.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Crescent Tanners Pvt. Ltd.,CARE,Bank Guarantee,B-,10-Apr-2026,76,LOW,LOW,MEDIUM,0.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Crestia Polytech Pvt. Ltd. [Merged],CRISIL,Term Loan,B,15-Apr-2026,71,LOW,LOW,MEDIUM,15.81,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Criyagen Agri & Biotech Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,13.0,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Cyber Automobiles Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,03-Apr-2026,83,LOW,MEDIUM,MEDIUM,0.5,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Cyber Automobiles Pvt. Ltd.,BRICKWORK,Term Loan,D,03-Apr-2026,83,LOW,MEDIUM,MEDIUM,0.34,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Cybercity Builders & Developers Pvt. Ltd.,IND-RA,Term Loan,B,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,175.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D B S Automobiles Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,2.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D C S Techno Services Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,12.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D H I Mobility Pvt. Ltd.,IND-RA,Term Loan,B-,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,15.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D J S Printers Pvt. Ltd.,CARE,Term Loan,B+,21-Apr-2026,65,LOW,LOW,MEDIUM,8.5,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D M L Exim Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,130.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D M L World Trade Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,20.0,Trading/Exports,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D P Jain Dariapur-Jasondhi (Annuity) Road Projects Pvt. Ltd.,CARE,Term Loan,BB+,15-Apr-2026,71,LOW,LOW,MEDIUM,32.52,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D T L Ancillaries Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,26.3,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D T L Ancillaries Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,29.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
D T L India Holdings Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Darshan Overseas Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,50.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Datacipher Ltd.,ICRA,Non-Fund-Based,D,15-Apr-2026,71,LOW,LOW,MEDIUM,35.75,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Datacipher Ltd.,ICRA,Term Loan,D,15-Apr-2026,71,LOW,LOW,MEDIUM,2.3,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Deepak International Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,4.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Deepak International Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Deepak International Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,1.65,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Deepak International Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,3.35,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Design & Manufacturing Vista Electronics Pvt. Ltd.,CARE,NCD/Bond,BBB/A3,06-Apr-2026,80,LOW,LOW,MEDIUM,20.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Devi Iron & Power Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,21-Apr-2026,65,LOW,LOW,MEDIUM,17.5,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Devi Iron & Power Pvt. Ltd.,ICRA,Term Loan,B+,21-Apr-2026,65,LOW,LOW,MEDIUM,15.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Devika Fibres Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,10-Apr-2026,76,LOW,LOW,MEDIUM,2.0,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Devika Fibres Pvt. Ltd.,ACUITE,Term Loan,BB,10-Apr-2026,76,LOW,LOW,MEDIUM,4.47,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Devika Fibres Pvt. Ltd.,ACUITE,Term Loan,BB,10-Apr-2026,76,LOW,LOW,MEDIUM,42.22,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dhanbad Rock Wool Insulation Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,1.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dhanbad Rock Wool Insulation Ltd.,CRISIL,Term Loan,B,20-Apr-2026,66,LOW,LOW,MEDIUM,1.25,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dhanlaxmi Electricals Pvt. Ltd.,IND-RA,NCD/Bond,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,23.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dharneesh Gold Pvt. Ltd.,ACUITE,Bank Guarantee,D,23-Apr-2026,63,LOW,LOW,MEDIUM,10.0,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dharneesh Gold Pvt. Ltd.,ACUITE,Term Loan,D,23-Apr-2026,63,LOW,LOW,MEDIUM,3.95,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dharneesh Gold Pvt. Ltd.,ACUITE,Term Loan,D,23-Apr-2026,63,LOW,LOW,MEDIUM,5.05,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dhruv Cotfab Pvt. Ltd.,ACUITE,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,1.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Diamond Beverages Pvt. Ltd.,CARE,Bank Guarantee,A 4,15-Apr-2026,71,LOW,LOW,MEDIUM,2.0,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Diamond Beverages Pvt. Ltd.,CARE,Term Loan,B+,15-Apr-2026,71,LOW,LOW,MEDIUM,92.15,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dighvijay Plastics & Allied Products Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,1.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dighvijay Plastics & Allied Products Pvt. Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,56,LOW,LOW,MEDIUM,6.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dilip Impex Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dimple Creations Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,63,LOW,LOW,MEDIUM,6.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dinesh Brothers Pvt. Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,56,LOW,LOW,MEDIUM,4.2,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dinesh Brothers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,4.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Divya Jyoti Inds. Ltd.,CRISIL,Bank Guarantee,D,10-Apr-2026,76,LOW,LOW,MEDIUM,0.65,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Divya Jyoti Inds. Ltd.,CRISIL,Letter of Credit,D,10-Apr-2026,76,LOW,LOW,MEDIUM,6.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Divya Jyoti Inds. Ltd.,CRISIL,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,0.65,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dmson'S Metal Pvt. Ltd.,CRISIL,Letter of Credit,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,58.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dnyanyogi Shri Shivkumar Swamiji Sugars Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,6.4,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dnyanyogi Shri Shivkumar Swamiji Sugars Ltd.,ACUITE,Term Loan,B-,09-Apr-2026,77,LOW,LOW,MEDIUM,49.6,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Dubas Engineering Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,5.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Durairaj Mills Ltd.,ACUITE,Letter of Credit,D,10-Apr-2026,76,LOW,LOW,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Durairaj Mills Ltd.,ACUITE,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,41.44,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Duratex Silk Mills Pvt. Ltd.,ICRA,NCD/Bond,B/A4,22-Apr-2026,64,LOW,LOW,MEDIUM,5.81,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Duratex Silk Mills Pvt. Ltd.,ICRA,Term Loan,B,22-Apr-2026,64,LOW,LOW,MEDIUM,17.09,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Durga Automotives Pvt. Ltd.,CARE,Term Loan,D,08-Apr-2026,78,LOW,LOW,MEDIUM,3.4,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
E C Blades & Tools Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,25.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Earth Minerals Co. Ltd.,ACUITE,Bank Guarantee,A 4+,23-Apr-2026,63,LOW,LOW,MEDIUM,30.0,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Earth Minerals Co. Ltd.,ACUITE,Bank Guarantee,A 4+,23-Apr-2026,63,LOW,LOW,MEDIUM,10.0,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Eco Polyfibres Pvt. Ltd.,CARE,Letter of Credit,D,28-Apr-2026,58,LOW,LOW,MEDIUM,7.5,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ecomotel Hotel Ltd.,CARE,Term Loan,D,06-Apr-2026,80,LOW,LOW,MEDIUM,11.65,Hotels/Tourism,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Elkaypee Spinners Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,07-Apr-2026,79,LOW,LOW,MEDIUM,3.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Elkaypee Spinners Pvt. Ltd.,ACUITE,Term Loan,A 4+,07-Apr-2026,79,LOW,LOW,MEDIUM,0.28,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Elkaypee Spinners Pvt. Ltd.,ACUITE,Term Loan,BB-,07-Apr-2026,79,LOW,LOW,MEDIUM,4.97,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Elkaypee Spinners Pvt. Ltd.,ACUITE,Term Loan,BB-,07-Apr-2026,79,LOW,LOW,MEDIUM,4.11,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Elysium Pharmaceuticals Ltd.,IND-RA,NCD/Bond,BB-/A4+,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,82.65,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Eminent Dealers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,0.41,Trading/Exports,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Eminent Dealers Pvt. Ltd.,BRICKWORK,Term Loan,C,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,12.83,Trading/Exports,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Empire Alcobrev Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,63,LOW,LOW,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Enam Castings Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,1.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Encore Projects Pvt. Ltd.,CARE,Bank Guarantee,A 4,08-Apr-2026,78,LOW,LOW,MEDIUM,1.4,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Encore Projects Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,78,LOW,LOW,MEDIUM,1.35,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Enem Nostrum Remedies Pvt. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,33.06,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Energo Engineering Projects Ltd.,ICRA,Non-Fund-Based,D,10-Apr-2026,76,LOW,LOW,MEDIUM,1150.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Energo Engineering Projects Ltd.,ICRA,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,22.75,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Energy Development Co. Ltd.,CARE,Bank Guarantee,A 4,17-Apr-2026,69,LOW,LOW,MEDIUM,7.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Entertainment City Ltd.,BRICKWORK,Term Loan,D,03-Apr-2026,83,LOW,MEDIUM,MEDIUM,673.42,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Envirad Projects Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,63,LOW,LOW,MEDIUM,4.9,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Envirad Projects Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,63,LOW,LOW,MEDIUM,30.1,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Epicu Agro Products Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,28-Apr-2026,58,LOW,LOW,MEDIUM,60.86,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Epicu Agro Products Pvt. Ltd.,ICRA,Term Loan,BB+,28-Apr-2026,58,LOW,LOW,MEDIUM,16.44,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Eppeltone Engineers Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,8.5,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Esmario Export Enterprises Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,4.0,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Esmario Export Enterprises Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,8.5,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Esmario Export Enterprises Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,1.0,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Essal Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,17.5,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Essal Infrastructure Pvt. Ltd.,ACUITE,Term Loan,C,09-Apr-2026,77,LOW,LOW,MEDIUM,0.05,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Essem Auto Electricals Pvt. Ltd.,CARE,Bank Guarantee,A 4,08-Apr-2026,78,LOW,LOW,MEDIUM,,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Essem Auto Electricals Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,08-Apr-2026,78,LOW,LOW,MEDIUM,,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Essem Auto Electricals Pvt. Ltd.,CARE,Term Loan,BB+,08-Apr-2026,78,LOW,LOW,MEDIUM,,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Etco Denim Pvt. Ltd.,CARE,Bank Guarantee,D,09-Apr-2026,77,LOW,LOW,MEDIUM,29.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Etco Denim Pvt. Ltd.,CARE,NCD/Bond,D,09-Apr-2026,77,LOW,LOW,MEDIUM,112.99,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Etco Denim Pvt. Ltd.,CARE,Term Loan,D,09-Apr-2026,77,LOW,LOW,MEDIUM,246.45,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Everest Sea Foods Exports Pvt. Ltd.,CARE,Bank Guarantee,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,0.15,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Everest Sea Foods Exports Pvt. Ltd.,CARE,Term Loan,B-,10-Apr-2026,76,LOW,LOW,MEDIUM,1.33,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Evergreen International Ltd.,CARE,Term Loan,B-,16-Apr-2026,70,LOW,LOW,MEDIUM,1.3,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Everon Castings Pvt. Ltd.,IND-RA,NCD/Bond,C/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,43.67,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Everrenew Energy Pvt. Ltd.,IND-RA,Non-Fund-Based,A 4+,13-Apr-2026,73,LOW,LOW,MEDIUM,103.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Everrenew Energy Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,13-Apr-2026,73,LOW,LOW,MEDIUM,25.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Everrenew Energy Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,13-Apr-2026,73,LOW,LOW,MEDIUM,141.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Excellous Commodities Pvt. Ltd.,ACUITE,Bank Guarantee,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Excellous Commodities Pvt. Ltd.,ACUITE,Bank Guarantee,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,6.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Excellous Commodities Pvt. Ltd.,ACUITE,Letter of Credit,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Excellous Commodities Pvt. Ltd.,ACUITE,Letter of Credit,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,6.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ezone Security Solutions (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ezone Security Solutions (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Fenasia Ltd.,ACUITE,Letter of Credit,A 4,17-Apr-2026,69,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Fenasia Ltd.,ACUITE,Term Loan,B-,17-Apr-2026,69,LOW,LOW,MEDIUM,2.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ferromet Steels Pvt. Ltd.,ACUITE,Term Loan,D,13-Apr-2026,73,LOW,LOW,MEDIUM,8.3,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Fibro Plastichem (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,0.5,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
