Company Name,Agency,Instrument Type,Rating,Rating Date,Escalates To,Escalation Date,Call Week,Tier_Rank,Tier_Label,Agency_Count,Amount Cr,Amt_num,Sector,SEBI_Action,Pre_License_Pitch
G M W Engineers Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,11.88,11.88,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Dhara Petrochemicals Pvt. Ltd. [Merged],IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,11.5,11.5,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Rekha Corporation Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,11.0,11.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Supreme Glazes Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,11.0,11.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Shree Sita Ram Paper Mills Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.75,10.75,Paper/Packaging,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Premier Poultry Products Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.56,10.56,Agro/Food,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Athulitha Laboratories Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.52,10.52,Healthcare,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Goodwear Fashions Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.35,10.35,Textiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Chanakya Technos Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.3,10.3,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Commercial Auto Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.0,10.0,Automobiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Eapro Global Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.0,10.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Optech Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.0,10.0,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ozone Diamonds Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,10.0,10.0,Jewellery/Gems,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Trident Fabricators Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,9.95,9.95,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Multifilms Plastics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,9.93,9.93,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Niyati Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,9.75,9.75,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Motorsales Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,9.1,9.1,Automobiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sharma Pharmaceutical Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,9.0,9.0,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Tashkent Oil Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,9.0,9.0,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Jai Kumar Arun Kumar Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,8.75,8.75,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Gayatri Microns Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,8.24,8.24,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Omkar Infracon Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,8.21,8.21,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Jatson Power Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,8.0,8.0,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Maniyar Refinery Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,8.0,8.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Notandas Gems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,8.0,8.0,Jewellery/Gems,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
S V Ispat Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,7.95,7.95,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Alpha Pacific Systems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,6.7,6.7,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sansaara Weaves & Filaments Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,6.67,6.67,Textiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ecokrin Hygiene Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,5.75,5.75,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Shri Ram Rubtech Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,5.04,5.04,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
V N M Jewel Crafts Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,5.0,5.0,Jewellery/Gems,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Landmark Royal Engg. (India) Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,3.5,3.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Chetana Education Ltd.,ICRA,NCD/Bond,BB+/A4+,19-Jan-2026,HOT,2026-10-16,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,30.0,30.0,Education,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
T I Medical Pvt. Ltd.,BRICKWORK,NCD/Bond,B,19-Jan-2026,HOT,2026-10-16,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,17.5,17.5,Healthcare,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 19-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Chetana Education Ltd.,ICRA,NCD/Bond,BB+/A4+,19-Jan-2026,HOT,2026-10-16,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,5.1,5.1,Education,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
T I Medical Pvt. Ltd.,BRICKWORK,NCD/Bond,A 4,19-Jan-2026,HOT,2026-10-16,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,4.5,4.5,Healthcare,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 19-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Velko Infratek Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Jan-2026,HOT,2026-10-16,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,1.0,1.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Oriilon India Pvt. Ltd.,CARE,NCD/Bond,BB/A4,20-Jan-2026,HOT,2026-10-17,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,34.18,34.18,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 20-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ganga Papers India Ltd.,ICRA,NCD/Bond,B+/A4,21-Jan-2026,HOT,2026-10-18,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,8.0,8.0,Paper/Packaging,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 21-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
S V R Electricals Pvt. Ltd.,ICRA,NCD/Bond,B/A4,21-Jan-2026,HOT,2026-10-18,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,5.75,5.75,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 21-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Translite Energy Ltd.,CARE,NCD/Bond,BB+/A4+,23-Jan-2026,HOT,2026-10-20,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,32.0,32.0,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 23-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Akhil Shipbreakers Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,23-Jan-2026,HOT,2026-10-20,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,30.0,30.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 23-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
A S Moloobhoy Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Jan-2026,HOT,2026-10-20,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,11.0,11.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 23-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ras Polytex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Jan-2026,HOT,2026-10-20,Oct Wk3 (Oct 15-21),5,TIER 5 — HOT,1,5.97,5.97,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 23-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Creations Jewellery Mfg. Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,HOT,2026-10-24,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,54.0,54.0,Jewellery/Gems,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 27-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ganadhi Pati Construction Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,HOT,2026-10-24,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,36.0,36.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 27-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Fortune Foam Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,HOT,2026-10-24,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,4.49,4.49,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 27-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Kalinga Breeding Farms Pvt. Ltd.,ICRA,NCD/Bond,B/A4,27-Jan-2026,HOT,2026-10-24,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,3.87,3.87,Agro/Food,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 27-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Hero Mindmine Institute Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,HOT,2026-10-24,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,2.5,2.5,Education,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 27-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Creations Jewellery Mfg. Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,HOT,2026-10-24,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,0.5,0.5,Jewellery/Gems,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 27-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ezentech India Pvt. Ltd.,CARE,NCD/Bond,B-/A4,27-Jan-2026,HOT,2026-10-24,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,0.24,0.24,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 27-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Vikran Engineering Ltd.,CARE,NCD/Bond,BB-/A4,28-Jan-2026,HOT,2026-10-25,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,,,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 28-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ashish Vessel Demolition Pvt. Ltd.,CARE,NCD/Bond,B-/A4,29-Jan-2026,HOT,2026-10-26,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,30.0,30.0,Logistics,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 29-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Mining Associates Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,29-Jan-2026,HOT,2026-10-26,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,18.0,18.0,Mining/Minerals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 29-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Suvarna Fibrotech Pvt. Ltd.,CARE,NCD/Bond,B-/A4,29-Jan-2026,HOT,2026-10-26,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,9.75,9.75,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 29-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Mazda Colours Ltd.,ICRA,NCD/Bond,BB+/A4+,30-Jan-2026,HOT,2026-10-27,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,45.0,45.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 30-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Pyrotech Workspace Solutions Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,30-Jan-2026,HOT,2026-10-27,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,34.0,34.0,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 30-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Pyrotech Workspace Solutions Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,30-Jan-2026,HOT,2026-10-27,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,13.0,13.0,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 30-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Pyrotech Workspace Solutions Pvt. Ltd.,CARE,NCD/Bond,A 3+,30-Jan-2026,HOT,2026-10-27,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,5.0,5.0,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 30-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Premium Laminators Pvt. Ltd.,CARE,NCD/Bond,B+/A4,02-Feb-2026,HOT,2026-10-30,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,1.41,1.41,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 02-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Tara Tarini Constructions Pvt. Ltd.,CARE,NCD/Bond,BB/A4,03-Feb-2026,HOT,2026-10-31,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,34.38,34.38,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 03-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Singhal Commodities Pvt. Ltd.,CARE,NCD/Bond,B-/A4,03-Feb-2026,HOT,2026-10-31,Oct Wk4 (Oct 22-31),5,TIER 5 — HOT,1,5.0,5.0,Trading/Exports,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 03-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Vamica Resorts Infra Limited,Infomerics,Long Term Instruments  Non-Convertible Debenture- Proposed,IVR B (INC)(Downgraded),05-Feb-2026,HOT,2026-11-02,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,25.0,25.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your Long Term Instruments  Non-Convertible Debenture- Proposed rated by Infomerics (INC since 05-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ajay (India) Ltd.,CARE,NCD/Bond,B/A4,05-Feb-2026,HOT,2026-11-02,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,13.5,13.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 05-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Super Seal Flexible Hose Ltd.,BRICKWORK,NCD/Bond,C/A4,05-Feb-2026,HOT,2026-11-02,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,8.5,8.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 05-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Bharat Electrodrives Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,05-Feb-2026,HOT,2026-11-02,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,4.31,4.31,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 05-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sakshi Markfin Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,06-Feb-2026,HOT,2026-11-03,Nov Wk1 (Nov 1-7),5,TIER 5 — HOT,1,19.0,19.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 06-Feb-2026) needs renewal. We fast-track the process — speak to our analyst today.
