Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates To,Escalation Date,Escalation Month,Days Since (Jun 25),Amount Cr,Sector,Source,Why Target,ACER Pitch Angle,Call Week,ACER_Pitch_Infomerics
S & P feeds Private Limited,Infomerics,Long Term Bank Facilities â€“ Cash Credit,IVR BB+ (INC)(Downgraded),06-Feb-2026,LOW,HOT,2026-11-03,November 2026,139,72.0,Other,Infomerics,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
S & P feeds Private Limited,Infomerics,Short Term Bank Facilities â€“ Short Term Loan,IVR A4+ (INC)(Downgraded),06-Feb-2026,LOW,HOT,2026-11-03,November 2026,139,23.0,Other,Infomerics,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
SVP Industries Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),04-Nov-2025,MEDIUM,ULTRA HOT,2026-11-04,November 2026,233,163.77,Manufacturing,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
SVP Industries Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),04-Nov-2025,MEDIUM,ULTRA HOT,2026-11-04,November 2026,233,16.0,Manufacturing,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Saamy Developers Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),06-Nov-2025,MEDIUM,ULTRA HOT,2026-11-06,November 2026,231,70.0,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Savera Auto Comps Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),03-Nov-2025,MEDIUM,ULTRA HOT,2026-11-03,November 2026,234,35.8,Automobiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Savera Auto Comps Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),03-Nov-2025,MEDIUM,ULTRA HOT,2026-11-03,November 2026,234,17.0,Automobiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Shree Hari Agro Industries Limited,Infomerics,Long Term Facilities,IVR B+ (INC) (Downgraded),10-Feb-2026,LOW,HOT,2026-11-07,November 2026,135,25.32,Agro/Food,Infomerics,INC rating hits HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Shree Hari Agro Industries Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),10-Feb-2026,LOW,HOT,2026-11-07,November 2026,135,10.0,Agro/Food,Infomerics,INC rating hits HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Shree Manglam Buildcon (I) Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),10-Feb-2026,LOW,HOT,2026-11-07,November 2026,135,4.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Shree Manglam Buildcon (I) Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),10-Feb-2026,LOW,HOT,2026-11-07,November 2026,135,117.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Shri Mahesh Co-operative Spinning Mills Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),06-Feb-2026,LOW,HOT,2026-11-03,November 2026,139,32.85,Textiles,Infomerics,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Shri Mahesh Co-operative Spinning Mills Limited,Infomerics,Proposed Long Term/ Short Term Bank Facilities,IVR B+/A4; (INC) (Downgraded),06-Feb-2026,LOW,HOT,2026-11-03,November 2026,139,0.15,Textiles,Infomerics,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sneh Polymers Private Limited,Infomerics,Long Term Facilities,IVR BB (INC) (Downgraded),06-Nov-2025,MEDIUM,ULTRA HOT,2026-11-06,November 2026,231,94.82,Chemicals/Pharma,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Sneh Polymers Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),06-Nov-2025,MEDIUM,ULTRA HOT,2026-11-06,November 2026,231,5.2,Chemicals/Pharma,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Sneh Polymers Private Limited,Infomerics,Long Term/Short Term Facilities,IVR BB / IVR A4; (INC) (Downgraded),06-Nov-2025,MEDIUM,ULTRA HOT,2026-11-06,November 2026,231,22.0,Chemicals/Pharma,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Sri Vasave Kanyaka Parameshwari Rice Mills Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),06-Nov-2025,MEDIUM,ULTRA HOT,2026-11-06,November 2026,231,39.5,Agro/Food,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Sudharsana Developers,Infomerics,Long Term Facilities,IVR BB- (INC)(Downgraded),06-Feb-2026,LOW,HOT,2026-11-03,November 2026,139,58.95,Construction,Infomerics,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sushee Hi Tech Projects Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),04-Feb-2026,LOW,HOT,2026-11-01,November 2026,141,94.72,IT/Technology,Infomerics,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sushee Hi Tech Projects Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),04-Feb-2026,LOW,HOT,2026-11-01,November 2026,141,55.28,IT/Technology,Infomerics,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Vamica Resorts Infra Limited,Infomerics,Long Term Instruments  Non-Convertible Debenture- Proposed,IVR B (INC)(Downgraded),05-Feb-2026,LOW,HOT,2026-11-02,November 2026,140,25.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-11-02 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Wave Beverages Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),09-Feb-2026,LOW,HOT,2026-11-06,November 2026,136,234.5,Other,Infomerics,INC rating hits HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk1 (Nov 1-7),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Active Clothing Company Limited,Infomerics,Long Term Facilities,IVR BB+ (INC) (Downgraded),12-Nov-2025,MEDIUM,ULTRA HOT,2026-11-12,November 2026,225,26.74,Textiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk2 (Nov 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Active Clothing Company Limited,Infomerics,Long Term / Short Term Facilities,IVR BB+/IVR A4+; (INC) (Downgraded),12-Nov-2025,MEDIUM,ULTRA HOT,2026-11-12,November 2026,225,75.0,Textiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk2 (Nov 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Aman Rolling Mills Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),14-Nov-2025,MEDIUM,ULTRA HOT,2026-11-14,November 2026,223,25.0,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk2 (Nov 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
