Company Name,Agency,Sector,Pipeline_Window,Instruments,Rev_Avg_Lakhs,Rev_High_Lakhs,Amt_Cr,NCD,Call_Window,Current_Urgency
Durga Polysters Pvt. Ltd. [Merged],ICRA,Other,October 2026,Term Loan | Non-Fund-Based | NCD / Bond,28.0,36.0,40.24,1,Nov Wk3 (Nov 15-21),MEDIUM
Dirco Polymers Pvt. Ltd.,CARE,Chemicals & Pharma,October 2026,Letter of Credit | Term Loan | NCD / Bond,28.0,36.0,48.0,1,Oct Wk1 (Oct 1-7),LOW
Clrk Industries Pvt. Ltd.,CARE,Other,Q2 2027,Non-Fund-Based | Fund-Based Facilities | NCD / Bond,28.0,36.0,48.0,1,HOT by Jan 2027,LOW (<90 days)
M B R Flexibles Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | NCD / Bond | Term Loan,28.0,36.0,6.98,1,HOT by Jan 2027,LOW (<90 days)
Anabond Ltd.,CARE,Other,October 2026,Letter of Credit | NCD / Bond | Term Loan,28.0,36.0,13.83,1,Nov Wk1 (Nov 1-7),MEDIUM
Telawne Power Equipments Pvt. Ltd.,ICRA,Manufacturing,October 2026,Non-Fund-Based | NCD / Bond | Term Loan,28.0,36.0,8.5,1,Oct Wk4 (Oct 22-31),MEDIUM
Omnitech Engineering Ltd.,CARE,Manufacturing,October 2026,Non-Fund-Based | NCD / Bond | Term Loan,28.0,36.0,0.0,1,Oct Wk1 (Oct 1-7),LOW
Pragati Marine Services Pvt. Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | NCD / Bond | Term Loan,28.0,36.0,35.0,1,HOT by Jan 2027,LOW (<90 days)
Pioneer Tea & Exports Ltd.,ICRA,Agro & Food,October 2026,NCD / Bond | Non-Fund-Based | Term Loan,28.0,36.0,2.89,1,Nov Wk3 (Nov 15-21),MEDIUM
Baldev Textile Mills Pvt. Ltd.,ICRA,Textiles,October 2026,NCD / Bond | Non-Fund-Based | Term Loan,28.0,36.0,9.5,1,Nov Wk4 (Nov 22-30),MEDIUM
Siri Constructions Infrastructure Pvt. Ltd.,CARE,Construction,October 2026,NCD / Bond | Letter of Credit | Term Loan,28.0,36.0,34.0,1,Nov Wk3 (Nov 15-21),LOW
Prabhu Poly Color Ltd. (2004),ICRA,Other,October 2026,Term Loan | Non-Fund-Based | NCD / Bond,28.0,36.0,3.3,1,Nov Wk3 (Nov 15-21),LOW
Metco Roof Pvt. Ltd.,ICRA,Other,Q1 2027,NCD / Bond | Term Loan | Non-Fund-Based,28.0,36.0,63.72,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Flexituff Ventures Intl. Ltd.,CARE,Other,Q2 2027,Other/Unknown | NCD / Bond | Term Loan,28.0,37.0,463.5,1,HOT by Jan 2027,LOW (<90 days)
Valencia Ceramic Pvt. Ltd.,ICRA,Other,October 2026,NCD / Bond | Term Loan | Non-Fund-Based,28.0,36.0,9.96,1,Nov Wk2 (Nov 8-14),LOW
M B R Flexibles Ltd.,ICRA,Other,October 2026,Term Loan | Non-Fund-Based | NCD / Bond,28.0,36.0,6.9799999999999995,1,Oct Wk2 (Oct 8-14),LOW
Utility Forms Pvt. Ltd.,ICRA,Other,October 2026,Term Loan | Non-Fund-Based | NCD / Bond,28.0,36.0,6.0,1,Oct Wk2 (Oct 8-14),LOW
Utility Forms Pvt. Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | NCD / Bond | Term Loan,28.0,36.0,6.0,1,HOT by Jan 2027,LOW (<90 days)
Andhra Ferro Alloys Ltd.,ICRA,Steel & Metals,Q2 2027,Non-Fund-Based | NCD / Bond | Term Loan,28.0,36.0,73.5,1,HOT by Jan 2027,LOW (<90 days)
Kwality Pharmaceuticals Ltd.,ICRA,Chemicals & Pharma,Q1 2027,NCD / Bond | Term Loan | Non-Fund-Based,28.0,36.0,40.92,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Omnitech Engineering Ltd.,CARE,IT/Technology,Q2 2027,Non-Fund-Based | NCD / Bond | Term Loan,28.0,36.0,0.0,1,HOT by Jan 2027,LOW (<90 days)
Darpan Infrastructure Pvt. Ltd.,ICRA,Construction,October 2026,Non-Fund-Based | Term Loan | NCD / Bond,28.0,36.0,2.65,1,Nov Wk2 (Nov 8-14),LOW
Garg Duplex & Paper Mills Pvt. Ltd.,ICRA,Paper/Packaging,October 2026,Term Loan | Non-Fund-Based | NCD / Bond,28.0,36.0,10.0,1,Nov Wk4 (Nov 22-30),MEDIUM
Satyadeeptha Pharmaceuticals Ltd.,ICRA,Chemicals & Pharma,Q1 2027,NCD / Bond | Term Loan | Non-Fund-Based,28.0,36.0,59.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Nalari Ferro Alloys Pvt. Ltd.,ICRA,Steel & Metals,October 2026,Non-Fund-Based | Term Loan | NCD / Bond,28.0,36.0,13.75,1,Nov Wk4 (Nov 22-30),LOW
Adachi Natural Polymer Ltd.,CARE,Chemicals & Pharma,Q1 2027,NCD / Bond | Term Loan | Non-Fund-Based,28.0,36.0,8.99,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Yogiji Digi Ltd.,ICRA,Other,October 2026,NCD / Bond | Non-Fund-Based | Term Loan,28.0,36.0,35.0,1,Oct Wk3 (Oct 15-21),LOW
Yogiji Digi Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | NCD / Bond | Term Loan,28.0,36.0,35.0,1,HOT by Jan 2027,LOW (<90 days)
Zeco Aircon Ltd.,ICRA,Other,October 2026,Term Loan | Non-Fund-Based | NCD / Bond,28.0,36.0,45.0,1,Nov Wk4 (Nov 22-30),LOW
Mridul International Pvt. Ltd.,ICRA,Other,October 2026,NCD / Bond | Non-Fund-Based | Term Loan,28.0,36.0,15.280000000000001,1,Nov Wk4 (Nov 22-30),LOW
Star Engineers (India) Pvt. Ltd.,CARE,Manufacturing,October 2026,NCD / Bond | Term Loan | Letter of Credit,28.0,36.0,18.15,1,Oct Wk1 (Oct 1-7),LOW
K T M Jewellery Ltd.,CARE,Jewellery,Q1 2027,NCD / Bond | Term Loan | Non-Fund-Based,28.0,36.0,159.93,1,Dec 2026 – Jan 2027,LOW/MEDIUM
Carbon Edge Inds. Ltd.,ICRA,Automobiles,October 2026,Non-Fund-Based | Term Loan | NCD / Bond,28.0,36.0,69.0,1,Oct Wk3 (Oct 15-21),MEDIUM
C D R Projects Pvt. Ltd.,ICRA,Other,Q1 2027,NCD / Bond | Non-Fund-Based | Term Loan,28.0,36.0,25.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Millenium Exim Pvt. Ltd.,ICRA,Agro & Food,Q1 2027,NCD / Bond | Term Loan | Non-Fund-Based,28.0,36.0,9.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Srinivasa Sales & Service Pvt. Ltd.,ICRA,Other,October 2026,Term Loan | Non-Fund-Based | NCD / Bond,28.0,36.0,15.41,1,Oct Wk4 (Oct 22-31),LOW
Star Engineers (India) Pvt. Ltd.,CARE,Other,Q2 2027,Letter of Credit | NCD / Bond | Term Loan,28.0,36.0,18.15,1,HOT by Jan 2027,LOW (<90 days)
Caprihans India Ltd.,CARE,Other,Q1 2027,NCD / Bond | Term Loan | Non-Fund-Based,28.0,36.0,622.75,1,Dec 2026 – Jan 2027,LOW/MEDIUM
Vinayak Ultraflex Pvt. Ltd.,CARE,Other,October 2026,Letter of Credit | Bank Guarantee | NCD / Bond,27.0,34.0,1.4,1,Oct Wk4 (Oct 22-31),MEDIUM
Friends Timber Pvt. Ltd.,CARE,Other,October 2026,Letter of Credit | NCD / Bond | Bank Guarantee,27.0,34.0,22.25,1,Nov Wk3 (Nov 15-21),MEDIUM
Hotcrete Infrastructure Pvt. Ltd.,ICRA,Construction,Q2 2027,Non-Fund-Based | NCD / Bond,26.0,33.0,59.19,1,HOT by Jan 2027,LOW (<90 days)
Hotcrete Infrastructure Pvt. Ltd.,ICRA,Construction,October 2026,NCD / Bond | Non-Fund-Based,26.0,33.0,59.19,1,Oct Wk4 (Oct 22-31),LOW
Dhanlaxmi Agromills India Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan | Letter of Credit,26.0,36.0,44.0,0,Oct Wk2 (Oct 8-14),MEDIUM
M K C Agro Fresh Ltd.,CRISIL,Agro & Food,October 2026,Fund-Based Facilities | Letter of Credit | Term Loan,26.0,36.0,40.0,0,Oct Wk3 (Oct 15-21),MEDIUM
Champion Commercial Co. Ltd.,ICRA,Other,Q1 2027,NCD / Bond | Non-Fund-Based | Term Loan,26.0,34.0,7.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Coatall Films Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,26.0,36.0,61.96,0,Nov Wk2 (Nov 8-14),MEDIUM
Multicolor Steels (India) Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Letter of Credit | Term Loan | Fund-Based Facilities,26.0,36.0,55.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Antique Cottex Pvt. Ltd.,ICRA,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,0.68,1,Sep–Oct 2026 — Call 3 months ahead,LOW/MEDIUM
Magadh Precision Equipment Ltd.,CARE,Manufacturing,October 2026,NCD / Bond | Fund-Based Facilities,25.0,32.0,24.95,1,Nov Wk1 (Nov 1-7),MEDIUM
Shree Seco Pvt. Ltd.,CARE,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,7.22,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Udayam Medical Centre (Trichy) Pvt. Ltd.,ICRA,Healthcare,October 2026,NCD / Bond | Term Loan,25.0,32.0,5.0,1,Oct Wk2 (Oct 8-14),MEDIUM
Shreeya Peanuts Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,20.46,1,Oct Wk1 (Oct 1-7),MEDIUM
Eldyne Electro-Systems Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,50.2,1,Nov Wk1 (Nov 1-7),MEDIUM
Nandan Petrochem Ltd.,ICRA,Chemicals & Pharma,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,245.0,1,Dec 2026 – Jan 2027,LOW/MEDIUM
Western Coffee Curers & Exports Pvt. Ltd.,CARE,Agro & Food,October 2026,NCD / Bond | Term Loan,25.0,32.0,30.89,1,Nov Wk1 (Nov 1-7),MEDIUM
Mahamaya Steel Inds. Ltd.,CARE,Steel & Metals,October 2026,NCD / Bond | Term Loan,25.0,32.0,22.0,1,Nov Wk4 (Nov 22-30),MEDIUM
Adya Dairy Products Pvt. Ltd.,ICRA,Agro & Food,October 2026,NCD / Bond | Term Loan,25.0,32.0,13.05,1,Nov Wk2 (Nov 8-14),MEDIUM
Advaith Aerospace Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,104.0,1,Nov Wk4 (Nov 22-30),LOW
K G S Sugar & Infra Corpn. Ltd.,ICRA,Construction,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,280.67,1,HOT by Jan 2027,LOW (<90 days)
Millennium Babycares Pvt. Ltd.,CARE,Automobiles,October 2026,Term Loan | NCD / Bond,25.0,32.0,23.11,1,Nov Wk3 (Nov 15-21),LOW
Sempertrans India Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Fund-Based Facilities,25.0,32.0,19.75,1,Nov Wk1 (Nov 1-7),MEDIUM
Borana Weaves Ltd.,CARE,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,57.5,1,Sep–Oct 2026 — Call 3 months ahead,HOT
B E Contracts Pvt. Ltd.,CARE,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,21.65,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Tamilnadu Transmission Corpn. Ltd.,BRICKWORK,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,538.87,1,Oct Wk4 (Oct 22-31),MEDIUM
Dee Vee Projects Ltd.,CARE,Construction,October 2026,NCD / Bond | Term Loan,25.0,32.0,177.6,1,Nov Wk3 (Nov 15-21),LOW
L & W Construction Pvt. Ltd.,ICRA,Construction,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,1900.0,1,Dec 2026 – Jan 2027,LOW/MEDIUM
T K Precision Pvt. Ltd.,CARE,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,10.36,1,Dec 2026 – Jan 2027,LOW/MEDIUM
Kalinga Breeding Farms Pvt. Ltd.,ICRA,Agro & Food,October 2026,Term Loan | NCD / Bond,25.0,32.0,8.0,1,Oct Wk4 (Oct 22-31),LOW
General Optics (Asia) Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,11.18,1,Nov Wk1 (Nov 1-7),MEDIUM
V K S-Gormi Udotgarh Corridor Pvt. Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,25.8,1,Nov Wk2 (Nov 8-14),MEDIUM
O S L Automotives Pvt. Ltd.,CRISIL,Automobiles,October 2026,Term Loan | Fund-Based Facilities,25.0,35.0,67.0,0,Oct Wk3 (Oct 15-21),LOW
Maruti Products Pvt. Ltd.,ICRA,Manufacturing,October 2026,NCD / Bond | Term Loan,25.0,32.0,21.78,1,Nov Wk4 (Nov 22-30),MEDIUM
Leopard Vitrified Pvt. Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,29.57,1,Nov Wk2 (Nov 8-14),LOW
Euro Safety Footwear (India) Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,0.0,1,Oct Wk1 (Oct 1-7),LOW
Kuldeep Motors Pvt. Ltd.,CARE,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,55.94,1,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Skipperseil Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,61.16,1,Nov Wk3 (Nov 15-21),LOW
Bangalore Electricity Supply Co. Ltd.,CARE,Energy,October 2026,Term Loan | NCD / Bond,25.0,32.0,2857.09,1,Oct Wk3 (Oct 15-21),MEDIUM
Pooja Cotspin Pvt. Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,6.49,1,Oct Wk2 (Oct 8-14),MEDIUM
Transaction Solutions Intl. (India) Pvt. Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,341.33,1,Nov Wk3 (Nov 15-21),LOW
Libra International Ltd.,CARE,Other,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,20.0,1,HOT by Feb 2027,LOW (<90 days)
Atlas Constructions Pvt. Ltd.,CRISIL,Construction,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,368.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Libra International Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,20.0,1,Oct Wk4 (Oct 22-31),LOW
Trisquare Switchgears Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,24.5,1,Oct Wk4 (Oct 22-31),LOW
Trimoorty Foamtech Ltd.,CARE,IT/Technology,October 2026,NCD / Bond | Term Loan,25.0,32.0,18.0,1,Oct Wk3 (Oct 15-21),MEDIUM
M R L Tyres Ltd.,CARE,Automobiles,October 2026,Term Loan | NCD / Bond,25.0,32.0,229.0,1,Nov Wk2 (Nov 8-14),LOW
Triveni Pattern Glass Pvt. Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,21.42,1,Nov Wk3 (Nov 15-21),LOW
Nidhi Auto Pvt. Ltd.,CARE,Manufacturing,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,3.55,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Sagar Metallics Pvt. Ltd.,CARE,Steel & Metals,October 2026,NCD / Bond | Term Loan,25.0,32.0,12.98,1,Nov Wk2 (Nov 8-14),LOW
Ajay (India) Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,23.57,1,Nov Wk1 (Nov 1-7),LOW
Fortune Foam Pvt. Ltd.,ICRA,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,14.0,1,Oct Wk4 (Oct 22-31),LOW
Kniss Laboratories Pvt. Ltd.,CARE,Other,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,5.0,1,HOT by Jan 2027,LOW (<90 days)
Classic Enterprises Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,6.61,1,Oct Wk1 (Oct 1-7),LOW
Sivaani Agribusiness Pvt. Ltd.,ICRA,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,3.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Jaipur Rugs Co. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,77.43,1,Oct Wk1 (Oct 1-7),LOW
Agri-Best India Ltd.,CARE,Other,Q2 2027,Fund-Based Facilities | NCD / Bond,25.0,32.0,17.0,1,HOT by Jan 2027,LOW (<90 days)
Fabworth Promoters Pvt. Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,385.0,1,Nov Wk1 (Nov 1-7),MEDIUM
Central India Engg. Pvt. Ltd.,CARE,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,32.38,1,Dec 2026 – Jan 2027,LOW/MEDIUM
Gowthami Solvent Oils Pvt. Ltd.,CARE,Agro & Food,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,40.56,1,HOT by Jan 2027,LOW (<90 days)
Spansules Pharmatech Pvt. Ltd.,CARE,Chemicals & Pharma,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,50.17,1,HOT by Jan 2027,LOW (<90 days)
Spansules Formulations India Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,28.849999999999998,1,Oct Wk4 (Oct 22-31),LOW
K B S C Auto Pvt. Ltd.,CARE,Automobiles,October 2026,Fund-Based Facilities | NCD / Bond,25.0,32.0,50.5,1,Oct Wk4 (Oct 22-31),LOW
Spansules Pharmatech Pvt. Ltd.,CARE,Chemicals & Pharma,October 2026,NCD / Bond | Term Loan,25.0,32.0,50.17,1,Oct Wk4 (Oct 22-31),LOW
Spansules Formulations India Pvt. Ltd.,CARE,Other,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,28.849999999999998,1,HOT by Jan 2027,LOW (<90 days)
Premium Laminators Pvt. Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,5.12,1,Oct Wk4 (Oct 22-31),LOW
Bharat Electrodrives Pvt. Ltd.,CARE,Other,October 2026,Term Loan | NCD / Bond,25.0,32.0,28.5,1,Nov Wk1 (Nov 1-7),LOW
Khedut Solvexp Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,48.43,1,Oct Wk4 (Oct 22-31),LOW
Radius Water Ltd.,ICRA,Other,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,26.0,1,HOT by Jan 2027,LOW (<90 days)
Rai Bahadur Narain Singh Sugar Mills Ltd.,CARE,Agro & Food,October 2026,NCD / Bond | Term Loan,25.0,32.0,280.0,1,Nov Wk1 (Nov 1-7),MEDIUM
Memon Health Care Pvt. Ltd.,ICRA,Healthcare,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,7.4,1,Sep–Oct 2026 — Call 3 months ahead,HOT
K B S C Auto Pvt. Ltd.,CARE,Automobiles,Q2 2027,Fund-Based Facilities | NCD / Bond,25.0,32.0,50.5,1,HOT by Jan 2027,LOW (<90 days)
Oriental Edumed Pvt. Ltd.,CARE,Other,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,40.0,1,Dec 2026 – Jan 2027,LOW/MEDIUM
Epicu Agro Products Pvt. Ltd.,ICRA,Agro & Food,October 2026,NCD / Bond | Term Loan,25.0,32.0,77.3,1,Oct Wk4 (Oct 22-31),LOW
Pai-Aim Solder (India) Pvt. Ltd.,CARE,Other,October 2026,NCD / Bond | Term Loan,25.0,32.0,14.870000000000001,1,Oct Wk1 (Oct 1-7),LOW
Epicu Agro Products Pvt. Ltd.,ICRA,Agro & Food,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,77.3,1,HOT by Jan 2027,LOW (<90 days)
Duratex Silk Mills Pvt. Ltd.,ICRA,Other,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,22.9,1,HOT by Jan 2027,LOW (<90 days)
Arti Silk Mills Pvt. Ltd.,CARE,Textiles,October 2026,Term Loan | NCD / Bond,25.0,32.0,6.72,1,Oct Wk2 (Oct 8-14),LOW
Trisquare Switchgears Pvt. Ltd.,CARE,Other,Q2 2027,NCD / Bond | Term Loan,25.0,32.0,24.5,1,HOT by Jan 2027,LOW (<90 days)
Mahajan Fabrics Pvt. Ltd.,CARE,Textiles,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,0.67,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Uni-Tech Automation Pvt. Ltd.,ICRA,Manufacturing,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,21.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Duratex Silk Mills Pvt. Ltd.,ICRA,Textiles,October 2026,Term Loan | NCD / Bond,25.0,32.0,22.9,1,Oct Wk3 (Oct 15-21),LOW
N M Foodimpex Pvt. Ltd.,BRICKWORK,Agro & Food,Q1 2027,NCD / Bond | Term Loan,25.0,32.0,2.12,1,Sep–Oct 2026 — Call 3 months ahead,HOT
C 5 Engineering Pvt. Ltd.,CARE,Manufacturing,October 2026,NCD / Bond | Term Loan,25.0,32.0,90.0,1,Oct Wk3 (Oct 15-21),MEDIUM
Ganadhi Pati Construction Pvt. Ltd.,ICRA,Construction,October 2026,NCD / Bond | Fund-Based Facilities,25.0,32.0,38.0,1,Oct Wk4 (Oct 22-31),LOW
C M Auto Sales Pvt. Ltd.,CARE,Automobiles,Q2 2027,Fund-Based Facilities | NCD / Bond,25.0,32.0,20.6,1,HOT by Jan 2027,LOW (<90 days)
C M Auto Sales Pvt. Ltd.,CARE,Automobiles,October 2026,Fund-Based Facilities | NCD / Bond,25.0,32.0,20.6,1,Oct Wk3 (Oct 15-21),LOW
A A A Textiles Pvt. Ltd.,IND-RA,Construction,October 2026,Term Loan | NCD / Bond,25.0,32.0,25.99,1,Oct Wk2 (Oct 8-14),MEDIUM
Srinivasa Sales & Service Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee | Term Loan | Fund-Based Facilities,24.0,33.0,16.4,0,Nov Wk3 (Nov 15-21),LOW
Encore Projects Pvt. Ltd.,CARE,Mining & Minerals,Q2 2027,Bank Guarantee | NCD / Bond,24.0,30.0,2.75,1,HOT by Jan 2027,LOW (<90 days)
Narayani Coke Pvt. Ltd.,CARE,Other,Q1 2027,NCD / Bond | Bank Guarantee,24.0,30.0,88.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
M-Tech Innovations Ltd.,CRISIL,IT/Technology,Q1 2027,Bank Guarantee | Term Loan | Fund-Based Facilities | Letter of Credit,24.0,33.0,57.05,0,Sep–Oct 2026 — Call 3 months ahead,HOT
M S Support Services Ltd.,CARE,Other,Q2 2027,Bank Guarantee | NCD / Bond,24.0,30.0,5.25,1,HOT by Jan 2027,LOW (<90 days)
R M Drip & Sprinklers Systems Ltd.,BRICKWORK,Paper/Packaging,October 2026,Term Loan | Letter of Credit | Bank Guarantee,24.0,32.0,14.6,0,Oct Wk3 (Oct 15-21),LOW
M G T Motors Pvt. Ltd.,CRISIL,Automobiles,October 2026,Fund-Based Facilities | Term Loan | Bank Guarantee,24.0,33.0,96.44,0,Nov Wk4 (Nov 22-30),LOW
Shri Ram Rubtech Pvt. Ltd.,CARE,IT/Technology,Q1 2027,NCD / Bond | Bank Guarantee,24.0,30.0,5.0,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Mahalaxmi Automotives Pvt. Ltd.,ACUITE,Manufacturing,Q1 2027,Fund-Based Facilities | Term Loan | Bank Guarantee,24.0,33.0,56.7,0,Sep 2026 — RM,HOT
Encore Projects Pvt. Ltd.,CARE,Construction,October 2026,Bank Guarantee | NCD / Bond,24.0,30.0,2.75,1,Oct Wk1 (Oct 1-7),LOW
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,IT/Technology,Q1 2027,Bank Guarantee | Term Loan | Other/Unknown | Fund-Based Facilities | Letter of Credit,24.0,33.0,68.69,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Shiva Industrial Security Agency (Gujarat) Ltd.,CARE,Other,Q2 2027,Bank Guarantee | NCD / Bond,24.0,30.0,16.5,1,HOT by Jan 2027,LOW (<90 days)
Techno Global Services Pvt. Ltd.,CARE,IT/Technology,October 2026,Bank Guarantee | NCD / Bond,24.0,30.0,45.5,1,Oct Wk2 (Oct 8-14),MEDIUM
Sai Shreeja Cars Pvt. Ltd.,CRISIL,Other,Q1 2027,Fund-Based Facilities | Term Loan | Bank Guarantee,24.0,33.0,123.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
M S Support Services Ltd.,CARE,Logistics,October 2026,NCD / Bond | Bank Guarantee,24.0,30.0,5.25,1,Oct Wk3 (Oct 15-21),LOW
Sachdev Food Products Pvt. Ltd.,CARE,Agro & Food,October 2026,Bank Guarantee | NCD / Bond,24.0,30.0,14.0,1,Oct Wk1 (Oct 1-7),MEDIUM
Maxheal Pharmaceuticals (India) Ltd.,CARE,Chemicals & Pharma,Q1 2027,NCD / Bond | Bank Guarantee,24.0,30.0,19.0,1,Dec 2026 – Jan 2027,LOW/MEDIUM
Siddhartha Engineering Ltd.,CARE,Manufacturing,Q1 2027,NCD / Bond | Letter of Credit,23.0,29.0,110.75,1,Sep–Oct 2026 — Call 3 months ahead,HOT
Shree Ram Vessel Scrap Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Non-Fund-Based | NCD / Bond,23.0,29.0,374.0,1,HOT by Jan 2027,LOW (<90 days)
Kishore Vadilal Pvt. Ltd.,CARE,Other,October 2026,Letter of Credit | NCD / Bond,23.0,29.0,5.5,1,Nov Wk4 (Nov 22-30),MEDIUM
Mazda Colours Ltd.,ICRA,Other,October 2026,NCD / Bond | Non-Fund-Based,23.0,29.0,65.0,1,Oct Wk4 (Oct 22-31),LOW
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Energy,October 2026,Term Loan | Bank Guarantee | Fund-Based Facilities,23.0,31.0,127.37,0,Oct Wk2 (Oct 8-14),LOW
Welcome Distilleries Pvt. Ltd.,ICRA,Other,October 2026,NCD / Bond | Non-Fund-Based,23.0,29.0,15.2,1,Oct Wk4 (Oct 22-31),LOW
Welcome Distilleries Pvt. Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | NCD / Bond,23.0,29.0,15.2,1,HOT by Jan 2027,LOW (<90 days)
Sun Metallics & Alloys Pvt. Ltd. [Merged],ICRA,Steel & Metals,October 2026,Non-Fund-Based | NCD / Bond,23.0,29.0,12.0,1,Nov Wk4 (Nov 22-30),LOW
Velko Infratek Projects Pvt. Ltd.,ICRA,Construction,October 2026,Non-Fund-Based | NCD / Bond,23.0,29.0,16.0,1,Oct Wk3 (Oct 15-21),LOW
Tab India Granites Pvt. Ltd.,CRISIL,Mining & Minerals,October 2026,Term Loan | Letter of Credit | Fund-Based Facilities,23.0,32.0,129.3,0,Oct Wk3 (Oct 15-21),LOW
Rawmet Resources Pvt. Ltd.,CARE,Other,October 2026,Letter of Credit | NCD / Bond,23.0,29.0,86.0,1,Oct Wk4 (Oct 22-31),LOW
Vikran Engineering Ltd.,CARE,Manufacturing,October 2026,Letter of Credit | NCD / Bond,23.0,29.0,0.0,1,Oct Wk4 (Oct 22-31),LOW
