Company Name,Call_Group,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Telawne Power Equipments Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),121.5,1,20.0,Manufacturing,IND-RA | ICRA | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Radiant Textiles Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),121.0,1,20.0,Textiles,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
R K Infracorp Pvt. Ltd.,Q1 CONSTRUCTION (C),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),120.0,1,20.0,Construction,CARE,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Anand Motor Agencies Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),118.48,1,20.0,Automobiles,CARE | IND-RA | CRISIL,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Hotcrete Infrastructure Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),118.38,1,20.0,Construction,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Premier Polyfilm Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),118.0,1,20.0,Other,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Envirad Projects Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),114.0,1,20.0,Construction,CARE | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Siddhartha Engineering Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),110.75,1,20.0,Manufacturing,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Viswaat Chemicals Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),108.46000000000001,1,20.0,Chemicals/Pharma,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pan Synthetics Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),104.42,1,20.0,Other,ICRA | CRISIL,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Ghai Construction Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),104.0,1,20.0,Construction,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
K B S C Auto Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),101.0,1,20.0,Automobiles,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Spansules Pharmatech Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),100.34,1,20.0,Chemicals & Pharma,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Mohit Ispat Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),100.03999999999999,1,20.0,Other,CARE | ICRA,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sunplast Electronics Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),98.0,1,20.0,Other,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Clrk Industries Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),96.0,1,20.0,Manufacturing,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Vikram Roller Flour Mills Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),95.0,1,20.0,Agro & Food,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Zeco Aircon Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),95.0,1,20.0,Other,CRISIL | ICRA,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Anjalee Granites Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),92.0,1,20.0,Mining & Minerals,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Vipul Motors Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),90.0,1,20.0,Automobiles,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Narayani Coke Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),88.0,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Reliance Commercial Finance Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),88.0,1,20.0,BFSI,CARE | BRICKWORK,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Supermint Exports Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),87.99000000000001,1,20.0,Logistics,CARE | BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),86.5,1,20.0,Jewellery,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Goa Sponge & Power Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),82.5,1,20.0,Energy,ACUITE | IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Natraj Electro Casting Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),78.94,1,20.0,Steel & Metals,CARE | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Valiant Glass Works Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),75.1,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Neeraj Paper Mktg. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),75.0,1,20.0,Paper/Packaging,IND-RA | CARE,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Bahl Builders Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),70.0,1,20.0,Construction,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Nuevo Polymers Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),70.0,1,20.0,Chemicals & Pharma,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Yogiji Digi Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),70.0,1,20.0,Other,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Bay Datacom Solutions Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),69.5,1,20.0,IT/Technology,IND-RA | BRICKWORK,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Clifton Export Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),69.26,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Siri Constructions Infrastructure Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),69.0,1,20.0,Construction,CARE | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Uttarakhand Engineering Products Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),66.75,1,20.0,Manufacturing,CARE | BRICKWORK | CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Perfect Mettcast Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),64.0,1,20.0,Other,ICRA | ACUITE,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Metco Roof Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),63.72,1,20.0,Other,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kohinoor Feeds & Fats Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),62.0,1,20.0,Other,ACUITE | IND-RA,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Dipanshu Promoter & Builder Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),60.0,1,20.0,Construction,ICRA | BRICKWORK,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Anand Motor Agencies Ltd.,DUAL-QUARTER (B),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),59.09,1,20.0,Automobiles,,Q1 2027 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Satyadeeptha Pharmaceuticals Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),59.0,1,20.0,Chemicals/Pharma,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K P M Processing Mill Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),58.59,1,20.0,Other,IND-RA | CARE,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Spansules Formulations India Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),57.699999999999996,1,20.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Borana Weaves Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),57.5,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Oswal Lumbers Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),54.0,1,20.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Tirumala Seven Hills Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),54.0,1,20.0,Other,CRISIL | ICRA,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Vamica Resorts Infra Limited,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),50.0,1,20.0,Construction,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-02 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Trisquare Switchgears Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),49.0,1,20.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Amarpali Cylinders Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),48.14,1,20.0,Other,CARE | CRISIL,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Kairali Steels & Alloys Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),47.38,1,20.0,Steel & Metals,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Duratex Silk Mills Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),45.8,1,20.0,Textiles,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
C M C Textiles Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),45.15,1,20.0,Construction,IND-RA | BRICKWORK,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Shreeya Peanuts Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),44.18,1,20.0,Other,CARE | BRICKWORK,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
C D R Projects Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),42.0,1,20.0,Construction,BRICKWORK | ICRA,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Transglobal Securities Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),42.0,1,20.0,BFSI,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Ras Polytex Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),41.519999999999996,1,20.0,Other,ICRA | BRICKWORK,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
C M Auto Sales Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),41.2,1,20.0,Automobiles,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Himalayan Road Construction Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),41.0,1,20.0,Construction,CRISIL | CARE | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Prakash Parcel Services Ltd. (Karnataka),GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),41.0,1,20.0,Other,BRICKWORK | IND-RA,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Kwality Pharmaceuticals Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),40.92,1,20.0,Chemicals/Pharma,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ganapati Fishing Lines Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),40.63,1,20.0,Agro/Food,ICRA | CRISIL,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Design & Manufacturing Vista Electronics Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),40.0,1,20.0,Manufacturing,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
