Company_Name,Rating_Date,Instruments,Size,Current_Rating,Outlook,Days_Since_Rating,Urgency,Current_Rater,Why_Target,ACER_Pitch
Impact Sare Magnum Townships Private Limited,"July 16, 2025",Short Term Bank Facilities,Rs. 2.13 Cr.,IVR A4 (INC)(Reaffirmed),Nil,341,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Aurum Jewels Limited,"July 16, 2025",Long Term Facilities,Rs. 25.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,341,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Aurum Jewels Limited,"July 16, 2025",Proposed Long Term Facilities,Rs. 75.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,341,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Velan Kraft House Private Limited,"July 17, 2025",Long Term Bank Facilities,Rs. 43.00 Cr.,IVR D (INC)(Reaffirmed),Nil,340,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sudhesh Industries Private Limited,"July 17, 2025",Long Term Bank Facilities,Rs. 30.00 Cr.,IVR B+ (INC)(Downgraded),Negative,340,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sarvottam Rolling Mills Private Limited,"July 17, 2025",Long Term Bank Facilities,Rs. 15.00 Cr.,IVR B+ (INC)(Downgraded),Negative,340,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Air Perfection,"July 18, 2025",Long Term Bank Facility,Rs. 9.00 Cr.,IVR C (INC)(Downgraded),Negative,339,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Air Perfection,"July 18, 2025",Short Term Facility,Rs. 10.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,339,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
NS Periasamy & Co,"July 18, 2025",Long Term Bank Facilities,Rs. 4.00 Cr.,IVR C (INC)(Downgraded),Negative,339,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
NS Periasamy & Co,"July 18, 2025",Short Term Bank Facilities,Rs. 3.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,339,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
GKR Infracon (India) Private Limited,"July 21, 2025",Long Term Bank Facilities,Rs. 25.00 Cr.,IVR B (INC)(Downgraded),Negative,336,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
GKR Infracon (India) Private Limited,"July 21, 2025",Short Term Bank Facilities,Rs. 125.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,336,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nextgen Printers Private Limited,"July 22, 2025",Long Term Facilities,Rs. 41.56 Cr.,IVR C+ (INC)(Downgraded),Negative,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nextgen Printers Private Limited,"July 22, 2025",Short Term Facilities,Rs. 6.58 Cr.,IVR A4 (INC)(Reaffirmed),Nil,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nipman Fastener Industries Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 119.60 Cr.,IVR D (INC)(Reaffirmed),Nil,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
SCC Builders Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 148.10 Cr.,IVR BB- (INC)(Downgraded),Negative,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nipman Fastener Industries Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 119.60 Cr.,IVR D (INC)(Reaffirmed),Nil,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
SCC Builders Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 148.10 Cr.,IVR BB- (INC)(Downgraded),Negative,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
KBC Infrastructures Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 19.49 Cr.,IVR B (INC)(Downgraded),Negative,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
KBC Infrastructures Private Limited,"July 22, 2025",Short Term Bank Facilities,Rs. 8.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Shree Balajee Agro Mills Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 17.00 Cr. (includes proposed limit of Rs. 2.00 Cr.),IVR C+ (INC)(Downgraded),Negative,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anant Pulses Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 14.00 Cr. (includes proposed limit of Rs. 2.00 Cr.),IVR C+ (INC)(Downgraded),Negative,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
SDB Developers Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 87.60 Cr.,IVR D (INC) (Reaffirmed),Nil,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Shri Gautam Shipbreaking Industries Private Limited,"July 22, 2025",Long Term/ Short Term Bank Facilities,Rs. 28.00 Cr.,IVR B/ IVR A4 (INC) (Downgraded)(Reaffirmed),Negative/-,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Shri Gautam Shipbreaking Industries Private Limited,"July 22, 2025",Short Term Bank Facilities,Rs. 45.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
La Scenteur Fragrance Technologies Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 11.54 Cr.,IVR B- (INC)(Downgraded),Negative/-,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Agrawal Sponge Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 27.50 Cr.,IVR BB (INC)(Downgraded),Negative,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Agrawal Sponge Private Limited,"July 22, 2025",Short Term Bank Facilities,Rs. 12.50 Cr.,IVR A4 (INC)(Downgraded),Nil,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Polycarb Advance Science Private Limited,"July 22, 2025",Long Term Facilities,Rs. 20.00 Cr.,IVR D (INC)(Reaffirmed),Nil,335,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vishnu Enterprises,"July 23, 2025",Long Term Bank Facilities - Overdraft,Rs. 30.00 Cr.,IVR D (INC)(Reaffirmed),Nil,334,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vishnu Enterprises,"July 23, 2025",Short Term Bank Facilities - Standby LC/ BG,Rs. 10.00 Cr.,IVR D (INC)(Reaffirmed),Nil,334,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maverick Holdings and Investments Private Limited,"July 23, 2025",Long-Term Bank Facilities,Rs. 224.78 Cr.,IVR C (INC)(Reaffirmed),Negative,334,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maverick Holdings and Investments Private Limited,"July 23, 2025",Short- Term Bank Facilities,Rs. 59.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,334,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Asia Poly Films Industries,"July 24, 2025",Long Term Facilities,Rs. 34.96 Cr.,IVR BB- (INC)(Downgraded),Negative,333,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Asia Poly Films Industries,"July 24, 2025",Short Term Facilities,Rs. 3.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,333,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anindita Steels Limited,"July 25, 2025",Long Term Bank Facilities,Rs. 26.68 Cr.,IVR B- (INC)(Downgraded),Negative,332,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anindita Steels Limited,"July 25, 2025",Short Term Bank Facilities,Rs. 3.92 Cr.,IVR A4 (INC)(Reaffirmed),Nil,332,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
GOC Petrochemicals Private Limited,"July 25, 2025",Long Term Facilities,Rs. 20.45 Cr.,IVR BB (INC)(Downgraded),Negative,332,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
GOC Petrochemicals Private Limited,"July 25, 2025",Short Term Facilities,Rs. 29.00 Cr.,IVR A4 (INC)(Downgraded),Nil,332,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Bright Packaging Private Limited,"July 25, 2025",Long Term Facilities,Rs. 8.00 Cr.,IVR BB (INC)(Downgraded),Negative,332,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Bright Packaging Private Limited,"July 25, 2025",Short Term Facilities,Rs. 1.00 Cr.,IVR A4 (INC)(Downgraded),Nil,332,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandoba Distilleries Limited,"July 28, 2025",Long Term Bank Facilities,Rs. 52.60 Cr.,IVR B+ (INC)(Downgraded),Negative,329,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Khandoba Distilleries Limited,"July 28, 2025",Short Term Bank Facilities,Rs. 8.92 Cr.,IVR A4 (INC)(Reaffirmed),Nil,329,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jaya Educational Society,"July 28, 2025",Long Term Facilities,Rs. 36.17 Cr.,IVR BB+ (INC)(Downgraded),Negative,329,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
S M Niryat Private Limited,"July 29, 2025",Long Term Bank Facilities,Rs. 85.00 Cr.,IVR BB (INC)(Downgraded),Negative,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
S M Niryat Private Limited,"July 29, 2025",Short Term Bank Facilities,Rs. 100.00 Cr.,IVR A4 (INC)(Downgraded),Nil,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
S M Niryat Private Limited,"July 29, 2025",Long/Short Term Bank Facilities,Rs. 40.00 Cr.,IVR BB/IVR A4; (INC)(Downgraded),Negative/-,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Letoza Granito LLP,"July 29, 2025",Long Term Bank Facilities,Rs. 62.00 Cr.,IVR B- (INC)(Downgraded),Negative,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Letoza Granito LLP,"July 29, 2025",Short Term Bank Facility,Rs. 4.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Letoza Granito LLP,"July 29, 2025",Long/Short Term Bank Facility,Rs. 1.00 Cr.,IVR B-/IVR A4; (INC)(Downgraded/Reaffirmed),Negative/-,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Novatech Projects (I) Private Limited,"July 29, 2025",Long Term Bank Facilities,Rs. 17.02 Cr.,IVR D (INC)(Reaffirmed),Nil,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Novatech Projects (I) Private Limited,"July 29, 2025",Short Term Bank Facilities,Rs. 66.00 Cr.,IVR D (INC)(Reaffirmed),Nil,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jaika Automobiles & Finance Private Limited,"July 29, 2025",Long Term Bank Facilities,Rs. 74.28 Cr.,IVR B+ (INC) (Downgraded),Negative,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jaika Automobiles & Finance Private Limited,"July 29, 2025",Short Term Bank Facilities,Rs. 53.75 Cr.,IVR A4 (INC)(Downgraded),Nil,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Mahalaxmi Polypack Private Limited,"July 29, 2025",Long Term Facilities,Rs. 64.03 Cr.,IVR BB+ (INC)(Reaffirmed),Negative,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Mahalaxmi Polypack Private Limited,"July 29, 2025",Short Term Facilities,Rs. 10.00 Cr.,IVR A4+ (INC)(Reaffirmed),Nil,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Celebrity Breweries Private Limited,"July 29, 2025",Long Term Bank Facilities,Rs. 98.80 Cr.,IVR BB- (INC)(Downgraded),Negative,328,HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
