Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch,Multi_Agency
Nakoda Steelmet Engineering Private Limited,Infomerics,Long Term Bank Facilities | Long Term Bank Facilities - Proposed | Short Term Bank Facilities,IVR BB (Assigned),2025-03-28,452.0,ULTRA HOT,False,,Rs. 29.42 Cr. | Rs. 17.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
SNB Metal and Alloys,Infomerics,Long Term Bank Facilities | Long Term Bank Facilities - Proposed | Short Term Bank Facilities,IVR BB (Assigned),2025-03-28,452.0,ULTRA HOT,False,,Rs. 11.79 Cr. | Rs. 6.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Hill Brow Metallics and Construction Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,451.0,ULTRA HOT,True,Infomerics,Rs. 12.50 Cr. | Rs. 42.50 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 365+ days overdue — most urgent,Your steel company's rating at Infomerics has been INC for 451.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Sivana Steel & Power Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (Assigned),2025-03-29,451.0,ULTRA HOT,False,,Rs. 13.99 Cr,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
Enershell Alloys & Steel Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB-,2025-03-31,449.0,ULTRA HOT,False,,Rs. 34.95 Cr. | Rs. 15.20 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Hannu Steel Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB-,2025-03-31,449.0,ULTRA HOT,False,,Rs. 10.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Madhur Iron & Steel (I) Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB (Reaffirmed),2025-03-31,449.0,ULTRA HOT,False,,Rs. 47.91 Cr. (enhanced from Rs. 16.71 Cr.) | Rs. 55.00 Cr. (enhanced from Rs. 30.00 Cr.),Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Radiance Alloy & Electricals Private Limited,Infomerics,Long Term Facilities | Proposed Long Term Facilities,IVR BB (Assigned),2025-03-31,449.0,ULTRA HOT,False,,Rs. 36.46 Cr. | Rs. 2.54 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sonal Irons Industry Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Assigned),2025-04-02,447.0,ULTRA HOT,False,,Rs. 82.70 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Westwell Iron & Steel Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (Upgraded),2025-04-02,447.0,ULTRA HOT,False,,Rs. 32.87 Cr. (enhanced from Rs. 27.46 crore) | Rs. 34.00 Cr. (enhanced from Rs. 17.00 crore),Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Poshs Metal Aurangabad LLP,Infomerics,Long Term Bank Facilities,IVR BBB- (Assigned),2025-04-03,446.0,ULTRA HOT,False,,Rs. 120.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Poshs Metal Industries Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (Assigned),2025-04-03,446.0,ULTRA HOT,False,,Rs. 33.00 Cr. | Rs. 100.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Jalna Siddhivinayak Alloys Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB (INC)(Downgraded),2025-04-07,442.0,ULTRA HOT,True,Infomerics,Rs. 106.84 Cr. | Rs. 6.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 365+ days overdue — most urgent,Your steel company's rating at Infomerics has been INC for 442.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Shri Krishna Steelage Private Limited,Infomerics,Long Term Bank Facilities | Long Term Bank Facilities (Proposed),IVR BB+ (Assigned),2025-04-08,441.0,ULTRA HOT,False,,Rs. 25.70 Cr. | Rs. 3.30 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Swarup Rolling Mills Private Limited (erstwhile Swarup Rolling Mills Limited),Infomerics,Long Term Bank Facility,IVR BB- (INC)(Downgraded),2025-04-11,438.0,ULTRA HOT,True,Infomerics,Rs. 42.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 365+ days overdue — most urgent,Your steel company's rating at Infomerics has been INC for 438.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Struc-Rite Metal Building Systems,Infomerics,Long Term Bank Facilities - Cash Credit | Long Term Bank Facilities - Term Loan | Short Term Bank Facilities - Letter of Credit,IVR C (Reaffirmed),2025-04-15,434.0,ULTRA HOT,False,,Rs. 6.95 Cr. (Reduced from Rs. 7.72 Cr.) | Rs. 3.37 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Indalium Metal Products Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (Assigned),2025-04-22,427.0,ULTRA HOT,False,,Rs. 7.16 Cr. | Rs. 26.70 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sumridhi Aluminium Private Limited,Infomerics,Long Term Facilities | Short Term Facilities,IVR BBB (Assigned),2025-04-23,426.0,ULTRA HOT,False,,Rs. 231.72 Cr. | Rs. 46.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shree Ramdev Metalex LLP (SRML),Infomerics,Long term fund-based facility - Cash Credit | Long term/ Short term non-fund-based facility - Letter of Credit | Short term non-fund-based facility - Letter of Credit,IVR BBB- (Reaffirmed),2025-04-24,425.0,ULTRA HOT,False,,Rs. 12.00 Cr. | Rs. 52.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
GLS Aluminium Industries Private Limited (Erstwhile GLS Foils Product Private Limited),Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (Upgraded),2025-04-28,421.0,ULTRA HOT,False,,Rs. 92.40 Cr. | Rs. 11.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Metal Engineering and Treatment Company Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (Assigned),2025-04-30,419.0,ULTRA HOT,False,,Rs. 22.00 Cr. (Including proposed limit of Rs. 12.33 Crore) | Rs. 18.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Bhaskar Steel and Ferro Alloy Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Upgraded and Withdrawn),2025-05-01,418.0,ULTRA HOT,False,,Rs. 133.99 Cr. (Reduced from Rs. 173.27 Crore),Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
K B Sponge Iron Ltd.,CARE,Bank Guarantee | Term loans,D,2025-05-06,413.0,ULTRA HOT,True,,5.60 | 2.44,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CARE has been INC for 413.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
M A Sarsinsa Steels Pvt. Ltd.,BRICKWORK | CRISIL,Fund based financial facility/instrument | Letter Of credit,D,2025-07-16,413.0,ULTRA HOT,True,,5.00 | 7.00,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CRISIL has been INC for 413.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Orissa Alloy Steel Pvt. Ltd.,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,AA,2026-04-27,413.0,ULTRA HOT,False,,440.00 | 150.00,D365,Steel & Metals,NO,,Active,365+ days overdue — most urgent,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Orissa Metaliks Pvt. Ltd.,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,AA,2026-04-16,413.0,ULTRA HOT,False,,855.00 | 355.00,D365,Steel & Metals,NO,,Active,365+ days overdue — most urgent,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Rashmi Metallurgical Industry Pvt. Ltd.,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Short-term loan,AA,2026-04-16,413.0,ULTRA HOT,False,,450.00 | 100.00,D365,Steel & Metals,NO,,Active,365+ days overdue — most urgent,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mahasai Aluminium Profiles Private Limited,Infomerics,Long Term Bank Facilities | Proposed Long Term/Short Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (Assigned),2025-05-06,413.0,ULTRA HOT,False,,Rs. 39.86 Cr. | Rs. 2.50 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
S P Iron Private Limited,Infomerics,Long Term Bank Facilities | Long term/Short Term Bank Facilities,IVR BB- (Reaffirmed),2025-05-06,413.0,ULTRA HOT,False,,Rs. 0.83 Cr. | Rs. 30.00 Cr.,Infomerics,Steel & Metals,,NO,Active,365+ days overdue — most urgent,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
E L E C Steel Processing Inds. Ltd.,ACUITE,Fund based financial facility/instrument | Letter Of credit | Short-term loan,A 4+,2025-09-17,412.0,ULTRA HOT,True,,20.00 | 0.75,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ACUITE has been INC for 412.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Fortune Metals Ltd.,CRISIL,Fund based financial facility/instrument | Term loans,BBB,2025-12-02,412.0,ULTRA HOT,False,,0.14 | 3.34,D365,Steel & Metals,NO,,Active,365+ days overdue — most urgent,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mehar Steels Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-07,412.0,ULTRA HOT,True,,6.50,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 412.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Dhan Steels Pvt. Ltd.,CARE,Non-government debt,B/A4,2025-05-08,411.0,ULTRA HOT,True,,35.00,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CARE has been INC for 411.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Jatia Steel Ltd.,IND-RA,Bank Guarantee | Letter Of credit | Non-government debt,A 3+,2026-04-02,411.0,ULTRA HOT,False,,20.00 | 100.00,D365,Steel & Metals,NO,,Active,365+ days overdue — most urgent,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mangalam Metals & Ores Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-05-08,411.0,ULTRA HOT,True,,40.00,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL has been INC for 411.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Metal Storage Systems Pvt. Ltd.,BRICKWORK,Bank Guarantee | Term loans,A 4,2025-05-08,411.0,ULTRA HOT,True,,1.00 | 8.27,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 411.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
R J S Steels Pvt. Ltd.,BRICKWORK,Letter Of credit | Term loans,A 4,2025-05-08,411.0,ULTRA HOT,True,,5.00 | 3.50,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 411.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Snam Alloys Pvt. Ltd.,CRISIL,Bank Guarantee | Letter Of credit,A 2+,2025-05-08,411.0,ULTRA HOT,False,,5.00 | 1.00,D365,Steel & Metals,NO,,Active,365+ days overdue — most urgent,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Balasore Alloys Ltd.,BRICKWORK,Bank Guarantee | Letter Of credit,D,2025-05-09,410.0,ULTRA HOT,False,,,D365,Steel & Metals,NO,,Active,365+ days overdue — most urgent,"As an active steel company rated by BRICKWORK, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Fabex Steel Structures Pvt. Ltd.,IND-RA,Non-fund based working capital limit | Term loans,A 3+,2025-05-09,410.0,ULTRA HOT,False,,15.00 | 10.21,D365,Steel & Metals,NO,,Active,365+ days overdue — most urgent,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sargam Metals Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument | Term loans,D,2025-05-09,410.0,ULTRA HOT,True,,8.50 | 2.50,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ICRA has been INC for 410.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Shamli Steels Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument | Term loans,A 4,2025-05-09,410.0,ULTRA HOT,True,,2.00 | 20.54,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ICRA has been INC for 410.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Vaksh Steels Pvt. Ltd.,BRICKWORK,Bank Guarantee | Letter Of credit | Term loans,D,2025-05-09,410.0,ULTRA HOT,True,,2.80 | 1.00,D365,Steel & Metals,NO,,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 410.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
