Company Name,Rating Date,Current Rater,Instrument,Grade,Rating,Days Since Rating,Urgency,Why Target,ACER Pitch Angle
Whitefield Spintex (India) Pvt. Ltd.,11-06-2025,ICRA,Term loans,Default,D,377,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 377 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shree Bhagwati Agrotech Pvt. Ltd.,13-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,375,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 375 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Great Value Fuels Pvt. Ltd.,13-06-2025,ICRA,Term loans,High Risk,B+,375,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 375 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Limtex Agri Udyog Ltd.,13-06-2025,ICRA,Short-term loan,Default,D,375,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 375 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Adie Broswon Breweries Pvt. Ltd.,13-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,375,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 375 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kajaria Infinity Pvt. Ltd.,18-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,370,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 370 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ranchi Expressways Ltd.,18-06-2025,ICRA,Term loans,Default,D,370,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 370 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Purbanchal Laminates Pvt. Ltd.,18-06-2025,ICRA,Term loans,High Risk,B+,370,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 370 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Gajavelli Spinning Mills Pvt. Ltd.,18-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,B+,370,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 370 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Electro Polychem Ltd.,18-06-2025,ICRA,Non-government debt,High Risk,B-/A4,370,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 370 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Divine Solutions Pvt. Ltd.,20-06-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,368,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 368 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ayushman Merchants Pvt. Ltd.,20-06-2025,ICRA,Non-government debt,High Risk,B+/A4,368,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 368 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sunbeam Real Ventures Pvt. Ltd.,20-06-2025,ICRA,Term loans,High Risk,B+,368,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 368 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Adyar Gate Hotels Ltd.,23-06-2025,ICRA,Term loans,High Risk,B,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Aastha Infracity Ltd.,23-06-2025,ICRA,Term loans,High Risk,B,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Atul Motors Pvt. Ltd.,23-06-2025,ICRA,Non-government debt,High Risk,B+/A4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Century Led Ltd.,23-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4+,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Goodwill Advance Construction Co. Pvt. Ltd.,23-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Tirupati Shelters Ltd.,23-06-2025,ICRA,Term loans,High Risk,B+,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sacheta Metals Ltd.,23-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Arihant Solvex Pvt. Ltd.,23-06-2025,ICRA,Non-government debt,High Risk,B+/A4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Apurvakriti Infrastructure Pvt. Ltd.,23-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,B+,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Canter Engineers Ltd.,23-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Photon Energy Systems Pvt. Ltd.,23-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Lanarsy Infra Ltd.,23-06-2025,ICRA,Non-government debt,High Risk,B+/A4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Versa Drives Pvt. Ltd.,23-06-2025,ICRA,Term loans,High Risk,B+,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Chowgule Industries Pvt. Ltd.,23-06-2025,ICRA,Non-government debt,Adequate Safety,A/A1,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Presidency Exports & Inds. Ltd.,23-06-2025,ICRA,Non-government debt,Default,D,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kasturchand Fertilisers Pvt. Ltd.,23-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Cryolor Asia Pacific Pvt. Ltd.,23-06-2025,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Analyser Instrument Co. Pvt. Ltd.,23-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,365,ULTRA HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 365 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Aadideva Infratech Pvt. Ltd.,24-06-2025,ICRA,Term loans,High Risk,B+,364,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 364 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
P M P Infratech Ltd.,24-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,364,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 364 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shri Tradco Deesan Pvt. Ltd.,24-06-2025,ICRA,Term loans,Default,D,364,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 364 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Rayban Foods Pvt. Ltd.,24-06-2025,ICRA,Non-government debt,Default,D,364,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 364 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Realtime Techsolutions Pvt. Ltd.,24-06-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,364,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 364 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mcleod Russel India Ltd.,25-06-2025,ICRA,Non-government debt,Default,D,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Bonza Vitrified Pvt. Ltd.,25-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Power Mech Infra Pvt. Ltd.,25-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Coatings & Coatings (India) Pvt. Ltd.,25-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
M E P Sanjose Kante Waked Road Pvt. Ltd.,25-06-2025,ICRA,Term loans,Default,D,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
S & P Infrastructure Developers Pvt. Ltd.,25-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sri Jayarama Motors Pvt. Ltd.,25-06-2025,ICRA,Non-government debt,High Risk,B+/A4,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sri Jayarama Automotives Pvt. Ltd.,25-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
French Motor Car Co. Ltd.,25-06-2025,ICRA,Non-government debt,High Risk,B+/A4,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Azad Impex Pvt. Ltd.,25-06-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,363,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 363 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mittal Ocean Trade Pvt. Ltd.,26-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,362,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 362 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mahamaya Steel Inds. Ltd.,26-06-2025,ICRA,Term loans,High Risk,B+,362,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 362 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
M & M Auto Inds. Pvt. Ltd.,26-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,362,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 362 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Modern Transformers Pvt. Ltd.,26-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,362,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 362 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jay Formulations Ltd.,26-06-2025,ICRA,Non-fund-based financial facility/instrument,Default,D,362,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 362 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Decor Paper Mills Ltd.,26-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,362,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 362 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
M K Wood India Pvt. Ltd.,26-06-2025,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,362,HOT,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 362 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
