Company,Agencies_INC_April2026,Agency_Count,Instruments,Max_Days_Since_Rating,Urgency,Data_Source,Why_Target,ACER_Pitch
Jindal Wood Products Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
K M Toll Road Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument | Term loans,82.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
K P Polyolefin Sacks Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kandarp Constructions (India) Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Karvy Digikonnect Ltd.,CRISIL,1,Term loans,82.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kashi Kanchan Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kerala State Electronics Devp. Corpn. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Khokhar Infrastructure Pvt. Ltd.,IND-RA,1,Non-fund based working capital limit,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kineta Global Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Klassik Lamitex Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kohinoor Feeds & Fats Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Konark Structural Engineers Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,82.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Krishna Valley Power Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kundli Manesar Expressway Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
L S Rice Exports Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Lall Minerals Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Lenz Ceramic Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Lyka B D R Intl. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
M D A Mineral Dhatu (A P) Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
M K Roy & Bros. Projects Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mahalaxmi Automotives Wheels Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mahalaxmi Bus Transport Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Maini Construction Equipments Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Man Cott Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Manglam Paper Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Manjeera Constructions Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Manjeet Fibers Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mantri Developers Pvt. Ltd.,CARE,1,Fund based financial facility/instrument,82.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Medsmart Logistics Pvt. Ltd. [Merged],IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mehadia Sales Trade Corpn. Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Millenium Marbles Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
N K Agro Exports (India) Pvt. Ltd.,CARE,1,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt,82.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Nainital Motors Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Nani Agrofoods Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Narayanadri Hospitals & Research Institute Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Narmada Agrobase Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Nemcare Hospitals Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Niladree Build-Tech Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Northway Infra-Tech Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Olive Bar & Kitchen Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
P & Y Enterprises Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
P E Erectors Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
P P Pandey Infrastructure Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
P R G Buildcon India Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
P S K Textiles India Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
P V M Enterprises Pvt. Ltd.,BRICKWORK,1,Bank Guarantee | Term loans,82.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Patiala Cotspin Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Pegasus Farmaco India Pvt. Ltd.,BRICKWORK,1,Letter Of credit,82.0,LOW,D365,INC at BRICKWORK in April 2026 peak abandonment period,Your BRICKWORK rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Power Max (India) Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Price & Buckland (India) Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Prime Retail India Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Primitus Industries Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Profive Engineering Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Punjab Metal Works Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Quarterfold Printabilities Pvt. Ltd.,ACUITE,1,Fund based financial facility/instrument | Term loans,82.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R G Spinning Mills Pvt. Ltd.,CARE,1,Term loans,82.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R K Natural Fibre Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R K R Gold Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R S R Infra Works (India) Pvt. Ltd.,CARE,1,Bank Guarantee,82.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Raghuveer Metal Inds. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Raichur Bio-Energies Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Rangotsav Lifestyle Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Regrow Biosciences Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S C T Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S D M Projects Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S K S Power Generation (Chhattisgarh) Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,82.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S K Translines Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S O W I L Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S R M Power Pvt. Ltd.,IND-RA,1,Term loans,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S S V Spinners Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sahara Engineering Pvt. Ltd.,IND-RA,1,Non-government debt,82.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
