Company Name,Current Rating Agency,Instrument,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,Amount Cr,Sector,Why Target,ACER Pitch
Geo Foundations & Structures Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-10-09,258.0,HOT,40.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ghaziabad Ship Breakers Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2026-01-21,154.0,MEDIUM,2.20,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ghodawat Enterprises Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB-,2026-03-11,105.0,MEDIUM,82.30,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gimatex Industries Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-11-18,218.0,HOT,102.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gimpex Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB+,2025-07-10,349.0,HOT,154.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Giriraj Cot-Gin Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-05-26,394.0,ULTRA HOT,0.08,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Global Poly Bags Inds. Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-02,204.0,HOT,5.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Global Powersource (India) Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-05-08,412.0,ULTRA HOT,36.50,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Global Vectra Helicorp Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-11-18,218.0,HOT,40.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Globe Capacitors Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-09-19,278.0,HOT,8.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Globe Enterprises (India) Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-06-02,387.0,ULTRA HOT,5.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Globus Warehousing & Trdg. Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB,2026-01-02,173.0,MEDIUM,5.55,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Glorious Mediscience (India) Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-02-26,118.0,MEDIUM,2.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Go Airlines (India) Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2025-07-17,342.0,HOT,1418.30,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gobind Industries Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-12-15,191.0,HOT,1.09,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Godavari Edible Bran Oil Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-03-12,104.0,MEDIUM,0.32,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Goel Cargo Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,A 4,2026-03-30,86.0,LOW,2.00,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Goel International Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-09-08,289.0,HOT,2.45,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gokul Sugar Inds. Ltd.,Brickwork,Term loans,Term Loan,D,2026-03-18,98.0,MEDIUM,105.00,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gold Star Realtors Ltd.,Brickwork,Term loans,Term Loan,C,2026-02-09,135.0,MEDIUM,9.50,Jewellery,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Golden Agrarian Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-06-19,370.0,ULTRA HOT,1.47,Jewellery,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Golkonda Engineering Enterprises Ltd.,Brickwork,Term loans,Term Loan,C-,2025-05-12,408.0,ULTRA HOT,1.09,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Golkunda Diamonds & Jewellery Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-10-29,238.0,HOT,0.50,Jewellery,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gomtesh Ginning & Pressing Pvt. Ltd.,Brickwork,Non-government debt,NCD,C,2025-07-24,335.0,HOT,14.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gomuki Spinning Mills Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-02-24,120.0,MEDIUM,0.47,Textiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Good Greens India Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-12-08,198.0,HOT,0.45,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Govardhan Ispat (India) Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-12-08,198.0,HOT,11.79,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Graffiti (India) Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-09-11,286.0,HOT,2.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Granite Mart Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-26,394.0,ULTRA HOT,2.50,Mining/Minerals,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Great Eastern Retail Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB,2025-08-18,310.0,HOT,288.71,Media/Retail,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Great Value Fuels Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-08-06,322.0,HOT,4.00,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Green Gold Timbers Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-10-09,258.0,HOT,33.50,Jewellery,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Greenchef Appliances Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB-,2025-06-03,386.0,ULTRA HOT,51.93,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Greenland Hospital & Research Centre Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-06-27,362.0,HOT,7.00,Healthcare,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Greenvision Technologies Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-26,394.0,ULTRA HOT,12.50,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gujarat Infrapipes Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-07-03,356.0,HOT,25.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gulzar Motors Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B-,2025-08-19,309.0,HOT,7.50,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gumbi Software Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-10-23,244.0,HOT,6.00,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gunatitay Infrastructure Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-06-30,359.0,HOT,11.25,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gupta Syntex Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-11-12,224.0,HOT,5.92,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gurudev Overseas Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-04-03,82.0,LOW,6.75,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Gurusons Communications Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-09-02,295.0,HOT,3.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
H D Wire Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-08-06,322.0,HOT,68.90,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
H K Cement Inds. Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-08,198.0,HOT,1.17,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
H K Ispat Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-05-14,406.0,ULTRA HOT,8.30,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
H M B Ispat Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2026-03-24,92.0,MEDIUM,20.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
H M Steels Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B,2025-12-04,202.0,HOT,10.07,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
H R M M Agro Overseas Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB,2026-02-23,121.0,MEDIUM,0.50,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Habitech Infrastructure Ltd.,Brickwork,Term loans,Term Loan,C-,2025-05-09,411.0,ULTRA HOT,10.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Haigreeva Infratech Projects Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2026-03-10,106.0,MEDIUM,141.06,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Haldia Steels Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B+,2026-03-06,110.0,MEDIUM,10.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Haldia Water Services Pvt. Ltd.,Brickwork,Term loans,Term Loan,B-,2025-09-03,294.0,HOT,11.82,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hans Industries Pvt. Ltd.,Brickwork,Non-government debt,NCD,B+/A4,2025-06-27,362.0,HOT,40.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hansa Metallics Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-06-13,376.0,ULTRA HOT,27.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hansraj Agrofresh Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-03-12,104.0,MEDIUM,5.25,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Harji Engineering Works Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-06-13,376.0,ULTRA HOT,55.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hartek Power Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,BB-,2026-03-10,106.0,MEDIUM,61.00,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Haryana Power Generation Corpn. Ltd.,Brickwork,Term loans,Term Loan,BB,2026-01-16,159.0,MEDIUM,340.15,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hassan Road Construction Co. Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2025-07-14,345.0,HOT,3.69,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hasti Petro Chemical & Shipping Ltd.,Brickwork,Term loans,Term Loan,B-,2026-02-02,142.0,MEDIUM,57.34,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Havukal Tea & Produce Co. Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-12-15,191.0,HOT,3.48,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Haware Engineers & Builders Pvt. Ltd.,Brickwork,Term loans,Term Loan,B-,2025-08-08,320.0,HOT,70.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hayat Hospital Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-04-01,84.0,LOW,24.32,Healthcare,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hector Beverages Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB-,2025-08-07,321.0,HOT,7.76,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Heera Construction Co. Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-12-16,190.0,HOT,100.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hella Infra Market Metal Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-08-18,310.0,HOT,4.50,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Hemodiaz Life Sciences Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-10-07,260.0,HOT,4.00,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Heritage Hospitals Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-11-14,222.0,HOT,10.00,Healthcare,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
