Company Name,Current Rater,Instrument Type,Grade,Rating,Last Rating Date,Days Since Downgrade,Is INC,Urgency,Why Target,ACER Pitch Angle
Jayachandran Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Passion Vitrified Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Cranex Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Dimple Creations Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Nutri Feeds & Farms Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shivank Udyog Ltd.,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Renaatus Projects Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Empire Alcobrev Pvt. Ltd.,CARE,Non-government debt,High Risk,B+/A4,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
D T L India Holdings Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Nac Jewellers Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Envirad Projects Pvt. Ltd.,CARE,Non-government debt,High Risk,B+/A4,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,Inadequate Safety,BB,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Chhabeela Energy Foods Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Ashcons Infrastructure Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Khaitan Chemicals & Fertilizers Ltd.,IND-RA,Non-government debt,Moderate Safety,BBB-/A3,2026-04-23,58.0,False,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Centurion Remedies Pvt. Ltd.,CRISIL,Bank Guarantee,Default,D,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Krishna Lamicoat Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Krishnaveni Carbon Products Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Su-Solartech Systems Pvt. Ltd.,ACUITE,Long term Loans,High Risk,B-,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Chakrapani Vyapar Pvt. Ltd.,CARE,Term loans,Inadequate Safety,BB-,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Natvar Cotex Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
C M Auto Sales Pvt. Ltd.,CARE,Fund based financial facility/instrument,High Risk,B+,2026-04-23,58.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vipul Motors Pvt. Ltd.,CARE,Non-government debt,High Risk,B/A4,2026-04-22,59.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Clrk Industries Pvt. Ltd.,CARE,Fund based financial facility/instrument,Inadequate Safety,BB-,2026-04-22,59.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Marvellous Intra Pvt. Ltd.,ACUITE,Long term Loans,High Risk,B-,2026-04-22,59.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Parshvanath Printex Pvt. Ltd.,CARE,Term loans,High Risk,B-,2026-04-22,59.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Fittech Industries Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-04-22,59.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Greenland Paper Mills Ltd.,CARE,Term loans,High Risk,B,2026-04-22,59.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Almehtab Industries Pvt. Ltd.,CARE,Non-government debt,High Risk,B/A4,2026-04-22,59.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Usha Yarns Ltd.,CRISIL,Long term Loans,Moderate Safety,BBB-,2026-04-22,59.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
