Company Name,Date,Agency,Instrument,Grade,Rating,Status,Ammount,INC_Flag,Urgency,Months_Since_Rating,Days_Since_Rating,is_INC,Category
Shri Banke Bihari Polyfab Pvt. Ltd.,2025-05-29,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shri Banke Bihari Polyfab Pvt. Ltd.,2025-05-29,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,4.80,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shri Banke Bihari Polyfab Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.20,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shri Coimbatore Jewellers India Pvt. Ltd.,2025-05-29,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,5.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shri Coimbatore Jewellers India Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,2.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shri Coimbatore Jewellers India Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B+,Reaffirmed,15.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shri Ganga Four Wheels Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,4.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shri Khatu Shyam Alloys Pvt. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,9.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Shri Mangalam Auto Pvt. Ltd.,2025-05-27,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB,Reaffirmed,15.26,Y,HIGH,13.0,389.0,True,ULTRA HOT
Shri Mangalam Auto Pvt. Ltd.,2025-05-27,CRISIL,Term loans,Inadequate Safety,BB,Reaffirmed,4.74,Y,HIGH,13.0,389.0,True,ULTRA HOT
Shri Rewa Rice Mills Pvt. Ltd.,2025-05-15,CRISIL,Term loans,High Risk,B+,Reaffirmed,7.45,Y,HIGH,13.4,401.0,True,ULTRA HOT
Shrinathji Agro Food Inds. Pvt. Ltd.,2025-06-13,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,10.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Shrinathji Agro Food Inds. Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,3.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Shubham Cotton Mills Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,0.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shweta Infrastructure & Housing (India) Pvt. Ltd.,2025-06-10,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,54.12,Y,HIGH,12.5,375.0,True,ULTRA HOT
Shweta Infrastructure & Housing (India) Pvt. Ltd.,2025-06-10,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,10.26,Y,HIGH,12.5,375.0,True,ULTRA HOT
Shweta Infrastructure & Housing (India) Pvt. Ltd.,2025-06-10,CRISIL,Term loans,High Risk,B+,Reaffirmed,65.62,Y,HIGH,12.5,375.0,True,ULTRA HOT
Siby Mining & Infrastructure Pvt. Ltd.,2025-05-29,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,4.08,Y,HIGH,12.9,387.0,True,ULTRA HOT
Siddharth Carbochem Products Ltd.,2025-06-11,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,41.00,Y,HIGH,12.5,374.0,True,ULTRA HOT
Siddhartha Super Spg. Mills Ltd.,2025-05-08,CRISIL,Long term Loans,High Risk,B,Reaffirmed,20.00,Y,HIGH,13.6,408.0,True,ULTRA HOT
Siddheshwari Paper Udyog Pvt. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,A 4,Downgraded,0.25,Y,HIGH,12.4,373.0,True,ULTRA HOT
Siddheshwari Paper Udyog Pvt. Ltd.,2025-06-12,CRISIL,Letter Of credit,High Risk,A 4,Downgraded,4.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Siddheshwari Paper Udyog Pvt. Ltd.,2025-06-12,CRISIL,Term loans,High Risk,B,Downgraded,16.13,Y,HIGH,12.4,373.0,True,ULTRA HOT
Siddhi Ganesh Metal Pvt. Ltd.,2025-05-29,CRISIL,Fund based financial facility/instrument,High Risk,B,Downgraded,25.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Siddhi Vinayak Roller Flour Mills Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Siddhi Vinayak Roller Flour Mills Pvt. Ltd.,2025-05-26,CRISIL,Term loans,High Risk,B,Reaffirmed,1.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Sidhaant Life Sciences Pvt. Ltd.,2025-05-31,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.8,385.0,True,ULTRA HOT
Sidhaant Life Sciences Pvt. Ltd.,2025-05-31,CRISIL,Long term Loans,High Risk,B,Reaffirmed,1.00,Y,HIGH,12.8,385.0,True,ULTRA HOT
Sidhaant Life Sciences Pvt. Ltd.,2025-05-31,CRISIL,Short-term loan,High Risk,A 4,Reaffirmed,3.00,Y,HIGH,12.8,385.0,True,ULTRA HOT
Singh Cycle & Motor Co. Pvt. Ltd.,2025-06-12,CRISIL,Fund based financial facility/instrument,Default,D,Reaffirmed,10.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Singhania Resources Pvt. Ltd.,2025-06-18,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,8.00,Y,HIGH,12.2,367.0,True,ULTRA HOT
Sintech Precision Products Ltd.,2025-05-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,4.50,Y,HIGH,13.4,403.0,True,ULTRA HOT
Sintech Precision Products Ltd.,2025-05-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,3.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
Sintech Precision Products Ltd.,2025-05-13,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.50,Y,HIGH,13.4,403.0,True,ULTRA HOT
Sipul Enterprises Ltd.,2025-05-22,CRISIL,Long term Loans,Default,D,Downgraded,7.67,Y,HIGH,13.1,394.0,True,ULTRA HOT
Sipul Enterprises Ltd.,2025-05-22,CRISIL,Long term Loans,Default,D,Downgraded,2.33,Y,HIGH,13.1,394.0,True,ULTRA HOT
Sitson India Ltd.,2025-05-31,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,18.00,Y,HIGH,12.8,385.0,True,ULTRA HOT
Siva Foods Impex Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,3.75,Y,HIGH,12.9,387.0,True,ULTRA HOT
Skate Trades & Agencies Pvt. Ltd.,2025-05-26,CRISIL,Term loans,Default,D,Reaffirmed,13.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Skytouch Ceramic Pvt. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.90,Y,HIGH,12.4,373.0,True,ULTRA HOT
Skytouch Ceramic Pvt. Ltd.,2025-06-12,CRISIL,Long term Loans,High Risk,B,Reaffirmed,5.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Skytouch Ceramic Pvt. Ltd.,2025-06-12,CRISIL,Term loans,High Risk,B,Reaffirmed,9.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Sohrab Spinning Mills Ltd.,2025-06-12,CRISIL,Letter Of credit,Default,D,Reaffirmed,2.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Sohrab Spinning Mills Ltd.,2025-06-12,CRISIL,Long term Loans,Default,D,Reaffirmed,2.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Sohrab Spinning Mills Ltd.,2025-06-12,CRISIL,Term loans,Default,D,Reaffirmed,12.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Solcen Infra Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.35,Y,HIGH,13.0,390.0,True,ULTRA HOT
Solcen Infra Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.65,Y,HIGH,13.0,390.0,True,ULTRA HOT
Solcen Infra Pvt. Ltd.,2025-05-26,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,8.60,Y,HIGH,13.0,390.0,True,ULTRA HOT
Sonalac Paints & Coatings Ltd.,2025-06-10,CRISIL,Term loans,High Risk,B+,Reaffirmed,0.35,Y,HIGH,12.5,375.0,True,ULTRA HOT
Sonkamal Enterprises Pvt. Ltd.,2025-06-09,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,307.00,Y,HIGH,12.5,376.0,True,ULTRA HOT
South Calcutta Diesels Pvt. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,3.50,Y,HIGH,12.4,373.0,True,ULTRA HOT
South India Spg. Mills Pvt. Ltd.,2025-06-12,CRISIL,Long term Loans,High Risk,B,Reaffirmed,11.30,Y,HIGH,12.4,373.0,True,ULTRA HOT
Southern Gold Pvt. Ltd.,2025-06-24,CRISIL,Bank Guarantee,Default,D,Reaffirmed,30.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Southern Gold Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,Default,D,Reaffirmed,7.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Speedofer Components Pvt. Ltd.,2025-05-26,CRISIL,Letter Of credit,High Risk,B-,Reaffirmed,3.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
Speedofer Components Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B-,Reaffirmed,1.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Spell Organics Ltd.,2025-05-15,CRISIL,Fund based financial facility/instrument,High Risk,B+,Reaffirmed,3.35,Y,HIGH,13.4,401.0,True,ULTRA HOT
Spell Organics Ltd.,2025-05-15,CRISIL,Term loans,High Risk,B+,Reaffirmed,0.65,Y,HIGH,13.4,401.0,True,ULTRA HOT
Spicejet Ltd.,2025-06-24,CRISIL,Letter Of credit,Default,D,Reaffirmed,220.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Spinora Tiles Pvt. Ltd.,2025-05-08,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.17,Y,HIGH,13.6,408.0,True,ULTRA HOT
Spinora Tiles Pvt. Ltd.,2025-05-08,CRISIL,Term loans,High Risk,B,Reaffirmed,11.33,Y,HIGH,13.6,408.0,True,ULTRA HOT
Sree Ayyanar Spg. & Wvg. Mills Pvt. Ltd.,2025-06-10,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,17.59,Y,HIGH,12.5,375.0,True,ULTRA HOT
Sree Ayyanar Spg. & Wvg. Mills Pvt. Ltd.,2025-06-10,CRISIL,Term loans,High Risk,B+,Reaffirmed,17.00,Y,HIGH,12.5,375.0,True,ULTRA HOT
Sri Bhavani Castings Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,13.42,Y,HIGH,12.4,372.0,True,ULTRA HOT
Sri Srinivasa Constructions India Pvt. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,53.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Sri Srinivasa Constructions India Pvt. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,B+,Reaffirmed,32.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Sri Sudharsanam Hospital Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,6.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
Srinivasa Cotton & Oil Mills Pvt. Ltd.,2025-05-21,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,30.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Stanley Retail Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,6.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Star Iris Exports Pvt. Ltd.,2025-06-12,CRISIL,Long term Loans,High Risk,B,Reaffirmed,6.75,Y,HIGH,12.4,373.0,True,ULTRA HOT
Star Pipe Foundry (India) Pvt. Ltd.,2025-05-30,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,2.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Star Pipe Foundry (India) Pvt. Ltd.,2025-05-30,CRISIL,Term loans,Inadequate Safety,BB+,Downgraded,40.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Star Pipe Foundry (India) Pvt. Ltd.,2025-05-30,CRISIL,Term loans,Inadequate Safety,BB+,Downgraded,53.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Stellar Autohaus Pvt. Ltd.,2025-05-29,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Reaffirmed,99.35,Y,HIGH,12.9,387.0,True,ULTRA HOT
Stellar Autohaus Pvt. Ltd.,2025-05-29,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Reaffirmed,1.07,Y,HIGH,12.9,387.0,True,ULTRA HOT
Stellar Autohaus Pvt. Ltd.,2025-05-29,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,1.83,Y,HIGH,12.9,387.0,True,ULTRA HOT
Sun Hospital Pvt. Ltd.,2025-05-26,CRISIL,Term loans,High Risk,B,Reaffirmed,3.49,Y,HIGH,13.0,390.0,True,ULTRA HOT
Sundaram Multi Pap Ltd.,2025-05-26,CRISIL,Term loans,Inadequate Safety,BB-,Reaffirmed,23.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Sunex Stones Pvt. Ltd.,2025-05-23,CRISIL,Bank Guarantee,High Risk,A 4+,Withdrawn,0.50,Y,HIGH,13.1,393.0,True,ULTRA HOT
Sunex Stones Pvt. Ltd.,2025-05-23,CRISIL,Long term Loans,Inadequate Safety,BB+,Withdrawn,3.15,Y,HIGH,13.1,393.0,True,ULTRA HOT
Sunex Stones Pvt. Ltd.,2025-05-23,CRISIL,Term loans,Inadequate Safety,BB+,Withdrawn,7.82,Y,HIGH,13.1,393.0,True,ULTRA HOT
Sunita Finlease Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B,Reaffirmed,3.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Suolificio Linea Italia (India) Pvt. Ltd.,2025-05-13,CRISIL,Letter Of credit,High Risk,A 4,Downgraded,3.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
Suolificio Linea Italia (India) Pvt. Ltd.,2025-05-13,CRISIL,Letter Of credit,High Risk,A 4,Downgraded,1.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
Suolificio Linea Italia (India) Pvt. Ltd.,2025-05-13,CRISIL,Long term Loans,High Risk,B,Downgraded,3.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
Super Plastic Coats Pvt. Ltd.,2025-06-09,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,2.50,Y,HIGH,12.5,376.0,True,ULTRA HOT
Supermint Exports Pvt. Ltd.,2025-05-30,CRISIL,Bank Guarantee,High Risk,A 4+,Reaffirmed,0.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Supermint Exports Pvt. Ltd.,2025-05-30,CRISIL,Letter Of credit,High Risk,A 4+,Reaffirmed,4.77,Y,HIGH,12.9,386.0,True,ULTRA HOT
Supreme Music (India) Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
Supreme Music (India) Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,4.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
Suresh Enterprises Pvt. Ltd.,2025-05-26,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,5.27,Y,HIGH,13.0,390.0,True,ULTRA HOT
Suresh Enterprises Pvt. Ltd.,2025-05-26,CRISIL,Term loans,High Risk,B,Reaffirmed,100.48,Y,HIGH,13.0,390.0,True,ULTRA HOT
Surya Contractors Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,30.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Surya Contractors Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,2.50,Y,HIGH,12.1,362.0,True,ULTRA HOT
Sutapa International Exports Pvt. Ltd.,2025-05-26,CRISIL,Term loans,High Risk,B+,Reaffirmed,8.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Swan Environmental Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,15.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Swan Environmental Pvt. Ltd.,2025-05-26,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Swiss Parenterals Ltd.,2025-06-10,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,3.00,Y,HIGH,12.5,375.0,True,ULTRA HOT
Swiss Parenterals Ltd.,2025-06-10,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,4.25,Y,HIGH,12.5,375.0,True,ULTRA HOT
Swiss Parenterals Ltd.,2025-06-10,CRISIL,Long term Loans,High Risk,B,Reaffirmed,11.15,Y,HIGH,12.5,375.0,True,ULTRA HOT
Tamilnadu Paddy & Rice Processing Federation,2025-06-23,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,27.50,Y,HIGH,12.1,362.0,True,ULTRA HOT
Tech-Force Composites Pvt. Ltd.,2025-06-11,CRISIL,Letter Of credit,High Risk,B,Reaffirmed,0.50,Y,HIGH,12.5,374.0,True,ULTRA HOT
Tech-Force Composites Pvt. Ltd.,2025-06-11,CRISIL,Term loans,High Risk,B,Reaffirmed,1.86,Y,HIGH,12.5,374.0,True,ULTRA HOT
Techno Global Services Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,6.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Technovaa Plastic Inds. Pvt. Ltd.,2025-06-24,CRISIL,Term loans,Default,D,Reaffirmed,47.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Thiese Precision Pvt. Ltd.,2025-06-09,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,55.00,Y,HIGH,12.5,376.0,True,ULTRA HOT
Thiese Precision Pvt. Ltd.,2025-06-09,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,24.00,Y,HIGH,12.5,376.0,True,ULTRA HOT
Thiese Precision Pvt. Ltd.,2025-06-09,CRISIL,Term loans,Inadequate Safety,BB+,Downgraded,7.77,Y,HIGH,12.5,376.0,True,ULTRA HOT
Thiese Precision Pvt. Ltd.,2025-06-09,CRISIL,Term loans,Inadequate Safety,BB+,Downgraded,7.23,Y,HIGH,12.5,376.0,True,ULTRA HOT
Tokyo Plast Intl. Ltd.,2025-06-12,CRISIL,Letter Of credit,High Risk,A 4+,Reaffirmed,3.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Tokyo Plast Intl. Ltd.,2025-06-12,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Reaffirmed,5.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Trans Valves (India) Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Trans Valves (India) Pvt. Ltd.,2025-05-26,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,3.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Trans Valves (India) Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.27,Y,HIGH,13.0,390.0,True,ULTRA HOT
Trans Valves (India) Pvt. Ltd.,2025-05-26,CRISIL,Term loans,High Risk,B,Reaffirmed,0.48,Y,HIGH,13.0,390.0,True,ULTRA HOT
Trans-Fab Power India Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,9.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
Trans-Fab Power India Pvt. Ltd.,2025-05-26,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,7.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
Trans-Fab Power India Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,2.05,Y,HIGH,13.0,390.0,True,ULTRA HOT
Transoceanic Agro Comm Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,121.10,Y,HIGH,12.4,372.0,True,ULTRA HOT
Tripurari Agro Pvt. Ltd.,2025-06-23,CRISIL,Fund based financial facility/instrument,Default,D,Reaffirmed,3.50,Y,HIGH,12.1,362.0,True,ULTRA HOT
Tripurari Agro Pvt. Ltd.,2025-06-23,CRISIL,Term loans,Default,D,Reaffirmed,3.50,Y,HIGH,12.1,362.0,True,ULTRA HOT
Tulasi Seeds Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,18.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Twentyone Sugars Ltd.,2025-06-25,CRISIL,Long term Loans,Inadequate Safety,BB,Reaffirmed,405.00,Y,HIGH,12.0,360.0,True,ULTRA HOT
U C N Construction Co. Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Downgraded,15.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
U P L Environmental Engineers Ltd.,2025-06-24,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,11.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
U P L Environmental Engineers Ltd.,2025-06-24,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,0.75,Y,HIGH,12.0,361.0,True,ULTRA HOT
Unik Bazar Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B,Reaffirmed,8.60,Y,HIGH,12.1,362.0,True,ULTRA HOT
Unik Bazar Ltd.,2025-06-23,CRISIL,Term loans,High Risk,B,Reaffirmed,4.60,Y,HIGH,12.1,362.0,True,ULTRA HOT
Unitech Cotspin Ltd.,2025-06-24,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Unitech Cotspin Ltd.,2025-06-24,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,2.37,Y,HIGH,12.0,361.0,True,ULTRA HOT
Unitech Cotspin Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B,Reaffirmed,6.63,Y,HIGH,12.0,361.0,True,ULTRA HOT
V R G Industries Pvt. Ltd.,2025-06-24,CRISIL,Term loans,High Risk,B+,Reaffirmed,6.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vag Buildtech Ltd.,2025-06-24,CRISIL,Bank Guarantee,Default,D,Reaffirmed,10.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vag Buildtech Ltd.,2025-06-24,CRISIL,Long term Loans,Default,D,Reaffirmed,15.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vaishnavi Ferro Tech Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B,Reaffirmed,1.38,Y,HIGH,12.9,387.0,True,ULTRA HOT
Vaishnavi Ferro Tech Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,3.02,Y,HIGH,12.9,387.0,True,ULTRA HOT
Vamshi Motors Pvt. Ltd.,2025-05-27,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vashisth Builders & Engineers Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,22.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Vasudeva Dall Products Pvt. Ltd.,2025-06-24,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vasudeva Dall Products Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.90,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vasundhara Power & Infrastructure Pvt. Ltd.,2025-05-27,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,1.00,Y,HIGH,13.0,389.0,True,ULTRA HOT
Velox Motors Pvt. Ltd.,2025-05-30,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Reaffirmed,6.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Velox Motors Pvt. Ltd.,2025-05-30,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,10.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Venus Garments (India) Ltd.,2025-05-29,CRISIL,Letter Of credit,Default,D,Reaffirmed,14.91,Y,HIGH,12.9,387.0,True,ULTRA HOT
Venus Garments (India) Ltd.,2025-05-29,CRISIL,Long term Loans,Default,D,Reaffirmed,3.17,Y,HIGH,12.9,387.0,True,ULTRA HOT
Venus Garments (India) Ltd.,2025-05-29,CRISIL,Term loans,Default,D,Reaffirmed,73.83,Y,HIGH,12.9,387.0,True,ULTRA HOT
Vibrant Content Pvt. Ltd.,2025-05-27,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,10.15,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vibrant Content Pvt. Ltd.,2025-05-27,CRISIL,Term loans,High Risk,B+,Reaffirmed,21.85,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vidya Prakashan Mandir Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,0.05,Y,HIGH,12.4,372.0,True,ULTRA HOT
Vijas Digital (India) Pvt. Ltd.,2025-05-27,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.60,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vijas Digital (India) Pvt. Ltd.,2025-05-27,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,2.65,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vijas Digital (India) Pvt. Ltd.,2025-05-27,CRISIL,Term loans,High Risk,B+,Reaffirmed,2.55,Y,HIGH,13.0,389.0,True,ULTRA HOT
Vijay Nirman Co. Pvt. Ltd.,2025-06-24,CRISIL,Bank Guarantee,Default,D,Reaffirmed,486.70,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vijay Nirman Co. Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,Default,D,Reaffirmed,74.05,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vikrma Impex Pvt. Ltd.,2025-06-24,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vikrma Impex Pvt. Ltd.,2025-06-24,CRISIL,Fund based financial facility/instrument,High Risk,B+,Reaffirmed,1.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vikrma Impex Pvt. Ltd.,2025-06-24,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Vinayak Ultraflex Pvt. Ltd.,2025-05-27,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.50,Y,HIGH,13.0,389.0,True,ULTRA HOT
