Company Name,Current Agency,Instrument,Rating,Original Rating Date,12mo Due Date,Recommended Call Date,Day of Week,Months Since Rating
Hitrac Manpower Services Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Hitrac Manpower Services Pvt. Ltd.,CARE,Term loans,B-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Sai Surfactants Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Sai Surfactants Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Sai Surfactants Pvt. Ltd.,CARE,Term loans,B+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Sai Surfactants Pvt. Ltd.,CARE,Term loans,B+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Ashavari Trading Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Dugar Overseas Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Dugar Overseas Pvt. Ltd.,CRISIL,Long term Loans,BB,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
E D A C Engineering Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Elkayem Auto Ancillaries Pvt. Ltd.,CRISIL,Long term Loans,BB+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Esdee Paints Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Globe Panel Inds. India Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Globe Panel Inds. India Pvt. Ltd.,CRISIL,Term loans,B,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Greenchef Appliances Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Greenchef Appliances Ltd.,CRISIL,Letter Of credit,B,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Lakshmi Ganesh Agro Fertilizers Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Lakshmi Ganesh Agro Fertilizers Pvt. Ltd.,CRISIL,Term loans,BB,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Linc Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Linc Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Orion Conmerx Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Orion Conmerx Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Putzmeister India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Putzmeister India Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Putzmeister India Pvt. Ltd.,CRISIL,Long term Loans,BB+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Putzmeister India Pvt. Ltd.,CRISIL,Term loans,BB+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Samaro Global Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Samaro Global Inds. Pvt. Ltd.,CRISIL,Term loans,BB-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Spinoff Technopark Ltd.,CRISIL,Term loans,BB+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Spinoff Technopark Ltd.,CRISIL,Term loans,BB+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
T I Anode Fabricators Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
T I Anode Fabricators Pvt. Ltd.,CRISIL,Term loans,BB,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Technofab Engineering Ltd.,CRISIL,Bank Guarantee,D,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Technofab Engineering Ltd.,CRISIL,Long term Loans,D,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Vamshadhara Paper Mills Ltd.,CRISIL,Bank Guarantee,A 3,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Vamshadhara Paper Mills Ltd.,CRISIL,Letter Of credit,A 3,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Vamshadhara Paper Mills Ltd.,CRISIL,Long term Loans,BBB-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Abhiyan Dealcomm Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Abhiyan Dealcomm Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Abhiyan Dealcomm Pvt. Ltd.,CRISIL,Term loans,BB-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Anunay Fab Ltd.,CRISIL,Letter Of credit,A 4,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Anunay Fab Ltd.,CRISIL,Term loans,B-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Aquarius Engineers Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Aquarius Engineers Pvt. Ltd.,CRISIL,Term loans,BB+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Dhanlaxmi Iron Inds. Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Dhanlaxmi Iron Inds. Pvt. Ltd.,ICRA,Letter Of credit,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Jeevaka Industries Pvt. Ltd.,ICRA,Non-government debt,BB+/A4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Satyadeeptha Pharmaceuticals Ltd.,ICRA,Non-fund-based financial facility/instrument,A 3,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Satyadeeptha Pharmaceuticals Ltd.,ICRA,Non-government debt,BBB-/A3,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Satyadeeptha Pharmaceuticals Ltd.,ICRA,Term loans,BBB-,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Synergies Castings Ltd.,IND-RA,Term loans,B+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Agrawal Structure Mills Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4+,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Agrawal Structure Mills Pvt. Ltd.,IND-RA,Term loans,BB,2025-07-08,2026-07-08,2026-07-08,Wednesday,11.6
Best Sellers Apparels Pvt. Ltd.,ACUITE,Letter Of credit,A 4+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Best Sellers Apparels Pvt. Ltd.,ACUITE,Short-term loan,A 4+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Best Sellers Apparels Pvt. Ltd.,ACUITE,Term loans,BB,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Rizvi Estates & Hotels Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Tirumala Agritech Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
A K Infraprojects Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Balar Synthetics Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Balar Synthetics Pvt. Ltd.,CARE,Term loans,BB-,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Bhatia Corporation Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Bhatia Corporation Pvt. Ltd.,CARE,Term loans,BB,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
C M I Ltd.,CARE,Non-government debt,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
C M I Ltd.,CARE,Term loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Fest Homes Developers Pvt. Ltd.,CARE,Term loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
India Home Loan Ltd.,CARE,Long term Loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
K G Denim Ltd.,CARE,Bank Guarantee,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
K G Denim Ltd.,CARE,Letter Of credit,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
K G Denim Ltd.,CARE,Term loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Omkar Infracon Pvt. Ltd.,CARE,Bank Guarantee,B,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Omkar Infracon Pvt. Ltd.,CARE,Term loans,B,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Prognosys Medical Systems Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Prognosys Medical Systems Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Shraddha Energy & Infraprojects Pvt. Ltd.,CARE,Bank Guarantee,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Shraddha Energy & Infraprojects Pvt. Ltd.,CARE,Term loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
B K Agro Products Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
S V R Drugs Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
S V R Drugs Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
S V R Drugs Pvt. Ltd.,CRISIL,Term loans,BB+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Shivam Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Shivam Motors Pvt. Ltd.,CRISIL,Term loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
U P S Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
U R S S Techservices Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
U R S S Techservices Pvt. Ltd.,CRISIL,Letter Of credit,B,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
U T M Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Vedang Cellular Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Vedang Cellular Services Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Akanksha Automobiles (Rudrapur) Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Akanksha Automobiles (Rudrapur) Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Akanksha Automobiles (Rudrapur) Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Akanksha Automobiles (Rudrapur) Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Akanksha Automobiles (Rudrapur) Pvt. Ltd.,CRISIL,Long term Loans,BB+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Karanja Terminal & Logistics Pvt. Ltd.,ICRA,Fund based financial facility/instrument,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Karanja Terminal & Logistics Pvt. Ltd.,ICRA,Term loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Karanja Terminal & Logistics Pvt. Ltd.,ICRA,Term loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Karanja Terminal & Logistics Pvt. Ltd.,ICRA,Term loans,D,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Shree Krishna Stevedores Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Shree Krishna Stevedores Pvt. Ltd.,ICRA,Term loans,B+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
A B Sugars Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
A B Sugars Ltd.,ICRA,Term loans,B+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Akanksha Automobiles Pvt. Ltd.,ICRA,Term loans,B+,2025-07-09,2026-07-09,2026-07-09,Thursday,11.5
Bakeri Projects Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Diksha Greens Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Diksha Greens Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Gimpex Pvt. Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Gimpex Pvt. Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Gimpex Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,BB+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Mangalam Alloys Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Mangalam Alloys Ltd.,BRICKWORK,Fund based financial facility/instrument,BB-,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Palacial Real Estate Pvt. Ltd.,BRICKWORK,Debentures / Bonds / notes / bills,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Phoenix Udyog Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Phoenix Udyog Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Phoenix Udyog Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Super Hoze Inds. Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Premium Harvest Ltd.,CARE,Term loans,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
S B Warehousing & Logistics Pvt. Ltd.,CARE,Term loans,BB-,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Swadesh Milk Products Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Swadesh Milk Products Pvt. Ltd.,CARE,Term loans,B-,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Universal Tube Accessories Pvt. Ltd.,CARE,Fund based financial facility/instrument,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Arena Superstructures Pvt. Ltd.,CARE,Term loans,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Beloorbayir Biotech Ltd.,CRISIL,Letter Of credit,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Beloorbayir Biotech Ltd.,CRISIL,Term loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Nilanjan Iron Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Nilanjan Iron Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Nilanjan Iron Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Synergy Agri Products Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Synergy Agri Products Pvt. Ltd.,CRISIL,Term loans,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Veda Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Veda Engineering Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Aar Cee Contracts Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Aar Cee Contracts Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Abaj Electronics Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Abaj Electronics Pvt. Ltd.,CRISIL,Long term Loans,B-,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Abdos Lamitubes Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Abdos Lamitubes Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Actis Generics Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Actis Generics Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Aditya Car Care Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Akanksha Foods Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Akanksha Sales Promoters (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Akanksha Sales Promoters (India) Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Akanksha Sales Promoters (India) Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Al-Fas Trading Intl. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Al-Nafees Frozen Food Exports Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Al-Nafees Frozen Food Exports Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Al-Nafees Frozen Food Exports Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Al-Nafees Proteins Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Albatross Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Altimetrik India Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Ameya Perfomatt Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Ameya Perfomatt Pvt. Ltd.,CRISIL,Term loans,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Amul Boards Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Anchor Mark Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Anchor Mark Pvt. Ltd.,CRISIL,Term loans,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Angel Pipes & Tubes Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Aqua World Exports Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Arjun Enterprises Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Armour Steel Buildings India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Armour Steel Buildings India Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Armour Steel Buildings India Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Yogeshwari Sugar Inds. Pvt. Ltd.,CRISIL,Term loans,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Youngman Woollen Mills Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Youngman Woollen Mills Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Coirfoam (India) Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Mohani Tea Leaves Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Nisiki India Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Protac Foods International Pvt. Ltd.,ICRA,Term loans,D,2025-07-10,2026-07-10,2026-07-10,Friday,11.5
Chadha Sugars & Inds. Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Chadha Sugars & Inds. Pvt. Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Chadha Sugars & Inds. Pvt. Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Drish Shoes Ltd.,BRICKWORK,Letter Of credit,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Drish Shoes Ltd.,BRICKWORK,Term loans,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Drish Shoes Ltd.,BRICKWORK,Term loans,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Manu Electricals Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Pivotal Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,B+,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Pivotal Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,B+,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Pivotal Infrastructure Pvt. Ltd.,BRICKWORK,Term loans,B+,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
R M N Infrastructures Ltd.,BRICKWORK,Bank Guarantee,A 2,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Rakhoh Industries Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Rakhoh Industries Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Rakhoh Industries Pvt. Ltd.,BRICKWORK,Non-government debt,C,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
S & P Infrastructure Developers Pvt. Ltd.,BRICKWORK,Bank Guarantee,B,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Shanti Metalfab Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Shree Krishna Rolling Mills (Jaipur) Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Shree Krishna Rolling Mills (Jaipur) Ltd.,BRICKWORK,Term loans,BB-,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Silvertones Speciality Textile Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Stelmec Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4+,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Stelmec Ltd.,BRICKWORK,Fund based financial facility/instrument,BB+,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
United Engineering Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
United Engineering Inds. Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Usha Spincoat Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Usha Spincoat Pvt. Ltd.,BRICKWORK,Term loans,B,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
V S Engineering Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Vijaywargi Infra Engineers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Vijaywargi Infra Engineers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Vijaywargi Infra Engineers Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
B R Designs Pvt. Ltd.,CARE,Non-government debt,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Essel Infraprojects Ltd.,CARE,Bank Guarantee,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Hyderabad Ring Road Project Pvt. Ltd.,CARE,Term loans,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Milando Fashions Ltd.,CARE,Non-government debt,B-/A4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Nutrionex Manufacturers Ltd.,CARE,Non-government debt,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Nutrionex Manufacturers Ltd.,CARE,Non-government debt,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Nutrionex Manufacturers Ltd.,CARE,Term loans,D,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Rational Business Corpn. Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
Rational Business Corpn. Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-07-11,2026-07-11,2026-07-11,Saturday,11.5
