Company Name,Current Rater,Instrument Type,Current Rating,Last Rating Date,Days Overdue,Urgency,DeadRisk,Why Target,ACER Pitch Angle
Prakrutees Infra Impex India Private Limited,INFOMERICS,Long Term Facilities,IVR B+ (INC) (Downgraded),2025-01-10,526.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Bharat Insulation Company India Private Limited,INFOMERICS,Long Term Bank  Facilities,IVR BB (INC) (Downgraded),2025-01-14,522.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Govindam Projects Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-01-15,521.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Goddess Textiles Private Limited,INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-01-22,514.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Shyam Indofab Private Limited,INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-01-22,514.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Shree Durga Khandsari (Sugar) Mills,INFOMERICS,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-01-23,513.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Fabro Forge,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-01-23,513.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Kartick Chandra Agro Products Private Limited,INFOMERICS,Long Term Bank Facility,IVR C (INC)(Reaffirmed),2025-01-24,512.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
NTC Logistics India Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-01-24,512.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Soparkar and Kothari Technologies Private Limited,INFOMERICS,Long Term Facilities,IVR B+ (INC) (Downgraded),2025-01-24,512.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Mangalmoyee Maa Chandi Multipurpose Cold Storage Private Limited,INFOMERICS,Long Term Bank Facility,IVR B- (INC)(Reaffirmed),2025-01-24,512.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Radiant Bar Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),2025-01-24,512.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Balu Iron & Steel Company,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-01-27,509.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
M. M. Industries,INFOMERICS,Long Term Facilities,IVR C+ (INC)(Downgraded),2025-01-27,509.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
MSR Iron and Steel Industries India Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-01-27,509.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Metalfab Hightech Private Limited,INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-01-27,509.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Pranami Estates Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-01-29,507.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Supermax Personal Care Private Limited,INFOMERICS,Long Term Facilities,IVR D (INC)(Downgraded),2025-01-29,507.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Dhwaja Shares & Securities Private Limited,INFOMERICS,Long Term/Short Term Bank Facilities,IVR BB/IVR A4+; (INC)(Downgraded),2025-01-30,506.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Shree Jindal Soya Limited,INFOMERICS,Long Term Facilities,IVR D (INC) (Reaffirmed),2025-01-31,505.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Ramesh Iron & Steel Company India Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-01-31,505.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Hindusthan Speciality Chemicals Limited,INFOMERICS,Long Term Bank Facilities - Term Loan,IVR B (INC)(Downgraded),2025-02-03,502.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Arrow Powertech Private Limited,INFOMERICS,Proposed Long Term Facilities,IVR B- (INC)(Downgraded),2025-02-03,502.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Kandhan Knitss,INFOMERICS,Long Term/Short Term Facilities,IVR C/IVR A4; (INC)(Downgraded),2025-02-04,501.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Stork Foods Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-04,501.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Sega Granito LLP,INFOMERICS,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-02-05,500.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Rexon Strips Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-02-05,500.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
J P Sortex Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-06,499.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Vinni Chemicals Private Limited,INFOMERICS,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-02-07,498.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Smart Developers,INFOMERICS,Long Term Bank Facility,IVR BB+ (INC)(Downgraded),2025-02-10,495.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Raj Construction Company,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-02-11,494.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Ocean Construction India Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-02-11,494.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Sivaguru Spinning Mills Private Limited,INFOMERICS,Long Term Facilities,IVR B (INC)(Downgraded),2025-02-12,493.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Maple Panels Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),2025-02-13,492.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Satbhog Overseas,INFOMERICS,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-02-14,491.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
G M Sugar and Energy Limited,INFOMERICS,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-02-14,491.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
JCL Infra Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-02-14,491.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Marshal Manufacturing and Exports,INFOMERICS,Long term/ Short term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded),2025-02-17,488.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
National Steel Company,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-17,488.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Akarshan Spinners Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B (INC) (Downgraded),2025-02-17,488.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
RMC Medical Services Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-02-17,488.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Nayati Medical Private Limited (Formerly known as Nayati Pharma Private Limited),INFOMERICS,Long Term Bank Facilities,IVR C- (INC)(Downgraded),2025-02-17,488.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
MDA Mineral Dhatu (AP) Private Limited,INFOMERICS,Long Term Bank Facilities (including Proposed),IVR BB- (INC)(Downgraded),2025-02-17,488.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Nikitha Buildtech Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-17,488.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
D.K. Tissues & Papers Private Limited,INFOMERICS,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),2025-02-18,487.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Rajasthan Metals,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-18,487.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Mayuri Broiler Breeding Farms Private Limited,INFOMERICS,Long Term Facilities,IVR BB (INC) (Downgraded),2025-02-19,486.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Nayati Healthcare & Research Private Limited,INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-02-19,486.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Abraq Agro Fresh LLP,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-19,486.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Nayati Healthcare & Research NCR Private Limited (Formerly known as OSL Healthcare Private Limited),INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-02-20,485.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
United Ciigma Institute of Medical Sciences Private Limited,INFOMERICS,Long Term Facilities,IVR BB- (INC)(Downgraded),2025-02-21,484.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Vinci Global Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-21,484.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Future Enterprises Limited,INFOMERICS,Short Term Facilities,IVR D (INC)(Reaffirmed),2025-02-24,481.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
JMJ Charitable Education Society,INFOMERICS,Long Term Facility - Fund Based - Proposed Term Loan,IVR B+ (INC)(Downgraded),2025-02-24,481.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Himalaya Polytech Private Limited,INFOMERICS,Long Term Facilities,IVR D (INC)(Reaffirmed),2025-02-25,480.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Linen Art Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-02-25,480.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Puranik Builders Limited,INFOMERICS,Long Term Facilities,IVR BB- (INC)(Downgraded),2025-02-25,480.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Nickunj Eximp Enterprises Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-25,480.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Varun Agro Processing Foods Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-02-28,477.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Turnrest Resources Private Limited,INFOMERICS,Long Term Facilities,IVR D (INC)(Downgraded),2025-02-28,477.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Chadha Papers Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-03-03,474.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
NAR Infra Private Limited,INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-04,473.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Srivatsa Encivil Private Limited,INFOMERICS,Long Term Instruments - Non-Convertible Debentures,IVR D (INC)(Reaffirmed),2025-03-04,473.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Libra International Limited,INFOMERICS,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-03-04,473.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Farm Fresh Kashmir,INFOMERICS,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-03-06,471.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Sanson Floorings LLP,INFOMERICS,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-03-06,471.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Moksha Thermoplastics Private Limited,INFOMERICS,Long Term Facilities,IVR B+ (INC)(Downgraded),2025-03-06,471.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Shanthi Vijaya Saw Mill (SVSM),INFOMERICS,Long Term Bank Facilities - Cash Credit,IVR B (INC)(Downgraded),2025-03-10,467.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Chaitanya Energy Private Limited,INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-10,467.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Jay Formulations Limited (JFL),INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-11,466.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Anshika Fasteners Private Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-03-12,465.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
PM Contractors Private Limited,INFOMERICS,Long Term Facilities,IVR BB- (INC) (Downgraded),2025-03-12,465.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Siddhant Vedant Cold Storage Private Limited,INFOMERICS,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-12,465.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Siddhi Weaves Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-03-13,464.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Supreet Chemicals Private Limited,INFOMERICS,Long Term Facilities,IVR B+ (INC)(Downgraded),2025-03-17,460.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
MVR Technology,INFOMERICS,Long Term Facilities,IVR B (INC)(Downgraded),2025-03-17,460.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Hira Automobiles Limited,INFOMERICS,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-03-17,460.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Namo Alloys Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-03-18,459.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
RV Wines LLP,INFOMERICS,Long Term Bank Facilities,IVR C- (INC)(Downgraded),2025-03-18,459.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Anadrone Systems Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-19,458.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
Mahakali Ispat Private Limited,INFOMERICS,Long Term Bank Facility,IVR B+ (INC)(Downgraded),2025-03-19,458.0,HIGH,LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,ULTRA HOT: INC + 365+ days overdue; LOW-MEDIUM RISK - 15+ MONTHS OVERDUE,VERIFY ACTIVE BEFORE CALLING
