Company Name,Instrument Type,Current Agency,Rating,Rating Date,Urgency,Months Since Rating
Saipavani Constructions India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Saishakti Polysacks Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Sanatan Logistics Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Sarvejana Healthcare Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Shakti Component Ventures Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Shakun Gases Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Shiv Shakti Exporters Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Shiva Polytubes Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Shree Ashtvinayak Roller Flour Mills Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Shree Jee Flour Mills Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Shree Krishan Co. (Mfrs.) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Shree Prithvi Steel Rolling Mills Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Shree Radha Vallabh Giriraj Mktg. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Shrenik Marble Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Shri Janki Foodgrains Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Shri Khatu Shyam Alloys Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Shri Vishnuperumaal Spin Yarn Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Shriganesh Textile & Infrastructure (India) Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Shristi Cotspinn Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Sincon Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Sinha Cold Storage & Warehouse Co. Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Souhardha Infra-Tech Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Spica Projects & Infrastructures Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Sri Kaliswari Metal Powders Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Sri Lakshmi Motor Service Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Sri Vasudeva Textiles Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Sri Venkata Sivaparvathi Spg. Mills Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Srinivasa Civil Works Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Statcon Electronics India Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Sudhakaran Nair Engg. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Supertech Agrograins Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Survival Technologies Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Surya Metalloys Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Svasca Industries (India) Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
T P Buildtech Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Tatwa Technologies Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Thakkarsons Roll Forming Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Thane Steels Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Tradohub B2B Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Transglobal Power Ltd.,Non-government debt,IND-RA,B+/A4,2025-08-21,MEDIUM,10.1
Tridev Resins (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
V N K C Agrocom Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Vijay Velavan Spinning Mills Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Vipul Organics Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
A P S Power-Tech (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
A R L Tyres Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Aanchal Cement Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Aanchal Collection Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Aarohan Builders Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Abhinandan Exports Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Adlers Bio-Energy Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Aegan Industries Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Affil Vitrified Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Akash Fashion Prints Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Al-Gayathri Trading Co. Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Alaknanda Sponge Iron Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Allied Medical Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Amber Spintex Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Amritvarsha Industries Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Anantnath Silk Mills Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Andrew Yule & Co. Ltd.,Non-government debt,IND-RA,C/A4,2025-08-21,MEDIUM,10.1
Arasu Hi Tech Infra Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Archana Mines Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Artek Enterprises Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Y K M Entertainment & Hotels Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Yamuna Machine Works Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Yashasvi Yarns Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Zee Knits & Weaves Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
E M T Megatherm Pvt. Ltd.,Non-government debt,CARE,D,2025-08-25,MEDIUM,10.0
Kadri Mills (C B E) Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-08-25,MEDIUM,10.0
Mangalore Electricity Supply Co. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-08-25,MEDIUM,10.0
Avadh Cotex Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-28,MEDIUM,9.9
Ayaan Trendz Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-28,MEDIUM,9.9
Eneroil Offshore Drilling Ltd.,Non-government debt,ICRA,B+/A4,2025-08-26,MEDIUM,9.9
G M Syntex Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-08-28,MEDIUM,9.9
Globe Civil Projects Ltd.,Non-government debt,ICRA,B+/A4,2025-08-26,MEDIUM,9.9
J M Mhatre Infra Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-08-28,MEDIUM,9.9
Lampex Electronics Ltd.,Non-government debt,ICRA,D,2025-08-26,MEDIUM,9.9
Lampex Electronics Ltd.,Non-government debt,ICRA,D,2025-08-26,MEDIUM,9.9
Malar Paper Mills Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-28,MEDIUM,9.9
Progressive Automobiles Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-28,MEDIUM,9.9
S R C Chemicals Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-08-28,MEDIUM,9.9
Sical Logixpress Pvt. Ltd.,Non-government debt,ICRA,D,2025-08-26,MEDIUM,9.9
Solidus Hi-Tech Products Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-28,MEDIUM,9.9
Solidus Hi-Tech Products Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-28,MEDIUM,9.9
Rajasthan Mechanical Works Ltd.,Non-government debt,BRICKWORK,A 4,2025-08-29,MEDIUM,9.8
Rajasthan Mechanical Works Ltd.,Non-government debt,BRICKWORK,C-,2025-08-29,MEDIUM,9.8
V S P International Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-29,MEDIUM,9.8
V S P International Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-29,MEDIUM,9.8
Mc Millan Mktg. Pvt. Ltd.,Non-government debt,BRICKWORK,C,2025-09-02,MEDIUM,9.7
Purv Flexipack Ltd.,Non-government debt,CARE,B+/A4,2025-09-01,MEDIUM,9.7
R L Steels & Energy Ltd.,Non-government debt,CARE,D,2025-09-03,MEDIUM,9.7
Paper Vantage Point Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-09-05,MEDIUM,9.6
Paper Vantage Point Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-09-05,MEDIUM,9.6
Prabhu Spinning Mills Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-05,MEDIUM,9.6
Primuss Pipes & Tubes Ltd.,Non-government debt,CARE,D,2025-09-04,MEDIUM,9.6
Savla Foods & Cold Storage Pvt. Ltd.,Non-government debt,ICRA,BBB-/A3,2025-09-04,MEDIUM,9.6
Sri Pathy Associates Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-05,MEDIUM,9.6
Crescent Auto Repairs & Services India Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-09,MEDIUM,9.5
Crescent Auto Repairs & Services India Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-09,MEDIUM,9.5
Eternal Motors Pvt. Ltd.,Non-government debt,CARE,D,2025-09-08,MEDIUM,9.5
Process Construction & Technical Services Pvt. Ltd.,Non-government debt,CARE,D,2025-09-09,MEDIUM,9.5
Satyadeeptha Pharmaceuticals Ltd.,Non-government debt,ICRA,BB+/A4+,2025-09-08,MEDIUM,9.5
23North Logistics Solutions Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-09,MEDIUM,9.5
Ashish Ship Breakers Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-09-09,MEDIUM,9.5
Asian Handicrafts Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Auro Industries Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Bhaskar Shrachi Alloys Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Bostin Engineers Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Brahmani Developers Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Cbsi India Pvt. Ltd. [Merged],Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Chhabra Ispat Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Corlim Marine Exports Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Deep Weldmesh Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Deoghar Agrotech Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Desai Infra Projects (India) Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
East Hooghly Polyplast Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Electro Teknica Switchgears Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Fatehpuria Transformers & Switchgears Pvt. Ltd.,Non-government debt,CARE,D,2025-09-11,MEDIUM,9.4
Furnace Fabrica (India) Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
G B Enterprises (Transport) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
G M Reddy Cotton Inds. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
G R Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
G R N Constructions Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Ganesh Steel & Alloys Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Gargs Weldmesh Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Gayatri Satya Infraworks (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Glory Products Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Golden Globe Impex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Goldust Consulting Services Pvt. Ltd. [Merged],Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Gujral Roadways Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Hans Industries Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
I C A Edu Skills Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Inabensa Bharat Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Ispat Damodar Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
J S Designer Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Jeewan Motors Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Jonson Rubber Inds. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Jumax Foam Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
K K Duplex & Paper Mills Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
K L R Industries Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
K P Solvex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
K T L Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Kanoria Sugar & General Mfg. Co. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
L B Industries Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
M M T C Ltd.,Non-government debt,CARE,D,2025-09-12,MEDIUM,9.4
M N R Cottons Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Madhav Engineers Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Madhu Industries Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Mahakaleshwar Infratech Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Mahathi Software Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Maktel Power Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Mantram Technofab Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Mehta Intertrade Steels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Modtech Material Handling Projects Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Moenus Textile Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
N M C Industries Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Natraj Electro Casting Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Neo Pack Plast (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Nikki Steels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Olive Tex Silk Mills Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Padmey Impex Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Pai-Aim Solder (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-10,MEDIUM,9.4
Peerless Hospital Guwahati Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Prateek Alloys Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Precision Granite & Marble Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
R K Wind Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
R P L Inds. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Raj Rajendra Inds. Ltd.,Non-government debt,BRICKWORK,C,2025-09-11,MEDIUM,9.4
Ramnik Power & Alloys Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Ramvijay Clothing Co. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Rohit Extractions Pvt. Ltd.,Non-government debt,IND-RA,B+/A4,2025-09-11,MEDIUM,9.4
Royal Latex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Rubber O Malabar Products Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
S C S Constructions India Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
S M R Plantation Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
S S Offshore Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Sadbhav Infrastructure Project Ltd.,Non-government debt,IND-RA,C/A4,2025-09-11,MEDIUM,9.4
Sagar Industries & Distilleries Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Samal Builders Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Samkwang India Electronic Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Samrat Wires Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Sanshu Agro Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Sanshu Green Corn Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Sea Lagoon Hotels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Seahawk Agro Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Shakti Polyweave Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Shape Engineering Co. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Sheetal Structurals Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Shiv Shakti Thermo Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Shivshakti Barrels Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Shree Satguru Agro & Oil Products Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Sonai Constructions Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
South Indian Constructions Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
South Indian Green Cardamom Co. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Spaceage Switchgears Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Sri Lakshmi Poultry Complex Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-12,MEDIUM,9.4
Sri Vijaya Venkateswara Cotton Mills Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
St. Mary'S Rubbers Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Sunshine Vegetables Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Super Drilling Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Trident Auto Components Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Trinity India Forgetech Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Unify Texturisers Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
V M Apparels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Victory Spinning Mills Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
A S Jute Product Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Amit Capacitors Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Anadrone Systems Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Apnatech Consultancy Services Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,9.4
Arcotech Ltd.,Non-government debt,CARE,D,2025-09-11,MEDIUM,9.4
Arunoday Construction Co. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Yug International Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,9.4
Zenith Apex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,9.4
Goel International Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2025-09-15,MEDIUM,9.3
Katerra India Pvt. Ltd.,Non-government debt,CARE,D,2025-09-15,MEDIUM,9.3
Landis Gyr Ltd.,Non-government debt,ICRA,B+/A4,2025-09-15,MEDIUM,9.3
Neelachal Ispat Nigam Ltd.,Non-government debt,CARE,AA/A1+,2025-09-15,MEDIUM,9.3
Vivaan Solar Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-15,MEDIUM,9.3
Industrial Forging Inds. Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-18,MEDIUM,9.2
Jindal Futures Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-18,MEDIUM,9.2
Kapco Electric Pvt. Ltd.,Non-government debt,CARE,C/A4,2025-09-16,MEDIUM,9.2
Kapco Electric Pvt. Ltd.,Non-government debt,CARE,C/A4,2025-09-16,MEDIUM,9.2
Madhav Cotex Pvt. Ltd.,Non-government debt,CARE,A 4,2025-09-18,MEDIUM,9.2
Noor Impex Pvt. Ltd.,Non-government debt,CARE,D,2025-09-16,MEDIUM,9.2
Oil & Gas Plant Engineers (India) Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-09-17,MEDIUM,9.2
Oil & Gas Plant Engineers (India) Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-09-17,MEDIUM,9.2
Premier Industrial Corpn. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-16,MEDIUM,9.2
Rajasthan Liquors Ltd.,Non-government debt,ICRA,BBB+/A2,2025-09-16,MEDIUM,9.2
Rajasthan Liquors Ltd.,Non-government debt,ICRA,BBB+/A2,2025-09-16,MEDIUM,9.2
Rajasthan Liquors Ltd.,Non-government debt,ICRA,BBB+/A2,2025-09-16,MEDIUM,9.2
Satrac Engineering Pvt. Ltd.,Non-government debt,CARE,BB/A4,2025-09-16,MEDIUM,9.2
Shanti Construction (Guj) Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-09-17,MEDIUM,9.2
Shantinath Detergents Pvt. Ltd.,Non-government debt,CRISIL,BB+,2025-09-16,MEDIUM,9.2
Aarti Distilleries Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-09-16,MEDIUM,9.2
Aarti Distilleries Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-09-16,MEDIUM,9.2
Brindavan Beverages Pvt. Ltd.,Non-government debt,ICRA,BBB+/A2,2025-09-19,MEDIUM,9.1
Brindavan Beverages Pvt. Ltd.,Non-government debt,ICRA,BBB+/A2,2025-09-19,MEDIUM,9.1
Chintpurni Steels Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-19,MEDIUM,9.1
I L & F S Transportation Networks Ltd.,Debentures / Bonds / notes / bills,ICRA,D,2025-09-19,MEDIUM,9.1
Mectech Process Engineers Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-09-19,MEDIUM,9.1
Om Corrugated Pack Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-19,MEDIUM,9.1
Patron Industries Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-19,MEDIUM,9.1
Patron Industries Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-19,MEDIUM,9.1
B L Mehta Constructions Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-09-24,MEDIUM,9.0
Cooper-Standard Services India Pvt. Ltd.,Non-government debt,ICRA,B/A4,2025-09-24,MEDIUM,9.0
Crystal Autocars Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-09-22,MEDIUM,9.0
D P Jain & Co Infrastructure Pvt. Ltd.,Non-government debt,ICRA,D,2025-09-22,MEDIUM,9.0
Durga Krishna Store Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-09-24,MEDIUM,9.0
Emmennar Pharma Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-09-22,MEDIUM,9.0
