Company Name,Agencies Used,Agency Count,Last Rating Date,Rating,Instrument,Urgency,Last Rating Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Bet Medical Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-03-18,A 4+,Non-fund based working capital limit,LOW,LOW,Healthcare,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
H D F C Securities Ltd.,CARE | CRISIL | ICRA,3,2026-03-18,AAA,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kama Metal & Alloys Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-18,D,Long term Loans,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P C Snehal Construction Pvt. Ltd.,BRICKWORK | CARE | IND-RA,3,2026-03-18,BBB+/A2+,Non-government debt,LOW,LOW,Construction,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Oil & Natural Gas Corpn. Ltd.,CARE | ICRA | IND-RA,3,2026-03-19,AAA/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
R L J Concast Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-03-19,BB-,Term loans,LOW,LOW,Steel & Metals,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
I C I C I Home Finance Co. Ltd.,CARE | CRISIL | ICRA,3,2026-03-20,PP-MLD AAA,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jindal Stainless Ltd.,CARE | CRISIL | IND-RA,3,2026-03-20,AA,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Good Greens India Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-23,BB-,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Marinelines Shipbreakers Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-03-23,BB-,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bhardwaj Overseas Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-24,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Cochin Shipyard Ltd.,CARE | CRISIL | IND-RA,3,2026-03-24,AAA,Debentures / Bonds / notes / bills,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Dhanlaxmi Bank Ltd.,BRICKWORK | CARE | ICRA,3,2026-03-24,BBB-,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
I I F L Finance Ltd.,CRISIL | ICRA | IND-RA,3,2026-03-24,AA-,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kinara Capital Pvt. Ltd.,CARE | ICRA | IND-RA,3,2026-03-24,D,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Pon Pure Chemical India Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-03-24,A 2+,Letter Of credit,LOW,LOW,Chemicals,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Small Industries Devp. Bank Of India,CARE | CRISIL | ICRA,3,2026-03-24,AAA/A1+,Non-government debt,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
V U B Engiineering Ltd.,ACUITE | BRICKWORK | CRISIL,3,2026-03-24,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Goel International Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-25,A 2+,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
K Lall Overseas Pvt. Ltd. [Merged],BRICKWORK | CRISIL | IND-RA,3,2026-03-25,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Magnum Sea Foods Ltd.,CARE | CRISIL | IND-RA,3,2026-03-25,A 3,Letter Of credit,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nuvama Wealth Mgmt. Ltd.,CARE | CRISIL | ICRA,3,2026-03-25,AA-,Long term Loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Super Iron Foundry Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-25,B+,Term loans,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vipul Organics Ltd.,CARE | CRISIL | IND-RA,3,2026-03-25,B/A4,Non-government debt,LOW,LOW,Agro/Food,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
J S W Cement Ltd.,CARE | CRISIL | IND-RA,3,2026-03-26,A 1+,Fund based financial facility/instrument,LOW,LOW,Construction,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Luna Chemical Inds. Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-03-26,A 4,Bank Guarantee,LOW,LOW,Chemicals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Asclepius Hospitals & Health Care Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-03-27,B-/A4,Non-government debt,LOW,LOW,Healthcare,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Five-Star Business Finance Ltd.,CARE | ICRA | IND-RA,3,2026-03-27,AA-,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Fratelli Wines Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-03-27,BB+,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Indica Conveyors Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-27,BB-,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
S & P Infrastructure Developers Pvt. Ltd.,BRICKWORK | CRISIL | ICRA,3,2026-03-27,A 2,Non-fund-based financial facility/instrument,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shrivallabh Pittie South West Inds. Ltd.,ACUITE | BRICKWORK | CARE,3,2026-03-27,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Srinivasa Sales & Service Pvt. Ltd.,BRICKWORK | CARE | ICRA,3,2026-03-27,BB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bharat Heavy Electricals Ltd.,CARE | CRISIL | IND-RA,3,2026-03-30,AA-/A1+,Non-government debt,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
J N S Instruments Ltd.,BRICKWORK | CRISIL | ICRA,3,2026-03-30,BBB-,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Salona Cotspin Ltd.,ACUITE | CARE | IND-RA,3,2026-03-30,BBB-,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shanker Wood Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-30,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Dakshin Gujarat Vij Co. Ltd.,CARE | CRISIL | ICRA,3,2026-03-31,AA+/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Gujarat Energy Transmission Corpn. Ltd.,CARE | CRISIL | ICRA,3,2026-03-31,A 1+,Bank Guarantee,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Gujarat State Electricity Corpn. Ltd.,CARE | CRISIL | ICRA,3,2026-03-31,A 1+,Bank Guarantee,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Gujarat Urja Vikas Nigam Ltd.,CARE | CRISIL | ICRA,3,2026-03-31,A 1+,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
M B Power (Madhya Pradesh) Ltd.,ACUITE | CRISIL | IND-RA,3,2026-03-31,AA,Bank Guarantee,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Madhya Gujarat Vij Co. Ltd.,CARE | CRISIL | ICRA,3,2026-03-31,AA+/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Paschim Gujarat Vij Co. Ltd.,CARE | CRISIL | ICRA,3,2026-03-31,AA+/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
R B Rungta Steels & Food Products Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-31,B,Fund based financial facility/instrument,LOW,LOW,Agro/Food,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Uttar Gujarat Vij Co. Ltd.,CARE | CRISIL | ICRA,3,2026-03-31,AA+/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Alamelu Balaji Spg. Mills Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-01,C-,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Food Corpn. Of India,CARE | CRISIL | IND-RA,3,2026-04-01,AAA(CE),Debentures / Bonds / notes / bills,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Power Finance Corpn. Ltd.,CARE | CRISIL | ICRA,3,2026-04-01,A 1+,Short-term loan,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
G R Engineering Pvt. Ltd.,CARE | ICRA | IND-RA,3,2026-04-02,B/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Gemus Engineering Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-02,D,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Himalayan Road Construction Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-04-02,B-/A4,Non-government debt,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
J C Construction Pvt. Ltd.,BRICKWORK | ICRA | IND-RA,3,2026-04-02,C,Term loans,LOW,LOW,Construction,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
L S Rice Exports Pvt. Ltd.,ACUITE | CARE | IND-RA,3,2026-04-02,B-/A4,Non-government debt,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P P Pandey Infrastructure Pvt. Ltd.,ACUITE | BRICKWORK | IND-RA,3,2026-04-02,D,Non-government debt,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P R G Buildcon India Pvt. Ltd.,CRISIL | ICRA | IND-RA,3,2026-04-02,B-/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P S K Textiles India Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-04-02,B-/A4,Non-government debt,LOW,LOW,Textiles,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,ACUITE | CARE | IND-RA,3,2026-04-02,D,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Tara Chand Infralogistic Solutions Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-02,BBB/A3+,Non-government debt,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Woodhill Infrastructure Ltd.,ACUITE | BRICKWORK | ICRA,3,2026-04-02,D,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Capital Electech Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-03,B+,Bank Guarantee,LOW,LOW,BFSI,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Grainspan Nutrients Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-04-06,BBB+,Term loans,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kotak Mahindra Bank Ltd.,CRISIL | ICRA | IND-RA,3,2026-04-06,AAA,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shubham Housing Devp. Finance Co. Ltd.,CARE | ICRA | IND-RA,3,2026-04-06,AA-/A1+,Non-government debt,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
T M I Healthcare Pvt. Ltd.,BRICKWORK | CRISIL | ICRA,3,2026-04-06,C,Term loans,LOW,LOW,Healthcare,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Indel Money Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-07,A-,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Krazybee Services Ltd.,ACUITE | CARE | CRISIL,3,2026-04-07,A+,Long term Loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Acebright (India) Pharma Pvt. Ltd.,BRICKWORK | CARE | IND-RA,3,2026-04-08,BB,Term loans,LOW,LOW,Chemicals,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Aham Housing Finance Ltd.,CARE | CRISIL | IND-RA,3,2026-04-08,BBB,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Piramal Finance Ltd.,CARE | CRISIL | ICRA,3,2026-04-08,PP-MLD AA+,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
R S H Agro Products Ltd.,ACUITE | ICRA | IND-RA,3,2026-04-08,D,Letter Of credit,LOW,LOW,Agro/Food,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rawalwasia Textile Inds. Pvt. Ltd.,ACUITE | BRICKWORK | CARE,3,2026-04-08,B-/A4,Non-government debt,LOW,LOW,Textiles,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sandwoods Infratech Projects Pvt. Ltd.,ACUITE | BRICKWORK | IND-RA,3,2026-04-08,D,Term loans,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Solarcraft Infrastructure & Services Pvt. Ltd.,CARE | ICRA | IND-RA,3,2026-04-08,AA,Term loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sree Astalaxmi Spinning Mills Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-08,B-,Term loans,LOW,LOW,Textiles,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Supermint Exports Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-08,A 4,Short-term loan,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Tamilnadu Transport Devp. Finance Corpn. Ltd.,CARE | ICRA | IND-RA,3,2026-04-08,A 3,Short-term loan,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Anvitha Life Care Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-04-09,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sael Industries Ltd.,CARE | CRISIL | IND-RA,3,2026-04-09,A-,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shrinath Rotopack Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-04-09,BBB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
T V S Credit Services Ltd.,CARE | CRISIL | ICRA,3,2026-04-09,AA+,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Akara Capital Advisors Pvt. Ltd.,CARE | ICRA | IND-RA,3,2026-04-10,BBB/A3+,Non-government debt,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Anand Motor Agencies Ltd.,CARE | CRISIL | IND-RA,3,2026-04-10,B+,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
C P Re-Rollers Ltd.,ACUITE | BRICKWORK | CRISIL,3,2026-04-10,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Everest Fleet Pvt. Ltd.,ACUITE | CRISIL | ICRA,3,2026-04-10,BBB+,Term loans,LOW,LOW,Logistics,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
J B Rolling Mills Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-10,A 2,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mapsko Builders Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-10,BBB-,Term loans,LOW,LOW,Construction,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Marino Food Products Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-04-10,D,Long term Loans,LOW,LOW,Agro/Food,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Pinnacle Industries Ltd.,CARE | ICRA | IND-RA,3,2026-04-10,A 2+,Non-fund based working capital limit,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ram'S Assorted Cold Storage Ltd.,CARE | CRISIL | IND-RA,3,2026-04-10,D,Long term Loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Saraswati Agro Chemicals (India) Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-10,A 2+,Bank Guarantee,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Saraswati Plastotech India Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-04-10,A-,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shriram Finance Ltd.,CARE | CRISIL | IND-RA,3,2026-04-10,A 1+,Short-term loan,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
