Infomerics Name,d365 Name,Infomerics Normalized,d365 Normalized,Match Score,Match Quality,INF Instrument,INF Rating,INF Rating Date,INF Urgency,Sector,d365 Agency,d365 Instrument,d365 Rating,d365 Rating Date,d365 Urgency,d365 INC,Why Target
Wave Beverages Private Limited,Wave Beverages Pvt. Ltd.,WAVE BEVERAGES,WAVE BEVERAGES,100.0,EXACT,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2026-02-09,LOW,Other/Unknown,IND-RA,Term loans,BB+,2025-11-06,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Raviraj Foils Limited,Raviraj Foils Ltd.,RAVIRAJ FOILS,RAVIRAJ FOILS,100.0,EXACT,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-04-29,HIGH,Other/Unknown,CRISIL,Term loans,BB+,2025-09-12,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
G S Express Private Limited,G S Express Pvt. Ltd.,G S EXPRESS,G S EXPRESS,100.0,EXACT,Short Term Bank Facilities,IVR A2+ (Upgraded),2025-10-13,MEDIUM,Other/Unknown,ACUITE,Long term Loans,A-,2025-09-18,MEDIUM,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Hindustan Coils Limited,Hindustan Coils Ltd.,HINDUSTAN COILS,HINDUSTAN COILS,100.0,EXACT,Long Term Bank Facilities,IVR A (Upgraded),2025-12-23,LOW,Other/Unknown,CARE,Term loans,BB-,2025-12-04,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Arka Fincap Limited,Arka Fincap Ltd.,ARKA FINCAP,ARKA FINCAP,100.0,EXACT,Long Term Fund Based Facility - Non Convertible Debentures (NCDs),Withdrawn,2022-09-05,HIGH,Other/Unknown,CRISIL,Long term Loans,AA,2025-10-06,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Nav Durga Fuel Private Limited,Nav Durga Fuel Pvt. Ltd.,NAV DURGA FUEL,NAV DURGA FUEL,100.0,EXACT,Long Term Bank Facilities,Withdrawn,2025-12-10,MEDIUM,Other/Unknown,CARE,Bank Guarantee,A 4,2025-10-23,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Paul Merchants Limited,Paul Merchants Finance Pvt. Ltd.,PAUL MERCHANTS,PAUL MERCHANTS,100.0,EXACT,Proposed Long term/short term loans,IVR BBB/IVR A3+; (Downgraded/Reaffirrmed),2025-08-21,MEDIUM,Other/Unknown,ACUITE,Long term Loans,A-,2025-12-11,MEDIUM,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Ostwal Phoschem (India) Limited,Ostwal Phoschem (India) Ltd.,OSTWAL PHOSCHEM (),OSTWAL PHOSCHEM (),100.0,EXACT,Long Term Fund Based Bank Facility - Cash Credit,IVR A- (Reaffirmed and Withdrawn),2024-01-01,HIGH,Chemicals,CRISIL,Term loans,A 1,2026-04-09,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Landmark Veneers Private Limited,Landmark Veneers Pvt. Ltd.,LANDMARK VENEERS,LANDMARK VENEERS,100.0,EXACT,Short Term Fund Based Facility - LC,IVR A4+ (Revised and Withdrawn),2021-01-06,HIGH,Other/Unknown,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-09,HIGH,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Amul Boards Private Limited,Amul Boards Pvt. Ltd.,AMUL BOARDS,AMUL BOARDS,100.0,EXACT,Short Term Fund Based Facility - LC,IVR A4+ (Revised and Withdrawn),2021-01-06,HIGH,Other/Unknown,CRISIL,Letter Of credit,A 4,2025-07-10,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Prateek Apparels Private Limited,Prateek Apparels Pvt. Ltd.,PRATEEK APPARELS,PRATEEK APPARELS,100.0,EXACT,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-06-20,MEDIUM,Textiles,IND-RA,Non-government debt,D,2026-03-04,LOW,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Mahakaleshwar Infratech Private Limited,Mahakaleshwar Infratech Pvt. Ltd.,MAHAKALESHWAR INFRATECH,MAHAKALESHWAR INFRATECH,100.0,EXACT,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-08-08,MEDIUM,Infrastructure,IND-RA,Non-government debt,B/A4,2025-09-11,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Italica Granito Private Limited,Italica Granito Pvt. Ltd.,ITALICA GRANITO,ITALICA GRANITO,100.0,EXACT,Short Term Bank Facilities,IVR A2 (Reaffirmed),2025-12-30,LOW,Other/Unknown,BRICKWORK,Term loans,B-,2025-09-12,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Stark Ridge Paper Private Limited,Stark Ridge Paper Pvt. Ltd.,STARK RIDGE PAPER,STARK RIDGE PAPER,100.0,EXACT,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-06-25,MEDIUM,Other/Unknown,CRISIL,Long term Loans,B-,2025-08-22,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Compuage Infocom Limited,Compuage Infocom Ltd.,COMPUAGE INFOCOM,COMPUAGE INFOCOM,100.0,EXACT,Long Term/Short Term Bank Facilities (Proposed),IVR D (INC) (Reaffirmed),2025-10-27,MEDIUM,Other/Unknown,CARE,Letter Of credit,D,2025-11-03,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Dhara Motor Finance Limited,Dhara Motor Finance Ltd.,DHARA MOTOR,DHARA MOTOR,100.0,EXACT,Long term Bank Facilities - Term loan,IVR BBB (Reaffirmed),2025-10-30,MEDIUM,BFSI,CRISIL,Term loans,BBB-,2026-02-02,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Gagan Ferrotech Limited,Gagan Ferrotech Ltd.,GAGAN FERROTECH,GAGAN FERROTECH,100.0,EXACT,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed & Withdrawn),2023-10-19,HIGH,Steel & Metals,ACUITE,Letter Of credit,A 1,2025-05-30,HIGH,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Shree Shiddhanath Cotex Private Limited,Shree Shiddhanath Cotex Pvt. Ltd.,SHREE SHIDDHANATH COTEX,SHREE SHIDDHANATH COTEX,100.0,EXACT,Long Term Facilities,IVR D (INC) (Reaffirmed),2025-12-26,LOW,Other/Unknown,ICRA,Term loans,D,2025-12-15,LOW,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Marya Frozen Agro Food Products Private Limited,Marya Frozen Agro Food Products Pvt. Ltd.,MARYA FROZEN AGRO FOOD PRODUCTS,MARYA FROZEN AGRO FOOD PRODUCTS,100.0,EXACT,Long Term Bank Facilities,IVR BB (Reaffirmed),2025-08-26,MEDIUM,Agro/Food,BRICKWORK,Fund based financial facility/instrument,BB-,2025-11-12,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Deep India Enterprises Private Limited,Deep Industries Ltd.,DEEP,DEEP,100.0,EXACT,Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-09-26,MEDIUM,Other/Unknown,CARE,Term loans,A+,2025-09-09,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Safi Steel Traders Private Limited,Safi Steel Traders Pvt. Ltd.,SAFI STEEL TRADERS,SAFI STEEL TRADERS,100.0,EXACT,Long Term Facilities,IVR BB+ (Reaffirmed),2025-06-12,HIGH,Steel & Metals,CRISIL,Long term Loans,B+,2025-07-30,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Baba Structural Private Limited,Baba Structural Pvt. Ltd.,BABA STRUCTURAL,BABA STRUCTURAL,100.0,EXACT,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-07-30,MEDIUM,Other/Unknown,CARE,Bank Guarantee,A 4,2026-04-13,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Multi Infratech Private Limited,Multi Infratech Pvt. Ltd.,MULTI INFRATECH,MULTI INFRATECH,100.0,EXACT,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-07-30,MEDIUM,Infrastructure,CARE,Bank Guarantee,A 4+,2025-05-16,HIGH,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Neo Power Electronics & Projects Private Limited,Neo Power Electronics & Projects Pvt. Ltd.,NEO POWER ELECTRONICS & PROJECTS,NEO POWER ELECTRONICS & PROJECTS,100.0,EXACT,Long-term Bank Facility,IVR BB (Reaffirmed and Withdrawn),2025-06-25,MEDIUM,Infrastructure,BRICKWORK,Letter Of credit,A 4,2025-07-30,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Enexio Power Cooling Solutions India Private Limited,Enexio Power Cooling Solutions India Pvt. Ltd.,ENEXIO POWER COOLING SOLUTIONS,ENEXIO POWER COOLING SOLUTIONS,100.0,EXACT,Long Term Facility,Withdrawn,2025-07-24,MEDIUM,Infrastructure,CRISIL,Bank Guarantee,A 3+,2025-06-30,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Bilt Graphic Paper Products Limited,Bilt Graphic Paper Products Ltd.,BILT GRAPHIC PAPER PRODUCTS,BILT GRAPHIC PAPER PRODUCTS,100.0,EXACT,Proposed long term/short term bank facilities,IVR BBB-/ IVR A3 (Reaffirmed),2025-07-16,MEDIUM,Other/Unknown,IND-RA,Non-government debt,D,2025-12-19,LOW,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Davinder Sandhu Impex Private Limited,Davinder Sandhu Impex Pvt. Ltd.,DAVINDER SANDHU IMPEX,DAVINDER SANDHU IMPEX,100.0,EXACT,Short Term Bank Facility,IVR A4 (INC)(Downgraded),2025-05-22,HIGH,Construction,CARE,Term loans,BB-,2025-07-16,MEDIUM,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Fabworth Promoters Private Limited,Fabworth Promoters Pvt. Ltd.,FABWORTH PROMOTERS,FABWORTH PROMOTERS,100.0,EXACT,Long Term Bank Facilities,IVR D (Downgraded & Withdrawn),2024-08-05,HIGH,Other/Unknown,CARE,Non-government debt,BBB-/A3,2026-04-06,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Mongia Steel Limited,Mongia Steel Ltd.,MONGIA STEEL,MONGIA STEEL,100.0,EXACT,Short Term Facilities,IVR A2 (Upgraded and Withdrawn),2025-05-14,HIGH,Steel & Metals,CRISIL,Letter Of credit,A 2+,2026-03-31,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Eagle Steels Rolling Mills Private Limited,Eagle Steels Rolling Mills Pvt. Ltd.,EAGLE STEELS ROLLING MILLS,EAGLE STEELS ROLLING MILLS,100.0,EXACT,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2026-01-28,LOW,Steel & Metals,BRICKWORK,Letter Of credit,D,2025-12-08,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Melzer Chemicals Private Limited,Melzer Chemicals Pvt. Ltd.,MELZER CHEMICALS,MELZER CHEMICALS,100.0,EXACT,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2026-01-02,LOW,Chemicals,IND-RA,Term loans,BB-,2025-07-18,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Artech Realtors Private Limited,Artech Realtors Pvt. Ltd.,ARTECH REALTORS,ARTECH REALTORS,100.0,EXACT,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-08-06,MEDIUM,Other/Unknown,ACUITE,Term loans,BBB-,2026-04-08,LOW,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Bemco Sleepers Limited,Bemco Sleepers Ltd.,BEMCO SLEEPERS,BEMCO SLEEPERS,100.0,EXACT,Long Term Fund  Based Bank  Facilities- Cash  Credit,IVR B+ (ISSUER NOT COOPERATING),2025-03-31,HIGH,Other/Unknown,IND-RA,Non-government debt,B-/A4,2025-11-24,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Aastha Spintex Private Limited,Aastha Spintex Ltd.,AASTHA SPINTEX,AASTHA SPINTEX,100.0,EXACT,Long Term Facilities,IVR BBB (Upgraded),2025-02-14,HIGH,Other/Unknown,ACUITE,Long term Loans,B,2025-07-22,MEDIUM,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Sree Durga Fibre Products Private Limited,Sree Durga Fibre Products Pvt. Ltd.,SREE DURGA FIBRE PRODUCTS,SREE DURGA FIBRE PRODUCTS,100.0,EXACT,Long Term/Short Term (Proposed),IVR BB+/IVR A4+; (INC); (Downgraded),2026-01-12,LOW,Textiles,CRISIL,Term loans,BBB,2025-09-30,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Clean Coal Enterprises Private Limited,Clean Coal Enterprises Pvt. Ltd.,CLEAN COAL,CLEAN COAL,100.0,EXACT,Long Term Bank Facilities,IVR BB- (INC)(Reaffirmed & Withdrawn),2023-05-02,HIGH,Other/Unknown,ACUITE,Bank Guarantee,A 4+,2026-04-23,LOW,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Premier Cables & Conductors Private Limited,Premier Cables & Conductors Pvt. Ltd.,PREMIER CABLES NDUCTORS,PREMIER CABLES NDUCTORS,100.0,EXACT,Long Term Bank Facility,IVR B- (INC) (Downgraded),2026-01-15,LOW,Other/Unknown,BRICKWORK,Bank Guarantee,A 4,2025-11-10,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Chanderpur Works Private Limited,Chanderpur Works Pvt. Ltd.,CHANDERPUR WORKS,CHANDERPUR WORKS,100.0,EXACT,Long Term Bank Facilities,IVR BBB (Upgraded),2026-01-02,LOW,Other/Unknown,BRICKWORK,Term loans,B-,2025-08-07,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Dodhia Chem-Tex Private Limited,Dodhia Chem-Tex Pvt. Ltd.,DODHIA CHEM-TEX,DODHIA CHEM-TEX,100.0,EXACT,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,LOW,Chemicals,CRISIL,Term loans,BBB,2025-09-18,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Mani Square Limited,Mani Square Ltd.,MANI SQUARE,MANI SQUARE,100.0,EXACT,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-09-22,MEDIUM,Other/Unknown,CARE,Bank Guarantee,D,2026-04-15,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Mohit Ispat Private Limited,Mohit Ispat Pvt. Ltd.,MOHIT ISPAT,MOHIT ISPAT,100.0,EXACT,Long Term Facilities,Withdrawn,2025-03-03,HIGH,Other/Unknown,ICRA,Term loans,B+,2025-11-27,MEDIUM,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Enviro Infra Engineers Private Limited,Enviro Infra Engineers Ltd.,ENVIRO INFRA ENGINEERS,ENVIRO INFRA ENGINEERS,100.0,EXACT,Long Term Bank Facilities,IVR BB+ (INC)(Reaffirmed and Withdrawn),2023-07-19,HIGH,Infrastructure,CRISIL,Letter Of credit,A 1,2025-07-28,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Devi Iron & Power Private Limited,Devi Iron & Power Pvt. Ltd.,DEVI IRON & POWER,DEVI IRON & POWER,100.0,EXACT,Long Term Bank Facilities,IVR A (Upgraded),2025-12-23,LOW,Infrastructure,ICRA,Term loans,B+,2026-04-21,LOW,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Agrawal Channel Mills Private Limited,Agrawal Channel Mills Pvt. Ltd.,AGRAWAL CHANNEL MILLS,AGRAWAL CHANNEL MILLS,100.0,EXACT,Long Term Bank Facilities,IVR BBB+ (Upgraded),2025-09-23,MEDIUM,Other/Unknown,CARE,Term loans,B+,2026-01-23,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Capri Global Housing Finance Limited,Capri Global Housing Finance Ltd.,CAPRI GLOBAL HOUSING,CAPRI GLOBAL HOUSING,100.0,EXACT,Proposed Fund Based â€“ Long Term Bank Facilities,IVR AA (Reaffirmed),2025-12-23,LOW,BFSI,ACUITE,Term loans,AA,2026-03-19,LOW,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Ekana Sportz City Private Limited,Ekana Sportz City Pvt. Ltd.,EKANA SPORTZ CITY,EKANA SPORTZ CITY,100.0,EXACT,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-04-03,HIGH,Infrastructure,BRICKWORK,Term loans,D,2026-03-26,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Nexo Industries Private Limited,Nexo Industries Pvt. Ltd.,NEXO,NEXO,100.0,EXACT,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-05-20,HIGH,Other/Unknown,CARE,Letter Of credit,A 4,2025-05-06,HIGH,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Indermani Mineral India Private Limited,Indermani Mineral India Pvt. Ltd.,INDERMANI MINERAL,INDERMANI MINERAL,100.0,EXACT,Short Term Bank Facilities,IVR A3+ (Reaffirmed),2025-10-07,MEDIUM,Other/Unknown,BRICKWORK,Letter Of credit,A 4,2026-03-12,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Astron Paper & Board Mill Limited,Astron Paper & Board Mill Ltd.,ASTRON PAPER & BOARD MILL,ASTRON PAPER & BOARD MILL,100.0,EXACT,Long Term Facilities,IVR D (INC) (Reaffirmed),2026-01-14,LOW,Other/Unknown,CARE,Term loans,D,2026-01-21,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Vikran Engineering Limited,Vikran Engineering Ltd.,VIKRAN ENGINEERING,VIKRAN ENGINEERING,100.0,EXACT,Short Term Bank Facilities,IVR A2+ (Upgraded),2025-12-22,LOW,Other/Unknown,IND-RA,Term loans,A-,2026-04-07,LOW,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
A K Shivhare Infrastructure Private Limited,A K Shivhare Infrastructure Pvt. Ltd.,A K SHIVHARE INFRASTRUCTURE,A K SHIVHARE INFRASTRUCTURE,100.0,EXACT,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),2025-04-16,HIGH,Infrastructure,CRISIL,Bank Guarantee,A 2,2025-12-09,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Ghanaram Infraengineers Private Limited,Ghanaram Infraengineers Pvt. Ltd.,GHANARAM INFRAENGINEERS,GHANARAM INFRAENGINEERS,100.0,EXACT,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-06-03,HIGH,Infrastructure,CRISIL,Bank Guarantee,A 4,2025-12-12,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Shanti Gold International Limited,Shanti Gold Intl. Ltd.,SHANTI GOLD,SHANTI GOLD,100.0,EXACT,Short Term Bank Facilities,IVR A3+ (INC)(Downgraded),2026-02-03,LOW,Other/Unknown,CARE,Term loans,A-,2026-01-23,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Glowmore Finance Private Limited,Glowmore Finance Pvt. Ltd.,GLOWMORE,GLOWMORE,100.0,EXACT,Proposed Long-term Bank Facilities,IVR B- (INC)(Downgraded),2025-04-30,HIGH,BFSI,IND-RA,Term loans,B+,2025-11-10,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Fredun Pharmaceuticals Limited,Fredun Pharmaceuticals Ltd.,FREDUN PHARMACEUTICALS,FREDUN PHARMACEUTICALS,100.0,EXACT,Long Term Bank Facilities,IVR BBB (Upgraded),2025-04-02,HIGH,Chemicals,BRICKWORK,Term loans,BBB+,2025-11-26,MEDIUM,N,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Ornet Transformers Private Limited,Ornet Transformers Pvt. Ltd.,ORNET TRANSFORMERS,ORNET TRANSFORMERS,100.0,EXACT,Long Term Bank Facilities,Withdrawn,2025-05-26,HIGH,Other/Unknown,CRISIL,Term loans,BBB+,2026-03-31,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
B-One Business House Private Limited,B-One Business House Pvt. Ltd.,B-ONE BUSINESS HOUSE,B-ONE BUSINESS HOUSE,100.0,EXACT,Long Term Bank Facilities,IVR BBB (Reaffirmed and Withdrawn),2025-05-30,HIGH,Other/Unknown,CRISIL,Long term Loans,BBB+,2025-05-19,HIGH,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Chandrashekhar Exports Private Limited,Chandrashekhar Exports Pvt. Ltd.,CHANDRASHEKHAR EXPORTS,CHANDRASHEKHAR EXPORTS,100.0,EXACT,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-03-12,HIGH,Infrastructure,BRICKWORK,Letter Of credit,A 4,2025-12-18,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Shree Balaji Alumnicast Private Limited,Shree Balaji Alumnicast Pvt. Ltd.,SHREE BALAJI ALUMNICAST,SHREE BALAJI ALUMNICAST,100.0,EXACT,Short Term Bank Facility,IVR A3+ (Upgraded),2025-03-27,HIGH,Steel & Metals,ACUITE,Letter Of credit,A 4+,2025-09-29,MEDIUM,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Intact Transport Private Limited,Intact Transport Pvt. Ltd.,INTACT TRANSPORT,INTACT TRANSPORT,100.0,EXACT,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-04-01,HIGH,Infrastructure,CARE,Term loans,B+,2026-01-21,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Skyz Stones Private Limited,Skyz Stones Pvt. Ltd.,SKYZ STONES,SKYZ STONES,100.0,EXACT,Proposed Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-04-07,HIGH,Other/Unknown,BRICKWORK,Term loans,BB-,2025-12-05,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
