Company Name,Instrument,Current Rating (Full),Current Rating,Action,Rating Date,Days Since Rating,Urgency,Outlook,Sector,Is INC,Current Rater,Why Target,Pitch Angle
N.E. Agency,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2026-01-27,136,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vidur Human Care Private Limited,Long Term Facilities,IVR B- (Downgraded to IVR D and upgraded; Withdrawn),IVR B- (Downgraded to IVR D and upgraded; Withdrawn),Downgraded,2026-01-27,136,LOW,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Amit Buildwell Private Limited,Long Term Bank Facilities,IVR BB (INC) (Downgraded),IVR BB (INC),Downgraded,2026-01-27,136,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Pratishtha Commercial Private Limited,Short Term Facilities,IVR A3 (INC)(Downgraded),IVR A3 (INC),Downgraded,2026-01-23,140,LOW,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Geonair Aircondition & Refrigeration Manufacturers Private Limited,Long Term Bank Facilities,IVR B (INC) (Downgraded),IVR B (INC),Downgraded,2026-01-23,140,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sincon Infrastructure Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2026-01-23,140,LOW,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Simar Pride Ventures LLP,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2026-01-23,140,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Pratishtha Commercial Private Limited,Long Term Facilities,IVR BBB- (INC)(Downgraded),IVR BBB- (INC),Downgraded,2026-01-23,140,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Swadha Finlease Private Limited,Long Term Fund Based Bank Facilities â€“ Proposed Term Loan,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2026-01-23,140,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
IQRA Microfinance Federation,Long Term Bank Facilities - Proposed Term Loan,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2026-01-23,140,LOW,Negative,BFSI,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
T and T Fruits,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2026-01-23,140,LOW,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Amar Partap Steel Private Limited,Long Term Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2026-01-23,140,LOW,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Mundhe Industries Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2026-01-23,140,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Spica Projects And Infrastructure Private Limited,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),IVR BB- (INC),Downgraded,2026-01-23,140,LOW,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Morth Infrastructure Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2026-01-22,141,LOW,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Pankaj Ispat Private Limited,Short Term Bank Facilities (Proposed),IVR A4+ (INC) (Downgraded),IVR A4+ (INC),Downgraded,2026-01-22,141,LOW,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Alankar Alloys Private Limited,Long Term Bank Facility,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2026-01-22,141,LOW,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Alankar Alloys Private Limited,Short Term Bank Facilities (Proposed),IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2026-01-22,141,LOW,Nil,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Inderjit Mehta Constructions Private Limited,Long Term Bank Facilities,IVR BB (INC) (Downgraded),IVR BB (INC),Downgraded,2026-01-22,141,LOW,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
B.E. Contracts Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2026-01-22,141,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shashiradha Cold Storage Private Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2026-01-22,141,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Pankaj Ispat Private Limited,Long Term Bank Facility,IVR BB+ (INC) (Downgraded),IVR BB+ (INC),Downgraded,2026-01-22,141,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sourabh Rolling Mills Private Limited,Long Term Bank Facility,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2026-01-22,141,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Gauri Ganesh Ispat Private Limited,Long Term Bank Facility,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2026-01-22,141,LOW,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sanghamithra Rural Financial Services,Long Term Fund Based Facility â€“ Proposed Term Loans,IVR BBB (Downgraded),IVR BBB,Downgraded,2026-01-21,142,LOW,Stable,BFSI,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sanghamithra Rural Financial Services,Long Term Fund Based Facility â€“ Term Loans,IVR BBB (Downgraded),IVR BBB,Downgraded,2026-01-21,142,LOW,Stable,BFSI,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
D R Steel Construction Company Private Limited,Long Term Facility,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2026-01-21,142,LOW,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
D R Steel Construction Company Private Limited,Short Term Facility,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2026-01-21,142,LOW,Nil,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sanghamithra Rural Financial Services,Long Term Fund Based Limits â€“ CC/OD,IVR BBB (Downgraded),IVR BBB,Downgraded,2026-01-21,142,LOW,Stable,BFSI,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MKU Limited,Long Term Bank Facilities,IVR BBB- (Downgraded),IVR BBB-,Downgraded,2026-01-21,142,LOW,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anil Trading India Private Limited,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),IVR B+ (INC),Downgraded,2026-01-21,142,LOW,Negative,Trading,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
MKU Limited,Short Term Bank Facilities,IVR A3 (Downgraded),IVR A3,Downgraded,2026-01-21,142,LOW,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
DMSONS Metals Private Limited,Long Term Bank Facilities,IVR BBB- (Downgraded),IVR BBB-,Downgraded,2026-01-20,143,LOW,Stable,Steel & Metals,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
DMSONS Metals Private Limited,Short Term Bank Facilities,IVR A3 (Downgraded),IVR A3,Downgraded,2026-01-20,143,LOW,Nil,Steel & Metals,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Swastik Pipe Limited,Short Term Bank Facilities â€“ ILC/FLC/ BG,IVR D (INC)(Downgraded),IVR D (INC),Downgraded,2026-01-20,143,LOW,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Swastik Pipe Limited,Long Term Bank Facilities â€“ Cash Credit,IVR D (INC)(Downgraded),IVR D (INC),Downgraded,2026-01-20,143,LOW,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Swastik Pipe Limited,Long Term Bank Facilities â€“ Term Loan,IVR D (INC)(Downgraded),IVR D (INC),Downgraded,2026-01-20,143,LOW,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
D J Agro Industrial Project Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2026-01-19,144,LOW,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Balaji Agro Private Limited,Long Term Bank Facilities / Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded),IVR B+/IVR A4; (INC),Downgraded,2026-01-16,147,LOW,Negative/-,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
