Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Days Overdue,Urgency,Status,Sector,Why Target,Pitch Angle
West Coast Fine Foods (India) Pvt. Ltd.,CARE,Bank Guarantee,D,2025-05-06,402,37,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kallam Brothers Cottons Pvt. Ltd.,ACUITE,Term loans,C,2025-05-07,401,36,HIGH,Downgraded,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kallam Brothers Cottons Pvt. Ltd.,ACUITE,Long term Loans,C,2025-05-07,401,36,HIGH,Downgraded,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Y F C Projects Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-05-07,401,36,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
K C C Bethamangala Expressway Pvt. Ltd.,IND-RA,Term loans,AA-,2025-05-07,401,36,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
K C C Bethamangala Expressway Pvt. Ltd.,IND-RA,Term loans,AA-,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ashoka Buildcon Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1+,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ashoka Highways (Durg) Ltd.,CRISIL,Term loans,A-,2025-05-07,401,36,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Arman Financial Services Ltd.,ACUITE,Term loans,A,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Krishna Constellation Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 1,2025-05-07,401,36,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
K S A Powerinfra Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
K S A Powerinfra Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
April Moon Retail Ltd.,IND-RA,Term loans,A-,2025-05-07,401,36,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Archon Powerinfra India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
April Moon Retail Ltd.,IND-RA,Non-government debt,A-,2025-05-07,401,36,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Krishna Constellation Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 1,2025-05-07,401,36,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chandan Hospital Ltd.,CRISIL,Term loans,BB+,2025-05-07,401,36,HIGH,Reaffirmed,Healthcare,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chandan Hospital Ltd.,CRISIL,Term loans,BB+,2025-05-07,401,36,HIGH,Reaffirmed,Healthcare,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
E L E C Steel Processing Inds. Ltd.,ACUITE,Letter Of credit,A 4+,2025-05-07,401,36,HIGH,Downgraded,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
E L E C Steel Processing Inds. Ltd.,ACUITE,Short-term loan,A 4+,2025-05-07,401,36,HIGH,Downgraded,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shriram Finance Ltd.,CRISIL,Bank Guarantee,A 1+,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shriram Finance Ltd.,CRISIL,Short-term loan,A 1+,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Indusind Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA+,2025-05-07,401,36,HIGH,Rating Watch,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Indusind Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA+,2025-05-07,401,36,HIGH,Rating Watch,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Siyaram Granito Pvt. Ltd.,ACUITE,Bank Guarantee,A 3,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shriram Finance Ltd.,CRISIL,Long term Loans,AA+,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shriram Finance Ltd.,CRISIL,Long term Loans,AA+,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chandan Healthcare Ltd.,CRISIL,Term loans,BBB-,2025-05-07,401,36,HIGH,Upgraded,Healthcare,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shriram Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AA+,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Pradip Polyfils Pvt. Ltd.,ACUITE,Long term Loans,BBB-,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Pradip Polyfils Pvt. Ltd.,ACUITE,Term loans,BBB-,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Modern Automotives Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Modern Automotives Ltd.,BRICKWORK,Term loans,B,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
O P G Energy Pvt. Ltd.,ICRA,Term loans,BB-,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Offshore Infrastructures Ltd.,CRISIL,Bank Guarantee,A 1+,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Geeta Refinery Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Biophore India Pharmaceuticals Pvt. Ltd.,CRISIL,Long term Loans,A-,2025-05-07,401,36,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Offshore Infrastructures Ltd.,CRISIL,Bank Guarantee,A 1+,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Northern Power Erectors Ltd.,CARE,Bank Guarantee,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Harikripa Business Venture Pvt. Ltd.,CARE,Letter Of credit,D,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Harikripa Business Venture Pvt. Ltd.,CARE,Term loans,D,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
O P G Energy Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Neuland Laboratories Ltd.,IND-RA,Non-fund-based financial facility/instrument,A 1,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Namra Finance Ltd.,ACUITE,Long term Loans,A,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Namra Finance Ltd.,ACUITE,Term loans,A,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Biophore India Pharmaceuticals Pvt. Ltd.,CRISIL,Bank Guarantee,A 2+,2025-05-07,401,36,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Biophore India Pharmaceuticals Pvt. Ltd.,CRISIL,Letter Of credit,A 2+,2025-05-07,401,36,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
S N R Edatas Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Elcom Innovations Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Traditional Gallery Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-05-07,401,36,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Traditional Gallery Pvt. Ltd.,CARE,Fund based financial facility/instrument,B+,2025-05-07,401,36,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Fortune Metals Ltd.,CRISIL,Term loans,BBB,2025-05-07,401,36,HIGH,Upgraded,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Reddy Veeranna Constructions Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-07,401,36,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Reddy Veeranna Constructions Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-07,401,36,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
C-Tech Engineers Pvt. Ltd.,CARE,Bank Guarantee,D,2025-05-07,401,36,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Fortune Metals Ltd.,CRISIL,Fund based financial facility/instrument,BBB,2025-05-07,401,36,HIGH,Upgraded,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
G H Crop Science Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-05-07,401,36,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Neuland Laboratories Ltd.,IND-RA,Non-fund-based financial facility/instrument,A 1,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
A B Infrabuild Ltd.,ACUITE,Bank Guarantee,A 3,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
A B Infrabuild Ltd.,ACUITE,Long term Loans,BBB-,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Vedic Realty Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-07,401,36,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Mehar Steels Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-07,401,36,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
North East Health City Pvt. Ltd.,BRICKWORK,Term loans,B-,2025-05-07,401,36,HIGH,Downgraded,Healthcare,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Mithra Kyokuto Special Purpose Vehicle Co. Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Meru Automobiles Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2025-05-07,401,36,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Iscon Craft Paper Mill Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
J B M Electric Vehicles Pvt. Ltd.,CRISIL,Long term Loans,A-,2025-05-07,401,36,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Namra Finance Ltd.,ACUITE,Term loans,A,2025-05-07,401,36,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Barmalt Malting (India) Pvt. Ltd.,IND-RA,Term loans,A+,2025-05-07,401,36,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Trualt Bioenergy Ltd.,CRISIL,Term loans,A-,2025-05-07,401,36,HIGH,Initial Rating,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Traditional Gallery Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-07,401,36,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Traditional Gallery Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-05-07,401,36,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
