Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Jalnidhi Bitumen Specialities Pvt. Ltd.,ACUITE,Bank Guarantee,A 3+,2026-04-02,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Piramal Finance Ltd.,CRISIL,Long term Loans,AA+,2026-04-01,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Shree Naman Securities & Finance Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2026-03-04,LOW,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Arohan Financial Services Ltd.,ICRA,Fund based financial facility/instrument,A,2026-03-03,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Aviom India Housing Finance Pvt. Ltd.,ACUITE,Long term Loans,D,2026-03-02,LOW,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Muthoot Finance Ltd.,ICRA,Non-government debt,AA+/A1+,2026-03-02,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Finkurve Financial Services Limited,Infomerics,Short term Facilities â€“ Overdraft / Cash Credit,IVR A2 (Upgraded),2026-02-10,LOW,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Baba PuranDass Financial Services Limited,Infomerics,Proposed Fixed Deposit,IVR C- (INC) (Reaffirmed),2026-02-10,LOW,BFSI,INC,Negative,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Orange City Housing Finance Private Limited,Infomerics,Proposed Long Term Facilities Term Loans,Withdrawn,2026-02-09,LOW,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Trucap Finance Ltd.,CARE,Fund based financial facility/instrument,D,2026-02-04,LOW,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
J M Financial Ltd.,CRISIL,Long term Loans,AA,2026-02-04,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
A U Small Finance Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA,2026-02-04,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Cholamandalam Investment & Finance Co. Ltd.,ICRA,Debentures / Bonds / notes / bills,AA+,2026-02-03,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
H D B Financial Services Ltd.,CRISIL,Short-term loan,A 1+,2026-02-03,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Shivalik Small Finance Bank Limited,Infomerics,Basel III complaint - Tier II Bonds,IVR A (Reaffirmed),2026-02-03,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
I D F C First Bank Ltd.,ICRA,Debentures / Bonds / notes / bills,AA+,2026-02-03,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Iffco Kisan Finance Ltd.,CRISIL,Term loans,AA-,2026-02-03,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Citibank N A,CRISIL,Debentures / Bonds / notes / bills,AAA,2026-02-03,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mangal Credit & Fincorp Ltd.,CRISIL,Term loans,BBB,2026-02-02,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Dhara Motor Finance Ltd.,CRISIL,Term loans,BBB-,2026-02-02,LOW,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Citicorp Finance (India) Ltd.,ICRA,Non-government debt,AAA/A1+,2026-02-02,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Moneyboxx Finance Ltd.,CRISIL,Long term Loans,BBB,2026-02-02,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Bank Of Baroda,CRISIL,Debentures / Bonds / notes / bills,AAA,2026-02-01,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hindusthan Microfinance Pvt. Ltd.,BRICKWORK,Term loans,C,2026-02-01,LOW,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
IQRA Microfinance Federation,Infomerics,Long Term Bank Facilities - Proposed Term Loan,IVR C+ (INC)(Downgraded),2026-01-23,LOW,BFSI,INC,Negative,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Sanghamithra Rural Financial Services,Infomerics,Long Term Fund Based Limits â€“ CC/OD,IVR BBB (Downgraded),2026-01-21,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
HMT Finance Private Limited,Infomerics,Long Term Facilities â€“ Overdraft,IVR BB (Asssigned),2026-01-21,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Aruna Finance Limited,Infomerics,Long Term Facilities,IVR BBB- (Reaffirmed),2026-01-20,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Shree Banke Bihari Ispat Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (Reaffirmed),2026-01-20,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Marwadi Shares & Finance Limited,Infomerics,Long term/Short term bank facility â€“ Overdraft/Cash Credit/WCDL,IVR A+/IVR A1+ (Reaffirmed),2026-01-13,LOW,BFSI,Active,Positive/-,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Regency Fincorp Limited,Infomerics,Proposed Non Convertible Debentures (NCDs),IVR BBB- (Assigned),2026-01-13,LOW,BFSI,Active,Positive,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Dhansamridhi Finance Private Limited,Infomerics,Proposed Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2026-01-12,LOW,BFSI,INC,Negative,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Maharashtra Gramin Bank,Infomerics,Tier I Perpetual Debt Instrument,IVR D (Downgraded),2026-01-06,LOW,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Power Finance Corpn. Ltd.,CARE,Long term Loans,AAA,2026-01-04,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Marwadi Shares & Finance Ltd.,CRISIL,Short-term loan,A 1+,2026-01-04,LOW,BFSI,Active,Rating Watch,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Wortgage Finance Pvt. Ltd.,IND-RA,Term loans,BBB,2026-01-04,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Arth Micro Finance Pvt. Ltd.,ACUITE,Term loans,D,2026-01-04,LOW,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Indian Railway Finance Corpn. Ltd.,CRISIL,Long term Loans,AAA,2026-01-04,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Housing Bank,CARE,Long term Loans,AAA,2026-01-04,LOW,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Touax Texmaco Railcar Leasing Pvt. Ltd.,IND-RA,Term loans,AA-,2026-01-04,LOW,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Enbee Trade and Finance Limited,Infomerics,Long-Term Bank Facility (Proposed Facility),IVR BB+ (Reaffirmed),2025-12-29,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Paul Merchants Finance Private Limited,Infomerics,Fund Based - Long Term Bank Facilities â€“ Cash Credit,Withdrawn,2025-12-29,LOW,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Edelweiss Financial Services Limited,Infomerics,Proposed Commercial Paper (CPs),IVR A1+ (Reaffirmed),2025-12-24,LOW,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
EDEL Finance Company Limited,Infomerics,Proposed Commercial Paper (CPs),IVR A1+ (Reaffirmed),2025-12-24,LOW,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
ECL Finance Limited,Infomerics,Proposed Commercial Paper (CPs),IVR A1+ (Reaffirmed),2025-12-24,LOW,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Capri Global Housing Finance Limited,Infomerics,Proposed Fund Based â€“ Long Term Bank Facilities,IVR AA (Reaffirmed),2025-12-23,LOW,BFSI,Active,Positive,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Prayatna Microfinance Limited,Infomerics,Fund Based Bank Facilities â€“ Term Loan,IVR BB+ (Downgraded),2025-12-22,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
IIFL Finance Limited,Infomerics,Perpetual Debt Instrument (PDI),IVR AA (Reaffirmed),2025-12-22,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Jeevan Utthan Financial Services Private Limited,Infomerics,Long /Short Term Bank Facilities - Proposed,IVR BB-/ IVR A4+; (Reaffirmed),2025-12-19,LOW,BFSI,Active,Stable/-,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Moneywise Financial Services Private Limited,Infomerics,Non-Convertible Debentures (NCDs),IVR A (Reaffirmed),2025-12-16,LOW,BFSI,Active,Stable,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
IIFL Home Finance Limited,Infomerics,Proposed Commercial Paper Issue,IVR A1+ (Assigned),2025-12-15,LOW,BFSI,Active,Nil,Active Infomerics BFSI client — opportunity for ACER second rating.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Punjab National Bank,CRISIL,Debentures / Bonds / notes / bills,AAA,2025-12-12,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Arthan Finance Pvt. Ltd.,ACUITE,Term loans,BB+,2025-12-12,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Hiranandani Financial Services Pvt. Ltd.,CARE,Long term Loans,A+,2025-12-12,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Poonawalla Fincorp Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA+,2025-12-12,MEDIUM,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
