Company Name,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Siddhi Vinayak Knots & Prints Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),119.47,1,20.0,Paper/Packaging,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Pragati Infra Solutions Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),119.0,1,20.0,Construction,CARE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Lodz Denim Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),118.0,1,20.0,Textiles,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Davariya Brothers Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),115.19,1,20.0,Other,ICRA,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K T M Jewellery Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),115.0,1,20.0,Jewellery,CARE,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-23 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
A R L Infratech Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),110.0,1,20.0,Construction,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Vajrateja Rice Cluster Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),105.44,1,20.0,Agro & Food,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Mackintosh Burn Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),100.0,1,3.0,Other,ICRA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Trineva Infra Projects Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),91.5,1,3.0,Construction,ICRA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Advaith Aerospace Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),90.0,1,20.0,Other,CARE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
N K Agro Exports (India) Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),90.0,1,20.0,Agro & Food,CARE,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
R K R Gold Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),90.0,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Shah Nanji Nagsi Overseas Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),90.0,1,20.0,Other,BRICKWORK,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
International Coil Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),88.0,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Kay Jay Forgings Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),87.0,1,20.0,Steel & Metals,ICRA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Shri Murlidhar Inds. Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),86.0,1,20.0,Other,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Atmastco Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),85.75,1,20.0,Other,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Bombay Super Hybrid Seeds Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),85.0,1,20.0,Other,CARE,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
J U Agri Sciences Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),85.0,1,20.0,Agro & Food,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Mohan Mutha Exports Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),85.0,1,3.0,Logistics,ICRA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Sree Krishna Automotives Hyderabad Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),85.0,1,20.0,Automobiles,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Multitex Filteration Engineers Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),84.4,1,20.0,Manufacturing,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Elysium Pharmaceuticals Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),82.65,1,20.0,Chemicals & Pharma,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Shriniwasa Proteins Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),82.0,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Shri Kannan Departmental Store Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),81.17,1,20.0,Mining & Minerals,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Jagruti Sugar & Allied Inds. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),75.0,1,20.0,Agro & Food,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Akshara Enterprises India Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),74.51,1,20.0,Other,CARE,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
George Maijo Inds. Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),74.32,1,20.0,Other,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Chemi Tech Engineers Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),74.0,1,20.0,Manufacturing,BRICKWORK,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Indian Pulp & Paper Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),70.02,1,20.0,Paper/Packaging,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Samrat Irons Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),67.25,1,20.0,Steel & Metals,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
G M W Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),66.26,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Shiv Aum Steels Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),65.0,1,20.0,Steel & Metals,IND-RA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Preeti Buildcon Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),64.15,1,20.0,Construction,CARE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Kannappan Iron & Steel Co. Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),63.4,1,20.0,Steel & Metals,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Carbon Edge Inds. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),60.0,1,3.0,Automobiles,ICRA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Fides Distribution Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),60.0,1,20.0,Trading/Exports,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Nani Agrofoods Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),60.0,1,20.0,Agro & Food,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Kandui Industries Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),56.89,1,20.0,Manufacturing,IND-RA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Encorp Powertrans Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),55.0,1,20.0,Energy,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Trijal Enterprise Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),55.0,1,20.0,Other,IND-RA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Creations Jewellery Mfg. Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),54.0,1,20.0,Jewellery/Gems,ICRA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Diamond Textile Mills Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),53.0,1,20.0,Textiles,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Shyam Spectra Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),52.17,1,20.0,Other,IND-RA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Vijai Construction (India) Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),52.0,1,20.0,Construction,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Darshan Overseas Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),50.0,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Kuldeep Motors Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),50.0,1,20.0,Other,CARE,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-01-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Medsmart Logistics Pvt. Ltd. [Merged],TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),50.0,1,20.0,Logistics,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Stanadyne India Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),50.0,1,20.0,Other,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
V S Ferrous Enterprises Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),50.0,1,20.0,Other,ICRA,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Asclepius Hospitals & Health Care Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),49.81,1,20.0,Healthcare,IND-RA,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Skywin Spinning Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),49.3,1,20.0,Textiles,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Seshsayi Foods Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),49.02,1,20.0,Agro & Food,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Power Max (India) Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),48.15,1,20.0,Energy/Power,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Hindustan Adhesives Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),47.94,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Sangeeth Textiles Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),47.04,1,20.0,Construction,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Rajesh Power Services Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),47.0,1,20.0,Energy,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Savair Energy Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),47.0,1,20.0,Energy/Power,CARE,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Space Wood Furnishers Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),46.5,1,20.0,Other,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
G S C O Infrastructure Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),46.4,1,20.0,Construction,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Manjeet Fibers Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),46.11,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
C 5 Engineering Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),45.0,1,20.0,Manufacturing,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Mazda Colours Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),45.0,1,20.0,Other,ICRA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Ratnesh Ispat Services Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),45.0,1,20.0,Other,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Sai Smaran Foods Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),45.0,1,20.0,Agro & Food,IND-RA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Siflon Pharma Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),45.0,1,20.0,Chemicals & Pharma,ICRA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Ashok Bricks Inds. Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),44.0,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Everon Castings Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),43.67,1,20.0,Other,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Kumar Spintex Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),43.27,1,20.0,Other,IND-RA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
P R G Buildcon India Pvt. Ltd.,TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),43.0,1,20.0,Construction,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
