Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,Pipeline_Window,Call_Window,NCD_Linked,Captured_In_Aug_RM_Plan,Why_Target_Note,Recommended_Action,Trigger
Bindra Steel Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),17-Nov-2025,190.0,Steel & Metals,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,False,₹190 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Ananda Dairy Intl. Ltd.,BRICKWORK,Fund-Based,B+,18-Nov-2025,187.5,Agro & Food,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,False,₹188 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Pravara Renewable Energy Ltd.,CARE,Term loans,D,2026-04-15,186.08,Energy/Power,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹186 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Transaction Solutions Intl. (India) Pvt. Ltd.,CARE,Term Loan,BB+,24-Feb-2026,186.04,Other,LOW,October 2026,Nov Wk3 (Nov 15-21),False,False,₹186 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Unitech Power Transmission Ltd.,BRICKWORK,Bank Guarantee,A 4,09-Oct-2025,185.0,Energy,MEDIUM,October 2026,Oct Wk2 (Oct 8-14),False,False,₹185 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
P S K Infrastructures & Projects Pvt. Ltd.,ICRA,Non-Fund-Based,B+,29-Jan-2026,184.0,Construction,LOW,October 2026,Oct Wk4 (Oct 22-31),False,False,₹184 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Cygnet Industries Ltd.,BRICKWORK,Term Loan,B+,2026-03-06,181.65,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,False,₹182 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Atria Wind (Kadambur) Pvt. Ltd.,IND-RA,Term Loan,BB+,24-Nov-2025,179.33,Energy,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,False,₹179 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Orbit Resorts Ltd.,BRICKWORK,Term Loan,B,21-Nov-2025,177.08,Hotels & Tourism,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,False,₹177 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Cybercity Builders & Developers Pvt. Ltd.,IND-RA,Term loans,B,2026-04-02,175.0,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹175 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Alex Astral Power Pvt. Ltd.,ACUITE,Term Loan,B,05-Feb-2026,172.5,Energy,LOW,October 2026,Nov Wk1 (Nov 1-7),False,False,₹172 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
SRC Company Infra Private Limited,Infomerics,Short Term Facilities,IVR A4+ (INC) (Downgraded),28-Nov-2025,170.0,Construction,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,False,₹170 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Mani Square Ltd.,CARE,Term loans,D,2026-04-15,170.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹170 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
South India Paper Mills Ltd.,ICRA,Term Loan,B+,18-Feb-2026,166.77,Paper/Packaging,LOW,October 2026,Nov Wk3 (Nov 15-21),False,False,₹167 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Sau Mathurabai Bhausaheb Thorat Sevabhavi Trust,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),31-Oct-2025,165.65,Other,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),False,False,₹166 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Signet Industries Ltd.,CRISIL,Letter of Credit,A 4,24-Oct-2025,165.0,Manufacturing,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),False,False,₹165 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Mahakaleshwar Tollways Pvt. Ltd.,CARE,Term loans,D,2026-04-16,164.84,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹165 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
SVP Industries Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),04-Nov-2025,163.77,Manufacturing,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,False,₹164 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
T. K. Engineering Consortium Private Limited,Infomerics,Short Term Bank Facilities,IVR D (INC) (Reaffirmed),2026-01-19,163.59,Manufacturing,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,False,₹164 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Machino Plastics Ltd.,ICRA,Term Loan,BB+,2026-03-11,162.2,Chemicals & Pharma,LOW/MEDIUM,Q1 2027,Sep 2026 — RM,False,False,₹162 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Pioneer Genco Ltd.,ACUITE,Term Loan,BB+,28-Oct-2025,161.03,Other,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),False,False,₹161 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Shri Govindaraja Mills Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-02,159.33,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹159 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Neo Metaliks Ltd.,CRISIL,Letter of Credit,A 4,2026-03-11,158.2,Steel & Metals,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,False,₹158 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Krishna Corpindia Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,19-Nov-2025,157.9,Other,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,False,₹158 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Senbo Engineering Ltd.,CARE,Bank Guarantee,D,2026-04-10,157.32,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹157 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Karuna Management Services Ltd.,CRISIL,Fund-Based,BB+,20-Jan-2026,155.0,Jewellery/Gems,LOW,October 2026,Oct Wk3 (Oct 15-21),False,False,₹155 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
A G S Transact Technologies Ltd.,CRISIL,Long term Loans,D,2026-04-17,153.76,IT/Technology,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹154 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Heritage Hospitals Ltd.,BRICKWORK,Term Loan,BB-,14-Nov-2025,153.75,Healthcare,MEDIUM,October 2026,Nov Wk2 (Nov 8-14),False,False,₹154 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Shri Govindaraja Mills Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2026-04-02,153.08,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹153 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
KLSR Infratech Limited,Infomerics,Short Term Non-Fund Based Facility - Bank Guarantee,IVR A4 (INC)(Downgraded),03-Nov-2025,153.0,Construction,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,False,₹153 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Avinash Developers Pvt. Ltd.,ACUITE,Term Loan,BB+,04-Mar-2026,151.79,Construction,LOW,October 2026,Nov Wk4 (Nov 22-30),False,False,₹152 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Axis Energy Ventures India Pvt. Ltd.,BRICKWORK,Bank Guarantee,BBB-,15-Oct-2025,150.0,Energy,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,False,₹150 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Sharda Construction & Corpn. Pvt. Ltd.,CARE,Bank Guarantee,A 4,27-Feb-2026,150.0,Construction,LOW,October 2026,Nov Wk4 (Nov 22-30),False,False,₹150 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
L T K Industries Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,150.0,Manufacturing,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,False,₹150 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Sterling Distillers Pvt. Ltd.,ICRA,Term Loan,BB+,2026-03-19,150.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,False,₹150 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Bell Finvest (India) Ltd.,CARE,Term loans,D,2026-04-01,150.0,BFSI/NBFC,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹150 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Kalthia Infra Projects Pvt. Ltd.,ICRA,Term Loan,B+,06-Feb-2026,147.86,Construction,LOW,October 2026,Nov Wk1 (Nov 1-7),False,False,₹148 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Heavy Metals & Tubes Ltd.,CARE,Term loans,D,2026-04-10,146.57,Steel & Metals,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹147 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Welspun Michigan Engineers Ltd.,ACUITE,Bank Guarantee,A 4+,10-Oct-2025,145.0,Manufacturing,MEDIUM,October 2026,Oct Wk2 (Oct 8-14),False,False,₹145 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Chendhoor Murughan Yarn Tex India Pvt. Ltd.,CRISIL,Term Loan,B,12-Jan-2026,143.5,Textiles,LOW,October 2026,Oct Wk2 (Oct 8-14),False,False,₹144 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Wagad Infraprojects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4+,06-Jan-2026,143.0,Construction,LOW,October 2026,Oct Wk1 (Oct 1-7),False,False,₹143 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Lohiya Edible Oils Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-17,142.5,Agro & Food,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,False,₹142 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Sharda Construction & Corpn. Pvt. Ltd.,CARE,Term Loan,BB-,27-Feb-2026,140.0,Construction,LOW,October 2026,Nov Wk4 (Nov 22-30),False,False,₹140 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Auric Motors Pvt. Ltd.,BRICKWORK,Fund-Based,BB-,28-Jan-2026,139.3,Automobiles,LOW,October 2026,Oct Wk4 (Oct 22-31),False,False,₹139 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
G M R Rajahmundry Energy Ltd.,CARE,Bank Guarantee,D,2026-04-08,138.02,Energy/Power,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹138 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Narbheram Power & Steel Pvt. Ltd.,ACUITE,Term Loan,BB+,13-Nov-2025,137.85,Steel & Metals,MEDIUM,October 2026,Nov Wk2 (Nov 8-14),False,False,₹138 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Autometers Alliance Ltd.,ACUITE,Bank Guarantee,A 4,16-Jan-2026,135.0,Automobiles,LOW,October 2026,Oct Wk2 (Oct 8-14),False,False,₹135 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Shah Group Builders Ltd.,IND-RA,Term loans,D,2026-04-02,135.0,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹135 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Aakash Polyfilms Ltd.,BRICKWORK,Fund-Based,BB-,04-Feb-2026,132.63,Other,LOW,October 2026,Nov Wk1 (Nov 1-7),False,False,₹133 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Kintech Synergy Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,30-Jan-2026,130.0,IT/Technology,LOW,October 2026,Oct Wk4 (Oct 22-31),False,False,₹130 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Uttar Bharat Hydro Power Pvt. Ltd.,CRISIL,Term Loan,BB+,04-Feb-2026,130.0,Energy,LOW,October 2026,Nov Wk1 (Nov 1-7),False,False,₹130 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Avinash Developers Pvt. Ltd.,ACUITE,Fund-Based,BB+,04-Mar-2026,130.0,Construction,LOW,October 2026,Nov Wk4 (Nov 22-30),False,False,₹130 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Abhishek Propbuild Pvt. Ltd.,CARE,Term loans,D,2026-04-02,129.3,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹129 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Abhishek Propbuild Pvt. Ltd.,CARE,Term loans,D,2026-04-23,129.3,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹129 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Pace Digitek Infra Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,30-Oct-2025,128.0,Construction,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),False,False,₹128 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Pace Digitek Infra Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,19-Nov-2025,128.0,Construction,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,False,₹128 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Grospinz Fabz Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC) (Downgraded),28-Nov-2025,125.5,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,False,₹126 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Green Urja Pvt. Ltd.,CRISIL,Term Loan,BB+,02-Feb-2026,125.4,Other,LOW,October 2026,Oct Wk4 (Oct 22-31),False,False,₹125 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Corporate Leisure & Property Devp. Pvt. Ltd.,CRISIL,Term Loan,B,17-Oct-2025,125.0,Construction,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,False,₹125 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Corporate Leisure & Property Devp. Pvt. Ltd.,CRISIL,Term Loan,B,04-Nov-2025,125.0,Construction,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,False,₹125 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Tejas Cargo India Ltd.,CARE,Term Loan,BB+,2026-03-20,124.3,Logistics,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,False,₹124 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Victoria Foods Pvt. Ltd.,CARE,Bank Guarantee,A 4,21-Nov-2025,124.1,Agro & Food,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,False,₹124 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Theni Guru Krishna Textile Mills Pvt. Ltd.,ACUITE,Term Loan,C,14-Nov-2025,123.52,Textiles,MEDIUM,October 2026,Nov Wk2 (Nov 8-14),False,False,₹124 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Capital Electech Pvt. Ltd.,BRICKWORK,Bank Guarantee,B+,2026-04-03,123.5,BFSI/NBFC,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,False,₹124 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
Infants Travels Pvt. Ltd.,ACUITE,Term Loan,BB-,06-Nov-2025,123.0,Hotels & Tourism,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,False,₹123 Cr instrument — meets Tier 2 (₹100-499 Cr) trigger but NOT found in Aug RM deployment plan,ADD to Tier 2 Mid-RM — amount-band trigger missed,Amount Band (100-499cr)
