Company Name,Amt_Cr,NCD,Window_Count,Windows,Urgency,N_Instruments,Sector,Agencies,Tier,Aug_Week
J U Agri Sciences Pvt. Ltd.,85.0,1,1,October 2026,MEDIUM,1,Agro & Food,CARE,TIER 1 — Senior RM,Aug Wk1
Sree Krishna Automotives Hyderabad Pvt. Ltd.,85.0,1,1,Q2 2027,LOW (<90 days),1,Automobiles,IND-RA,TIER 1 — Senior RM,Aug Wk1
Multitex Filteration Engineers Ltd.,84.4,1,1,October 2026,LOW,1,Manufacturing,IND-RA,TIER 1 — Senior RM,Aug Wk1
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,83.0,1,1,Q1 2027,HOT,1,Jewellery,CARE,TIER 1 — Senior RM,Aug Wk1
Elysium Pharmaceuticals Ltd.,82.65,1,1,Q2 2027,LOW (<90 days),1,Chemicals & Pharma,IND-RA,TIER 1 — Senior RM,Aug Wk1
Goa Sponge & Power Ltd.,82.5,1,1,Q1 2027,HOT,2,Energy,ACUITE; IND-RA,TIER 1 — Senior RM,Aug Wk1
Shriniwasa Proteins Pvt. Ltd.,82.0,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Shri Kannan Departmental Store Ltd.,81.17,1,1,Q2 2027,LOW (<90 days),1,Mining & Minerals,IND-RA,TIER 1 — Senior RM,Aug Wk1
Gowthami Solvent Oils Pvt. Ltd.,81.12,1,2,October 2026; Q2 2027,LOW (<90 days),4,Chemicals & Pharma,CARE,TIER 1 — Senior RM,Aug Wk1
Stanadyne India Pvt. Ltd.,80.0,1,1,October 2026,MEDIUM,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Khedut Solvexp Pvt. Ltd.,78.43,1,1,October 2026,LOW,2,Other,CARE; CRISIL; IND-RA,TIER 1 — Senior RM,Aug Wk1
Valiant Glass Works Pvt. Ltd.,75.1,1,1,Q1 2027,HOT,3,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Jagruti Sugar & Allied Inds. Ltd.,75.0,1,1,October 2026,LOW,1,Agro & Food,IND-RA,TIER 1 — Senior RM,Aug Wk1
Neeraj Paper Mktg. Ltd.,75.0,1,1,October 2026,MEDIUM,2,Paper/Packaging,CARE; IND-RA,TIER 1 — Senior RM,Aug Wk1
Akshara Enterprises India Pvt. Ltd.,74.51,1,1,Q1 2027,LOW/MEDIUM,1,Other,CARE,TIER 1 — Senior RM,Aug Wk1
George Maijo Inds. Pvt. Ltd.,74.32,1,1,October 2026,LOW,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Chemi Tech Engineers Pvt. Ltd.,74.0,1,1,October 2026,LOW,1,Manufacturing,BRICKWORK,TIER 1 — Senior RM,Aug Wk1
Supermint Exports Pvt. Ltd.,73.89,1,2,October 2026; Q2 2027,LOW (<90 days),6,Logistics,BRICKWORK; CARE,TIER 1 — Senior RM,Aug Wk1
Andhra Ferro Alloys Ltd.,73.5,1,1,Q2 2027,LOW (<90 days),3,Steel & Metals,ICRA,TIER 1 — Senior RM,Aug Wk1
Siflon Pharma Pvt. Ltd.,71.02,1,1,October 2026,MEDIUM,2,Chemicals & Pharma,ICRA,TIER 1 — Senior RM,Aug Wk1
Ktex Nonwovens Pvt. Ltd.,71.0,1,1,Q1 2027,HOT,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Indian Pulp & Paper Pvt. Ltd.,70.02,1,1,Q2 2027,LOW (<90 days),1,Paper/Packaging,IND-RA,TIER 1 — Senior RM,Aug Wk1
Nuevo Polymers Pvt. Ltd.,70.0,1,2,October 2026; Q2 2027,LOW (<90 days),2,Chemicals & Pharma,ICRA,TIER 1 — Senior RM,Aug Wk1
Yogiji Digi Ltd.,70.0,1,2,October 2026; Q2 2027,LOW (<90 days),6,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Oriilon India Pvt. Ltd.,69.53,1,1,October 2026,LOW,3,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Bay Datacom Solutions Pvt. Ltd.,69.5,1,2,October 2026; Q1 2027,LOW/MEDIUM,3,IT/Technology,BRICKWORK; IND-RA,TIER 1 — Senior RM,Aug Wk1
Clifton Export Pvt. Ltd.,69.26,1,1,Q1 2027,HOT,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Carbon Edge Inds. Ltd.,69.0,1,1,October 2026,MEDIUM,3,Automobiles,ICRA,TIER 1 — Senior RM,Aug Wk1
Siri Constructions Infrastructure Pvt. Ltd.,69.0,1,2,October 2026; Q2 2027,LOW (<90 days),4,Construction,CARE; IND-RA,TIER 1 — Senior RM,Aug Wk1
Zeco Aircon Ltd.,68.25,1,1,October 2026,MEDIUM,4,Other,CRISIL; ICRA,TIER 1 — Senior RM,Aug Wk1
Sunplast Electronics Pvt. Ltd.,68.0,1,2,October 2026; Q2 2027,LOW (<90 days),2,Other,BRICKWORK,TIER 1 — Senior RM,Aug Wk1
Samrat Irons Pvt. Ltd.,67.25,1,1,Q2 2027,LOW (<90 days),1,Steel & Metals,IND-RA,TIER 1 — Senior RM,Aug Wk1
G M W Pvt. Ltd.,66.26,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Preeti Buildcon Pvt. Ltd.,65.26,1,1,October 2026,LOW,2,Construction,CARE,TIER 1 — Senior RM,Aug Wk1
Mazda Colours Ltd.,65.0,1,1,October 2026,LOW,2,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Shiv Aum Steels Ltd.,65.0,1,1,October 2026,MEDIUM,1,Steel & Metals,IND-RA,TIER 1 — Senior RM,Aug Wk1
Perfect Mettcast Pvt. Ltd.,64.0,1,2,October 2026; Q1 2027,HOT,5,Other,ACUITE; ICRA,TIER 1 — Senior RM,Aug Wk1
Metco Roof Pvt. Ltd.,63.72,1,1,Q1 2027,HOT,3,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Kannappan Iron & Steel Co. Pvt. Ltd.,63.4,1,1,October 2026,LOW,1,Steel & Metals,IND-RA,TIER 1 — Senior RM,Aug Wk1
Anjalee Granites Pvt. Ltd.,62.0,1,2,October 2026; Q2 2027,LOW (<90 days),6,Mining & Minerals,ICRA,TIER 1 — Senior RM,Aug Wk1
Kohinoor Feeds & Fats Pvt. Ltd.,62.0,1,2,October 2026; Q2 2027,MEDIUM,2,Other,ACUITE; IND-RA,TIER 1 — Senior RM,Aug Wk1
Bahl Builders Pvt. Ltd.,60.0,1,2,October 2026; Q2 2027,LOW (<90 days),2,Construction,CARE,TIER 1 — Senior RM,Aug Wk1
Dipanshu Promoter & Builder Pvt. Ltd.,60.0,1,1,October 2026,MEDIUM,2,Construction,BRICKWORK; ICRA,TIER 1 — Senior RM,Aug Wk1
Fides Distribution Pvt. Ltd.,60.0,1,1,October 2026,MEDIUM,1,Trading/Exports,CARE,TIER 1 — Senior RM,Aug Wk1
Nani Agrofoods Pvt. Ltd.,60.0,1,1,Q2 2027,LOW (<90 days),1,Agro & Food,IND-RA,TIER 1 — Senior RM,Aug Wk1
Satyadeeptha Pharmaceuticals Ltd.,59.0,1,1,Q1 2027,HOT,3,Chemicals & Pharma,ICRA,TIER 1 — Senior RM,Aug Wk1
K P M Processing Mill Pvt. Ltd.,58.59,1,1,October 2026,LOW,3,Other,CARE; IND-RA,TIER 1 — Senior RM,Aug Wk1
Spansules Formulations India Pvt. Ltd.,57.7,1,2,October 2026; Q2 2027,LOW (<90 days),4,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Borana Weaves Ltd.,57.5,1,1,Q1 2027,HOT,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Kandui Industries Pvt. Ltd.,56.89,1,1,October 2026,MEDIUM,1,Manufacturing,IND-RA,TIER 1 — Senior RM,Aug Wk1
Kuldeep Motors Pvt. Ltd.,55.94,1,1,Q1 2027,LOW/MEDIUM,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Encorp Powertrans Pvt. Ltd.,55.0,1,1,October 2026,LOW,1,Energy,IND-RA,TIER 1 — Senior RM,Aug Wk1
Trijal Enterprise Pvt. Ltd.,55.0,1,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
India Home Loan Limited,54.22,1,1,Q1 2027,LOW/MEDIUM,2,Other,Infomerics,TIER 1 — Senior RM,Aug Wk1
Creations Jewellery Mfg. Pvt. Ltd.,54.0,1,1,October 2026,LOW,1,Jewellery/Gems,ICRA,TIER 1 — Senior RM,Aug Wk1
Oswal Lumbers Pvt. Ltd.,54.0,1,2,October 2026; Q2 2027,LOW (<90 days),2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Uttarakhand Engineering Products Pvt. Ltd.,53.25,1,2,October 2026; Q1 2027,MEDIUM,3,Manufacturing,BRICKWORK; CARE; CRISIL,TIER 1 — Senior RM,Aug Wk1
Diamond Textile Mills Pvt. Ltd.,53.0,1,1,October 2026,LOW,1,Textiles,IND-RA,TIER 1 — Senior RM,Aug Wk1
Kerafibertex International Pvt. Ltd.,52.75,1,1,October 2026,LOW,4,Textiles,CARE,TIER 1 — Senior RM,Aug Wk1
Shyam Spectra Pvt. Ltd.,52.17,1,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Vijai Construction (India) Pvt. Ltd.,52.0,1,1,October 2026,LOW,1,Construction,IND-RA,TIER 1 — Senior RM,Aug Wk1
Eldyne Electro-Systems Pvt. Ltd.,50.2,1,1,October 2026,MEDIUM,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Darshan Overseas Pvt. Ltd.,50.0,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Medsmart Logistics Pvt. Ltd. [Merged],50.0,1,1,Q2 2027,LOW (<90 days),1,Logistics,IND-RA,TIER 1 — Senior RM,Aug Wk1
Reliance Commercial Finance Ltd.,50.0,1,1,October 2026,MEDIUM,1,BFSI,BRICKWORK; CARE,TIER 1 — Senior RM,Aug Wk1
V S Ferrous Enterprises Pvt. Ltd.,50.0,1,1,Q1 2027,LOW/MEDIUM,1,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Asclepius Hospitals & Health Care Pvt. Ltd.,49.81,1,1,Q1 2027,LOW/MEDIUM,1,Healthcare,IND-RA,TIER 1 — Senior RM,Aug Wk1
Skywin Spinning Pvt. Ltd.,49.3,1,1,Q2 2027,LOW (<90 days),1,Textiles,IND-RA,TIER 1 — Senior RM,Aug Wk1
Seshsayi Foods Pvt. Ltd.,49.02,1,1,Q2 2027,LOW (<90 days),1,Agro & Food,IND-RA,TIER 1 — Senior RM,Aug Wk1
Trisquare Switchgears Pvt. Ltd.,49.0,1,2,October 2026; Q2 2027,LOW (<90 days),4,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Power Max (India) Pvt. Ltd.,48.15,1,1,Q2 2027,LOW (<90 days),1,Energy/Power,IND-RA,TIER 1 — Senior RM,Aug Wk1
Dirco Polymers Pvt. Ltd.,48.0,1,1,October 2026,LOW,3,Chemicals & Pharma,CARE,TIER 1 — Senior RM,Aug Wk1
Hindustan Adhesives Ltd.,47.94,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Kairali Steels & Alloys Pvt. Ltd.,47.38,1,1,Q1 2027,HOT,1,Steel & Metals,IND-RA,TIER 1 — Senior RM,Aug Wk1
Natraj Electro Casting Pvt. Ltd.,47.34,1,2,October 2026; Q2 2027,LOW (<90 days),5,Other,CARE; CRISIL,TIER 1 — Senior RM,Aug Wk1
Sangeeth Textiles Pvt. Ltd.,47.04,1,1,October 2026,LOW,1,Construction,IND-RA,TIER 1 — Senior RM,Aug Wk1
Rajesh Power Services Ltd.,47.0,1,1,October 2026,LOW,1,Energy,IND-RA,TIER 1 — Senior RM,Aug Wk1
Savair Energy Ltd.,47.0,1,1,Q2 2027,LOW (<90 days),1,Energy/Power,CARE,TIER 1 — Senior RM,Aug Wk1
G S C O Infrastructure Pvt. Ltd.,46.4,1,1,Q2 2027,LOW (<90 days),1,Construction,IND-RA,TIER 1 — Senior RM,Aug Wk1
Manjeet Fibers Pvt. Ltd.,46.11,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Duratex Silk Mills Pvt. Ltd.,45.8,1,2,October 2026; Q2 2027,LOW (<90 days),4,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Techno Global Services Pvt. Ltd.,45.5,1,1,October 2026,MEDIUM,2,IT/Technology,CARE,TIER 1 — Senior RM,Aug Wk1
C M C Textiles Pvt. Ltd.,45.15,1,2,October 2026; Q1 2027,MEDIUM,3,Textiles,BRICKWORK; IND-RA,TIER 1 — Senior RM,Aug Wk1
K N K Construction Pvt. Ltd.,45.0,1,1,Q2 2027,LOW (<90 days),2,Construction,ICRA,TIER 1 — Senior RM,Aug Wk1
Ratnesh Ispat Services Pvt. Ltd.,45.0,1,1,October 2026,LOW,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Sai Smaran Foods Pvt. Ltd.,45.0,1,1,October 2026,LOW,1,Agro & Food,IND-RA,TIER 1 — Senior RM,Aug Wk1
Ashok Bricks Inds. Pvt. Ltd.,44.0,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Everon Castings Pvt. Ltd.,43.67,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Kumar Spintex Pvt. Ltd.,43.27,1,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
P R G Buildcon India Pvt. Ltd.,43.0,1,1,Q2 2027,LOW (<90 days),1,Construction,IND-RA,TIER 1 — Senior RM,Aug Wk1
Sivaguru Spinning Mills Pvt. Ltd.,43.0,1,1,October 2026,LOW,1,Textiles,IND-RA,TIER 1 — Senior RM,Aug Wk1
C D R Projects Pvt. Ltd.,42.0,1,2,October 2026; Q1 2027,HOT,4,Other,BRICKWORK; ICRA,TIER 1 — Senior RM,Aug Wk1
Safety Controls & Devices Ltd.,42.0,1,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Transglobal Securities Ltd.,42.0,1,2,October 2026; Q2 2027,LOW (<90 days),2,BFSI,ICRA,TIER 1 — Senior RM,Aug Wk1
Harihar Alloys Pvt. Ltd.,41.31,1,1,October 2026,MEDIUM,1,Steel & Metals,IND-RA,TIER 1 — Senior RM,Aug Wk1
C M Auto Sales Pvt. Ltd.,41.2,1,2,October 2026; Q2 2027,LOW (<90 days),4,Automobiles,CARE,TIER 1 — Senior RM,Aug Wk1
George Maijo Automobiles Pvt. Ltd.,41.11,1,1,Q1 2027,LOW/MEDIUM,3,Manufacturing,CARE,TIER 1 — Senior RM,Aug Wk1
Shiva-Parvati Poultry Feed Pvt. Ltd.,41.07,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Prakash Parcel Services Ltd. (Karnataka),41.0,1,1,October 2026,LOW,3,Other,BRICKWORK; IND-RA,TIER 1 — Senior RM,Aug Wk1
Kwality Pharmaceuticals Ltd.,40.92,1,1,Q1 2027,HOT,3,Chemicals & Pharma,ICRA,TIER 1 — Senior RM,Aug Wk1
Ganapati Fishing Lines Pvt. Ltd.,40.63,1,1,October 2026,MEDIUM,4,Agro & Food,CRISIL; ICRA,TIER 1 — Senior RM,Aug Wk1
Ace Commercial Co. Pvt. Ltd.,40.46,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Durga Polysters Pvt. Ltd. [Merged],40.24,1,1,October 2026,MEDIUM,3,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
B T W-Atlanta Transformers India Pvt. Ltd.,40.0,1,1,October 2026,LOW,1,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Chowgule Industries Pvt. Ltd.,40.0,1,1,Q1 2027,HOT,1,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Continental Milkose (India) Ltd.,40.0,1,1,October 2026,LOW,1,Steel & Metals,IND-RA,TIER 1 — Senior RM,Aug Wk1
Design & Manufacturing Vista Electronics Pvt. Ltd.,40.0,1,2,October 2026; Q2 2027,LOW (<90 days),2,Manufacturing,CARE,TIER 1 — Senior RM,Aug Wk1
Golden Seams Inds. Pvt. Ltd.,40.0,1,1,October 2026,LOW,1,Jewellery/Gems,IND-RA,TIER 1 — Senior RM,Aug Wk1
Hindustan Prefab Ltd.,40.0,1,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Karnataka Commercial & Indl. Corpn. Pvt. Ltd.,40.0,1,1,October 2026,MEDIUM,3,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Libra International Ltd.,40.0,1,2,October 2026; Q2 2027,LOW (<90 days),4,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Oriental Edumed Pvt. Ltd.,40.0,1,1,Q1 2027,LOW/MEDIUM,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Pafetech Enterprises Pvt. Ltd.,40.0,1,1,October 2026,LOW,2,IT/Technology,BRICKWORK; IND-RA,TIER 1 — Senior RM,Aug Wk1
Piyush Infratech Pvt. Ltd.,40.0,1,1,October 2026,MEDIUM,1,Construction,IND-RA,TIER 1 — Senior RM,Aug Wk1
Prashu Minerals & Services Pvt. Ltd.,40.0,1,1,October 2026,MEDIUM,1,Mining & Minerals,IND-RA,TIER 1 — Senior RM,Aug Wk1
Savla Foods & Cold Storage Pvt. Ltd.,40.0,1,1,Q1 2027,LOW/MEDIUM,4,Agro & Food,ICRA,TIER 1 — Senior RM,Aug Wk1
Vijay Sheets & Strips Pvt. Ltd.,40.0,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
B C Sen & Co. Ltd.,39.5,1,1,October 2026,LOW,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Amarpali Cylinders Pvt. Ltd.,39.4,1,1,October 2026,LOW,3,Other,CARE; CRISIL,TIER 1 — Senior RM,Aug Wk1
Jimcap Electronics Pvt. Ltd.,39.22,1,1,Q1 2027,LOW/MEDIUM,4,Other,CARE,TIER 1 — Senior RM,Aug Wk1
R K S Steel Inds. Pvt. Ltd.,38.02,1,1,Q1 2027,HOT,1,Steel & Metals,IND-RA,TIER 1 — Senior RM,Aug Wk1
Ganadhi Pati Construction Pvt. Ltd.,38.0,1,1,October 2026,LOW,2,Construction,ICRA,TIER 1 — Senior RM,Aug Wk1
Kineta Global Ltd.,38.0,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
S & I B Services Pvt. Ltd.,38.0,1,1,October 2026,MEDIUM,1,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Shreeya Peanuts Pvt. Ltd.,38.0,1,2,October 2026; Q1 2027,HOT,3,Other,BRICKWORK; CARE,TIER 1 — Senior RM,Aug Wk1
Noble Moulds Pvt. Ltd.,37.87,1,1,Q1 2027,LOW/MEDIUM,1,Other,BRICKWORK,TIER 1 — Senior RM,Aug Wk1
Infres Methodex Pvt. Ltd.,37.8,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Ras Polytex Pvt. Ltd.,37.77,1,2,October 2026; Q1 2027,LOW/MEDIUM,4,Other,BRICKWORK; ICRA,TIER 1 — Senior RM,Aug Wk1
P S K Textiles India Pvt. Ltd.,37.51,1,2,Q1 2027; Q2 2027,LOW/MEDIUM,3,Textiles,BRICKWORK; IND-RA,TIER 1 — Senior RM,Aug Wk1
Vipul Organics Ltd.,37.15,1,1,Q1 2027,LOW/MEDIUM,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
J P Sortex Pvt. Ltd.,37.0,1,1,October 2026,MEDIUM,1,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
U B Cotton Pvt. Ltd.,37.0,1,1,October 2026,LOW,1,Agro & Food,CARE,TIER 1 — Senior RM,Aug Wk1
Star Engineers (India) Pvt. Ltd.,36.3,1,2,October 2026; Q2 2027,LOW (<90 days),6,Manufacturing,CARE,TIER 1 — Senior RM,Aug Wk1
Sri Mouli Textiles Pvt. Ltd.,36.0,1,1,October 2026,LOW,1,Construction,IND-RA,TIER 1 — Senior RM,Aug Wk1
Vista Information Systems Pvt. Ltd.,35.8,1,2,October 2026; Q2 2027,LOW (<90 days),2,IT/Technology,CARE,TIER 1 — Senior RM,Aug Wk1
Leben Life Sciences Pvt. Ltd.,35.63,1,1,Q1 2027,HOT,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
G D Dyestuff Inds. Ltd.,35.36,1,2,October 2026; Q1 2027,HOT,4,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Zen Shipping & Ports India Pvt. Ltd.,35.3,1,1,Q2 2027,LOW (<90 days),1,Logistics,IND-RA,TIER 1 — Senior RM,Aug Wk1
Akansha Shipbreaking Pvt. Ltd.,35.0,1,1,Q1 2027,LOW/MEDIUM,1,Other,BRICKWORK,TIER 1 — Senior RM,Aug Wk1
Himalayan Road Construction Pvt. Ltd.,35.0,1,2,October 2026; Q2 2027,LOW (<90 days),2,Construction,CARE; CRISIL; IND-RA,TIER 1 — Senior RM,Aug Wk1
Mehadia Sales Trade Corpn. Pvt. Ltd.,35.0,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Pragati Marine Services Pvt. Ltd.,35.0,1,1,Q2 2027,LOW (<90 days),3,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
R S G Exports Pvt. Ltd.,35.0,1,1,October 2026,MEDIUM,1,Logistics,IND-RA,TIER 1 — Senior RM,Aug Wk1
Shri Vaari Electricals Pvt. Ltd.,35.0,1,1,October 2026,MEDIUM,3,Energy,CARE; CRISIL,TIER 1 — Senior RM,Aug Wk1
Surajbhan Rajkumar Pvt. Ltd.,35.0,1,1,Q1 2027,LOW/MEDIUM,1,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
A S Motors Pvt. Ltd.,34.54,1,1,Q1 2027,LOW/MEDIUM,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Speedy Multimodes Ltd.,34.5,1,1,October 2026,MEDIUM,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Tara Tarini Constructions Pvt. Ltd.,34.38,1,1,October 2026,LOW,1,Construction,CARE,TIER 1 — Senior RM,Aug Wk1
Hetro Spinners Pvt. Ltd.,34.27,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Pyrotech Workspace Solutions Pvt. Ltd.,34.0,1,1,October 2026,LOW,1,IT/Technology,CARE,TIER 1 — Senior RM,Aug Wk1
Sparten Granito Pvt. Ltd.,33.96,1,1,Q1 2027,LOW/MEDIUM,3,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Manishri Refractories & Ceramics Pvt. Ltd.,33.4,1,1,Q1 2027,LOW/MEDIUM,4,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Mittapally Agro Products Pvt. Ltd.,33.0,1,1,Q2 2027,LOW (<90 days),2,Agro & Food,CARE; CRISIL,TIER 1 — Senior RM,Aug Wk1
Sri Narayani Plastics Pvt. Ltd.,32.61,1,1,October 2026,MEDIUM,3,Chemicals & Pharma,CRISIL; ICRA,TIER 1 — Senior RM,Aug Wk1
Sekhani Industries Pvt. Ltd.,32.58,1,1,October 2026,MEDIUM,2,Manufacturing,CARE,TIER 1 — Senior RM,Aug Wk1
Vertigo Impex Pvt. Ltd.,32.5,1,1,Q1 2027,HOT,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Balaji Oil Industries Pvt. Ltd.,32.39,1,1,October 2026,LOW,1,Energy,IND-RA,TIER 1 — Senior RM,Aug Wk1
Central India Engg. Pvt. Ltd.,32.38,1,1,Q1 2027,LOW/MEDIUM,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
A-I Enterprises Pvt. Ltd.,32.05,1,1,October 2026,MEDIUM,3,Other,CARE,TIER 1 — Senior RM,Aug Wk1
S G S Motors Pvt. Ltd.,32.0,1,1,October 2026,LOW,1,Automobiles,IND-RA,TIER 1 — Senior RM,Aug Wk1
Translite Energy Ltd.,32.0,1,1,October 2026,LOW,1,Energy,CARE,TIER 1 — Senior RM,Aug Wk1
Prime Retail India Ltd.,31.75,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Patiala Cotspin Pvt. Ltd.,31.65,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Mani Export Pvt. Ltd.,31.24,1,2,October 2026; Q1 2027,LOW/MEDIUM,3,Logistics,ACUITE; IND-RA,TIER 1 — Senior RM,Aug Wk1
Aries Corporate Services Pvt. Ltd.,31.0,1,3,October 2026; Q1 2027; Q2 2027,HOT,3,Other,BRICKWORK; CARE,TIER 1 — Senior RM,Aug Wk1
Tirumala Seven Hills Pvt. Ltd.,31.0,1,2,October 2026; Q1 2027,HOT,4,Other,CRISIL; ICRA,TIER 1 — Senior RM,Aug Wk1
Western Coffee Curers & Exports Pvt. Ltd.,30.89,1,1,October 2026,MEDIUM,2,Agro & Food,CARE,TIER 1 — Senior RM,Aug Wk1
S S V Spinners Pvt. Ltd.,30.7,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
B N T Connections Impex Ltd.,30.55,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Mandar Health & Hygiene Pvt. Ltd.,30.5,1,1,October 2026,LOW,2,Healthcare,ICRA; IND-RA,TIER 1 — Senior RM,Aug Wk1
Welcome Distilleries Pvt. Ltd.,30.4,1,2,October 2026; Q2 2027,LOW (<90 days),4,Other,ICRA,TIER 1 — Senior RM,Aug Wk1
Sri Venkateswara Spintex Pvt. Ltd.,30.34,1,1,October 2026,LOW,1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Akhil Shipbreakers Pvt. Ltd.,30.0,1,1,October 2026,LOW,1,Other,BRICKWORK,TIER 1 — Senior RM,Aug Wk1
Ashish Vessel Demolition Pvt. Ltd.,30.0,1,1,October 2026,LOW,1,Logistics,CARE,TIER 1 — Senior RM,Aug Wk1
Balaji Fiber Reinforce Pvt. Ltd.,30.0,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Chetana Education Ltd.,30.0,1,1,October 2026,LOW,1,Education,ICRA,TIER 1 — Senior RM,Aug Wk1
P E Erectors Pvt. Ltd.,30.0,1,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 1 — Senior RM,Aug Wk1
Servotech India Ltd.,30.0,1,1,October 2026,LOW,1,IT/Technology,IND-RA,TIER 1 — Senior RM,Aug Wk1
Shubha Proteins Pvt. Ltd.,30.0,1,1,October 2026,LOW,1,Other,BRICKWORK,TIER 1 — Senior RM,Aug Wk1
T L G Agro Traders Pvt. Ltd.,30.0,1,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,BRICKWORK,TIER 1 — Senior RM,Aug Wk1
Leopard Vitrified Pvt. Ltd.,29.57,1,1,October 2026,LOW,2,Other,CARE,TIER 1 — Senior RM,Aug Wk1
Turbovent Industries Pvt. Ltd.,29.18,1,2,October 2026; Q2 2027,LOW (<90 days),6,Manufacturing,ICRA,TIER 1 — Senior RM,Aug Wk1
