Company Name,BFSI_Sub,Latest Rater,Latest Instrument,Latest Rating,Rating Date,Urgency,Priority Score,INC Flag,All Raters,Rater Count,Why Target,ACER_Pitch_NBFC
K I F S Trade Capital Pvt. Ltd.,NBFC,ACUITE,Bank Guarantee,A-,2026-01-20,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Kaabil Finance Pvt. Ltd.,NBFC,ICRA,Fund based financial facility/instrument,BBB-,2026-03-16,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Kanakadurga Finance Ltd.,NBFC,CARE,Term loans,BBB,2026-03-27,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Kerala Financial Corpn.,NBFC,ACUITE,Long term Loans,A+,2026-03-09,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Khushbu Auto Finance Ltd.,NBFC,CARE,Term loans,BBB,2026-01-14,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Kosamattam Finance Ltd.,NBFC,IND-RA,Term loans,A,2026-04-17,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Kotak Mahindra Asset Mgmt. Co. Ltd.,NBFC,ICRA,Non-fund-based financial facility/instrument,AAA,2026-03-31,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Laxmi India Finance Ltd.,NBFC,ACUITE,Long term Loans,A,2026-03-20,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
M Power Micro Finance Pvt. Ltd.,MFI,CRISIL,Long term Loans,BB-,2026-04-21,LOW,1,NO,CRISIL,1,Active rated company — relationship building,"MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments"
Magalir Micro Capital Pvt. Ltd.,NBFC,CARE,Term loans,BB,2026-03-30,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Mangal Credit & Fincorp Ltd.,NBFC,CRISIL,Long term Loans,BBB,2026-02-02,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Manibhavnam Home Finance India Pvt. Ltd.,HFC,ICRA,Term loans,BBB-,2026-02-13,LOW,1,NO,ICRA,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Manipal Housing Finance Syndicate Ltd.,HFC,ACUITE,Long term Loans,A-,2026-01-28,LOW,1,NO,ACUITE,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Mantra Capital Ltd.,NBFC,CARE,Term loans,BB+,2026-04-20,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Mas Rural Housing & Mortgage Finance Ltd.,HFC,CARE,Term loans,A+,2026-02-23,LOW,1,NO,CARE,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Mizuho Capsave Finance Pvt. Ltd.,NBFC,CRISIL,Long term Loans,AAA,2026-01-13,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Muthoot Fincorp Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,A+,2026-04-24,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Muthoot Housing Finance Co. Ltd.,HFC,CRISIL,Long term Loans,A+,2026-01-23,LOW,1,NO,CRISIL,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Muthoot Vehicle & Asset Finance Ltd.,NBFC,CRISIL,Long term Loans,A,2026-02-20,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Namra Finance Ltd.,NBFC,ACUITE,Long term Loans,A-,2026-04-15,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
National Minorities Devp. & Finance Corpn.,NBFC,CARE,Term loans,A,2026-03-17,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Navadhan Capital Pvt. Ltd.,NBFC,IND-RA,Term loans,BBB-,2026-01-29,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
New Found Properties & Leasing Pvt. Ltd.,NBFC,CARE,Fund based financial facility/instrument,A-,2026-04-09,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Niif Infrastructure Finance Ltd.,NBFC,CARE,Debentures / Bonds / notes / bills,AAA,2026-01-05,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Niwas Housing Finance Pvt. Ltd.,HFC,CRISIL,Long term Loans,AA-,2026-03-17,LOW,1,NO,CRISIL,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Orbis Financial Corpn. Ltd.,NBFC,ICRA,Non-government debt,A+/A1,2026-02-03,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Pashupati Capital Services Pvt. Ltd.,NBFC,CRISIL,Bank Guarantee,A 1,2026-04-10,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Punjab Kashmir Finance Ltd.,NBFC,CRISIL,Term loans,BBB+,2025-12-26,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Purple Finance Ltd.,NBFC,IND-RA,Term loans,BBB-,2026-04-17,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Pushpak Airport Leasing Solution Pvt. Ltd.,NBFC,IND-RA,Term loans,A+,2026-02-20,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Ratnaafin Capital Pvt. Ltd.,NBFC,CRISIL,Long term Loans,A+,2026-02-03,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Repco Micro Finance Ltd.,MFI,ICRA,Fund based financial facility/instrument,A-,2026-04-27,LOW,1,NO,ICRA,1,Active rated company — relationship building,"MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments"
Roha Housing Finance Pvt. Ltd.,HFC,CARE,Term loans,A-,2026-03-06,LOW,1,NO,CARE,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Rors Finance Pvt. Ltd.,NBFC,ACUITE,Long term Loans,BB+,2026-03-11,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Satya Micro Housing Finance Pvt. Ltd.,HFC,ICRA,Fund based financial facility/instrument,BB,2025-12-31,LOW,1,NO,ICRA,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Save Housing Finance Ltd.,HFC,CRISIL,Long term Loans,BBB,2026-03-25,LOW,1,NO,CRISIL,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Savery Transport Finance Ltd.,NBFC,CARE,Term loans,BBB+,2026-04-07,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Shalibhadra Finance Ltd.,NBFC,ICRA,Fund based financial facility/instrument,BBB-,2026-03-27,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Shri Ram Finance Corpn. Pvt. Ltd.,NBFC,ACUITE,Long term Loans,A,2026-04-08,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Snapmint Financial Services Pvt. Ltd.,NBFC,CRISIL,Long term Loans,BBB,2026-04-16,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Touax Texmaco Railcar Leasing Pvt. Ltd.,NBFC,IND-RA,Term loans,AA-,2026-04-01,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Toyota Financial Services India Ltd.,NBFC,ICRA,Non-government debt,AAA/A1+,2026-03-18,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Unifinz Capital India Ltd.,NBFC,IND-RA,Term loans,BBB-,2026-02-04,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Veritas Finance Ltd.,NBFC,CARE,Long term Loans,AA-,2026-04-07,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Wonder Home Finance Ltd.,HFC,CARE,Term loans,A+,2026-02-26,LOW,1,NO,CARE,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Wortgage Finance Pvt. Ltd.,NBFC,IND-RA,Term loans,BBB,2026-04-01,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
24Carat Capital Markets Private Limited,NBFC,Infomerics,Fund based â€“ Long-term Working Capital Facilities,Withdrawn,2026-01-06,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Aruna Finance Limited,NBFC,Infomerics,Long Term Facilities,IVR BBB- (Reaffirmed),2026-01-20,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Audrey 11 2025 (Originator: UGRO Capital Limited),NBFC,Infomerics,Long Term â€“ Series A1 PTCs,Provisional IVR A+ (SO)(Assigned),2026-01-01,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
ECL Finance Limited,NBFC,Infomerics,Proposed Commercial Paper (CPs),IVR A1+ (Reaffirmed),2025-12-24,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Enbee Trade and Finance Limited,NBFC,Infomerics,Long-Term Bank Facility (Proposed Facility),IVR BB+ (Reaffirmed),2025-12-29,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
HMT Finance Private Limited,NBFC,Infomerics,Long Term Facilities â€“ Term Loan,IVR BB (Reaffirmed),2026-01-21,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
IIFL Capital Services Limited,NBFC,Infomerics,Commercial Paper,IVR A1+ (Assigned),2025-12-16,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
IIFL Finance Limited,NBFC,Infomerics,Proposed Perpetual Debt Instrument (PDI),IVR AA (Assigned),2025-12-22,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
IIFL Home Finance Limited,HFC,Infomerics,Proposed Commercial Paper Issue,IVR A1+ (Assigned),2025-12-15,LOW,1,NO,Infomerics,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Jeevan Utthan Financial Services Private Limited,NBFC,Infomerics,Long Term Bank Facilities Term Loan,IVR BB- (Reaffirmed),2025-12-19,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Prayatna Microfinance Limited,MFI,Infomerics,Fund Based Bank Facilities â€“ Term Loan,IVR BB+ (Downgraded),2025-12-22,LOW,1,NO,Infomerics,1,Active rated company — relationship building,"MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments"
Regency Fincorp Limited,NBFC,Infomerics,Long Term Proposed Fund Based Bank Facilities Term Loan,IVR BBB- (Reaffirmed),2026-01-13,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Sanghamithra Rural Financial Services,NBFC,Infomerics,Long Term Fund Based Facility â€“ Term Loans,IVR BBB (Downgraded),2026-01-21,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Ultimo Credit Private Limited,NBFC,Infomerics,Long Term Bank Facilities,IVR BB+ (Reaffirmed),2025-12-29,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Vedika Credit Capital Limited,NBFC,Infomerics,Long Term Fund Based Bank Facilities â€“ Term Loans,IVR A- (Reaffirmed),2025-12-24,LOW,1,NO,Infomerics,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Capital Power Systems Ltd.,NBFC,ACUITE,Bank Guarantee,A 2,2025-05-06,HIGH,6,YES,ACUITE | Infomerics,2,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Ashv Finance Ltd.,NBFC,ACUITE,Long term Loans,B,2025-06-10,HIGH,5,YES,ACUITE,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Capital Power Infrastructure Pvt. Ltd.,NBFC,BRICKWORK,Bank Guarantee,A 4,2025-06-02,HIGH,5,YES,BRICKWORK,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Finvent Finance & Invts. Ltd.,NBFC,CRISIL,Long term Loans,B-,2025-06-10,HIGH,5,YES,CRISIL,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
J M J Finance Ltd.,NBFC,CRISIL,Long term Loans,B+,2025-05-19,HIGH,5,YES,CRISIL,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Margdarshak Financial Services Ltd.,NBFC,BRICKWORK,Term loans,D,2025-05-27,HIGH,5,YES,BRICKWORK,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Adhikar Microfinance Private Limited,MFI,Infomerics,Long Term Bank Facilities- Term Loan,IVR D (INC)(Reaffirmed),2025-04-01,HIGH,5,YES,Infomerics,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments. Demonstrate governance credibility to lenders"
ICL Fincorp Limited,NBFC,Infomerics,Non-Convertible Debentures,IVR BB (INC) (Reaffirmed),2025-03-21,HIGH,5,YES,Infomerics,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
IFL Housing Finance Limited,HFC,Infomerics,Long-Term Bank Facilities,IVR BB (INC) (Downgraded),2024-12-09,HIGH,5,YES,Infomerics,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),[INC] NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE. Rating lapse risks your borrowing capacity
Navachetana Microfinance Services Private Limited,MFI,Infomerics,Long Term Bank Facilities - Term Loans,IVR D (INC)(Downgraded),2025-06-04,HIGH,5,YES,Infomerics,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments. Demonstrate governance credibility to lenders"
RBA Finance Private Limited,NBFC,Infomerics,Long Term Fund Based Facilities - Cash Credit,"IVR BB+ (Upgraded, removed from INC category and simultaneously Withdrawn)",2024-03-07,HIGH,5,YES,Infomerics,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Sai Point Finance Corporation Limited,NBFC,Infomerics,Long Term Fund Based Limits - Cash Credit,IVR BB (INC)(Withdrawn),2021-11-25,HIGH,5,YES,Infomerics,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Subhlakshmi Finance Private Limited,NBFC,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),2025-05-21,HIGH,5,YES,Infomerics,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Swift Financial Results Limited,NBFC,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-03-26,HIGH,5,YES,Infomerics,1,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
Money2Me Finance Pvt. Ltd.,NBFC,IND-RA,Term loans,BB+,2025-05-19,HIGH,4,NO,IND-RA | Infomerics,2,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Tata Motors Finance Ltd. [Merged],NBFC,CARE,Debentures / Bonds / notes / bills,AA-,2025-05-28,HIGH,4,NO,CARE | CRISIL | ICRA,3,Rating overdue (>12 months) | Multi-agency (3 raters) — open to new entrant,[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
360 One Capital Market Pvt. Ltd.,NBFC,CRISIL,Bank Guarantee,A 1+,2025-06-05,HIGH,3,NO,CRISIL,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Orange Retail Finance India Pvt. Ltd.,NBFC,CRISIL,Long term Loans,BBB-,2025-05-22,HIGH,3,NO,CRISIL,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Payu Finance India Pvt. Ltd.,NBFC,CRISIL,Long term Loans,A+,2025-05-09,HIGH,3,NO,CRISIL,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Rajasthan State Power Finance & Financial Services Corpn. Ltd.,NBFC,ACUITE,Long term Loans,A-,2025-05-15,HIGH,3,NO,ACUITE,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Srinidhi Credit Pvt. Ltd.,NBFC,ACUITE,Long term Loans,BBB-,2025-06-05,HIGH,3,NO,ACUITE,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
U C Inclusive Credit Pvt. Ltd.,NBFC,ICRA,Short-term loan,A 2,2025-05-19,HIGH,3,NO,ICRA,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Valgaa Financial Services Ltd.,NBFC,CRISIL,Long term Loans,BB+,2025-05-12,HIGH,3,NO,CRISIL,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
ACAIPL Investment and Financial Services Private Limited,NBFC,Infomerics,Long Term Bank Facilities,IVR BBB (Assigned),2024-11-22,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
AMU Leasing Private Limited,NBFC,Infomerics,Long Term Fund Based Bank Facilities - Proposed,IVR BBB- (Assigned),2025-06-04,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Agriwise Finserv Limited (Erstwhile StarAgri Finance Limited),NBFC,Infomerics,Long Term Bank Facilities,IVR BBB- (Upgraded and Withdrawn),2024-11-28,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Altico Capital India Limited,NBFC,Infomerics,Non-Convertible Debentures (Proposed),IVR D  (Withdrawn),2020-10-22,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Aris Capital Private Limited,NBFC,Infomerics,Long Term Bank Facilities,IVR BB+ (Reaffirmed),2025-01-23,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Best Capital Services Limited,NBFC,Infomerics,Long Term Fund Based Bank Facilities - Term Loan,IVR BBB (Reaffirmed),2025-05-13,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Bhanix Finance and Investment Limited,NBFC,Infomerics,Non Convertible Debentures (NCDs) (INE08X507053),Withdrawn,2023-07-19,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Easy Home Finance Limited (EHFL),HFC,Infomerics,Proposed Bank Facilities,IVR BBB- (Withdrawn),2020-08-07,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Enn Enn Capital Private Limited (Erstwhile Enn Enn Fincap India Private Limited),NBFC,Infomerics,Proposed Bank  Facilities -Term Loan,Withdrawn,2021-07-31,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Fintree Finance Private Limited,NBFC,Infomerics,Long Term - Series A1 PTCs,Withdrawn,2024-05-22,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Habitat Micro Build India Housing Finance Company Private Limited,HFC,Infomerics,Proposed Long Term Fund Based Bank Facility - Term Loan,IVR BB+ (Reaffirmed & Withdrawn),2022-09-01,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
ICICI Prudential Office Yield Optimizer Fund (IPOYOF),NBFC,Infomerics,ICICI Prudential Office Yield Optimizer Fund,IVR AA+ (AIF) (Revised & Withdrawn),2020-06-05,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Indiabulls Rural Finance Private Limited,NBFC,Infomerics,Non - Convertible Debentures (NCDs) (INE06DK07016),Withdrawn,2023-07-19,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Indian School Finance Company Private Limited,NBFC,Infomerics,Proposed Non Convertible Debentures,Withdrawn,2023-01-23,HIGH,3,NO,Infomerics,1,Rating overdue (>12 months),[OVERDUE] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
