Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Why Target,ACER Pitch Angle
Cochin Frozen Food Exports Pvt. Ltd.,Bank Guarantee | Long term Loans,Long term Loans,CARE | CRISIL,CRISIL,2,D,Reaffirmed,2025-12-10,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Dairy India Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,BRICKWORK | Infomerics,BRICKWORK,2,B-,Withdrawn,2025-11-18,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Embee Agro Food Inds. Pvt. Ltd.,Term loans,Term loans,CARE | IND-RA,CARE,2,D,Reaffirmed,2025-11-20,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
G A V Agro Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL | ICRA,CRISIL,2,D,Reaffirmed,2025-10-30,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Galaxy Rice Industries Pvt. Ltd.,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,CARE | Infomerics,CARE,2,A 4+,Withdrawn,2025-09-15,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Global Farm Fresh Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,CARE | CRISIL,CRISIL,2,A 4,Reaffirmed,2025-10-30,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Harman Rice Pvt. Ltd.,Long term Loans | Non-government debt,Long term Loans,ACUITE | CARE,ACUITE,2,D,Reaffirmed,2025-09-30,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Hemkunt Rice Mills Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Long term Loans,CARE | CRISIL,CRISIL,2,B+,Reaffirmed,2025-10-20,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Himalaya Food Intl. Ltd.,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee,CRISIL | ICRA,CRISIL,2,D,Reaffirmed,2025-11-21,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jai Shiv Food Products Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,CARE | CRISIL,CARE,2,A 4,Reaffirmed,2025-08-22,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jakraya Sugar Ltd.,Term loans,Term loans,BRICKWORK | Infomerics,BRICKWORK,2,B+,Withdrawn,2025-10-16,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jayshri Gayatri Food Products Pvt. Ltd.,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,CARE | IND-RA,CARE,2,D,Downgraded,2025-07-25,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kasturi Aqua Life Products Pvt. Ltd.,Long term Loans,Long term Loans,ACUITE | Infomerics,ACUITE,2,C,Withdrawn,2025-11-14,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Ma Mahamaya Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,ACUITE | CRISIL,ACUITE,2,D,Reaffirmed,2025-07-21,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Maa Shitala Agro Pvt. Ltd.,Bank Guarantee | Long term Loans | Non-fund-based financial facility/instrument,Bank Guarantee,CARE | CRISIL | ICRA,CRISIL,3,A 4,Reaffirmed,2025-12-05,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Marya Frozen Agro Food Products Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,BRICKWORK | Infomerics,BRICKWORK,2,A 4,Reaffirmed,2025-11-12,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Narmada Agro Cottex Pvt. Ltd.,Term loans,Term loans,BRICKWORK | CRISIL,CRISIL,2,B,Downgraded,2025-11-13,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Nature Delight Dairy & Dairy Products Pvt. Ltd.,Term loans,Term loans,CRISIL | Infomerics,CRISIL,2,BBB,Reaffirmed,2025-08-21,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Naxalbari Flour & Rice Mill Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,ACUITE | CRISIL,ACUITE,2,A 4,Reaffirmed,2025-12-11,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Omshree Agro Tech Pvt. Ltd.,Letter Of credit | Long term Loans | Non-government debt | Term loans,Letter Of credit,ACUITE | CARE,ACUITE,2,A 3+,Reaffirmed,2025-08-22,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Padma Laxmi Sree Rice Mill Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,CARE | CRISIL,CARE,2,A 4,Reaffirmed,2025-11-20,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Paliwal Sons Dairy Pvt. Ltd.,Term loans,Term loans,BRICKWORK | Infomerics,BRICKWORK,2,B-,Reaffirmed,2025-12-08,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Prasad Sugar & Allied Agro Products Ltd.,Term loans,Term loans,BRICKWORK | CRISIL,CRISIL,2,B-,Initial Rating,2025-08-19,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
R P Edible Oils Pvt. Ltd.,Letter Of credit | Short-term loan | Term loans,Letter Of credit,ACUITE | BRICKWORK,ACUITE,2,A 4,Reaffirmed,2025-08-22,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Radhe Agro Inds. India Pvt. Ltd.,Term loans,Term loans,BRICKWORK | CARE,BRICKWORK,2,C-,Reaffirmed,2025-12-05,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rajdeep Rice Mill Pvt. Ltd.,Term loans,Term loans,CRISIL | IND-RA,CRISIL,2,B,Reaffirmed,2025-09-30,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rehber Food Inds. Pvt. Ltd.,Term loans,Term loans,CARE | ICRA,CARE,2,D,Reaffirmed,2025-08-07,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rythu Dairy Products Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL | IND-RA,CRISIL,2,B+,Reaffirmed,2025-09-29,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S S Food Products Pvt. Ltd.,Term loans,Term loans,BRICKWORK | CARE,CARE,2,B-,Reaffirmed,2025-12-05,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Samarth Dairy & Agro Products Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Term loans,CARE | CRISIL,CARE,2,B-,Downgraded,2025-07-14,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sanjay Grain Products Pvt. Ltd.,Long term Loans | Short-term loan,Short-term loan,ACUITE | Infomerics,ACUITE,2,A 4+,Withdrawn,2025-07-22,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Satidadi Agro Mfrs. Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,ACUITE | BRICKWORK,BRICKWORK,2,A 4,Reaffirmed,2025-09-18,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shanti Agro Foods Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,BRICKWORK | CRISIL,CRISIL,2,D,Reaffirmed,2025-09-08,MEDIUM,5,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
