Company Name,Current Raters,Rater Count,Instrument,Rating,Last Rating Date,Days Since Rating,Urgency,INC Flag,Sector,Call Today Reason,ACER Pitch Angle
Vijay Agrofoods Pvt. Ltd.,BRICKWORK,1,Term loans,C,2025-05-21,390,HIGH,YES,Other,INC — 390 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Viva Boards Pvt. Ltd.,BRICKWORK,1,Term loans,D,2025-05-21,390,HIGH,YES,Other,INC — 390 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Wevin Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-05-21,390,HIGH,YES,Other,INC — 390 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Jayalakshmi Spintex India Private Limited,Infomerics,1,Long Term Fund Based Facility - Term Loan,IVR B (INC)(Downgraded),2025-05-21,390,HIGH,YES,Other,INC — 390 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
RBP Energy (India) Private Limited,Infomerics,1,Long Term Facilities,IVR BB+ (INC)(Downgraded),2025-05-21,390,HIGH,YES,Infrastructure,INC — 390 days overdue | Sector: Infrastructure,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Subhlakshmi Finance Private Limited,Infomerics,1,Long Term Facilities,IVR BB+ (INC)(Downgraded),2025-05-21,390,HIGH,YES,BFSI,INC — 390 days overdue | Sector: BFSI,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Wadhwa Construction & Infrastructure Private Limited (WCIPL),Infomerics,1,Long Term Fund Based Bank Facilities,IVR BB+ (INC)(Downgraded),2025-05-21,390,HIGH,YES,Construction,INC — 390 days overdue | Sector: Construction,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Celebi Delhi Cargo Terminal Mgmt. India Pvt. Ltd.,CARE | ICRA,2,Term loans,A,2025-05-22,389,HIGH,YES,Logistics,INC — 389 days overdue | Sector: Logistics,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A Auto Movers Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,B,2025-05-22,389,HIGH,YES,Manufacturing,INC — 389 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Alpine Knits (India) Pvt. Ltd.,BRICKWORK,1,Letter Of credit,A 4,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Alstone Industries Pvt. Ltd.,CRISIL,1,Term loans,B,2025-05-22,389,HIGH,YES,Manufacturing,INC — 389 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Arupadai Arulmurugan Spinners Pvt. Ltd.,CARE,1,Term loans,B-,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
D M P Nirman Pvt. Ltd.,CARE,1,Bank Guarantee,A 4,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Dura Roof Pvt. Ltd.,CARE,1,Bank Guarantee,A 4,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Eswari Exports Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Fauji Exim Pvt. Ltd.,CRISIL,1,Short-term loan,A 4,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
G L S Infratech Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Global Metal & Energy Pvt. Ltd.,ICRA,1,Term loans,D,2025-05-22,389,HIGH,YES,Steel/Metals,INC — 389 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
I Q F Foods Pvt. Ltd.,CRISIL,1,Term loans,B,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Jaideep India Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Kora Shoes Pvt. Ltd.,CARE,1,Letter Of credit,A 4,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mahakali Motors Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,A 4,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nirman Infra-Steel Pvt. Ltd.,BRICKWORK,1,Letter Of credit,A 4,2025-05-22,389,HIGH,YES,Steel/Metals,INC — 389 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sipul Enterprises Ltd.,CRISIL,1,Long term Loans,D,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Terracis Technologies Ltd.,CARE,1,Bank Guarantee,D,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Trident Automobiles Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument,B-,2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Narain and Company,Infomerics,1,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-05-22,389,HIGH,YES,Other,INC — 389 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A N S Constructions Pvt. Ltd.,ACUITE | CRISIL,2,Bank Guarantee,A 4,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Deepika Infratech Pvt. Ltd.,ACUITE | CRISIL,2,Bank Guarantee,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Ganga Iron & Steel Trading Co. Ltd.,BRICKWORK | Infomerics,2,Bank Guarantee,A 4,2025-05-23,388,HIGH,YES,Steel/Metals,INC — 388 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Saket Infraprojects Pvt. Ltd.,BRICKWORK | Infomerics,2,Bank Guarantee,A 4,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Svarrnim Infrastructures Pvt. Ltd.,BRICKWORK | IND-RA,2,Bank Guarantee,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A B Crops Pvt. Ltd.,BRICKWORK,1,Letter Of credit,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A B Infra Invsts. Pvt. Ltd.,BRICKWORK,1,Letter Of credit,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A B World Trade Pvt. Ltd.,BRICKWORK,1,Letter Of credit,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A J R Infra & Tolling Ltd.,CARE,1,Bank Guarantee,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A1 Chips & Exports (India) Pvt. Ltd.,CARE,1,Non-fund-based financial facility/instrument,A 4,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Aadi Polymers Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 4,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Ace Infotexis Pvt. Ltd.,IND-RA,1,Non-fund based working capital limit,A 4+,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Astec Valves & Fittings Pvt. Ltd.,BRICKWORK,1,Letter Of credit,A 4,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Aurionpro Toshi Automatic Systems Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,A 4,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Biogenetic Drugs Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument,B+,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Cantech Engineers Pvt. Ltd.,CARE,1,Fund based financial facility/instrument,B-,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
D'Lords Footwear & Fashions Pvt. Ltd.,CRISIL,1,Long term Loans,B+,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
D-Vois Communications Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Diligent S C M Solutions Pvt. Ltd.,CRISIL,1,Long term Loans,BB,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Earthcon Universal Infratech Pvt. Ltd.,CRISIL,1,Term loans,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Endoc Lifecare Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-05-23,388,HIGH,YES,Healthcare,INC — 388 days overdue | Sector: Healthcare,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Excellent Power Cable Pvt. Ltd.,CRISIL,1,Term loans,B+,2025-05-23,388,HIGH,YES,Infrastructure,INC — 388 days overdue | Sector: Infrastructure,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Fenoplast Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
G I Industries Pvt. Ltd.,BRICKWORK,1,Letter Of credit,D,2025-05-23,388,HIGH,YES,Manufacturing,INC — 388 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
G M R Spintex Pvt. Ltd.,CRISIL,1,Long term Loans,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
G S M Mega Infrastructures Pvt. Ltd.,CRISIL,1,Long term Loans,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Genus Paper & Coke Ltd.,CARE,1,Bank Guarantee,A 4,2025-05-23,388,HIGH,YES,Manufacturing,INC — 388 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Gokul Mamra Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Hitaishi K K Mfg. Co. Pvt. Ltd.,ACUITE,1,Bank Guarantee,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Kaur Sain Spinners Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Kaushal Ferro Metals Pvt. Ltd.,CARE,1,Bank Guarantee,A 4,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
M E P Sanjose Arawali Kante Road Pvt. Ltd.,ICRA,1,Term loans,D,2025-05-23,388,HIGH,YES,Construction,INC — 388 days overdue | Sector: Construction,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Madhucon Sugar & Power Inds. Ltd.,ICRA,1,Term loans,D,2025-05-23,388,HIGH,YES,Agro/Food,INC — 388 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Maharaja Roller Flour Mills Jalna Pvt. Ltd.,BRICKWORK,1,Term loans,D,2025-05-23,388,HIGH,YES,Agro/Food,INC — 388 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mauli Fresh Agro Inds. Pvt. Ltd.,ICRA,1,Term loans,B+,2025-05-23,388,HIGH,YES,Agro/Food,INC — 388 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mercator Ltd.,CARE,1,Bank Guarantee,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Rollwell Forge Pvt. Ltd.,ACUITE,1,Long term Loans,B-,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Samriddhi Automations Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4+,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sandeep Motors Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument,C,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shah Paperplast Inds. Ltd.,ACUITE,1,Letter Of credit,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shree Somnath Iron & Power Pvt. Ltd.,ICRA,1,Term loans,B+,2025-05-23,388,HIGH,YES,Steel/Metals,INC — 388 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Anand Inds. (Katni) Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Siddhashram Rice Mills Cluster Pvt. Ltd.,ACUITE,1,Term loans,D,2025-05-23,388,HIGH,YES,Agro/Food,INC — 388 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sunex Stones Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Vector Projects (India) Pvt. Ltd.,CARE,1,Bank Guarantee,D,2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Bharat Heart & Super Speciality Hospitals,Infomerics,1,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Bharti Foods,Infomerics,1,Long Term Fund-based Bank Facilities - Cash Credit,IVR BB- (INC)(Reaffirmed),2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Bharti Industries,Infomerics,1,Long Term Fund-based Bank Facilities - Term Loan,IVR BB- (INC)(Reaffirmed),2025-05-23,388,HIGH,YES,Manufacturing,INC — 388 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Draken Metals Trading Private Limited,Infomerics,1,Long Term/ Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Home Zone Stainless Private Limited,Infomerics,1,Long Term Bank Facilities (including proposed),IVR B (INC)(Downgraded),2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Olympus Metal Private Limited,Infomerics,1,Long Term/ Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-05-23,388,HIGH,YES,Steel/Metals,INC — 388 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Oyster Steel and Iron Private Limited,Infomerics,1,Long Term/ Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-05-23,388,HIGH,YES,Steel/Metals,INC — 388 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Worldwide Metals Private Limited,Infomerics,1,Long Term Bank Facility,IVR D (INC)(Reaffirmed),2025-05-23,388,HIGH,YES,Other,INC — 388 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Greenvision Technologies Pvt. Ltd.,BRICKWORK | IND-RA,2,Letter Of credit,A 4,2025-05-26,385,HIGH,YES,Other,INC — 385 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Jsw Mahanadi Power Co. Ltd.,ICRA | IND-RA,2,Non-government debt,AA-/A1+,2025-05-26,385,HIGH,YES,Infrastructure,INC — 385 days overdue | Sector: Infrastructure,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mittal Infrastructure Pvt. Ltd.,CARE | CRISIL,2,Bank Guarantee,D,2025-05-26,385,HIGH,YES,Construction,INC — 385 days overdue | Sector: Construction,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
