Company_Name,Instrument_Type,Current_Rater,Rating,Rating_Date,Urgency,Is_INC,Tier,Sector,State,Why_Target,ACER_Pitch_Angle,Source
Associated Power Structures Ltd.,Term loans,CRISIL,A-,18-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Atlanta Electricals Ltd.,Fund based financial facility/instrument,CRISIL,A,10-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Atria Wind Power (Basavana Bagewadi) Pvt. Ltd.,Term loans,CARE,BB,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Atria Wind Power (Bijapur 1) Pvt. Ltd.,Term loans,CARE,BB,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Atria Wind Power (Chitradurga) Pvt. Ltd.,Term loans,CARE,BB+,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Automatic Electric Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4+,07-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Avaada Clean Sustainable Energy Pvt. Ltd.,Fund based financial facility/instrument,CARE,A,19-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Avaada Energy Pvt. Ltd.,Non-government debt,IND-RA,A+/A1,04-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Avaada Solarise Energy Pvt. Ltd.,Term loans,CARE,AA,09-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Avaada Sunce Energy Pvt. Ltd.,Term loans,CARE,AA,19-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Avighna Solarfarms Ltd.,Term loans,CRISIL,A+,25-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Avikiran Solar India Pvt. Ltd.,Term loans,CARE,BBB+,10-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ayana Ananthapuramu Solar Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 1+,30-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ayana Renewable Power One Pvt. Ltd.,Term loans,CARE,AA+,12-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ayana Renewable Power Pvt. Ltd.,Non-government debt,ICRA,AA+/A1+,30-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ayana Renewable Power Six Pvt. Ltd.,Term loans,CARE,A+,12-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Clean Energy Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Photovoltaic Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power (Haryana) Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power (Karnataka) Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power (Raj.) Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Eris Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Forty One Pvt. Ltd.,Term loans,CRISIL,A+,28-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Forty Pvt. Ltd.,Term loans,CRISIL,A,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Forty Three Pvt. Ltd.,Long term Loans,CRISIL,A,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power India Pvt. Ltd.,Long term Loans,CRISIL,A,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Infrastructure Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Maple Pvt. Ltd.,Long term Loans,CRISIL,A-,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Mars Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Pluto Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Thirty Seven Pvt. Ltd.,Term loans,CARE,AA-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
B C H Electric Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 2+,07-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
B N C Power Projects Ltd.,Letter Of credit,CRISIL,A 2,10-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
B S E S Rajdhani Power Ltd.,Bank Guarantee,CARE,A 2+,09-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
B S E S Yamuna Power Ltd.,Bank Guarantee,CARE,A 2,09-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bajaj Electricals Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 1+,23-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bengal Energy Ltd.,Term loans,CARE,A,04-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bhagwati Power & Steel Ltd.,Letter Of credit,ICRA,A 2+,31-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bhanuenergy Industrial Devp. Ltd.,Term loans,CRISIL,AAA,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bhanuenergy Infrastructure & Power Ltd.,Term loans,CRISIL,AAA,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bharat Electrical Contractors & Mfrs. Pvt. Ltd.,Long term Loans,ACUITE,BBB,23-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bharat Electronics Ltd.,Non-fund-based financial facility/instrument,ICRA,A 1+,20-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bharat Heavy Electricals Ltd.,Non-government debt,IND-RA,AA-/A1+,30-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bidwal Renewable Pvt. Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Blupine Energy Pvt. Ltd.,Bank Guarantee,CARE,A+,09-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Borosil Renewables Ltd.,Non-government debt,IND-RA,A/A1,30-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
C B C Solar Technologies Pvt. Ltd.,Term loans,CRISIL,AAA,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
C G E Hybrid Energy Pvt. Ltd.,Non-government debt,CARE,A-/A2+,30-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
C G E Ii Hybrid Energy Pvt. Ltd.,Term loans,CRISIL,BBB+,20-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
C G Power & Indl. Solutions Ltd.,Non-government debt,IND-RA,AA+/A1+,18-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Caparo Power Ltd.,Non-government debt,CARE,BBB+/A2,18-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Celestial Solar Solutions Pvt. Ltd.,Term loans,ICRA,AA,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Century Infrapower Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,02-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Chango Yangthang Hydro Power Ltd.,Term loans,IND-RA,A+,23-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Chhattisgarh State Power Distribution Co. Ltd.,Debentures / Bonds / notes / bills,IND-RA,A(CE),07-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Chhattisgarh State Power Generation Co. Ltd.,Term loans,IND-RA,A,29-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Cimechel Electric Private Limited,Long term Loans,CRISIL,BBB,30-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Citron Ecopower Pvt. Ltd.,Term loans,IND-RA,A,06-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clarion Wind Farm Pvt. Ltd.,Term loans,IND-RA,BBB-,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clean Solar Power (Jodhpur) Pvt. Ltd.,Term loans,CARE,A+,03-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clean Solar Power (Tumkur) Pvt. Ltd.,Term loans,CARE,A,19-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clean Sustainable Energy Pvt. Ltd.,Term loans,CARE,AA,09-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clean Wind Power (Manvi) Pvt. Ltd.,Long term Loans,CRISIL,A,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Cleansolar Renewable Energy Pvt. Ltd. [Merged],Term loans,IND-RA,A-,22-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Cleantech Solar Energy (India) Pvt. Ltd.,Term loans,ICRA,A,09-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Contendre Greenergy Ltd.,Non-fund based working capital limit,IND-RA,A 4+,25-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Continuum Power Trdg. (T N) Pvt. Ltd.,Term loans,CARE,A-,30-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Convergence Energy Services Ltd.,Long term Loans,ACUITE,A-,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Coromandel Electric Co. Ltd.,Bank Guarantee,CARE,A 4,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Cosmic P V Power Ltd.,Term loans,CARE,BBB,06-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Cotmac Electronics Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,17-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Crompton Greaves Consumer Electricals Ltd.,Non-fund based working capital limit,IND-RA,A 1+,06-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
