Rank,Company_Name,Sector,Instrument,Current_Rater,Rating,Rating_Date,Urgency,INC_Flag,Tier,Why_Target,ACER_Pitch_Angle
74,Sustainable Agro-Commercial Finance Ltd.,BFSI,Long term Loans,CARE,D,2025-06-08,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.
75,Capital Power Systems Ltd.,BFSI-NBFC,Bank Guarantee,ACUITE,A 2,2025-05-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
76,Adhikar Microfinance Private Limited,BFSI-NBFC,Long Term Bank Facilities- Term Loan,Infomerics,IVR D (INC)(Reaffirmed),2025-04-01,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments. Demonstrate governance credibility to lenders"
77,Ashv Finance Ltd.,BFSI-NBFC,Long term Loans,ACUITE,B,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
78,Capital Power Infrastructure Pvt. Ltd.,BFSI-NBFC,Bank Guarantee,BRICKWORK,A 4,2025-06-02,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
79,Finvent Finance & Invts. Ltd.,BFSI-NBFC,Long term Loans,CRISIL,B-,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
80,ICL Fincorp Limited,BFSI-NBFC,Non-Convertible Debentures,Infomerics,IVR BB (INC) (Reaffirmed),2025-03-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
81,IFL Housing Finance Limited,BFSI-NBFC,Long-Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),2024-12-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),[INC] NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE. Rating lapse risks your borrowing capacity
82,J M J Finance Ltd.,BFSI-NBFC,Long term Loans,CRISIL,B+,2025-05-19,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
83,Margdarshak Financial Services Ltd.,BFSI-NBFC,Term loans,BRICKWORK,D,2025-05-27,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
84,Navachetana Microfinance Services Private Limited,BFSI-NBFC,Long Term Bank Facilities - Term Loans,Infomerics,IVR D (INC)(Downgraded),2025-06-04,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments. Demonstrate governance credibility to lenders"
85,RBA Finance Private Limited,BFSI-NBFC,Long Term Fund Based Facilities - Cash Credit,Infomerics,"IVR BB+ (Upgraded, removed from INC category and simultaneously Withdrawn)",2024-03-07,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
86,Sai Point Finance Corporation Limited,BFSI-NBFC,Long Term Fund Based Limits - Cash Credit,Infomerics,IVR BB (INC)(Withdrawn),2021-11-25,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
87,Subhlakshmi Finance Private Limited,BFSI-NBFC,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
88,Swift Financial Results Limited,BFSI-NBFC,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"[INC] RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost. Current rater unresponsive — ACER offers named analyst, 15-day turnaround"
89,Ashoka Distillers & Chemicals Pvt. Ltd.,ChemicalsPharma,Non-government debt,ICRA,B+/A4,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
90,Auro Impex & Chemicals Limited,ChemicalsPharma,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with Infomerics,INC at Infomerics — ACER provides fresh start with faster turnaround
91,Hindusthan Speciality Chemicals Limited,ChemicalsPharma,Short Term Non-Fund Based Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2025-02-03,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with Infomerics,INC at Infomerics — ACER provides fresh start with faster turnaround
92,Nayati Medical Private Limited (Formerly known as Nayati Pharma Private Limited),ChemicalsPharma,Long Term Bank Facilities,Infomerics,IVR C- (INC)(Downgraded),2025-02-17,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with Infomerics,INC at Infomerics — ACER provides fresh start with faster turnaround
93,Nikhil Adhesives Limited,ChemicalsPharma,Long Term/ Short Term Bank Facilities,Infomerics,IVR B/IVR A4; (INC)(Downgraded/Reaffirmed),2025-06-17,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with Infomerics,INC at Infomerics — ACER provides fresh start with faster turnaround
94,Omkar Speciality Chemicals Ltd.,ChemicalsPharma,Letter Of credit,CRISIL,D,2025-05-30,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
95,Sigma Chemtrade Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4+,2025-06-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
96,Supreet Chemicals Private Limited,ChemicalsPharma,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-17,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with Infomerics,INC at Infomerics — ACER provides fresh start with faster turnaround
97,Aadi Polymers Pvt. Ltd.,ChemicalsPharma,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-23,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
98,Abil Chempharma Pvt. Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,A 4,2025-05-16,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
99,Adorn Speciality Polymers Pvt. Ltd.,ChemicalsPharma,Fund based financial facility/instrument,BRICKWORK,B-,2025-06-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
100,Amazing Rubber Products Pvt. Ltd.,ChemicalsPharma,Long term Loans,CRISIL,BB,2025-05-27,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
101,Asian Fertilizers Ltd.,ChemicalsPharma,Fund based financial facility/instrument,BRICKWORK,B-,2025-06-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
102,Asolution Pharmaceuticals Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,BRICKWORK,A 4,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
103,B A S P Chemical Products Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,A 4,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
104,Choksi Laboratories Ltd.,ChemicalsPharma,Term loans,BRICKWORK,C,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
105,Darjeeling Organic Tea Estates Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,BRICKWORK,D,2025-06-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
106,G K Plastics Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
107,Heurtey Petrochem India Pvt. Ltd.,ChemicalsPharma,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
108,Jeevan Polymers Pvt. Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,D,2025-06-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
109,Jericho Chemicals LLP,ChemicalsPharma,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-05-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
110,Moksha Thermoplastics Private Limited,ChemicalsPharma,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
111,Nuchem Dyestuffs Pvt. Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,A 4,2025-06-04,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
112,Organic Coatings Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-05-30,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
113,P.K. Pharmatech Private Limited,ChemicalsPharma,Long Term Bank Facility- Cash Credit,Infomerics,IVR B+(INC) (Downgraded),2025-01-01,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
114,Pab Organics Pvt. Ltd.,ChemicalsPharma,Non-fund-based financial facility/instrument,CARE,A 4,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
115,Rubber King Tyre Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4+,2025-05-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
116,Rupal Plastics Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-05-29,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
117,S P P Polymer Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
118,Sandhya Organic Chemicals Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-06-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
119,Saptagir Laboratories Pvt. Ltd.,ChemicalsPharma,Term loans,CARE,C,2025-05-19,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
120,Sonasati Organics Private Limited,ChemicalsPharma,Long Term Bank Facilities,Infomerics,IVR BB+ (CE)(INC)(Reaffirmed and Withdrawn),2022-10-31,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
121,Sovika Chemicals Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,BRICKWORK,A 4,2025-06-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
122,Spell Organics Ltd.,ChemicalsPharma,Fund based financial facility/instrument,CRISIL,B+,2025-05-15,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
