Rank,Company_Name,Sector,Instrument,Current_Rater,Rating,Rating_Date,Urgency,INC_Flag,Tier,Why_Target,ACER_Pitch_Angle
353,Industrial Progressive (India) Ltd.,Manufacturing,Term loans,CARE,D,30-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
354,International Switchgears Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,19-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
355,Jalna Siddhivinayak Alloys Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"April 7, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
356,Jayatma Industries Ltd.,Manufacturing,Non-government debt,CARE,C/A4,03-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
357,Jindal Nickel & Alloys Ltd.,Manufacturing,Letter Of credit,BRICKWORK,A 4,21-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
358,Jyoti C N C Automation Ltd.,Manufacturing,Fund based financial facility/instrument,BRICKWORK,BB+,20-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
359,Kataria Automobiles Private Limited (KAPL),Manufacturing,Long Term Fund based facilities - Cash Credit,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 10, 2023",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
360,Krishna Defence and Allied Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 29, 2024",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
361,Lakra Industries Ltd.,Manufacturing,Term loans,BRICKWORK,D,08-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
362,Leel Electricals Ltd.,Manufacturing,Non-government debt,CARE,D,02-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
363,Lords Mark Industries Ltd. [Merged],Manufacturing,Fund based financial facility/instrument,CARE,BB,08-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
364,M. M. Industries,Manufacturing,Long Term Facilities,Infomerics,IVR C+ (INC)(Downgraded),"January 27, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
365,MSR Iron and Steel Industries India Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"January 27, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
366,Macbrout Engineering Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,15-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
367,Manaksia Coated Metals & Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Reaffirmed and Withdrawn),"April 18, 2023",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
368,Mandovi Casting Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,A 4,12-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
369,Metstar Industries Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,C,28-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
370,Moharir Motors & Services Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,BRICKWORK,C-,21-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
371,Mynah Industries Ltd.,Manufacturing,Letter Of credit,BRICKWORK,D,05-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
372,NRC Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"May 5, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
373,NS Engineering Company Private Limited,Manufacturing,Long Term Bank Facility,Infomerics,IVR B+ (INC)(Downgraded),"January 6, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
374,Namo Alloys Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"March 18, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
375,Nava Nirman Fabrication Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,D,13-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
376,Nepzpack Industries Pvt. Ltd.,Manufacturing,Term loans,CRISIL,B,13-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
377,Nexo Industries Pvt. Ltd.,Manufacturing,Term loans,CARE,BB-,06-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
378,Northern Electric Cables Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CARE,B-,06-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
379,O S T Electronics Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,30-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
380,Partap Wires (India) Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
381,Patwari Electricals Pvt. Ltd.,Manufacturing,Bank Guarantee,CARE,A 4,10-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
382,Perfect Alloys & Steel Ltd.,Manufacturing,Term loans,BRICKWORK,C-,15-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
383,Pharmachem Industries (Gujarat) Pvt. Ltd.,Manufacturing,Long term Loans,ACUITE,B+,11-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
384,Podder & Podder (Equipment & Project) Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CRISIL,A 4,30-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
385,Positive Metering Pumps (India) Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,12-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
386,R Q S Engineering Pvt. Ltd.,Manufacturing,Long term Loans,CRISIL,B,29-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
387,Rajyalakshmi Coated Wires Pvt. Ltd.,Manufacturing,Letter Of credit,BRICKWORK,A 4,10-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
388,Ray Engineering Private Limited,Manufacturing,Long Term fund-based Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"April 7, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
389,Resonance Paper Mill Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
390,Rine Engineering Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
391,Roger Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"June 6, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
392,S D Auto Engg. Works Pvt. Ltd.,Manufacturing,Term loans,CRISIL,B,13-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
393,Sakthi Auto Ancillary Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,C,13-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
394,Samriddhi Automations Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,A 4+,23-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
395,Sandcity Autotec Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CARE,B-,16-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
396,Saraswati Component Motors Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,C,12-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
397,Sarup Industries Ltd.,Manufacturing,Letter Of credit,BRICKWORK,A 4,05-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
398,Shah Paperplast Inds. Ltd.,Manufacturing,Term loans,ACUITE,D,23-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
399,Shivalik Auto Engineering Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Reaffirmed & Withdrawn),"October 19, 2023",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
400,Shonan Engineering Works Pvt. Ltd.,Manufacturing,Letter Of credit,CARE,A 4,11-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
401,Shree Automotive Private Limited,Manufacturing,Long Term Bank Facilities (including proposed facility of Rs. 12.77 crore),Infomerics,IVR BB (INC)(Downgraded),"December 13, 2024",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
402,Shree Sidhbali Industries Ltd.,Manufacturing,Non-government debt,BRICKWORK,B/A4,06-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
403,Shri Mangalam Auto Pvt. Ltd.,Manufacturing,Term loans,CRISIL,BB,27-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
404,Shubhlaxmi Casting Pvt. Ltd. [Merged],Manufacturing,Bank Guarantee,BRICKWORK,A 4,21-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
405,Siddheshwari Paper Udyog Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,A 4,12-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
406,Skytouch Ceramic Pvt. Ltd.,Manufacturing,Term loans,CRISIL,B,12-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
407,Speedofer Components Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,B-,26-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
408,Sree Rengaraj Ispat Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 6, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
409,Sun Paper Mill Limited,Manufacturing,Proposed Long Term Bank Facility - Proposed Term Loan,Infomerics,IVR B (INC)(Downgraded),"April 2, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
410,Swati Industries,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),"April 7, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
411,Tecknoweld Alloys (India) Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,BRICKWORK,D,16-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
412,Thermotech Engineering (Pune) Pvt. Ltd.,Manufacturing,Non-government debt,CARE,B-/A4,08-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
413,Twinstar Industries Ltd.,Manufacturing,Bank Guarantee,BRICKWORK,D,13-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
414,Unique Autosales Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,BRICKWORK,C,21-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
415,Universal Auto Components Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,D,27-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
416,Venus Garments (India) Ltd.,Manufacturing,Letter Of credit,CRISIL,D,29-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
417,Vesta Equipment Pvt. Ltd.,Manufacturing,Term loans,CARE,D,26-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
418,Vijay Engineering & Machinery Company,Manufacturing,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"April 1, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
419,Vipul Industries Pvt. Ltd.,Manufacturing,Term loans,ICRA,B+,28-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with ICRA; high urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
420,V R L Media Pvt. Ltd.,Media & Retail,Term loans,CARE,BB+,2025-01-07,HIGH,YES,ULTRA HOT,INC — CARE abandoned | Rating overdue 527 days,URGENT: CARE abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
421,G L S Films Inds. Pvt. Ltd.,Media & Retail,Non-government debt | Term loans,CARE,D,2025-02-06,HIGH,YES,ULTRA HOT,INC — CARE abandoned | Rating overdue 497 days,URGENT: CARE abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
422,Induro Lifestyle Resources Pvt. Ltd.,Media & Retail,Long term Loans | Term loans,ACUITE,B,2025-02-06,HIGH,YES,ULTRA HOT,INC — ACUITE abandoned | Rating overdue 497 days,URGENT: ACUITE abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
423,Value Added Fashion Fabrics Pvt. Ltd.,Media & Retail,Fund based financial facility/instrument,BRICKWORK,B+,2025-04-07,HIGH,YES,ULTRA HOT,INC — BRICKWORK abandoned | Rating overdue 437 days,URGENT: BRICKWORK abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
424,Future Lifestyle Fashions Ltd.,Media & Retail,Letter Of credit | Long term Loans | Term loans,CARE,D,2025-04-11,HIGH,YES,ULTRA HOT,INC — CARE abandoned | Rating overdue 433 days | Multi-agency,URGENT: CARE abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
425,Western Coffee Curers & Exports Pvt. Ltd.,Media & Retail,Non-government debt | Term loans,CARE,B+/A4,2025-04-11,HIGH,YES,ULTRA HOT,INC — CARE abandoned | Rating overdue 433 days,URGENT: CARE abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
426,Shrijee Lifestyle Pvt. Ltd.,Media & Retail,Fund based financial facility/instrument | Non-government debt | Term loans,BRICKWORK,BBB-,2025-05-08,HIGH,YES,ULTRA HOT,INC — BRICKWORK abandoned | Rating overdue 406 days | Multi-agency,URGENT: BRICKWORK abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
427,Multifilms Plastics Pvt. Ltd.,Media & Retail,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,IND-RA,B-/A4,2025-05-12,HIGH,YES,ULTRA HOT,INC — IND-RA abandoned | Rating overdue 402 days | Multi-agency,URGENT: IND-RA abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
428,Nova Publications & Printers Pvt. Ltd.,Media & Retail,Bank Guarantee,CRISIL,A 4,2025-05-12,HIGH,YES,ULTRA HOT,INC — CRISIL abandoned | Rating overdue 402 days,URGENT: CRISIL abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
429,M P S Telecom Retail Pvt. Ltd.,Media & Retail,Term loans,CARE,B-,2025-06-06,HIGH,YES,ULTRA HOT,INC — CARE abandoned | Rating overdue 377 days,URGENT: CARE abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
430,Santoshi Barrier Film India Pvt. Ltd.,Media & Retail,Letter Of credit | Long term Loans,ACUITE,D,2025-06-11,HIGH,YES,ULTRA HOT,INC — ACUITE abandoned | Rating overdue 372 days,URGENT: ACUITE abandoned your account. ACER covers media/retail sector — rescue rating in 15 days.
431,Troix Chemicals Pvt. Ltd.,Mining & Minerals,Non-government debt,CARE,C/A4,2025-01-07,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (527 days),URGENT: CARE abandoned your Non-government debt. ACER specializes in mining sector — rescue rating in 15 days.
432,Lok Chemicals Pvt. Ltd.,Mining & Minerals,Non-government debt,CARE,BBB-/A3,2025-01-10,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (524 days),URGENT: CARE abandoned your Non-government debt. ACER specializes in mining sector — rescue rating in 15 days.
433,Mobilestore Services Ltd.,Mining & Minerals,Bank Guarantee,CARE,D,2025-01-10,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (524 days),URGENT: CARE abandoned your Bank Guarantee. ACER specializes in mining sector — rescue rating in 15 days.
434,Kapeeshwar Sugars & Chemicals Ltd.,Mining & Minerals,Term loans,IND-RA,BB,2025-01-12,HIGH,YES,ULTRA HOT,INC — IND-RA not cooperating | Rating overdue (522 days),URGENT: IND-RA abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
435,Turbhe Chemicals Pvt. Ltd.,Mining & Minerals,Non-government debt | Term loans,CARE,B+/A4,2025-01-12,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (522 days),URGENT: CARE abandoned your Non-government debt | Term loans. ACER specializes in mining sector — rescue rating in 15 days.
436,Fie Refineries & Chemical Pvt. Ltd.,Mining & Minerals,Term loans,BRICKWORK,C,2025-02-07,HIGH,YES,ULTRA HOT,INC — BRICKWORK not cooperating | Rating overdue (496 days),URGENT: BRICKWORK abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
437,Cosmo Granites Pvt. Ltd.,Mining & Minerals,Term loans,CRISIL,B,2025-03-06,HIGH,YES,ULTRA HOT,INC — CRISIL not cooperating | Rating overdue (469 days) | Multi-agency — open to new raters,URGENT: CRISIL abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
438,Coalsale Co. Ltd.,Mining & Minerals,Bank Guarantee | Non-fund-based financial facility/instrument,CARE,A 4+,2025-03-07,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (468 days),URGENT: CARE abandoned your Bank Guarantee | Non-fund-based financial facility/instrument. ACER specializes in mining sector — rescue rating in 15 days.
439,Wellness Forever Medicare Ltd.,Mining & Minerals,Long term Loans | Non-fund based working capital limit | Term loans,IND-RA,B+,2025-03-07,HIGH,YES,ULTRA HOT,INC — IND-RA not cooperating | Rating overdue (468 days) | Multi-agency — open to new raters,URGENT: IND-RA abandoned your Non-fund based working capital limit | Term loans. ACER specializes in mining sector — rescue rating in 15 days.
440,Sand Dune Constructions Pvt. Ltd.,Mining & Minerals,Fund based financial facility/instrument,BRICKWORK,D,2025-04-07,HIGH,YES,ULTRA HOT,INC — BRICKWORK not cooperating | Rating overdue (437 days),URGENT: BRICKWORK abandoned your Fund based financial facility/instrument. ACER specializes in mining sector — rescue rating in 15 days.
441,Stoney Vinimay Pvt. Ltd.,Mining & Minerals,Long term Loans | Short-term loan,ACUITE,A 4+,2025-04-09,HIGH,YES,ULTRA HOT,INC — ACUITE not cooperating | Rating overdue (435 days),URGENT: ACUITE abandoned your Long term Loans | Short-term loan. ACER specializes in mining sector — rescue rating in 15 days.
442,Newton Engineering & Chemicals Ltd.,Mining & Minerals,Bank Guarantee | Letter Of credit,ACUITE,D,2025-04-11,HIGH,YES,ULTRA HOT,INC — ACUITE not cooperating | Rating overdue (433 days),URGENT: ACUITE abandoned your Bank Guarantee | Letter Of credit. ACER specializes in mining sector — rescue rating in 15 days.
443,Pearl Mineral & Mines Pvt. Ltd.,Mining & Minerals,Long term Loans,CRISIL,B+,2025-04-11,HIGH,YES,ULTRA HOT,INC — CRISIL not cooperating | Rating overdue (433 days),URGENT: CRISIL abandoned your Long term Loans. ACER specializes in mining sector — rescue rating in 15 days.
444,Sandhya Chemplast Pvt. Ltd.,Mining & Minerals,Bank Guarantee | Fund based financial facility/instrument,CRISIL,B+,2025-04-11,HIGH,YES,ULTRA HOT,INC — CRISIL not cooperating | Rating overdue (433 days),URGENT: CRISIL abandoned your Bank Guarantee | Fund based financial facility/instrument. ACER specializes in mining sector — rescue rating in 15 days.
445,Universal Petrochemicals Ltd.,Mining & Minerals,Bank Guarantee | Letter Of credit,BRICKWORK,A 4,2025-04-12,HIGH,YES,ULTRA HOT,INC — BRICKWORK not cooperating | Rating overdue (432 days),URGENT: BRICKWORK abandoned your Bank Guarantee | Letter Of credit. ACER specializes in mining sector — rescue rating in 15 days.
446,Creative Chain Stores Pvt. Ltd.,Mining & Minerals,Bank Guarantee | Letter Of credit,CARE,D,2025-05-11,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (403 days),URGENT: CARE abandoned your Bank Guarantee | Letter Of credit. ACER specializes in mining sector — rescue rating in 15 days.
447,Barak Valley Cements Ltd.,Mining & Minerals,Term loans,CARE,BB+,2025-05-12,HIGH,YES,ULTRA HOT,INC — CARE not cooperating | Rating overdue (402 days) | Multi-agency — open to new raters,URGENT: CARE abandoned your Term loans. ACER specializes in mining sector — rescue rating in 15 days.
448,Norex Flavours Pvt. Ltd.,Mining & Minerals,Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,CRISIL,BBB,2025-05-12,HIGH,YES,ULTRA HOT,INC — CRISIL not cooperating | Rating overdue (402 days) | Multi-agency — open to new raters,URGENT: CRISIL abandoned your Letter Of credit | Term loans. ACER specializes in mining sector — rescue rating in 15 days.
449,Skyz Stones Pvt. Ltd.,Mining & Minerals,Fund based financial facility/instrument | Term loans,BRICKWORK,BB-,2025-05-12,HIGH,YES,ULTRA HOT,INC — BRICKWORK not cooperating | Rating overdue (402 days),URGENT: BRICKWORK abandoned your Fund based financial facility/instrument | Term loans. ACER specializes in mining sector — rescue rating in 15 days.
