Company Name,Agency,Instrument,Rating,Rating Date,Days_INC,Current Urgency,MEDIUM_Date,HOT_Date,ULTRA_HOT_Date,Q2_Escalation_Month,Amount_Cr,Sector,NCD_Flag,Why Target,ACER Pitch Angle,Source
Bhagwati Industrial Group Ltd.,CRISIL,Term loans,B,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,38.64,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagwati Vintrade Pvt. Ltd.,CARE,Term loans,B-,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,8.27,Other,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagya Laxmi Gems & Jewellers Pvt. Ltd.,ACUITE,Bank Guarantee,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,15.0,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagyodaya Trokhos Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,D,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,13.0,Other,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagyodaya Trokhos Pvt. Ltd.,CRISIL,Long term Loans,D,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.25,Other,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bharat Engineering Construction Co. Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-01,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.25,Construction/Infra,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bharat Engineering Construction Co. Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-01,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.0,Construction/Infra,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhardwaj Construction Co. Pvt. Ltd.,IND-RA,Non-fund-based financial facility/instrument,A 4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,9.84,Construction/Infra,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhargavi Automobiles Pvt. Ltd.,CARE,Term loans,BB,2026-04-07,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.0,Automobiles,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhartia Yarns Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.0,Textiles,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhopal Tractors Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.0,Automobiles,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhoruka Power Corpn. Ltd.,IND-RA,Term loans,BB-,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1012.82,Energy/Power,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bihani Binayake Cotex Pvt. Ltd.,CARE,Term loans,B-,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.69,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Biomedix Optotechnik & Devices Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,8.91,IT/Technology,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Biop Steels & Power Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-07,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,Steel & Metals,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Biop Steels & Power Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-07,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Steel & Metals,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Birli Spinning Mill Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.0,Textiles,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Birli Spinning Mill Pvt. Ltd.,ACUITE,Letter Of credit,A 4,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Textiles,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Birli Spinning Mill Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,42.0,Textiles,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Blue Duck Textiles Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.83,Textiles,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bluemax Imppex (India) Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2026-04-03,86,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Other,Standard,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Borkar Packaging Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,30.8,Paper/Packaging,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Borkar Packaging Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,25.2,Paper/Packaging,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Boxcoworld Pvt. Ltd.,CRISIL,Bank Guarantee,D,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,Other,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Boxcoworld Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,D,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.5,Other,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bravo Agencies Pvt. Ltd.,CARE,Letter Of credit,D,2026-04-06,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.5,Other,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Brindha Cotton Mills Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.57,Agro/Food,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Brs Enterprises & Trading Ltd.,ACUITE,Letter Of credit,D,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,30.0,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Buildmate Projects Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Construction/Infra,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Buildmate Projects Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.0,Construction/Infra,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Buildmate Projects Pvt. Ltd.,CARE,Term loans,C,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.74,Construction/Infra,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bulland Buildtech Pvt. Ltd.,CARE,Fund based financial facility/instrument,D,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,45.0,Construction/Infra,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C B C Fashions (Asia) Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-07,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,8.81,Other,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C Gems & Jewels Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.5,Other,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C M Auto Sales Pvt. Ltd.,CARE,Fund based financial facility/instrument,B+,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,16.1,Automobiles,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C M Auto Sales Pvt. Ltd.,CARE,Non-government debt,B+/A4,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.5,Automobiles,NCD — SEBI License Required,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C P Re-Rollers Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,9.38,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C P Re-Rollers Ltd.,BRICKWORK,Fund based financial facility/instrument,BB-,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.6,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C S H Power Himoinsa Pvt. Ltd.,CARE,Non-government debt,A 4,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.0,Energy/Power,NCD — SEBI License Required,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cabbana Infrastructures Pvt. Ltd.,IND-RA,Term loans,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,363.72,Construction/Infra,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cadillac Granito Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.75,Other,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cadillac Granito Pvt. Ltd.,CRISIL,Term loans,B,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,15.0,Other,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Electech Pvt. Ltd.,BRICKWORK,Bank Guarantee,B+,2026-04-03,86,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,123.5,BFSI/NBFC,Standard,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Electricals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.0,Energy/Power,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Electricals Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Energy/Power,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Electricals Pvt. Ltd.,CRISIL,Short-term loan,A 4,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.0,Energy/Power,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Record Centre Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.61,BFSI/NBFC,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Record Centre Pvt. Ltd.,CRISIL,Term loans,B,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.09,BFSI/NBFC,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Carboline (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-07,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.5,Other,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Carboline (India) Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-07,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.5,Other,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cee Dee Vacuum Equipment Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,15.0,Other,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cee Dee Vacuum Equipment Pvt. Ltd.,ACUITE,Letter Of credit,A 4,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.0,Other,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cee Dee Vacuum Equipment Pvt. Ltd.,ACUITE,Term loans,B,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.5,Other,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Centurion Remedies Pvt. Ltd.,CRISIL,Bank Guarantee,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.93,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Centurion Remedies Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,20.14,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Centurion Remedies Pvt. Ltd.,CRISIL,Letter Of credit,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.0,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Centurion Remedies Pvt. Ltd.,CRISIL,Term loans,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.34,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Century Aluminium Mfg. Co. Ltd.,BRICKWORK,Bank Guarantee,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,15.0,Other,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Century Aluminium Mfg. Co. Ltd.,BRICKWORK,Letter Of credit,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,57.5,Other,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
