Company Name,Date,Agency,Instrument,Grade,Rating,Status,Amount,INC_Flag,Rating_Date,Amount_Num,Is_INC,Sector,Days_INC,Current_Urgency,MEDIUM_Date,HOT_Date,ULTRA_HOT_Date,Q2_Escalation_Month,NCD_Flag,Why_Target,ACER_Pitch,Source
Belgachi Tea Co. Ltd.,15-04-2026,CARE,Bank Guarantee,High Risk,A 4,Reaffirmed,0.58,Y,2026-04-15,0.58,True,Other,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Belgachi Tea Co. Ltd.,15-04-2026,CARE,Term loans,High Risk,B-,Reaffirmed,7.40,Y,2026-04-15,7.4,True,Other,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bell Finvest (India) Ltd.,01-04-2026,CARE,Term loans,Default,D,Reaffirmed,150.00,Y,2026-04-01,150.0,True,BFSI/NBFC,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bell-O-Seal Valves Pvt. Ltd.,06-04-2026,CARE,Bank Guarantee,High Risk,A 4+,Upgraded,13.00,Y,2026-04-06,13.0,True,Other,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bell-O-Seal Valves Pvt. Ltd.,06-04-2026,CARE,Term loans,Inadequate Safety,BB+,Upgraded,3.22,Y,2026-04-06,3.22,True,Other,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagwati Industrial Group Ltd.,17-04-2026,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,6.26,Y,2026-04-17,6.26,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagwati Industrial Group Ltd.,17-04-2026,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,44.00,Y,2026-04-17,44.0,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagwati Industrial Group Ltd.,17-04-2026,CRISIL,Term loans,High Risk,B,Reaffirmed,38.64,Y,2026-04-17,38.64,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagwati Vintrade Pvt. Ltd.,20-04-2026,CARE,Term loans,High Risk,B-,Reaffirmed,8.27,Y,2026-04-20,8.27,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagya Laxmi Gems & Jewellers Pvt. Ltd.,23-04-2026,ACUITE,Bank Guarantee,Default,D,Reaffirmed,15.00,Y,2026-04-23,15.0,True,Other,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagyodaya Trokhos Pvt. Ltd.,21-04-2026,CRISIL,Fund based financial facility/instrument,Default,D,Reaffirmed,13.00,Y,2026-04-21,13.0,True,Other,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhagyodaya Trokhos Pvt. Ltd.,21-04-2026,CRISIL,Long term Loans,Default,D,Reaffirmed,2.25,Y,2026-04-21,2.25,True,Other,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bharat Engineering Construction Co. Pvt. Ltd.,01-04-2026,ACUITE,Bank Guarantee,High Risk,A 4,Reaffirmed,0.25,Y,2026-04-01,0.25,True,Construction/Infra,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bharat Engineering Construction Co. Pvt. Ltd.,01-04-2026,ACUITE,Long term Loans,High Risk,B-,Reaffirmed,5.00,Y,2026-04-01,5.0,True,Construction/Infra,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhardwaj Construction Co. Pvt. Ltd.,02-04-2026,IND-RA,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,9.84,Y,2026-04-02,9.84,True,Construction/Infra,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhargavi Automobiles Pvt. Ltd.,07-04-2026,CARE,Term loans,Inadequate Safety,BB,Downgraded,5.00,Y,2026-04-07,5.0,True,Automobiles,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhartia Yarns Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,10.00,Y,2026-04-02,10.0,True,Textiles,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhopal Tractors Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,10.00,Y,2026-04-02,10.0,True,Automobiles,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bhoruka Power Corpn. Ltd.,02-04-2026,IND-RA,Term loans,Inadequate Safety,BB-,Downgraded,1012.82,Y,2026-04-02,1012.82,True,Energy/Power,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bihani Binayake Cotex Pvt. Ltd.,23-04-2026,CARE,Term loans,High Risk,B-,Reaffirmed,0.69,Y,2026-04-23,0.69,True,Other,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Biomedix Optotechnik & Devices Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.91,Y,2026-04-02,8.91,True,IT/Technology,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Biop Steels & Power Pvt. Ltd.,07-04-2026,BRICKWORK,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,2026-04-07,1.0,True,Steel & Metals,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Biop Steels & Power Pvt. Ltd.,07-04-2026,BRICKWORK,Letter Of credit,High Risk,A 4,Reaffirmed,3.00,Y,2026-04-07,3.0,True,Steel & Metals,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Birli Spinning Mill Pvt. Ltd.,21-04-2026,ACUITE,Bank Guarantee,High Risk,A 4,Reaffirmed,7.00,Y,2026-04-21,7.0,True,Textiles,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Birli Spinning Mill Pvt. Ltd.,21-04-2026,ACUITE,Letter Of credit,High Risk,A 4,Reaffirmed,3.00,Y,2026-04-21,3.0,True,Textiles,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Birli Spinning Mill Pvt. Ltd.,21-04-2026,ACUITE,Term loans,High Risk,B-,Downgraded,42.00,Y,2026-04-21,42.0,True,Textiles,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Blue Duck Textiles Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,Default,D,Reaffirmed,7.83,Y,2026-04-02,7.83,True,Textiles,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bluemax Imppex (India) Pvt. Ltd.,03-04-2026,BRICKWORK,Letter Of credit,Default,D,Reaffirmed,3.00,Y,2026-04-03,3.0,True,Other,86,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Borkar Packaging Pvt. Ltd.,21-04-2026,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,30.80,Y,2026-04-21,30.8,True,Paper/Packaging,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Borkar Packaging Pvt. Ltd.,21-04-2026,CRISIL,Long term Loans,High Risk,B,Reaffirmed,25.20,Y,2026-04-21,25.2,True,Paper/Packaging,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Boxcoworld Pvt. Ltd.,15-04-2026,CRISIL,Bank Guarantee,Default,D,Downgraded,1.00,Y,2026-04-15,1.0,True,Other,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Boxcoworld Pvt. Ltd.,15-04-2026,CRISIL,Non-fund-based financial facility/instrument,Default,D,Downgraded,2.50,Y,2026-04-15,2.5,True,Other,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bravo Agencies Pvt. Ltd.,06-04-2026,CARE,Letter Of credit,Default,D,Reaffirmed,7.50,Y,2026-04-06,7.5,True,Other,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Brindha Cotton Mills Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,Default,D,Reaffirmed,10.57,Y,2026-04-02,10.57,True,Agro/Food,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Brs Enterprises & Trading Ltd.,17-04-2026,ACUITE,Letter Of credit,Default,D,Reaffirmed,30.00,Y,2026-04-17,30.0,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Buildmate Projects Pvt. Ltd.,15-04-2026,CARE,Bank Guarantee,High Risk,A 4,Reaffirmed,3.00,Y,2026-04-15,3.0,True,Construction/Infra,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Buildmate Projects Pvt. Ltd.,15-04-2026,CARE,Letter Of credit,High Risk,A 4,Reaffirmed,6.00,Y,2026-04-15,6.0,True,Construction/Infra,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Buildmate Projects Pvt. Ltd.,15-04-2026,CARE,Term loans,Substantial Risk,C,Reaffirmed,0.74,Y,2026-04-15,0.74,True,Construction/Infra,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Bulland Buildtech Pvt. Ltd.,28-04-2026,CARE,Fund based financial facility/instrument,Default,D,Reaffirmed,45.00,Y,2026-04-28,45.0,True,Construction/Infra,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C B C Fashions (Asia) Pvt. Ltd.,07-04-2026,BRICKWORK,Term loans,Default,D,Reaffirmed,8.81,Y,2026-04-07,8.81,True,Other,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C Gems & Jewels Pvt. Ltd.,09-04-2026,BRICKWORK,Term loans,Default,D,Reaffirmed,7.50,Y,2026-04-09,7.5,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C M Auto Sales Pvt. Ltd.,23-04-2026,CARE,Fund based financial facility/instrument,High Risk,B+,Downgraded,16.10,Y,2026-04-23,16.1,True,Automobiles,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C M Auto Sales Pvt. Ltd.,23-04-2026,CARE,Non-government debt,High Risk,B+/A4,Downgraded,4.50,Y,2026-04-23,4.5,True,Automobiles,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C P Re-Rollers Ltd.,10-04-2026,BRICKWORK,Bank Guarantee,High Risk,A 4,Reaffirmed,9.38,Y,2026-04-10,9.38,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C P Re-Rollers Ltd.,10-04-2026,BRICKWORK,Fund based financial facility/instrument,Inadequate Safety,BB-,Reaffirmed,5.60,Y,2026-04-10,5.6,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
C S H Power Himoinsa Pvt. Ltd.,10-04-2026,CARE,Non-government debt,High Risk,A 4,Reaffirmed,5.00,Y,2026-04-10,5.0,True,Energy/Power,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cabbana Infrastructures Pvt. Ltd.,02-04-2026,IND-RA,Term loans,Default,D,Reaffirmed,363.72,Y,2026-04-02,363.72,True,Construction/Infra,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cadillac Granito Pvt. Ltd.,21-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.75,Y,2026-04-21,1.75,True,Other,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Cadillac Granito Pvt. Ltd.,21-04-2026,CRISIL,Term loans,High Risk,B,Downgraded,15.00,Y,2026-04-21,15.0,True,Other,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Electech Pvt. Ltd.,03-04-2026,BRICKWORK,Bank Guarantee,High Risk,B+,Reaffirmed,123.50,Y,2026-04-03,123.5,True,BFSI/NBFC,86,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Electricals Pvt. Ltd.,24-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,7.00,Y,2026-04-24,7.0,True,Energy/Power,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Electricals Pvt. Ltd.,24-04-2026,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,3.00,Y,2026-04-24,3.0,True,Energy/Power,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Capital Electricals Pvt. Ltd.,24-04-2026,CRISIL,Short-term loan,High Risk,A 4,Reaffirmed,10.00,Y,2026-04-24,10.0,True,Energy/Power,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
