Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates_To,Escalation_Date,Escalation_Month,Calling_Sequence,Amt_num,Amount_Cr_Display,Sector_Final,NCD_Flag,Source,Why Target,ACER Pitch Angle
Gayatri Infrastructure Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.11,Rs20.11 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Karamveer Electronics Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Superon Schweisstechnik India Ltd.,CRISIL,Term Loan,B+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Amrit Polychem Ltd.,CRISIL,Letter of Credit,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dewas Metal Sections Ltd.,CRISIL,Term Loan,BB+,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jeeban Suraksha Hospital Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ravi Dyeware Co. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Panchdeep Constructions Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kkrishna Vaahan Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shakun Gases Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Skandhanshi Infra Projects India Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",20.0,Rs20.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kush Synthetics Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",19.0,Rs19.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Liquinox Gases Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",19.0,Rs19.00 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Lasa Laboratory Pvt. Ltd. [Merged],CRISIL,Term Loan,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",19.0,Rs19.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Kaliswari Metal Powders Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",18.5,Rs18.50 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Orange Auto Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",18.4,Rs18.40 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M-Tech Innovations Ltd.,CRISIL,Term Loan,BB,2025-12-29,HOT,ULTRA HOT,2026-12-29,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",18.38,Rs18.38 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Srijan Realty Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",17.65,Rs17.65 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shanti Structure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",17.5,Rs17.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Deron Properties Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",17.5,Rs17.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ostern Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",17.4,Rs17.40 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vinpack (India) Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",17.0,Rs17.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Automotives Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",16.2,Rs16.20 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Maa Amba Towers Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",16.18,Rs16.18 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Miraj Engineering Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.5,Rs15.50 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tulip Cotspin Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.45,Rs15.45 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Niladree Build-Tech Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.2,Rs15.20 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rahman Hospitals Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.14,Rs15.14 Cr,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ideal Movers Pvt. Ltd.,CRISIL,Term Loan,B-,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.1,Rs15.10 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aishwaryagiri Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.0,Rs15.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Madras Radiators & Pressings Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.0,Rs15.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Hi-Tech Board Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.0,Rs15.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aranthaangi Chemical Products Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.0,Rs15.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Schwing Stetter (India) Pvt. Ltd.,CRISIL,Fund-Based,A 4+,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.0,Rs15.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dee Control & Electric Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",15.0,Rs15.00 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Primatel Fibcom Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",14.6,Rs14.60 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rasika Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",14.6,Rs14.60 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V R P Telematics Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",14.5,Rs14.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tratec Engineers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",14.0,Rs14.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Syndicate Wiper Systems Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",13.5,Rs13.50 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Thiru Rani Logistic Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",13.5,Rs13.50 Cr,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Veera Techno Trec Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",13.5,Rs13.50 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dewas Metal Sections Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",13.0,Rs13.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Amitex Agro Product Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",13.0,Rs13.00 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Radhe Sham Ravi Prakash Timbers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",13.0,Rs13.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kush Synthetics Pvt. Ltd.,CRISIL,Fund-Based,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.75,Rs12.75 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
P K Construction Shimla Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.75,Rs12.75 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Nova Publications & Printers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.73,Rs12.73 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Asianol Shipping Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.04,Rs12.04 Cr,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Chheda Specialities Foods Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.0,Rs12.00 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Magnolia Martinique Clothing Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.0,Rs12.00 Cr,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Siddharth Colorchem Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.0,Rs12.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sunny Homecare Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.0,Rs12.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dwarakamai Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.0,Rs12.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Amba Shakti Ispat Ltd.,CRISIL,Letter of Credit,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.0,Rs12.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Krishna Rolling Mills (Jaipur) Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.0,Rs12.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Deva Drill Tech (India) Ltd.,CRISIL,Letter of Credit,A 4+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",12.0,Rs12.00 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
