Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,Sector,NCD_Flag,ACER Pitch Angle
P K T Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,5.0,Construction,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sidwin Fabric Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,5.0,Textiles,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A One Steels India Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-22,5.0,Steel & Metals,Standard,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Srinav Oil Extraction Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,4.5,Energy,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Memon Health Care Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-22,4.07,Healthcare,Standard,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pure Petrochem India Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,4.0,Chemicals/Pharma,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sukata Tractor Parts Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,3.7,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Al-Dua Food Processing Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-22,3.0,Agro/Food,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pashupati Roller Flour Mill Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,2.88,Agro/Food,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Osaw Agro Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,2.0,Agro/Food,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Radharaman Stainless Steel Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,2.0,Steel & Metals,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Acaricide India Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-22,2.0,Other,Standard,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mangalam Rice Mill Pvt. Ltd.,CARE,Term Loan,B-,2025-12-22,0.79,Agro/Food,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mehta Brothers Gems Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-22,0.0,Jewellery,Standard,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J G Hosiery Pvt. Ltd.,ICRA,NCD/Bond,A/A2+,2025-12-23,230.0,Other,NCD — SEBI License Required,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dodhia Synthetics Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,203.3,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Arisudana Industries Ltd.,CRISIL,Term Loan,A-,2025-12-23,84.66,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
O C S Services (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,B+,2025-12-23,72.0,Other,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A C D C Saideep Buildcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-23,58.0,Construction,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vasupujya Filaments,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,52.91,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Osia Gems Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,2025-12-23,38.94,Jewellery,Standard,Your Non-Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kothari Metsol Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-23,38.32,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Radhe Sham Ravi Prakash Timbers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-23,36.0,Other,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Space Age Associates Power-Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-23,28.0,Construction,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Skyway R M C Plants Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,2025-12-23,22.5,Other,Standard,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Umang Boards Ltd.,CARE,Term Loan,B,2025-12-23,21.47,Paper/Packaging,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dodhia Chem-Tex Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,19.86,Chemicals/Pharma,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Yash Exports (India) Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-23,19.37,Other,Standard,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jai Hind Feeds,Infomerics,Long Term Bank Facilities â€“ Cash Credit,IVR BB- (INC)(Downgraded),2025-12-23,18.0,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
C A I Inds. Pvt. Ltd.,BRICKWORK,Fund-Based,C,2025-12-23,14.5,Other,Standard,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Thiru Rani Logistic Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-23,13.5,Logistics,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreegopal Gobind Agro Tech Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-23,12.5,Agro/Food,Standard,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Deva Drill Tech (India) Ltd.,CRISIL,Letter of Credit,A 4+,2025-12-23,12.0,IT/Technology,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K G R Enterprises Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-23,12.0,Other,Standard,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Godhan Masala Foods Ltd.,CARE,Term Loan,BB-,2025-12-23,11.7,Agro/Food,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
E D A C Engineering Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-23,11.3,Manufacturing,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tiger 4 India Ltd.,CRISIL,Term Loan,B+,2025-12-23,9.24,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rhino Lux Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-23,9.0,Other,NCD — SEBI License Required,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Swastika Steel & Allied Products Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-23,8.9,Steel & Metals,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kent Intelligent Transportation Systems (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-23,8.3,Logistics,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M M P Industries Ltd.,CRISIL,Letter of Credit,A 2,2025-12-23,8.0,Other,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
T N R Industries Pvt. Ltd.,CRISIL,Term Loan,C,2025-12-23,8.0,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Bapuna Alcobrew Pvt. Ltd.,CRISIL,Bank Guarantee,A 3+,2025-12-23,5.0,Other,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Veejay Syntex Pvt. Ltd.,CRISIL,Fund-Based,BB,2025-12-23,4.5,Other,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vrion Global Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-23,4.0,Other,Standard,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Suryodaya Edibles (India) Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-23,3.46,Agro/Food,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
I T L Industries Ltd.,CRISIL,Bank Guarantee,A 3+,2025-12-23,3.0,Other,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Suraj Logistix Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-23,3.0,Other,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A A Energy Pvt. Ltd.,ACUITE,Term Loan,C,2025-12-23,2.68,Energy,Standard,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Maa Bhagawati Re-Rolling Mills Pvt. Ltd.,CARE,Term Loan,B-,2025-12-23,2.28,Steel & Metals,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Perfect Mettcast Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-23,2.0,Other,Standard,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S S Medical Systems ( India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-23,2.0,Healthcare,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sainath Autolinks Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-23,1.4,Manufacturing,Standard,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Santosh Automotors Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-23,1.25,Manufacturing,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shrawasthi Agrotech Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-23,1.0,Agro/Food,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Prince Corp Private Limited,Infomerics,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-12-24,131.46,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Uttam Chand Rakesh Kumar,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-12-24,81.63,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Ktex Nonwovens Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2025-12-24,65.0,Other,NCD — SEBI License Required,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M/s Niranjan Rai,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Downgraded),2025-12-24,65.0,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Chemical Process Equipments Pvt. Ltd.,CARE,Bank Guarantee,A 4+,2025-12-24,51.6,Chemicals/Pharma,Standard,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreegopal Auto Pvt. Ltd.,CRISIL,Fund-Based,BB+,2025-12-24,38.0,Manufacturing,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Anoj Kumar Agarwala,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-12-24,35.0,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Metco Roof Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-24,30.0,Other,Standard,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Quality Exports,Infomerics,Long / Short Term Bank Facilities,IVR B+/IVR A4; (INC)(Downgraded),2025-12-24,30.0,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Deep (India) Enterprises Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-24,29.5,Other,Standard,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jaipur Jewels Global Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-24,25.0,Jewellery,Standard,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sood Associates Pvt. Ltd.,BRICKWORK,Bank Guarantee,BB,2025-12-24,23.31,Other,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pro Flexi Packaging Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2025-12-24,22.55,Paper/Packaging,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vinayak Oil & Fats Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-24,22.5,Energy,Standard,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
H R Ispat Pvt. Ltd.,CARE,Term Loan,B-,2025-12-24,20.75,Other,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
C D R Projects Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-24,18.75,Other,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Danalakshmi Paper Mills Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-24,15.0,Agro/Food,Standard,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Weener Empire Plastics Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,15.0,Chemicals/Pharma,NCD — SEBI License Required,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Navkar Urbanstructure Ltd.,CARE,Bank Guarantee,A 4,2025-12-24,14.0,Other,Standard,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Veera Techno Trec Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-24,13.5,IT/Technology,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharu Industries Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-24,12.0,Other,Standard,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Varad Agri-Tech Ltd.,CRISIL,Term Loan,B+,2025-12-24,9.0,IT/Technology,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jayachandran Industries Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-24,7.0,Other,Standard,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Relcom Technology Pvt. Ltd.,ICRA,Term Loan,B,2025-12-24,5.0,IT/Technology,Standard,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S K S India Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-24,4.5,Other,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishwa Glass & Ceramics Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-24,4.0,Other,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Winner Nippon Leatherette Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,2.05,Other,NCD — SEBI License Required,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sun Rolling Mills Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-24,1.5,Steel & Metals,Standard,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shriram Power & Steel Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-24,0.6,Steel & Metals,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Naman Hotels Pvt. Ltd.,BRICKWORK,Term Loan,BBB+,2025-12-26,395.0,Hotels/Tourism,Standard,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
W F B Baird & Co. India Pvt. Ltd.,CARE,Letter of Credit,A 3,2025-12-26,333.0,Other,Standard,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
P C Snehal Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-26,135.5,Construction,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Shiddhanath Cotex Private Limited,Infomerics,Long Term Facilities,IVR D (INC) (Reaffirmed),2025-12-26,97.59,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
I G W India Technologies Pvt. Ltd.,CARE,Term Loan,BBB+,2025-12-26,92.21,IT/Technology,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Borana Weaves Ltd.,CARE,Term Loan,BB+,2025-12-26,50.5,Other,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirupati Oil Cake Industries Private Limited,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),2025-12-26,44.0,Energy,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M/s Kakda Stone Crusher,Infomerics,Long Term Facilities,IVR B+ (INC)(Downgraded),2025-12-26,25.21,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Brahmani Developers Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-26,21.3,Other,Standard,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Virtus Exports & Imports Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-26,20.0,Other,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sahastraa Exports Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,15.0,Other,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Safa Systems & Technologies Ltd.,CARE,Bank Guarantee,A 4,2025-12-26,12.5,IT/Technology,Standard,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Goombira Tea Co. Ltd.,ACUITE,Term Loan,B-,2025-12-26,7.92,Other,Standard,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharpline Automation Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,6.0,Manufacturing,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Asterix Reinforced Ltd.,CARE,Fund-Based,B-,2025-12-26,5.37,Other,Standard,Your Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S M L P G Cylinders Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,5.0,Other,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Supreme Road Transport Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-26,5.0,Construction,Standard,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirupati Oil Cake Industries,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),2025-12-26,5.0,Energy,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
King Refineries Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-26,4.0,Other,Standard,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
N M Foodimpex Pvt. Ltd.,BRICKWORK,NCD/Bond,C,2025-12-26,2.0,Agro/Food,NCD — SEBI License Required,Your NCD/Bond at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gajlaxmi Steel Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-26,1.75,Steel & Metals,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aristo Securities Private Limited,Infomerics,Fund Based Bank Facilities â€“ Term Loan,IVR BB+ (INC) (Downgraded),2025-12-29,356.1,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sri Bhagirath Textiles Ltd.,ACUITE,Term Loan,BB,2025-12-29,191.89,Textiles,Standard,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Xrbia Mirth Properties LLP,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2025-12-29,54.96,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Tirumalla Groundnuts Industries India Private Limited,Infomerics,Long Term Fund Based Facility â€“ Term Loans,IVR D (INC),2025-12-29,51.71,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Altra Agro Chem Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2025-12-29,44.59,Agro/Food,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Kilavikulam Rajalakshmi Solar Power Developer Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-29,38.5,Energy,Standard,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shriniwas Spintex Industries Private Limited,Infomerics,Long Term Fund Based Bank Facilities,IVR BB (INC)(Downgraded),2025-12-29,33.03,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M-Tech Innovations Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-29,21.4,IT/Technology,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sarna Chemicals Private Limited,Infomerics,Short Term  Non-Fund  Based  Facility â€“ Letter of  Credit,IVR A4+ (INC)(Downgraded),2025-12-29,10.0,Chemicals/Pharma,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Jet Granito Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-29,6.5,Other,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
IRP Infra Tech Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-12-29,4.98,Construction,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Renuka Plasti Crafts Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-29,2.97,Other,Standard,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Varadaraja Textiles Pvt. Ltd.,CARE,Term Loan,B-,2025-12-29,0.99,Textiles,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Satma Industries Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-29,0.85,Other,Standard,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
