Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Amount_Cr,Sector,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Ghost_HOT_Note
Meenakshi Ammal Trust,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,55.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Goodwill Advance Construction Company Private Limited,Infomerics,Short Term Bank Facility,IVR A4+ (INC)(Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,40.0,Construction,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
K S D Construction,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,39.0,Construction,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sri Satyanarayana Raw And Boiled Rice Mill Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-02,HOT,ULTRA HOT,2026-12-02,33.0,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,30.0,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,Term Loan,BB,2025-12-02,HOT,ULTRA HOT,2026-12-02,27.48,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
M R L Tyres Ltd.,CRISIL,Term Loan,BB+,2025-12-02,HOT,ULTRA HOT,2026-12-02,27.0,Other,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Goodwill Advance Construction Company Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,26.61,Construction,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
OP Gupta Contractor Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,25.0,Construction,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sewa Singh Oberoi and Company,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,21.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
SVR Electricals Private Limited,Infomerics,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,IVR C/IVR A4; (INC) (Downgraded/Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,18.75,Energy,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Kashipur Infrastructure & Freight Terminal Pvt. Ltd.,BRICKWORK,Term Loan,BB-,2025-12-02,HOT,ULTRA HOT,2026-12-02,18.49,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
S R Tranzcars Pvt. Ltd.,BRICKWORK,Fund-Based,C,2025-12-02,HOT,ULTRA HOT,2026-12-02,18.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
P M I Coaches Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,15.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Global Poly Bags Inds. Pvt. Ltd.,BRICKWORK,Term Loan,B+,2025-12-02,HOT,ULTRA HOT,2026-12-02,13.3,Other,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shri Maa Mktg. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,12.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Wudtools,Infomerics,Long Term Bank Facilities,IVR C (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,12.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
K S D Construction,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,11.0,Construction,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
OP Gupta Contractor Private Limited,Infomerics,Long Term Bank Facility,IVR B+ (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,10.0,Construction,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Agrasen Iron & Steels Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-02,HOT,ULTRA HOT,2026-12-02,9.0,Steel & Metals,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
D Raja Cotton Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,8.7,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
P M I Coaches Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-02,HOT,ULTRA HOT,2026-12-02,8.33,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Ali Afzal Flour Mill Ltd.,BRICKWORK,Term Loan,B,2025-12-02,HOT,ULTRA HOT,2026-12-02,7.34,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
SVR Electricals Private Limited,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,7.25,Energy,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,Performance guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,7.0,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Performance guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
D Raja Cotton Pvt. Ltd.,BRICKWORK,Term Loan,B,2025-12-02,HOT,ULTRA HOT,2026-12-02,6.76,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Global Poly Bags Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,5.0,Other,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mechfast Engineering Pvt. Ltd.,CARE,Term Loan,B-,2025-12-02,HOT,ULTRA HOT,2026-12-02,5.0,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vijay Transformers,Infomerics,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,IVR C/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,5.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Meenakshi Ammal Trust,Infomerics,Long/ Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,5.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Meenakshi Ammal Trust,Infomerics,Long/ Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,5.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Aditya Timpack Pvt. Ltd.,CARE,Term Loan,B,2025-12-02,HOT,ULTRA HOT,2026-12-02,4.57,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,Fund-Based,B,2025-12-02,HOT,ULTRA HOT,2026-12-02,4.21,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mahamaya Foods & Grains Pvt. Ltd.,CARE,Term Loan,B-,2025-12-02,HOT,ULTRA HOT,2026-12-02,3.51,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,2025-12-02,HOT,ULTRA HOT,2026-12-02,3.5,Jewellery,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Ali Afzal Flour Mill Ltd.,BRICKWORK,Fund-Based,B,2025-12-02,HOT,ULTRA HOT,2026-12-02,2.6,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Goa Sponge & Power Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-02,HOT,ULTRA HOT,2026-12-02,2.5,Energy,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vijay Transformers,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,2.5,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
