Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Aug_Week,RM_Tier,Call_Window,Why Target,ACER Pitch Angle,Recommended_Action
Sun Steel Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,17.5,Steel & Metals,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sonale Fabrics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,17.1,Textiles,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Quality Tea Plantations Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,16.77,Agro & Food,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Nandan Saha Steel Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,29-Oct-2025,16.2,Steel & Metals,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Aimco Pesticides Ltd.,CARE,NCD/Bond,BB-/A4,06-Oct-2025,16.0,Agro & Food,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk1 (Oct 1-7),INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ultima Switchgears Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,15.5,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Elastochemie Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,15.4,Chemicals & Pharma,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kolluri Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,15.0,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
T C Communication Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,15.0,IT/Technology,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Egwood Boards & Panels Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,14.27,Paper/Packaging,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Unicon Technology Intl. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,14.04,IT/Technology,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kinjal Chemicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,14.0,Chemicals & Pharma,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ramnik Power & Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,08-Oct-2025,13.77,Steel & Metals,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Alleppey Company Ltd.,CARE,NCD/Bond,B-/A4,16-Oct-2025,13.5,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk3 (Oct 15-21),INC rating hits ULTRA HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Akal Spring Ltd.,IND-RA,NCD/Bond,B+/A4,17-Oct-2025,13.37,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk3 (Oct 15-21),INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Style Marketing Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,13.0,Steel & Metals,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mega Vitrified Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,12.84,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Emdee Digitronics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,12.15,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Aarti Infrastructure & Buildcon Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,12.0,Construction,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
G M W Engineers Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.88,Manufacturing,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Dhara Petrochemicals Pvt. Ltd. [Merged],IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.5,Chemicals & Pharma,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Pai-Aim Solder (India) Pvt. Ltd.,CARE,NCD/Bond,B+/A4,08-Jan-2026,11.0,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk1 (Oct 1-7),INC rating hits HOT threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Rekha Corporation Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.0,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Supreme Glazes Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.0,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shree Sita Ram Paper Mills Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.75,Paper/Packaging,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Premier Poultry Products Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,10.56,Agro & Food,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Athulitha Laboratories Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.52,Healthcare,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vinayak International Housewares Pvt. Ltd.,CARE,NCD/Bond,A 4,29-Oct-2025,10.5,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Goodwear Fashions Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.35,Textiles,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Chanakya Technos Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.3,IT/Technology,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Commercial Auto Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.0,Automobiles,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Eapro Global Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.0,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Optech Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,10.0,Manufacturing,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ozone Diamonds Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,10.0,Jewellery/Gems,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Trident Fabricators Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,9.95,Manufacturing,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Suvarna Fibrotech Pvt. Ltd.,CARE,NCD/Bond,B-/A4,29-Jan-2026,9.75,IT/Technology,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Niyati Engineering Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,9.75,Manufacturing,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sangotra Fashions Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-Oct-2025,9.5,Textiles,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Motorsales Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,9.1,Automobiles,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Trimoorty Foamtech Ltd.,CARE,NCD/Bond,B-/A4,17-Oct-2025,9.0,IT/Technology,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk3 (Oct 15-21),INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sunrise Seafoods India Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,22-Oct-2025,9.0,Agro & Food,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sharma Pharmaceutical Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,9.0,Chemicals & Pharma,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Tashkent Oil Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,9.0,Energy,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Jai Kumar Arun Kumar Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.75,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Gayatri Microns Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.24,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Omkar Infracon Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.21,Construction,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ganga Papers India Ltd.,ICRA,NCD/Bond,B+/A4,21-Jan-2026,8.0,Paper/Packaging,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk3 (Oct 15-21),INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Q I Network Enterprise Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,22-Oct-2025,8.0,IT/Technology,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Jatson Power Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.0,Energy,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Maniyar Refinery Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.0,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Notandas Gems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.0,Jewellery/Gems,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
S V Ispat Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,7.95,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
