Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Pipeline_Window,Call_Window,Captured_In_Aug_RM_Plan,Why Target,ACER Pitch Angle,Recommended_Action
S P G V Petrochem (India) Pvt. Ltd.,CARE,Non-government debt,D,2026-04-13,20.0,Chemicals & Pharma,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Corodex Infrastructure Pvt. Ltd.,CARE,Non-government debt,D,2026-04-24,14.0,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shiva Industrial Security Agency (Gujarat) Ltd.,CARE,Non-government debt,D,2026-04-27,14.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Agri-Best India Ltd.,CARE,Non-government debt,D,2026-04-29,10.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kniss Laboratories Pvt. Ltd.,CARE,Non-government debt,D,2026-04-15,3.5,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Paramount Blankets Pvt. Ltd.,CARE,Non-government debt,D,2026-04-29,1.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Senvion Wind Technology Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-10,3000.0,Energy,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
K T M Jewellery Ltd.,CARE,NCD/Bond,BBB-/A3,2026-03-23,115.0,Jewellery,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-23 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bombay Super Hybrid Seeds Ltd.,CARE,NCD/Bond,BBB-/A3,2026-03-25,85.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Akshara Enterprises India Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-19,74.51,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Tejas Cargo India Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-20,70.0,Logistics,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kuldeep Motors Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-01-02,50.0,Other,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),False,INC rating hits ULTRA HOT on 2027-01-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Oriental Edumed Pvt. Ltd.,CARE,NCD/Bond,B/A4,2026-03-26,37.82,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Central India Engg. Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-27,32.32,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
A S Motors Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-26,30.29,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Meena Agency Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-30,26.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Medipol Pharmaceutical India Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-26,20.5,Chemicals & Pharma,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Inventive Software Solutions Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-10,20.0,IT/Technology,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Eneroil Offshore Drilling Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-20,20.0,Energy,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Jimcap Electronics Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-11,19.39,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sparten Granito Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2026-03-13,15.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Maxheal Pharmaceuticals (India) Ltd.,CARE,NCD/Bond,B-/A4,2026-03-10,12.0,Chemicals & Pharma,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
T K Precision Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2026-03-12,3.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
George Maijo Automobiles Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-16,3.0,Manufacturing,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Caprihans India Ltd.,CARE,NCD/Bond,B/A4,2026-03-12,1.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bangalore Electricity Supply Co. Ltd.,CARE,NCD/Bond,BB+/A4,20-Oct-2025,600.0,Energy,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,INC rating hits ULTRA HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Rai Bahadur Narain Singh Sugar Mills Ltd.,CARE,NCD/Bond,BB/A4,03-Nov-2025,275.02,Agro & Food,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
R S A Infraproject Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,07-Nov-2025,175.0,Construction,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Lok Chemicals Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,01-Oct-2025,151.0,Chemicals & Pharma,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),False,INC rating hits ULTRA HOT threshold on 2026-10-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
A R L Infratech Ltd.,CARE,NCD/Bond,A/A1,01-Oct-2025,110.0,Construction,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),False,INC rating hits ULTRA HOT threshold on 2026-10-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
J U Agri Sciences Pvt. Ltd.,CARE,NCD/Bond,A 4,03-Nov-2025,85.0,Agro & Food,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Victoria Foods Pvt. Ltd.,CARE,NCD/Bond,BB/A4,21-Nov-2025,75.0,Agro & Food,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Fides Distribution Pvt. Ltd.,CARE,NCD/Bond,B-/A4,18-Nov-2025,60.0,Trading/Exports,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,INC rating hits ULTRA HOT threshold on 2026-11-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Stanadyne India Pvt. Ltd.,CARE,NCD/Bond,BB/A4,20-Nov-2025,50.0,Other,MEDIUM,October 2026,Nov Wk3 (Nov 15-21),False,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Space Wood Furnishers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,01-Oct-2025,46.5,Other,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),False,INC rating hits ULTRA HOT threshold on 2026-10-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
C 5 Engineering Pvt. Ltd.,CARE,NCD/Bond,B+/A4,17-Oct-2025,45.0,Manufacturing,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Eldyne Electro-Systems Pvt. Ltd.,CARE,NCD/Bond,BB/A4,05-Nov-2025,41.32,Other,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Dali & Samir Engg. Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,01-Oct-2025,28.22,Agro & Food,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),False,INC rating hits ULTRA HOT threshold on 2026-10-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Spg Infraprojects Ltd.,CARE,NCD/Bond,BB+/A4+,31-Oct-2025,24.0,Construction,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),False,INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Survi Projects Pvt. Ltd.,CARE,NCD/Bond,B+/A4,10-Oct-2025,22.0,Construction,MEDIUM,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Svasca Industries (India) Ltd.,CARE,NCD/Bond,B-/A4,30-Oct-2025,20.0,Manufacturing,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),False,INC rating hits ULTRA HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Techno Global Services Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,10-Oct-2025,19.5,IT/Technology,MEDIUM,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Madhu Industries Ltd.,CARE,NCD/Bond,B-/A4,06-Nov-2025,19.0,Manufacturing,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sempertrans India Pvt. Ltd.,CARE,NCD/Bond,B/A4,07-Nov-2025,19.0,Other,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
A-I Enterprises Pvt. Ltd.,CARE,NCD/Bond,B-/A4,10-Nov-2025,18.0,Other,MEDIUM,October 2026,Nov Wk2 (Nov 8-14),False,INC rating hits ULTRA HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Pes Installations Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-Nov-2025,16.5,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Aimco Pesticides Ltd.,CARE,NCD/Bond,BB-/A4,06-Oct-2025,16.0,Agro & Food,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),False,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Western Coffee Curers & Exports Pvt. Ltd.,CARE,NCD/Bond,B+/A4,04-Nov-2025,16.0,Agro & Food,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Magadh Precision Equipment Ltd.,CARE,NCD/Bond,B/A4,07-Nov-2025,15.0,Manufacturing,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mahamaya Steel Inds. Ltd.,CARE,NCD/Bond,BB+/A4+,27-Nov-2025,15.0,Steel & Metals,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Alleppey Company Ltd.,CARE,NCD/Bond,B-/A4,16-Oct-2025,13.5,Other,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,INC rating hits ULTRA HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vinayak International Housewares Pvt. Ltd.,CARE,NCD/Bond,A 4,29-Oct-2025,10.5,Other,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),False,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
General Optics (Asia) Ltd.,CARE,NCD/Bond,BB/A4,06-Nov-2025,10.0,Other,MEDIUM,October 2026,Nov Wk1 (Nov 1-7),False,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sangotra Fashions Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-Oct-2025,9.5,Textiles,MEDIUM,October 2026,Oct Wk2 (Oct 8-14),False,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Trimoorty Foamtech Ltd.,CARE,NCD/Bond,B-/A4,17-Oct-2025,9.0,IT/Technology,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vapi Care Pharma Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,16-Oct-2025,7.0,Chemicals & Pharma,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,INC rating hits ULTRA HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sohn Steel Pvt. Ltd.,CARE,NCD/Bond,B-/A4,30-Oct-2025,7.0,Steel & Metals,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),False,INC rating hits ULTRA HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
