Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,Sector,State,INC,Why Target,ACER Pitch Angle
Bharat Motors Ltd.,Term loans,CRISIL,D,09-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Mynah Industries Ltd.,Letter Of credit,BRICKWORK,D,05-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Sarup Industries Ltd.,Letter Of credit,BRICKWORK,A 4,05-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Nuchem Dyestuffs Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,04-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Jayatma Industries Ltd.,Non-government debt,CARE,C/A4,03-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
Oswal Knitting & Spinning Inds. Ltd.,Letter Of credit,CARE,D,02-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
Pandit Automobiles Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,02-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Gainwell Engineering Pvt. Ltd.,Term loans,CARE,BB+,02-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
F P L Automobiles Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,02-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
Leel Electricals Ltd.,Non-government debt,CARE,D,02-06-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
O S T Electronics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,30-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Podder & Podder (Equipment & Project) Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4,30-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Industrial Progressive (India) Ltd.,Term loans,CARE,D,30-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
R Q S Engineering Pvt. Ltd.,Long term Loans,CRISIL,B,29-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Rupal Plastics Pvt. Ltd.,Long term Loans,CRISIL,B+,29-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Bhadora Industries Ltd.,Long term Loans,CRISIL,B+,29-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Venus Garments (India) Ltd.,Letter Of credit,CRISIL,D,29-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Benara Bearings & Pistons Ltd.,Term loans,CARE,D,29-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
A S Wire Inds. (V S P) Pvt. Ltd.,Term loans,BRICKWORK,C,29-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Vipul Industries Pvt. Ltd.,Term loans,ICRA,B+,28-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with ICRA; high urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
Metstar Industries Pvt. Ltd.,Term loans,BRICKWORK,C,28-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Amazing Rubber Products Pvt. Ltd.,Long term Loans,CRISIL,BB,27-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Universal Auto Components Pvt. Ltd.,Term loans,BRICKWORK,D,27-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Vamshi Motors Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,27-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Shri Mangalam Auto Pvt. Ltd.,Term loans,CRISIL,BB,27-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Speedofer Components Pvt. Ltd.,Letter Of credit,CRISIL,B-,26-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Vesta Equipment Pvt. Ltd.,Term loans,CARE,D,26-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
Aurionpro Toshi Automatic Systems Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,23-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Astec Valves & Fittings Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,23-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Shah Paperplast Inds. Ltd.,Term loans,ACUITE,D,23-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
Hitaishi K K Mfg. Co. Pvt. Ltd.,Letter Of credit,ACUITE,D,23-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
Genus Paper & Coke Ltd.,Term loans,CARE,BB,23-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
G I Industries Pvt. Ltd.,Letter Of credit,BRICKWORK,D,23-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Samriddhi Automations Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,23-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Sandeep Motors Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,23-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Trident Automobiles Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B-,22-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Mahakali Motors Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,22-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Alstone Industries Pvt. Ltd.,Term loans,CRISIL,B,22-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
A Auto Movers Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,22-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Unique Autosales Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,21-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Moharir Motors & Services Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C-,21-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Jindal Nickel & Alloys Ltd.,Letter Of credit,BRICKWORK,A 4,21-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Shubhlaxmi Casting Pvt. Ltd. [Merged],Bank Guarantee,BRICKWORK,A 4,21-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Jyoti C N C Automation Ltd.,Fund based financial facility/instrument,BRICKWORK,BB+,20-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Indian Metals & Alloys Mfg. Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,19-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
International Switchgears Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,19-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Tecknoweld Alloys (India) Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,D,16-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Sandcity Autotec Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,16-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
Asiatic Electrical & Switchgear Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,16-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with IND-RA; high urgency for renewal,INC with IND-RA — ACER can restart rating process fast; active rating needed for bank facilities
Perfect Alloys & Steel Ltd.,Term loans,BRICKWORK,C-,15-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Kun United Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,15-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Macbrout Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,15-05-2025,HIGH,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
