Company Name,Current Rating Agency,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,INC,Amount (Cr),Sector,Why Target,ACER Pitch Angle
Prem Jain Ispat Udyog Pvt. Ltd.,Brickwork,Term loans,BB-,2025-05-19,391,HIGH,YES,3.90,Other/Diversified,"Brickwork INC — mandate lapsed 391d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sankhla Vinyl Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-19,391,HIGH,YES,0.75,Other/Diversified,"Brickwork INC — mandate lapsed 391d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bajarang Cotgin Pvt. Ltd.,Brickwork,Non-government debt,D,2025-05-20,390,HIGH,YES,21.00,Other/Diversified,"Brickwork INC — mandate lapsed 390d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Prabhat Resources Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-05-20,390,HIGH,YES,69.20,Other/Diversified,"Brickwork INC — mandate lapsed 390d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Das Garage Pvt. Ltd.,Brickwork,Term loans,C,2025-05-20,390,HIGH,YES,0.77,Other/Diversified,"Brickwork INC — mandate lapsed 390d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Uma Spintex India Pvt. Ltd.,Brickwork,Term loans,B-,2025-05-20,390,HIGH,YES,18.66,Other/Diversified,"Brickwork INC — mandate lapsed 390d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shri T P Textiles Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-20,390,HIGH,YES,0.18,Textiles,"Brickwork INC — mandate lapsed 390d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jyoti C N C Automation Ltd.,Brickwork,Non-fund-based financial facility/instrument,A 4+,2025-05-20,390,HIGH,YES,173.74,Manufacturing,"Brickwork INC — mandate lapsed 390d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ashok Bricks Inds. Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-05-20,390,HIGH,YES,29.00,Other/Diversified,"Brickwork INC — mandate lapsed 390d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Soma New Towns Pvt. Ltd.,Brickwork,Bank Guarantee,B,2025-05-21,389,HIGH,YES,3.65,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
M D J Texco Fab Pvt. Ltd.,Brickwork,Term loans,C,2025-05-21,389,HIGH,YES,1.90,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jindal Nickel & Alloys Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-21,389,HIGH,YES,0.32,Steel & Metals,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A S C Power Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-21,389,HIGH,YES,1.80,Power & Energy,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shri Annalakshmi Spinning Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-05-21,389,HIGH,YES,2.00,Textiles,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nefa Breweries Pvt. Ltd.,Brickwork,Term loans,C,2025-05-21,389,HIGH,YES,17.38,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nikkamal Jewels Pvt. Ltd.,Brickwork,Non-government debt,C/A4,2025-05-21,389,HIGH,YES,9.95,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nipman Fastener Inds. Pvt. Ltd.,Brickwork,Term loans,D,2025-05-21,389,HIGH,YES,64.72,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Moharir Motors & Services Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C-,2025-05-21,389,HIGH,YES,8.00,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shubhlaxmi Casting Pvt. Ltd. [Merged],Brickwork,Bank Guarantee,A 4,2025-05-21,389,HIGH,YES,0.30,Steel & Metals,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
K B C Infrastructures Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-21,389,HIGH,YES,5.00,Infrastructure,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Micronova Impex Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-05-21,389,HIGH,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Parijat Oil & Feeds Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-05-21,389,HIGH,YES,2.45,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Asolution Pharmaceuticals Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-21,389,HIGH,YES,1.00,Healthcare,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sharma Videos Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-05-21,389,HIGH,YES,5.00,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Avadhoot Project Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-21,389,HIGH,YES,21.00,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Viva Boards Pvt. Ltd.,Brickwork,Term loans,D,2025-05-21,389,HIGH,YES,9.96,Other/Diversified,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Tradeimpex Polymers (India) Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-05-21,389,HIGH,YES,11.00,Chemicals,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Tirupur Textiles Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-21,389,HIGH,YES,0.25,Textiles,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Unique Autosales Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-05-21,389,HIGH,YES,8.00,Manufacturing,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vijay Agrofoods Pvt. Ltd.,Brickwork,Term loans,C,2025-05-21,389,HIGH,YES,0.38,Agro & Food,"Brickwork INC — mandate lapsed 389d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Enginemates Heat Transfer Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-22,388,HIGH,YES,2.00,Other/Diversified,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vintage Distillers Ltd.,Brickwork,Term loans,C,2025-05-22,388,HIGH,YES,2.40,Other/Diversified,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Trident Automobiles Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B-,2025-05-22,388,HIGH,YES,18.00,Manufacturing,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Partap Spintex Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B+,2025-05-22,388,HIGH,YES,51.81,Other/Diversified,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ambit Switchgear Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-22,388,HIGH,YES,5.00,Other/Diversified,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Lifeline Multi-Ventures Pvt. Ltd.,Brickwork,Term loans,C,2025-05-22,388,HIGH,YES,35.00,Other/Diversified,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mahakali Motors Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-22,388,HIGH,YES,0.10,Other/Diversified,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Alpine Knits (India) Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-05-22,388,HIGH,YES,15.00,Textiles,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nirman Infra-Steel Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-05-22,388,HIGH,YES,1.50,Infrastructure,"Brickwork INC — mandate lapsed 388d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
G I Industries Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-05-23,387,HIGH,YES,85.00,Manufacturing,"Brickwork INC — mandate lapsed 387d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Astec Valves & Fittings Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-05-23,387,HIGH,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 387d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Aurionpro Toshi Automatic Systems Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-23,387,HIGH,YES,5.00,Manufacturing,"Brickwork INC — mandate lapsed 387d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sandeep Motors Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-05-23,387,HIGH,YES,5.00,Other/Diversified,"Brickwork INC — mandate lapsed 387d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Anupama Steel Ltd.,Brickwork,Letter Of credit,A 4,2025-05-23,387,HIGH,YES,100.00,Steel & Metals,"Brickwork INC — mandate lapsed 387d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kaur Sain Spinners Ltd.,Brickwork,Bank Guarantee,D,2025-05-23,387,HIGH,YES,15.00,Other/Diversified,"Brickwork INC — mandate lapsed 387d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Svarrnim Infrastructures Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-05-23,387,HIGH,YES,24.75,Infrastructure,"Brickwork INC — mandate lapsed 387d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ganga Iron & Steel Trading Co. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-23,387,HIGH,YES,,Steel & Metals,"Brickwork INC — mandate lapsed 387d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
