Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,Quarter,Escalation_Month,Call_Window,Tier,NCD_Flag
Unique Infra Engineers & Edifices Pvt. Ltd.,CRISIL,Term Loan,B,28-Feb-2026,10.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Vallabhaneni Constructions Pvt. Ltd.,CRISIL,Term Loan,B,28-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Avinash Developers Pvt. Ltd.,ACUITE,Term Loan,BB+,04-Mar-2026,151.79,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Avinash Developers Pvt. Ltd.,ACUITE,Fund-Based,BB+,04-Mar-2026,130.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Avinash Developers Pvt. Ltd.,ACUITE,Term Loan,BB+,04-Mar-2026,59.7,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Avinash Developers Pvt. Ltd.,ACUITE,Fund-Based,BB+,04-Mar-2026,14.67,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Ecstasy Realty Pvt. Ltd.,CARE,Term Loan,C,05-Mar-2026,500.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Ocean Constructions (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,05-Mar-2026,75.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Aastha Infracity Ltd.,ICRA,Term Loan,B,05-Mar-2026,48.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Term Loan,C,06-Apr-2026,75.29,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,06-Apr-2026,59.8,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
R S V Constructions Pvt. Ltd.,CARE,Bank Guarantee,A 4,06-Apr-2026,54.5,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,06-Apr-2026,35.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-Apr-2026,15.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Term Loan,C,06-Apr-2026,13.71,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Term Loan,BB,06-Apr-2026,6.08,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,07-Apr-2026,7.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Term Loan,C,07-Apr-2026,1.48,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
A & T Infracon Pvt. Ltd.,IND-RA,Non-Fund-Based,A 3,08-Apr-2026,45.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Pasari Multiprojects Pvt. Ltd.,BRICKWORK,Term Loan,C,08-Apr-2026,30.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Marbaniang Projects Pvt. Ltd.,BRICKWORK,Term Loan,C,08-Apr-2026,29.21,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Encore Projects Pvt. Ltd.,CARE,Bank Guarantee,A 4,08-Apr-2026,1.4,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Encore Projects Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,1.35,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,NCD — SEBI License Required
A & T Infracon Pvt. Ltd.,IND-RA,Term Loan,BBB-,08-Apr-2026,1.1,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
A & T Infracon Pvt. Ltd.,IND-RA,Term Loan,BBB-,08-Apr-2026,0.9,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
G P C Infrastructure Ltd.,CRISIL,Bank Guarantee,A 4,09-Apr-2026,75.5,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
S N S Infracon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-Apr-2026,32.5,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
G P C Infrastructure Ltd.,CRISIL,Fund-Based,B,09-Apr-2026,21.3,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Essal Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,17.5,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Essal Infrastructure Pvt. Ltd.,ACUITE,Term Loan,C,09-Apr-2026,0.05,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-Apr-2026,175.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Puri Construction Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,10-Apr-2026,125.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Term Loan,B,10-Apr-2026,55.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Antonova Tiles (India) Pvt. Ltd.,CARE,Term Loan,B,10-Apr-2026,7.65,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Just Textiles Ltd.,CRISIL,Term Loan,B,10-Apr-2026,6.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Antonova Tiles (India) Pvt. Ltd.,CARE,Bank Guarantee,A 4,10-Apr-2026,2.05,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Just Textiles Ltd.,CRISIL,Letter of Credit,A 4,10-Apr-2026,1.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Just Textiles Ltd.,CRISIL,Fund-Based,B,10-Apr-2026,0.5,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,Standard
Ahinsa Infrastructure & Developers Ltd.,ACUITE,Term Loan,B-,13-Apr-2026,63.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Ramiya Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,13-Apr-2026,63.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Rajinder Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,13-Apr-2026,30.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Nasim Ahsan Construction Pvt. Ltd.,CARE,Bank Guarantee,B-,13-Apr-2026,25.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Term Loan,A 4+,13-Apr-2026,25.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Ramiya Constructions Pvt. Ltd.,CRISIL,Term Loan,BBB-,13-Apr-2026,14.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,13-Apr-2026,7.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,13-Apr-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Krushi Infras India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,15-Apr-2026,33.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
D P Jain Dariapur-Jasondhi (Annuity) Road Projects Pvt. Ltd.,CARE,Term Loan,BB+,15-Apr-2026,32.52,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Krushi Infras India Pvt. Ltd.,ACUITE,Term Loan,A 4,15-Apr-2026,31.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Ghai Construction Pvt. Ltd.,ICRA,NCD/Bond,B+,15-Apr-2026,27.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,NCD — SEBI License Required
Ghai Construction Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,15-Apr-2026,25.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Buildmate Projects Pvt. Ltd.,CARE,Letter of Credit,A 4,15-Apr-2026,6.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Krushi Infras India Pvt. Ltd.,ACUITE,Term Loan,C,15-Apr-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Buildmate Projects Pvt. Ltd.,CARE,Bank Guarantee,A 4,15-Apr-2026,3.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Buildmate Projects Pvt. Ltd.,CARE,Term Loan,C,15-Apr-2026,0.74,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-Apr-2026,323.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,NCD — SEBI License Required
Aparna Constructions & Estates Pvt. Ltd.,CRISIL,Term Loan,BB+,16-Apr-2026,120.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-Apr-2026,73.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,NCD — SEBI License Required
Aparna Constructions & Estates Pvt. Ltd.,CRISIL,Term Loan,BB+,16-Apr-2026,30.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Shree Hari Infraprojects Pvt. Ltd.,CARE,Letter of Credit,A 4,16-Apr-2026,17.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-Apr-2026,6.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,NCD — SEBI License Required
K N Singh Infratech Pvt. Ltd.,CARE,Bank Guarantee,A 4,16-Apr-2026,3.25,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
K N Singh Infratech Pvt. Ltd.,CARE,Term Loan,B-,16-Apr-2026,0.19,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Sujata Udit Builders Pvt. Ltd.,CARE,Bank Guarantee,A 4,17-Apr-2026,4.31,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,Standard
Sowparnika Projects & Infrastructure Pvt. Ltd.,ICRA,Term Loan,B+,20-Apr-2026,41.3,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Chelsea Textiles Pvt. Ltd.,CRISIL,Term Loan,B-,20-Apr-2026,8.55,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Jai Buildcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,8.2,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Inderjeet Bros Projects Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,7.6,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Infab Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,7.25,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Shivmahal Textiles Pvt. Ltd.,CARE,Term Loan,B-,20-Apr-2026,3.77,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Infab Infrastructure Pvt. Ltd.,CRISIL,Letter of Credit,A 4,20-Apr-2026,3.5,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Khush Housing Finance Pvt. Ltd.,ACUITE,Term Loan,BB,21-Apr-2026,57.6,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Avian Infrastructure & Energy Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,21-Apr-2026,55.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Khush Housing Finance Pvt. Ltd.,ACUITE,Term Loan,BB,21-Apr-2026,51.46,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Adil Textiles Pvt. Ltd.,CRISIL,Term Loan,A 4,21-Apr-2026,4.3,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Gama Infraprop Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,282.99,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Gama Infraprop Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,274.43,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Renaatus Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,217.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-Apr-2026,40.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Gama Infraprop Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-Apr-2026,35.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Kavya Build-Con Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,35.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Gama Infraprop Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,22.58,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Renaatus Projects Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-Apr-2026,20.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-Apr-2026,20.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Ashcons Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Garnet Construction Ltd.,CRISIL,Fund-Based,B,23-Apr-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Ashcons Infrastructure Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,4.5,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Trie-Viz Infracon Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,24-Apr-2026,23.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Marut Nandan Textiles Ltd.,CRISIL,Term Loan,B,24-Apr-2026,0.63,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,Standard
Hotcrete Infrastructure Pvt. Ltd.,ICRA,NCD/Bond,C/A4,27-Apr-2026,28.24,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,NCD — SEBI License Required
Hotcrete Infrastructure Pvt. Ltd.,ICRA,Non-Fund-Based,C,27-Apr-2026,23.45,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Hotcrete Infrastructure Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,27-Apr-2026,7.5,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Reliable Hitech Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,13.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Samay Project Services Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,6.25,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Saam Textiles Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,2.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Samay Project Services Ltd.,CRISIL,Term Loan,B,28-Apr-2026,1.65,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Saam Textiles Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,0.65,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Shanmugappriya Textiles Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,0.1,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Starcon Infra Projects India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,29-Apr-2026,15.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Spinora Tiles Pvt. Ltd.,CARE,Term Loan,B-,29-Apr-2026,9.63,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Spinora Tiles Pvt. Ltd.,CARE,Bank Guarantee,A 4,29-Apr-2026,1.75,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
N C C Infraspace Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,90.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,85.5,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Bahl Builders Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,30-Apr-2026,30.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,NCD — SEBI License Required
Shree Saishraddha Cements Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,20.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
S S Civil Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,6.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
N C C Infraspace Pvt. Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,5.76,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Bahl Builders Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,30-Apr-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,NCD — SEBI License Required
N C C Infraspace Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,4.95,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
United Project Construction Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,4.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,3.4,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
D P J Bidar Chincholi (Annuity) Road Project Pvt. Ltd.,CARE,Term Loan,BB+,04-May-2026,69.26,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
D P J Bidar Chincholi (Annuity) Road Project Pvt. Ltd.,CARE,Non-Fund-Based,A 4+,04-May-2026,3.6,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,Standard
Jaypee Projects Ltd.,CRISIL,Term Loan,B+,2025-12-11,8.0,Q1 2027,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,Standard
Jaypee Projects Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,7.0,Q1 2027,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,Standard
Atlas Constructions Pvt. Ltd.,CRISIL,NCD/Bond,BBB/A3+,2025-12-12,363.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 3 — NCD Priority,NCD — SEBI License Required
Purvanchal Construction Works Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-03,12.3,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 3 — NCD Priority,NCD — SEBI License Required
R S Development & Constructions India Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,67.89,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 3 — NCD Priority,NCD — SEBI License Required
Srinivas Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,17.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 3 — NCD Priority,NCD — SEBI License Required
B N R Infrastructure Projects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-01-02,80.0,Q1 2027,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 3 — NCD Priority,NCD — SEBI License Required
L & W Construction Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-31,1830.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,NCD — SEBI License Required
Vamica Resorts Infra Limited,Infomerics,Long Term Instruments  Non-Convertible Debenture- Proposed,IVR B (INC)(Downgraded),2026-02-05,25.0,Q1 2027,Feb 2027,Nov–Dec 2026,Tier 3 — NCD Priority,NCD — SEBI License Required
R K Infracorp Pvt. Ltd.,CARE,NCD/Bond,B/A4,2026-03-11,120.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,NCD — SEBI License Required
Krishna Buildestates Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,2026-03-26,246.6,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,NCD — SEBI License Required
R M N Infrastructures Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-31,125.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,NCD — SEBI License Required
L & W Building Solutions Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-31,205.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,NCD — SEBI License Required
B N R Infrastructure Projects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-17,0.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,NCD — SEBI License Required
Krishna Buildestates Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,2026-03-26,28.5,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,NCD — SEBI License Required
R M N Infrastructures Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-31,35.0,Q1 2027,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,NCD — SEBI License Required
H E S Infra Ltd.,IND-RA,Fund-Based,A 4+,2025-12-17,802.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
N S C Projects Pvt. Ld.,CRISIL,Bank Guarantee,A 2,2025-12-01,218.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Dhoot Infrastructure Projects Ltd.,BRICKWORK,Term Loan,B+,2025-12-01,110.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
H K Cement Inds. Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-08,109.34,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
P C Patel Infra Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,135.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
P C Snehal Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-26,135.5,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
Eversendai Construction Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-05,290.0,Q1 2027,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,Standard
