Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,NCD_Flag,Source,Pipeline_Window,Escalation_Date,Escalation_Month,Call_Window,Tier_Label,Agency_Count,Why Target,ACER Pitch Angle,Window_Order,Multi_Window_Flag
Affil Vitrified Pvt. Ltd.,ICRA,Term Loan,B+,25-Feb-2026,20.34,Other,LOW,Standard,D365,October 2026,2026-11-22,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Affil Vitrified Pvt. Ltd.,ICRA,Bank Guarantee,A 4,25-Feb-2026,4.3,Other,LOW,Standard,D365,October 2026,2026-11-22,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Affil Vitrified Pvt. Ltd.,ICRA,Fund-Based,B+,25-Feb-2026,2.41,Other,LOW,Standard,D365,October 2026,2026-11-22,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Affil Vitrified Pvt. Ltd.,ICRA,Letter of Credit,A 4,25-Feb-2026,0.7,Other,LOW,Standard,D365,October 2026,2026-11-22,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Affil Vitrified Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-08,22.87,Other,HOT,Standard,D365,Q1 2027,2026-12-08,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Affil Vitrified Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-08,6.83,Other,HOT,Standard,D365,Q1 2027,2026-12-08,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Affil Vitrified Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-08,2.3,Other,HOT,Standard,D365,Q1 2027,2026-12-08,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Affluence Commodities Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,15-Apr-2026,9.43,Trading/Exports,LOW,Standard,D365,October 2026,2026-10-12,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Affluence Commodities Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-03-11,25.0,Other,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-11,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Affluence Commodities Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-15,9.43,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Agarwal Toughened Glass India Ltd.,CRISIL,Term Loan,B,28-Apr-2026,3.25,Other,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 2 — Dual-agency (2 raters),2,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Agarwal Toughened Glass India Ltd.,CRISIL,Fund-Based,B,28-Apr-2026,2.0,Other,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 2 — Dual-agency (2 raters),2,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Agarwal Toughened Glass India Ltd.,CRISIL,Letter of Credit,B,28-Apr-2026,0.45,Other,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 2 — Dual-agency (2 raters),2,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Agarwal Toughened Glass India Ltd.,CARE,Term Loan,B-,29-Jan-2026,3.55,Other,LOW,Standard,D365,October 2026,2026-10-26,Oct 2026,Oct Wk4 (Oct 22-31),TIER 2 — Dual-agency (2 raters),2,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Agarwal Toughened Glass India Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-28,2.0,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Agarwal Toughened Glass India Ltd.,CRISIL,Letter Of credit,B,2026-04-28,0.45,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Agarwal Toughened Glass India Ltd.,CRISIL,Long term Loans,B,2026-04-28,3.25,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Agmotex Fabrics Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,7.0,Textiles,LOW,Standard,D365,October 2026,2026-10-18,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Agmotex Fabrics Pvt. Ltd.,CRISIL,Term loans,B,2026-04-21,7.0,Textiles,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Agrawal Infrabuild Private Limited,Infomerics,Short Term Facility,IVR A3+ (INC)(Downgraded),28-Jan-2026,130.0,Construction,LOW,Standard,Infomerics,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Agrawal Infrabuild Private Limited,Infomerics,Long Term Facilities,IVR BBB (INC)(Downgraded),28-Jan-2026,62.19,Construction,LOW,Standard,Infomerics,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Agrawal Infrabuild Private Limited,Infomerics,Short Term Facility,IVR A3+ (INC)(Downgraded),2026-01-28,130.0,Construction,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-28,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-28 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Agrawal Infrabuild Private Limited,Infomerics,Long Term Facilities,IVR BBB (INC)(Downgraded),2026-01-28,62.19,Construction,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-28,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-28 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Agventure Enterprises Pvt. Ltd.,CRISIL,Fund-Based,B,21-Apr-2026,6.2,Other,LOW,Standard,D365,October 2026,2026-10-18,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Agventure Enterprises Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,3.8,Other,LOW,Standard,D365,October 2026,2026-10-18,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Agventure Enterprises Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-21,6.2,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Agventure Enterprises Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-21,3.8,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Ahaaram Mills Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Reaffirmed),06-Feb-2026,41.0,Other,LOW,Standard,Infomerics,October 2026,2026-11-03,Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Ahaaram Mills Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Reaffirmed),2026-02-06,41.0,Agro & Food,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-02-06,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-02-06 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Ahinsa Infrastructure & Developers Ltd.,ACUITE,Term Loan,B-,13-Apr-2026,63.0,Construction,LOW,Standard,D365,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Ahinsa Infrastructure & Developers Ltd.,ACUITE,Term loans,B-,2026-04-13,63.0,Construction,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Ajanta Spintex Pvt. Ltd.,CARE,Term Loan,B,08-Oct-2025,8.64,Other,MEDIUM,Standard,D365,October 2026,2026-10-08,Oct 2026,Oct Wk2 (Oct 8-14),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Ajanta Spintex Pvt. Ltd.,ACUITE,Term loans,D,2026-04-15,16.26,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Ajara Health Care & Research Centre Pvt. Ltd.,IND-RA,Term Loan,B-,24-Nov-2025,29.3,Healthcare,MEDIUM,Standard,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Multi-Window Priority
Ajara Health Care & Research Centre Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-05,29.3,Healthcare,HOT,Standard,D365,Q1 2027,2026-12-05,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Ajara Health Care & Research Centre Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-05,10.0,Healthcare,HOT,Standard,D365,Q1 2027,2026-12-05,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Alankar Alloys Private Limited,Infomerics,Long Term Bank Facility,IVR BB+ (INC)(Downgraded),22-Jan-2026,64.9,Steel & Metals,LOW,Standard,Infomerics,October 2026,2026-10-19,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Alankar Alloys Private Limited,Infomerics,Short Term Bank Facilities (Proposed),IVR A4+ (INC)(Downgraded),22-Jan-2026,1.1,Steel & Metals,LOW,Standard,Infomerics,October 2026,2026-10-19,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Alankar Alloys Private Limited,Infomerics,Long Term Bank Facility,IVR BB+ (INC)(Downgraded),2026-01-22,64.9,Steel & Metals,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-22,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-22 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Alankar Alloys Private Limited,Infomerics,Short Term Bank Facilities (Proposed),IVR A4+ (INC)(Downgraded),2026-01-22,1.1,Steel & Metals,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-22,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-22 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Alchemist Hospitals Ltd.,CARE,Term Loan,B,08-Apr-2026,31.6,Chemicals & Pharma,LOW,Standard,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Alchemist Hospitals Ltd.,CARE,Term loans,B,2026-04-08,31.6,Chemicals & Pharma,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Alfa Flexitubes Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,8.5,Steel & Metals,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Alfa Flexitubes Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,6.0,Steel & Metals,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Alfa Flexitubes Pvt. Ltd.,CARE,Term Loan,B-,08-Apr-2026,1.0,Steel & Metals,LOW,Standard,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Alfa Flexitubes Pvt. Ltd.,CARE,Non-government debt,B-/A4,2026-04-08,8.5,Other,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Alfa Flexitubes Pvt. Ltd.,CARE,Non-government debt,B-/A4,2026-04-08,6.0,Other,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Alfa Flexitubes Pvt. Ltd.,CARE,Term loans,B-,2026-04-08,1.0,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Alom Extrusions Ltd.,ACUITE,Letter of Credit,A 4,09-Apr-2026,21.0,Other,LOW,Standard,D365,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Alom Extrusions Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,1.75,Other,LOW,Standard,D365,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Alom Extrusions Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-09,1.75,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Alom Extrusions Ltd.,ACUITE,Letter Of credit,A 4,2026-04-09,21.0,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Alom Poly Extrusions Ltd.,ACUITE,Term Loan,B-,24-Apr-2026,2.69,Other,LOW,Standard,D365,October 2026,2026-10-21,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Alom Poly Extrusions Ltd.,ACUITE,Term Loan,B-,24-Apr-2026,0.5,Other,LOW,Standard,D365,October 2026,2026-10-21,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
