Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Amount_Cr,Quarter,Escalation_Month,Escalation_Date,Call_Window,Tier,Priority_Score,Agency_Count,NCD_Flag,Source,Why Target,ACER Pitch Angle,Dual_Quarter
Vishrambhai Gorasia Construction Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),7.98,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
N V Kharote Constructions Pvt. Ltd.,CARE,Bank Guarantee,D,2026-04-10,LOW (<90 days),7.83,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Spine Arthoscopic & Joint Replacement Centre Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-01,LOW (<90 days),7.82,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Hotcrete Infrastructure Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-27,LOW (<90 days),7.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2026-04-13,LOW (<90 days),7.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Infab Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-20,LOW (<90 days),7.25,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Srinivas Infrastructure Private Limited,Infomerics,Long Term Fund based facilities â€“ Cash Credit,IVR B (INC)(Downgraded),2026-01-16,LOW/MEDIUM,7.0,Q1 2027,Jan 2027,2027-01-16,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Amit Buildwell Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2026-01-27,LOW/MEDIUM,7.0,Q1 2027,Jan 2027,2027-01-27,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-27 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-07,LOW (<90 days),7.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Swadesh Green Infra Ltd.,ICRA,Term loans,D,2026-04-24,LOW (<90 days),7.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Northway Infra-Tech Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,LOW (<90 days),6.77,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Morth Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-01-22,LOW/MEDIUM,6.55,Q1 2027,Jan 2027,2027-01-22,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-22 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Ocean Constructions (India) Pvt. Ltd.,ICRA,Term loans,D,2026-04-09,LOW (<90 days),6.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Shree Hari Infraprojects Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-16,LOW (<90 days),6.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Term loans,BB,2026-04-06,LOW (<90 days),6.08,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
3 G Telecom Infra India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),6.04,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Spica Projects And Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),2026-01-23,LOW/MEDIUM,6.01,Q1 2027,Jan 2027,2027-01-23,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Buildmate Projects Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-15,LOW (<90 days),6.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Cleantec Infra Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,LOW (<90 days),6.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
S S Civil Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,LOW (<90 days),6.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Vijay Jindal Builders Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,LOW (<90 days),6.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
N C C Infraspace Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,LOW (<90 days),5.76,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Globus Warehousing & Trdg. Pvt. Ltd.,BRICKWORK,Term Loan,BB,2026-01-02,LOW/MEDIUM,5.55,Q1 2027,Jan 2027,2027-01-02,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,D365,INC rating hits ULTRA HOT on 2027-01-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Sincon Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),2026-01-23,LOW/MEDIUM,5.2,Q1 2027,Jan 2027,2027-01-23,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Bahl Builders Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-30,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Bharat Engineering Construction Co. Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-01,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Garnet Construction Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-23,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
K N K Construction Pvt. Ltd.,ICRA,Non-government debt,D,2026-04-17,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Krushi Infras India Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-15,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Letter Of credit,A 4+,2026-04-13,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Universal Construction Machinery & Equipment Ltd.,CRISIL,Letter Of credit,D,2026-04-30,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Apurvakriti Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-09,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Apurvakriti Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-09,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Ashcons Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-23,LOW (<90 days),5.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
N C C Infraspace Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,LOW (<90 days),4.95,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
M G M Infra Devp. Solutions Pvt. Ltd.,CARE,Term loans,D,2026-04-22,LOW (<90 days),4.94,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Ashcons Infrastructure Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-23,LOW (<90 days),4.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Sujata Udit Builders Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-17,LOW (<90 days),4.31,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
United Project Construction Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,LOW (<90 days),4.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
D P J Bidar Chincholi (Annuity) Road Project Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,A 4+,2026-05-04,LOW (<90 days),3.6,Q2 2027,May 2027,May 2027,HOT by Feb 2027,Q2 Pipeline,3,1,Standard,D365,"INC since May 2026 (55 days). MEDIUM by Nov 2026, HOT by Feb 2027, ULTRA HOT by May 2027.",Your Non-fund-based financial facility/instrument at CARE hits ULTRA HOT in May 2027. Start ACER process by Feb 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Infab Infrastructure Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-20,LOW (<90 days),3.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,LOW (<90 days),3.4,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
K N Singh Infratech Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-16,LOW (<90 days),3.25,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Buildmate Projects Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-15,LOW (<90 days),3.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Paradigm Tunneling Pvt. Ltd.,CRISIL,Letter Of credit,D,2026-04-23,LOW (<90 days),3.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Universal Construction Machinery & Equipment Ltd.,CRISIL,Bank Guarantee,D,2026-04-30,LOW (<90 days),3.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Swadesh Green Infra Ltd.,ICRA,Bank Guarantee,D,2026-04-24,LOW (<90 days),2.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Archon Powerinfra India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2026-04-09,LOW (<90 days),2.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Ashish Infracon Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B+,2026-04-02,LOW (<90 days),1.83,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-07,LOW (<90 days),1.48,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
A & T Infracon Pvt. Ltd.,IND-RA,Term loans,BBB-,2026-04-08,LOW (<90 days),1.1,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Both Q1+Q2
J C Construction Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-02,LOW (<90 days),0.9,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
A & T Infracon Pvt. Ltd.,IND-RA,Term loans,BBB-,2026-04-08,LOW (<90 days),0.9,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Both Q1+Q2
Buildmate Projects Pvt. Ltd.,CARE,Term loans,C,2026-04-15,LOW (<90 days),0.74,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Bharat Engineering Construction Co. Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-01,LOW (<90 days),0.25,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
K N Singh Infratech Pvt. Ltd.,CARE,Term loans,B-,2026-04-16,LOW (<90 days),0.19,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Essal Infrastructure Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-09,LOW (<90 days),0.05,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
