Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Month,Escalation_Date,Tier,Priority_Score,Agency_Count,Calling_Sequence,Amount_Cr,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Relcom Technology Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-09,LOW/MEDIUM,Mar 2027,2027-03-09,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,0.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Jagrut Motors Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-10,LOW/MEDIUM,Mar 2027,2027-03-10,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,1.75,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Jagrut Motors Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-10,LOW/MEDIUM,Mar 2027,2027-03-10,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,1.2,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Autotech Non-Wovens Pvt. Ltd.,BRICKWORK,Term Loan,B,2026-03-13,LOW/MEDIUM,Mar 2027,2027-03-13,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,13.3,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Autotech Non-Wovens Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-13,LOW/MEDIUM,Mar 2027,2027-03-13,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,2.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Autotech Non-Wovens Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-13,LOW/MEDIUM,Mar 2027,2027-03-13,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,2.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sidhi Vinayak Metcom Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-13,LOW/MEDIUM,Mar 2027,2027-03-13,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,0.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pawan Communications Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,4.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Crafts & Tissues Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Mar 2027,2027-03-24,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Crafts & Tissues Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-24,LOW/MEDIUM,Mar 2027,2027-03-24,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,4.01,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Crafts & Tissues Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Mar 2027,2027-03-24,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,0.13,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Luna Chemical Inds. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-26,LOW/MEDIUM,Mar 2027,2027-03-26,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,15.65,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Luna Chemical Inds. Pvt. Ltd.,BRICKWORK,Term Loan,B-,2026-03-26,LOW/MEDIUM,Mar 2027,2027-03-26,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,8.55,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Luna Chemical Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Mar 2027,2027-03-26,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,5.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Akula Boards Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,2.0,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Jagrut Motors Pvt. Ltd.,ICRA,Term Loan,B+,2026-03-09,LOW/MEDIUM,Mar 2027,2027-03-09,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,0.26,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Jay Bharat Spices Pvt. Ltd.,ICRA,Term Loan,B+,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 2 — Dual Agency,3,2,Sep 2026 — RM,1.95,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Atlas Constructions Pvt. Ltd.,CRISIL,NCD/Bond,BBB/A3+,2025-12-12,HOT,Dec 2026,2026-12-12,Tier 3 — NCD Priority,7,1,Sep–Oct 2026 — Call 3 months ahead,363.0,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your NCD/Bond at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Invreco Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,2025-12-01,HOT,Dec 2026,2026-12-01,Tier 3 — NCD Priority,7,1,Sep–Oct 2026 — Call 3 months ahead,250.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Excelsource International Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 3 — NCD Priority,7,1,Sep–Oct 2026 — Call 3 months ahead,128.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J G Hosiery Pvt. Ltd.,ICRA,NCD/Bond,A/A2+,2025-12-23,HOT,Dec 2026,2026-12-23,Tier 3 — NCD Priority,7,1,Sep–Oct 2026 — Call 3 months ahead,230.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Radiant Textiles Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 3 — NCD Priority,7,1,Sep–Oct 2026 — Call 3 months ahead,121.0,Textiles,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Viswaat Chemicals Ltd.,CARE,NCD/Bond,BB/A4,2025-12-01,HOT,Dec 2026,2026-12-01,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,44.0,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Turbhe Chemicals Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-01,HOT,Dec 2026,2026-12-01,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,21.0,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Narayani Coke Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-01,HOT,Dec 2026,2026-12-01,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,9.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Adachi Natural Polymer Ltd.,CARE,NCD/Bond,B-/A4,2025-12-01,HOT,Dec 2026,2026-12-01,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,6.5,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Viswaat Chemicals Ltd.,CARE,NCD/Bond,BB/A4,2025-12-01,HOT,Dec 2026,2026-12-01,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,3.0,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Alfa-Therm Ltd.,CARE,NCD/Bond,B-/A4,2025-12-01,HOT,Dec 2026,2026-12-01,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,2.67,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,2025-12-02,HOT,Dec 2026,2026-12-02,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,83.0,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Agrasen Iron & Steels Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-02,HOT,Dec 2026,2026-12-02,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,9.0,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,2025-12-02,HOT,Dec 2026,2026-12-02,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,3.5,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Purvanchal Construction Works Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-03,HOT,Dec 2026,2026-12-03,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,12.3,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Seco Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-03,HOT,Dec 2026,2026-12-03,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,6.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Fine Pac Structures Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-04,HOT,Dec 2026,2026-12-04,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,2.8,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gupta Hair Products Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-05,HOT,Dec 2026,2026-12-05,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,14.75,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Valiant Glass Works Pvt. Ltd.,CARE,NCD/Bond,B/A4,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,70.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rajdhani Crafts Inds. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,15.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Luker Electric Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB/A3,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,9.0,Energy,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B D Security Ltd.,CARE,NCD/Bond,BB/A4,2025-12-08,HOT,Dec 2026,2026-12-08,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,3.22,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sarvani Tradelink Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-09,HOT,Dec 2026,2026-12-09,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,25.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sarvani Tradelink Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-09,HOT,Dec 2026,2026-12-09,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,5.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shri Ram Rubtech Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,3.0,IT/Technology,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Nidhi Auto Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,0.3,Manufacturing,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahajan Fabrics Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-11,HOT,Dec 2026,2026-12-11,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,0.21,Textiles,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Siddhartha Engineering Ltd.,CARE,NCD/Bond,C/A4,2025-12-16,HOT,Dec 2026,2026-12-16,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,95.75,Manufacturing,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Fenasia Ltd.,CARE,NCD/Bond,A 4,2025-12-17,HOT,Dec 2026,2026-12-17,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,1.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B E Contracts Pvt. Ltd.,CARE,NCD/Bond,B/A4,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,20.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Excelsource International Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-22,HOT,Dec 2026,2026-12-22,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,2.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rhino Lux Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-23,HOT,Dec 2026,2026-12-23,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,9.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ktex Nonwovens Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2025-12-24,HOT,Dec 2026,2026-12-24,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,65.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ktex Nonwovens Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2025-12-24,HOT,Dec 2026,2026-12-24,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,62.48,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
W F B Baird & Co. India Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,2025-12-26,HOT,Dec 2026,2026-12-26,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,90.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
I G W India Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,2025-12-26,HOT,Dec 2026,2026-12-26,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,50.0,IT/Technology,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
I G W India Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,2025-12-26,HOT,Dec 2026,2026-12-26,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,12.0,IT/Technology,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Borana Weaves Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-26,HOT,Dec 2026,2026-12-26,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,7.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
N M Foodimpex Pvt. Ltd.,BRICKWORK,NCD/Bond,C,2025-12-26,HOT,Dec 2026,2026-12-26,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,2.0,Agro/Food,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Chowgule Industries Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2025-12-05,HOT,Dec 2026,2026-12-05,Tier 3 — NCD Priority,6,1,Sep–Oct 2026 — Call 3 months ahead,40.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
